
     Z         PRESS      DEN     ProOH1    ProOH25    ProO3D    PO2D       PO2      PH2O      PO3D      PH2O2     FO3      FH2O      NumO2      NumOH      NumO1D     PN2O     PCH3CL      FOH      FHO2      FNO     FNO2      FH    FH2O2     FNO3    FN2O5    FHNO3      FO       FN      FH2     FCH4    FN2O
   5.000E+04 9.550E+05 2.401E+19 3.021E+05 4.712E-12 2.280E+06 0.000E+00 8.007E-29 1.432E-29 5.163E-06 2.122E-06 1.839E-08 1.371E-02 5.107E+18 2.726E+06 2.797E-03 6.948E-26 3.386E-28 1.135E-13 9.519E-12 7.782E-12 2.549E-11 5.039E-21 6.133E-10 1.869E-14 2.878E-16 1.533E-10 4.679E-17 4.283E-21 5.000E-07 8.080E-07 2.730E-07
   1.500E+05 8.471E+05 2.179E+19 2.120E+05 1.547E-10 2.436E+06 0.000E+00 2.823E-27 8.274E-28 5.490E-06 2.291E-06 2.037E-08 8.579E-03 4.635E+18 2.222E+06 3.438E-03 3.022E-24 2.451E-26 1.020E-13 8.650E-12 4.616E-12 1.305E-11 4.283E-21 6.022E-10 1.213E-14 1.534E-16 1.745E-10 6.008E-17 4.187E-21 4.994E-07 8.052E-07 2.729E-07
   2.500E+05 7.493E+05 1.973E+19 1.431E+05 4.285E-09 2.624E+06 0.000E+00 8.941E-26 4.174E-26 5.724E-06 2.442E-06 2.324E-08 5.204E-03 4.197E+18 2.067E+06 4.201E-03 1.154E-22 1.358E-24 1.048E-13 8.041E-12 4.809E-12 1.170E-11 4.187E-21 5.630E-10 1.120E-14 2.103E-16 2.071E-10 8.029E-17 4.248E-21 4.991E-07 8.030E-07 2.729E-07
   3.500E+05 6.610E+05 1.782E+19 8.752E+04 8.252E-08 2.800E+06 0.000E+00 2.186E-24 1.586E-24 5.830E-06 2.578E-06 2.695E-08 2.920E-03 3.791E+18 1.977E+06 5.041E-03 3.330E-21 5.183E-23 1.109E-13 7.349E-12 6.289E-12 1.317E-11 4.248E-21 4.874E-10 1.152E-14 4.357E-16 2.434E-10 1.092E-16 4.380E-21 4.989E-07 8.012E-07 2.728E-07
   4.500E+05 5.812E+05 1.606E+19 4.886E+04 1.144E-06 2.925E+06 0.000E+00 4.125E-23 4.621E-23 5.832E-06 2.702E-06 3.124E-08 1.542E-03 3.416E+18 1.910E+06 5.878E-03 7.269E-20 1.403E-21 1.189E-13 6.483E-12 8.632E-12 1.544E-11 4.380E-21 3.917E-10 1.188E-14 1.000E-15 2.779E-10 1.487E-16 4.491E-21 4.988E-07 7.998E-07 2.728E-07
   5.500E+05 5.095E+05 1.443E+19 2.514E+04 1.808E-05 2.975E+06 0.000E+00 6.080E-22 1.614E-21 5.753E-06 2.814E-06 3.583E-08 7.761E-04 3.071E+18 1.826E+06 6.644E-03 1.247E-18 3.146E-20 1.265E-13 5.469E-12 1.156E-11 1.740E-11 4.491E-21 2.941E-10 1.175E-14 2.221E-15 3.052E-10 2.007E-16 4.378E-21 4.987E-07 7.987E-07 2.727E-07
   6.500E+05 4.451E+05 1.294E+19 1.182E+04 2.500E-04 2.946E+06 0.000E+00 7.143E-21 5.249E-20 5.615E-06 2.917E-06 4.055E-08 3.681E-04 2.753E+18 1.643E+06 7.298E-03 1.781E-17 6.372E-19 1.270E-13 4.368E-12 1.427E-11 1.776E-11 4.378E-21 2.081E-10 1.079E-14 4.388E-15 3.218E-10 2.676E-16 4.051E-21 4.987E-07 7.979E-07 2.726E-07
   7.500E+05 3.875E+05 1.157E+19 5.004E+03 1.609E-03 2.842E+06 0.000E+00 6.676E-20 8.600E-19 5.414E-06 3.012E-06 4.539E-08 1.617E-04 2.461E+18 1.385E+06 7.811E-03 1.979E-16 8.766E-18 1.198E-13 3.292E-12 1.687E-11 1.709E-11 4.051E-21 1.404E-10 9.299E-15 8.245E-15 3.297E-10 3.535E-16 3.738E-21 4.987E-07 7.973E-07 2.725E-07
   8.500E+05 3.361E+05 1.031E+19 1.856E+03 5.128E-03 2.682E+06 0.000E+00 4.949E-19 7.807E-18 5.163E-06 3.100E-06 5.041E-08 6.373E-05 2.193E+18 1.151E+06 8.189E-03 1.619E-15 7.716E-17 1.116E-13 2.352E-12 2.089E-11 1.699E-11 3.738E-21 9.189E-11 7.837E-15 1.696E-14 3.338E-10 4.650E-16 3.511E-21 4.986E-07 7.968E-07 2.724E-07
   9.500E+05 2.904E+05 9.156E+18 5.659E+02 8.882E-03 2.502E+06 0.000E+00 2.957E-18 4.639E-17 4.880E-06 3.182E-06 5.599E-08 2.091E-05 1.948E+18 9.618E+05 8.501E-03 1.005E-14 4.760E-16 1.050E-13 1.635E-12 2.674E-11 1.742E-11 3.511E-21 5.948E-11 6.619E-15 3.567E-14 3.374E-10 6.139E-16 3.161E-21 4.986E-07 7.964E-07 2.723E-07
