
     Z         PRESS      DEN     ProOH1    ProOH25    ProO3D    PO2D       PO2      PH2O      PO3D      PH2O2     FO3      FH2O      NumO2      NumOH      NumO1D     PN2O     PCH3CL      FOH      FHO2      FNO     FNO2      FH    FH2O2     FNO3    FN2O5    FHNO3      FO       FN      FH2     FCH4    FN2O
   5.000E+04 9.538E+05 2.447E+19 2.321E+05 3.430E-12 2.467E+06 0.000E+00 7.319E-29 1.500E-29 4.849E-06 2.111E-06 2.079E-08 9.341E-03 5.206E+18 2.519E+06 3.078E-03 6.707E-26 3.831E-28 1.029E-13 8.132E-12 7.976E-12 2.587E-11 4.106E-21 5.134E-10 1.814E-14 4.202E-16 1.502E-10 4.811E-17 3.600E-21 5.000E-07 8.080E-07 2.730E-07
   1.500E+05 8.441E+05 2.208E+19 1.683E+05 1.260E-10 2.623E+06 0.000E+00 2.800E-27 9.230E-28 5.183E-06 2.281E-06 2.292E-08 6.181E-03 4.698E+18 2.072E+06 3.722E-03 3.140E-24 2.816E-26 9.382E-14 7.596E-12 4.742E-12 1.339E-11 3.600E-21 5.144E-10 1.210E-14 2.199E-16 1.717E-10 6.284E-17 3.775E-21 4.995E-07 8.055E-07 2.729E-07
   2.500E+05 7.454E+05 1.983E+19 1.241E+05 3.994E-09 2.794E+06 0.000E+00 9.299E-26 4.796E-26 5.449E-06 2.433E-06 2.586E-08 4.200E-03 4.218E+18 1.992E+06 4.481E-03 1.247E-22 1.568E-24 1.005E-13 7.383E-12 4.795E-12 1.192E-11 3.775E-21 4.937E-10 1.144E-14 2.724E-16 2.046E-10 8.586E-17 3.954E-21 4.992E-07 8.035E-07 2.729E-07
   3.500E+05 6.568E+05 1.783E+19 7.897E+04 8.181E-08 2.945E+06 0.000E+00 2.323E-24 1.839E-24 5.567E-06 2.569E-06 2.967E-08 2.495E-03 3.793E+18 1.924E+06 5.310E-03 3.659E-21 5.972E-23 1.079E-13 6.894E-12 6.195E-12 1.338E-11 3.954E-21 4.359E-10 1.182E-14 5.330E-16 2.411E-10 1.177E-16 4.157E-21 4.990E-07 8.019E-07 2.728E-07
   4.500E+05 5.771E+05 1.602E+19 4.559E+04 1.280E-06 3.056E+06 0.000E+00 4.423E-23 5.810E-23 5.587E-06 2.692E-06 3.415E-08 1.375E-03 3.409E+18 1.872E+06 6.155E-03 8.054E-20 1.637E-21 1.168E-13 6.176E-12 8.481E-12 1.573E-11 4.157E-21 3.551E-10 1.221E-14 1.177E-15 2.756E-10 1.608E-16 4.237E-21 4.989E-07 8.007E-07 2.728E-07
   5.500E+05 5.056E+05 1.439E+19 2.323E+04 2.832E-05 3.094E+06 0.000E+00 6.590E-22 2.856E-21 5.506E-06 2.804E-06 3.905E-08 6.891E-04 3.062E+18 1.771E+06 6.923E-03 1.444E-18 4.244E-20 1.231E-13 5.189E-12 1.138E-11 1.776E-11 4.237E-21 2.674E-10 1.194E-14 2.598E-15 3.023E-10 2.166E-16 4.008E-21 4.989E-07 7.997E-07 2.727E-07
   6.500E+05 4.414E+05 1.291E+19 1.036E+04 3.959E-04 3.051E+06 0.000E+00 7.894E-21 9.845E-20 5.344E-06 2.906E-06 4.421E-08 3.115E-04 2.747E+18 1.552E+06 7.558E-03 2.229E-17 9.782E-19 1.202E-13 4.037E-12 1.403E-11 1.797E-11 4.008E-21 1.878E-10 1.069E-14 5.207E-15 3.177E-10 2.870E-16 3.566E-21 4.988E-07 7.990E-07 2.726E-07
   7.500E+05 3.838E+05 1.156E+19 4.011E+03 2.196E-03 2.928E+06 0.000E+00 7.468E-20 1.508E-18 5.102E-06 3.001E-06 4.962E-08 1.260E-04 2.460E+18 1.269E+06 8.019E-03 2.553E-16 1.344E-17 1.097E-13 2.905E-12 1.679E-11 1.729E-11 3.566E-21 1.245E-10 8.957E-15 1.036E-14 3.250E-10 3.760E-16 3.201E-21 4.988E-07 7.985E-07 2.725E-07
   8.500E+05 3.324E+05 1.032E+19 1.331E+03 5.850E-03 2.749E+06 0.000E+00 5.546E-19 1.268E-17 4.811E-06 3.089E-06 5.536E-08 4.468E-05 2.197E+18 1.035E+06 8.336E-03 2.063E-15 1.127E-16 1.002E-13 1.964E-12 2.161E-11 1.762E-11 3.201E-21 7.995E-11 7.414E-15 2.315E-14 3.291E-10 4.905E-16 2.963E-21 4.988E-07 7.981E-07 2.724E-07
   9.500E+05 2.866E+05 9.171E+18 3.706E+02 8.695E-03 2.554E+06 0.000E+00 3.311E-18 7.052E-17 4.502E-06 3.172E-06 6.185E-08 1.344E-05 1.951E+18 8.537E+05 8.609E-03 1.247E-14 6.586E-16 9.308E-14 1.313E-12 2.845E-11 1.848E-11 2.963E-21 5.100E-11 6.175E-15 4.723E-14 3.332E-10 6.480E-16 2.665E-21 4.988E-07 7.977E-07 2.723E-07
