
     Z         PRESS      DEN     ProOH1    ProOH25    ProO3D    PO2D       PO2      PH2O      PO3D      PH2O2     FO3      FH2O      NumO2      NumOH      NumO1D     PN2O     PCH3CL      FOH      FHO2      FNO     FNO2      FH    FH2O2     FNO3    FN2O5    FHNO3      FO       FN      FH2     FCH4    FN2O
   5.000E+04 9.538E+05 2.447E+19 2.188E+05 1.759E-20 2.325E+06 0.000E+00 7.857E-37 7.693E-38 4.540E-06 2.185E-06 2.093E-08 9.341E-03 5.206E+18 2.529E+06 2.901E-03 5.168E-34 1.183E-36 1.033E-13 7.997E-12 8.591E-12 2.586E-11 4.100E-21 4.953E-10 1.627E-14 3.769E-16 1.501E-10 5.350E-17 3.642E-21 5.000E-07 8.080E-07 2.730E-07
   1.500E+05 8.441E+05 2.208E+19 1.623E+05 5.079E-18 2.530E+06 0.000E+00 1.902E-34 3.721E-35 5.004E-06 2.412E-06 2.290E-08 6.181E-03 4.698E+18 2.108E+06 3.589E-03 1.704E-31 9.074E-34 9.548E-14 7.588E-12 5.165E-12 1.333E-11 3.642E-21 4.995E-10 1.071E-14 1.938E-16 1.718E-10 6.934E-17 3.879E-21 4.995E-07 8.054E-07 2.730E-07
   2.500E+05 7.454E+05 1.983E+19 1.219E+05 1.083E-15 2.743E+06 0.000E+00 3.618E-32 1.301E-32 5.417E-06 2.623E-06 2.554E-08 4.200E-03 4.218E+18 2.064E+06 4.399E-03 4.188E-29 3.952E-31 1.041E-13 7.457E-12 5.246E-12 1.174E-11 3.879E-21 4.807E-10 1.011E-14 2.370E-16 2.047E-10 9.362E-17 4.136E-21 4.992E-07 8.032E-07 2.729E-07
   3.500E+05 6.568E+05 1.783E+19 7.864E+04 1.316E-13 2.933E+06 0.000E+00 4.663E-30 2.959E-30 5.690E-06 2.819E-06 2.891E-08 2.495E-03 3.793E+18 2.035E+06 5.288E-03 6.741E-27 9.540E-29 1.141E-13 7.022E-12 6.803E-12 1.301E-11 4.136E-21 4.234E-10 1.049E-14 4.601E-16 2.412E-10 1.266E-16 4.423E-21 4.990E-07 8.015E-07 2.728E-07
   4.500E+05 5.771E+05 1.602E+19 4.592E+04 1.163E-11 3.079E+06 0.000E+00 4.045E-28 5.280E-28 5.863E-06 3.002E-06 3.278E-08 1.375E-03 3.409E+18 2.021E+06 6.201E-03 7.147E-25 1.402E-26 1.261E-13 6.326E-12 9.358E-12 1.512E-11 4.423E-21 3.421E-10 1.093E-14 1.013E-15 2.756E-10 1.703E-16 4.582E-21 4.989E-07 8.001E-07 2.728E-07
   5.500E+05 5.056E+05 1.439E+19 2.359E+04 5.667E-09 3.143E+06 0.000E+00 2.669E-26 5.714E-25 5.926E-06 3.173E-06 3.686E-08 6.891E-04 3.062E+18 1.954E+06 7.033E-03 8.392E-23 4.645E-24 1.358E-13 5.329E-12 1.267E-11 1.689E-11 4.582E-21 2.539E-10 1.084E-14 2.242E-15 3.023E-10 2.254E-16 4.413E-21 4.988E-07 7.990E-07 2.727E-07
   6.500E+05 4.414E+05 1.291E+19 1.057E+04 6.226E-07 3.114E+06 0.000E+00 1.736E-24 1.548E-22 5.891E-06 3.333E-06 4.094E-08 3.115E-04 2.747E+18 1.754E+06 7.714E-03 1.232E-20 1.068E-21 1.358E-13 4.146E-12 1.591E-11 1.706E-11 4.413E-21 1.743E-10 9.881E-15 4.564E-15 3.179E-10 2.928E-16 4.027E-21 4.988E-07 7.982E-07 2.726E-07
   7.500E+05 3.838E+05 1.156E+19 4.097E+03 1.184E-05 2.991E+06 0.000E+00 6.408E-23 8.129E-21 5.751E-06 3.481E-06 4.497E-08 1.260E-04 2.460E+18 1.481E+06 8.192E-03 6.014E-19 5.525E-20 1.280E-13 2.971E-12 1.972E-11 1.661E-11 4.027E-21 1.119E-10 8.473E-15 9.358E-15 3.251E-10 3.753E-16 3.717E-21 4.988E-07 7.976E-07 2.726E-07
   8.500E+05 3.324E+05 1.032E+19 1.356E+03 7.213E-05 2.801E+06 0.000E+00 1.184E-21 1.564E-19 5.538E-06 3.618E-06 4.900E-08 4.468E-05 2.197E+18 1.251E+06 8.494E-03 1.172E-17 1.068E-18 1.212E-13 1.988E-12 2.628E-11 1.710E-11 3.717E-21 6.891E-11 7.164E-15 2.116E-14 3.287E-10 4.779E-16 3.506E-21 4.988E-07 7.971E-07 2.725E-07
   9.500E+05 2.866E+05 9.171E+18 3.750E+02 1.946E-04 2.584E+06 0.000E+00 1.381E-20 1.578E-18 5.286E-06 3.745E-06 5.331E-08 1.344E-05 1.951E+18 1.059E+06 8.711E-03 1.257E-16 1.098E-17 1.154E-13 1.309E-12 3.533E-11 1.783E-11 3.506E-21 4.189E-11 6.038E-15 4.177E-14 3.314E-10 6.142E-16 3.207E-21 4.987E-07 7.967E-07 2.723E-07
   1.050E+06 2.460E+05 8.087E+18 6.854E+01 2.173E-04 2.428E+06 0.000E+00 1.221E-19 1.024E-17 5.032E-06 3.860E-06 5.967E-08 2.625E-06 1.721E+18 8.459E+05 9.177E-03 9.223E-16 7.417E-17 1.046E-13 8.686E-13 4.438E-11 1.814E-11 3.207E-21 2.320E-11 4.965E-15 6.013E-14 3.356E-10 8.304E-16 2.678E-21 4.986E-07 7.962E-07 2.722E-07
   1.150E+06 2.105E+05 7.064E+18 7.114E+01 9.025E-04 2.526E+06 0.000E+00 8.847E-19 4.862E-17 4.885E-06 3.966E-06 7.321E-08 2.627E-06 1.503E+18 6.007E+05 1.083E-02 5.338E-15 3.788E-16 8.504E-14 5.035E-13 5.950E-11 2.200E-11 2.678E-21 9.699E-12 3.823E-15 5.667E-14 3.520E-10 1.272E-15 1.901E-21 4.984E-07 7.951E-07 2.717E-07
