
     Z         PRESS      DEN     ProOH1    ProOH25    ProO3D    PO2D       PO2      PH2O      PO3D      PH2O2     FO3      FH2O      NumO2      NumOH      NumO1D     PN2O     PCH3CL
   5.000E+04 9.546E+05 2.448E+19 2.238E+05 8.668E-09 2.246E+06 0.000E+00 8.132E-26 3.751E-26 5.562E-06 2.300E-06 1.650E-08 9.440E-03 2.604E+18 1.021E+06 2.936E-03 1.172E-22 1.302E-24
   1.500E+05 8.449E+05 2.209E+19 1.730E+05 1.986E-07 2.538E+06 0.000E+00 2.185E-24 1.436E-24 6.011E-06 2.492E-06 1.911E-08 6.258E-03 2.350E+18 1.097E+06 3.778E-03 3.652E-21 5.381E-23
   2.500E+05 7.462E+05 1.984E+19 1.359E+05 3.684E-06 2.868E+06 0.000E+00 4.679E-23 4.353E-23 6.386E-06 2.660E-06 2.264E-08 4.267E-03 2.110E+18 1.194E+06 4.830E-03 8.955E-20 1.633E-21
   3.500E+05 6.576E+05 1.784E+19 9.087E+04 4.472E-05 3.169E+06 0.000E+00 7.482E-22 9.877E-22 6.585E-06 2.808E-06 2.698E-08 2.539E-03 1.897E+18 1.226E+06 6.004E-03 1.619E-18 3.513E-20
   4.500E+05 5.779E+05 1.603E+19 5.451E+04 3.745E-04 3.407E+06 0.000E+00 9.101E-21 1.665E-20 6.666E-06 2.939E-06 3.189E-08 1.403E-03 1.705E+18 1.233E+06 7.213E-03 2.193E-17 5.462E-19
   5.500E+05 5.063E+05 1.440E+19 2.860E+04 2.472E-03 3.538E+06 0.000E+00 8.602E-20 2.432E-19 6.624E-06 3.054E-06 3.710E-08 7.059E-04 1.532E+18 1.189E+06 8.323E-03 2.283E-16 6.483E-18
   6.500E+05 4.420E+05 1.292E+19 1.304E+04 1.551E-02 3.553E+06 0.000E+00 6.493E-19 3.746E-18 6.480E-06 3.155E-06 4.244E-08 3.205E-04 1.374E+18 1.054E+06 9.250E-03 1.927E-15 6.593E-17
   7.500E+05 3.845E+05 1.157E+19 5.146E+03 5.447E-02 3.458E+06 0.000E+00 3.956E-18 3.616E-17 6.235E-06 3.244E-06 4.795E-08 1.302E-04 1.231E+18 8.787E+05 9.953E-03 1.297E-14 5.107E-16
   8.500E+05 3.330E+05 1.033E+19 1.734E+03 9.934E-02 3.290E+06 0.000E+00 1.961E-17 2.076E-16 5.923E-06 3.323E-06 5.377E-08 4.632E-05 1.099E+18 7.639E+05 1.047E-02 6.807E-14 2.815E-15
   9.500E+05 2.872E+05 9.179E+18 4.890E+02 1.078E-01 3.095E+06 0.000E+00 8.075E-17 8.416E-16 5.585E-06 3.391E-06 6.037E-08 1.395E-05 9.766E+17 7.225E+05 1.094E-02 2.873E-13 1.187E-14
