
     Z         PRESS      DEN     ProOH1    ProOH25    ProO3D    PO2D       PO2      PH2O      PO3D      PH2O2     FO3      FH2O      NumO2      NumOH      NumO1D     PN2O     PCH3CL      FOH      FHO2      FNO     FNO2      FH    FH2O2     FNO3    FN2O5    FHNO3      FO       FN      FH2     FCH4    FN2O
   5.000E+04 9.562E+05 2.414E+19 4.951E+05 1.313E+04 3.609E+06 0.000E+00 1.075E-13 4.297E-14 2.018E-05 2.943E-06 7.409E-09 1.266E-02 5.135E+16 3.788E+06 4.930E-03 1.454E-10 1.456E-12 1.569E-13 1.235E-11 7.909E-12 1.646E-11 6.646E-19 8.767E-10 6.710E-15 7.237E-17 9.603E-11 2.307E-15 6.170E-19 5.000E-07 8.080E-07 2.730E-07
   1.500E+05 8.484E+05 2.166E+19 4.086E+05 2.213E+04 3.720E+06 0.000E+00 2.007E-13 1.037E-13 2.273E-05 3.264E-06 7.555E-09 9.852E-03 4.621E+16 3.122E+06 5.812E-03 2.994E-10 3.782E-12 1.441E-13 1.201E-11 2.937E-12 5.463E-12 6.170E-19 8.910E-10 4.182E-15 1.922E-17 8.627E-11 2.871E-15 6.382E-19 4.987E-07 8.030E-07 2.718E-07
   2.500E+05 7.513E+05 1.957E+19 3.183E+05 2.958E+04 4.323E+06 0.000E+00 3.351E-13 2.366E-13 2.491E-05 3.564E-06 8.868E-09 6.389E-03 4.188E+16 2.962E+06 7.692E-03 5.592E-10 8.821E-12 1.513E-13 1.171E-11 1.934E-12 3.228E-12 6.382E-19 8.809E-10 3.505E-15 1.470E-17 8.017E-11 4.014E-15 7.609E-19 4.977E-07 7.986E-07 2.704E-07
   3.500E+05 6.638E+05 1.760E+19 2.746E+05 3.883E+04 5.514E+06 0.000E+00 5.251E-13 5.199E-13 2.693E-05 3.848E-06 1.163E-08 4.243E-03 3.779E+16 3.171E+06 1.106E-02 9.775E-10 1.872E-11 1.801E-13 1.219E-11 1.818E-12 2.899E-12 7.609E-19 8.501E-10 3.737E-15 2.122E-17 7.747E-11 6.361E-15 8.896E-19 4.970E-07 7.949E-07 2.689E-07
   4.500E+05 5.851E+05 1.583E+19 2.178E+05 4.486E+04 7.257E+06 0.000E+00 7.863E-13 1.124E-12 2.856E-05 4.118E-06 1.606E-08 2.522E-03 3.408E+16 3.327E+06 1.633E-02 1.624E-09 3.700E-11 2.102E-13 1.248E-11 2.060E-12 3.146E-12 8.896E-19 7.943E-10 4.315E-15 4.480E-17 7.667E-11 1.053E-14 9.962E-19 4.965E-07 7.918E-07 2.672E-07
   5.500E+05 5.144E+05 1.423E+19 1.553E+05 4.573E+04 9.440E+06 0.000E+00 1.130E-12 2.339E-12 2.992E-05 4.378E-06 2.217E-08 1.374E-03 3.074E+16 3.374E+06 2.366E-02 2.567E-09 6.797E-11 2.372E-13 1.237E-11 2.534E-12 3.659E-12 9.962E-19 7.120E-10 5.073E-15 1.126E-16 7.623E-11 1.727E-14 1.040E-18 4.962E-07 7.893E-07 2.654E-07
   6.500E+05 4.509E+05 1.279E+19 9.640E+04 3.961E+04 1.184E+07 0.000E+00 1.562E-12 4.565E-12 3.105E-05 4.628E-06 2.984E-08 6.785E-04 2.770E+16 3.244E+06 3.289E-02 3.842E-09 1.151E-10 2.537E-13 1.165E-11 3.141E-12 4.178E-12 1.040E-18 6.047E-10 5.752E-15 2.954E-16 7.462E-11 2.740E-14 1.000E-18 4.960E-07 7.873E-07 2.635E-07
   7.500E+05 3.938E+05 1.148E+19 5.071E+04 2.875E+04 1.423E+07 0.000E+00 2.078E-12 8.408E-12 3.197E-05 4.870E-06 3.877E-08 2.978E-04 2.494E+16 2.928E+06 4.358E-02 5.441E-09 1.804E-10 2.551E-13 1.032E-11 3.774E-12 4.472E-12 1.000E-18 4.827E-10 6.145E-15 7.683E-16 7.123E-11 4.169E-14 9.034E-19 4.960E-07 7.858E-07 2.615E-07
   8.500E+05 3.427E+05 1.028E+19 2.230E+04 1.716E+04 1.635E+07 7.716-167 2.674E-12 1.457E-11 3.271E-05 5.105E-06 4.859E-08 1.145E-04 2.241E+16 2.538E+06 5.520E-02 7.333E-09 2.643E-10 2.467E-13 8.648E-12 4.710E-12 4.812E-12 9.034E-19 3.633E-10 6.415E-15 2.213E-15 6.731E-11 6.104E-14 7.991E-19 4.960E-07 7.845E-07 2.593E-07
   9.500E+05 2.969E+05 9.188E+18 7.910E+03 7.920E+03 1.821E+07 5.058E-81 3.345E-12 2.350E-11 3.333E-05 5.334E-06 5.945E-08 3.669E-05 2.007E+16 2.201E+06 6.784E-02 9.476E-09 3.642E-10 2.396E-13 6.916E-12 6.589E-12 5.670E-12 7.991E-19 2.599E-10 6.932E-15 7.264E-15 6.459E-11 8.735E-14 7.043E-19 4.960E-07 7.834E-07 2.570E-07
   1.050E+06 2.561E+05 8.171E+18 2.007E+03 2.333E+03 2.074E+07 3.332E-54 4.094E-12 3.472E-11 3.393E-05 5.557E-06 7.483E-08 8.223E-06 1.790E+16 1.931E+06 8.565E-02 1.185E-08 4.773E-10 2.363E-13 5.197E-12 9.801E-12 7.252E-12 7.043E-19 1.677E-10 8.172E-15 2.133E-14 6.417E-11 1.297E-13 8.160E-19 4.961E-07 7.819E-07 2.537E-07
   1.150E+06 2.200E+05 7.219E+18 2.389E+03 2.748E+03 2.591E+07 1.053E-46 4.949E-12 4.831E-11 3.464E-05 5.777E-06 1.036E-07 7.880E-06 1.593E+16 2.111E+06 1.194E-01 1.452E-08 6.055E-10 2.924E-13 4.674E-12 1.316E-11 9.583E-12 8.160E-19 1.041E-10 1.244E-14 4.115E-14 7.119E-11 2.149E-13 9.427E-19 4.962E-07 7.792E-07 2.471E-07
   1.250E+06 1.882E+05 6.327E+18 2.931E+03 2.960E+03 3.552E+07 1.894E-40 5.972E-12 6.608E-11 3.574E-05 6.003E-06 1.571E-07 7.081E-06 1.419E+16 2.341E+06 1.847E-01 1.763E-08 7.577E-10 3.700E-13 4.571E-12 1.641E-11 1.330E-11 9.427E-19 7.391E-11 2.327E-14 9.667E-14 8.917E-11 3.972E-13 1.043E-18 4.963E-07 7.736E-07 2.341E-07
   1.350E+06 1.605E+05 5.501E+18 3.174E+03 2.691E+03 5.045E+07 1.329E-35 7.270E-12 9.040E-11 3.763E-05 6.246E-06 2.438E-07 5.411E-06 1.275E+16 2.509E+06 2.993E-01 2.143E-08 9.471E-10 4.561E-13 4.578E-12 2.134E-11 2.016E-11 1.043E-18 6.067E-11 4.591E-14 2.599E-13 1.206E-10 7.611E-13 1.167E-18 4.966E-07 7.635E-07 2.118E-07
   1.450E+06 1.365E+05 4.753E+18 3.187E+03 2.352E+03 6.937E+07 4.512E-32 9.014E-12 1.250E-10 4.061E-05 6.524E-06 3.594E-07 3.957E-06 1.163E+16 2.593E+06 4.731E-01 2.630E-08 1.194E-09 5.456E-13 4.588E-12 2.980E-11 3.169E-11 1.167E-18 5.172E-11 8.193E-14 6.289E-13 1.619E-10 1.391E-12 1.433E-18 4.971E-07 7.480E-07 1.810E-07
