case,label,model,source_file,o3col_du,z_km,t_k,p_bar,o3_vmr,n_o3_cm3
pal0p1,0.1% PAL,waccm_eq,Earth_0.1pc_o2.cam.h0.0033-0036.nc,16.1674,0.06564456939697266,297.07806396484375,0.992556095123291,1.6476787711994234e-09,39872525019.506836
pal0p1,0.1% PAL,waccm_eq,Earth_0.1pc_o2.cam.h0.0033-0036.nc,16.1674,0.2101636047363281,295.7545166015625,0.976325407391414,1.6574427386117918e-09,39629487531.43537
pal0p1,0.1% PAL,waccm_eq,Earth_0.1pc_o2.cam.h0.0033-0036.nc,16.1674,0.3802738037109375,294.19384765625,0.957485479535535,1.6807856217937456e-09,39621202465.79746
pal0p1,0.1% PAL,waccm_eq,Earth_0.1pc_o2.cam.h0.0033-0036.nc,16.1674,0.5754303588867188,292.5116271972656,0.9361983984708786,1.7352000947212787e-09,40224535724.63065
pal0p1,0.1% PAL,waccm_eq,Earth_0.1pc_o2.cam.h0.0033-0036.nc,16.1674,0.7952359619140625,290.8109436035156,0.912644546944648,1.8527427370074179e-09,42113637488.18448
pal0p1,0.1% PAL,waccm_eq,Earth_0.1pc_o2.cam.h0.0033-0036.nc,16.1674,1.03935009765625,289.2143859863281,0.8870202489197254,2.1074331169046445e-09,46814906475.06926
pal0p1,0.1% PAL,waccm_eq,Earth_0.1pc_o2.cam.h0.0033-0036.nc,16.1674,1.3075772705078126,287.8584899902344,0.8595347665250301,2.451782998846852e-09,53025302089.92768
pal0p1,0.1% PAL,waccm_eq,Earth_0.1pc_o2.cam.h0.0033-0036.nc,16.1674,1.6979708251953125,286.17578125,0.8208583686500788,2.6563142796476313e-09,55186331746.48913
pal0p1,0.1% PAL,waccm_eq,Earth_0.1pc_o2.cam.h0.0033-0036.nc,16.1674,2.308170654296875,283.5025939941406,0.763404481112957,2.676138421975338e-09,52194285716.45652
pal0p1,0.1% PAL,waccm_eq,Earth_0.1pc_o2.cam.h0.0033-0036.nc,16.1674,3.12976806640625,278.59765625,0.6913894303143024,2.4964339484512266e-09,44872686841.01761
pal0p1,0.1% PAL,waccm_eq,Earth_0.1pc_o2.cam.h0.0033-0036.nc,16.1674,4.15259130859375,273.44964599609375,0.6097786948084831,3.2606810584923096e-09,52664736895.644424
pal0p1,0.1% PAL,waccm_eq,Earth_0.1pc_o2.cam.h0.0033-0036.nc,16.1674,5.349759765625,266.9158935546875,0.5246871747076511,8.380488303316724e-09,119319673265.59708
pal0p1,0.1% PAL,waccm_eq,Earth_0.1pc_o2.cam.h0.0033-0036.nc,16.1674,6.60760546875,258.8131103515625,0.445992574095726,1.4743839926723012e-08,184021548153.12183
pal0p1,0.1% PAL,waccm_eq,Earth_0.1pc_o2.cam.h0.0033-0036.nc,16.1674,7.8238896484375,249.3491973876953,0.37910090386867523,1.7109806904613833e-08,188412048243.2211
pal0p1,0.1% PAL,waccm_eq,Earth_0.1pc_o2.cam.h0.0033-0036.nc,16.1674,8.9954453125,239.74554443359375,0.3222419023513794,1.7914256744688828e-08,174400200338.6372
pal0p1,0.1% PAL,waccm_eq,Earth_0.1pc_o2.cam.h0.0033-0036.nc,16.1674,10.122771484375,230.40643310546875,0.2739108167588711,2.0494262287229503e-08,176467035335.00262
pal0p1,0.1% PAL,waccm_eq,Earth_0.1pc_o2.cam.h0.0033-0036.nc,16.1674,11.2076650390625,221.48260498046875,0.23282861895859241,2.7481723563482774e-08,209246124638.13806
pal0p1,0.1% PAL,waccm_eq,Earth_0.1pc_o2.cam.h0.0033-0036.nc,16.1674,12.252833984375,213.20025634765625,0.1979080867022276,3.9976267629526774e-08,268778656599.72678
