wavelength_nm,sza_0,sza_5,sza_10,sza_15,sza_20,sza_25,sza_30,sza_35,sza_40,sza_45,sza_50,sza_55,sza_60,sza_65,sza_70,sza_75,sza_80,sza_85
280.5,2.739e-14,2.448e-14,1.74e-14,9.719e-15,4.17e-15,1.328e-15,2.988e-16,4.427e-17,3.909e-18,1.782e-19,3.414e-21,2.159e-23,3.088e-25,1.379e-25,8.919e-26,6.214e-26,4.297e-26,2.664e-26
281.5,8.667e-13,7.822e-13,5.73e-13,3.369e-13,1.557e-13,5.484e-14,1.376e-14,2.471e-15,2.708e-16,1.627e-17,4.448e-19,4.449e-21,7.216e-23,3.002e-23,1.924e-23,1.334e-23,9.201e-24,5.701e-24
282.5,1.151e-11,1.048e-11,7.875e-12,4.837e-12,2.383e-12,9.157e-13,2.633e-13,5.344e-14,7.05e-15,5.367e-16,1.991e-17,2.95e-19,5.488e-21,2.101e-21,1.334e-21,9.202e-22,6.33e-22,3.919e-22
283.5,5.59e-11,5.116e-11,3.911e-11,2.472e-11,1.27e-11,5.161e-12,1.597e-12,3.563e-13,5.302e-14,4.707e-15,2.128e-16,4.066e-18,8.392e-20,2.998e-20,1.89e-20,1.299e-20,8.917e-21,5.516e-21
284.5,6.005e-10,5.551e-10,4.374e-10,2.913e-10,1.614e-10,7.098e-11,2.571e-11,6.812e-12,1.262e-12,1.483e-13,9.619e-15,2.925e-16,7.693e-18,2.348e-18,1.456e-18,9.922e-19,6.778e-19,4.186e-19
285.5,2.174e-09,2.025e-09,1.632e-09,1.129e-09,6.618e-10,3.215e-10,1.256e-10,3.779e-11,8.233e-12,1.19e-12,1.008e-13,4.316e-15,1.414e-16,3.739e-17,2.279e-17,1.542e-17,1.049e-17,6.461e-18
286.5,2.636e-08,2.469e-08,2.025e-08,1.443e-08,8.828e-09,4.547e-09,1.917e-09,6.359e-10,1.569e-10,2.659e-11,2.764e-12,1.539e-13,6.114e-15,1.427e-15,8.541e-16,5.74e-16,3.886e-16,2.389e-16
287.5,1.554e-07,1.465e-07,1.225e-07,9.023e-08,5.79e-08,3.181e-08,1.459e-08,5.396e-09,1.529e-09,3.091e-10,4.032e-11,3.004e-12,1.518e-13,3.065e-14,1.779e-14,1.185e-14,7.972e-15,4.886e-15
288.5,8.035e-07,7.627e-07,6.51e-07,4.969e-07,3.359e-07,1.98e-07,9.956e-08,4.141e-08,1.363e-08,3.34e-09,5.575e-10,5.697e-11,3.853e-12,6.704e-13,3.685e-13,2.422e-13,1.616e-13,9.858e-14
289.5,4.503e-06,4.295e-06,3.632e-06,2.915e-06,2.044e-06,1.267e-06,6.805e-07,3.08e-07,1.129e-07,3.172e-08,6.314e-09,8.082e-10,6.84e-11,1.09e-11,5.629e-12,3.655e-12,2.422e-12,1.47e-12
290.5,1.834e-05,1.756e-05,1.541e-05,1.233e-05,8.925e-06,5.771e-06,3.276e-06,1.591e-06,6.385e-07,2.013e-07,4.646e-08,7.185e-09,7.412e-10,1.124e-10,5.375e-11,3.443e-11,2.264e-11,1.367e-11
291.5,5.883e-05,5.661e-05,5.039e-05,4.131e-05,3.097e-05,2.101e-05,1.27e-05,6.683e-06,2.971e-06,1.067e-06,2.912e-07,5.579e-08,7.28e-09,1.091e-09,4.619e-10,2.893e-10,1.881e-10,1.127e-10
292.5,0.0001426,0.0001377,0.000124,0.0001037,8.007e-05,5.649e-05,3.593e-05,2.02e-05,9.761e-06,3.901e-06,1.221e-06,2.786e-07,4.434e-08,6.878e-09,2.562e-09,1.56e-09,1.003e-09,5.964e-10
293.5,0.0004137,0.0004011,0.0003652,0.0003112,0.0002469,0.0001807,0.0001206,7.213e-05,3.772e-05,1.667e-05,5.931e-06,1.595e-06,3.076e-07,5.151e-08,1.67e-08,9.732e-09,6.171e-09,3.634e-09
294.5,0.0007884,0.0007666,0.000704,0.0006088,0.0004934,0.0003718,0.0002577,0.0001618,8.996e-05,4.3e-05,1.692e-05,5.172e-06,1.163e-06,2.132e-07,6.204e-08,3.424e-08,2.141e-08,1.249e-08
295.5,0.001985,0.001936,0.001794,0.001576,0.001307,0.001015,0.0007326,0.000484,0.0002874,0.0001493,6.534e-05,2.289e-05,6.071e-06,1.263e-06,3.335e-07,1.683e-07,1.03e-07,5.931e-08
296.5,0.003469,0.003392,0.003167,0.002818,0.002381,0.001898,0.001416,0.0009764,0.000612,0.0003406,0.0001628,6.387e-05,1.947e-05,4.591e-06,1.157e-06,5.252e-07,3.13e-07,1.777e-07
297.5,0.006654,0.006519,0.006129,0.005517,0.004738,0.003863,0.002967,0.002124,0.001396,0.0008255,0.0004263,0.0001846,6.363e-05,1.699e-05,4.266e-06,1.72e-06,9.877e-07,5.519e-07
298.5,0.007937,0.007791,0.007366,0.006694,0.00583,0.004844,0.003813,0.002817,0.001927,0.001199,0.0006607,0.0003109,0.000119,3.56e-05,9.225e-06,3.332e-06,1.82e-06,9.996e-07
299.5,0.01771,0.01741,0.01655,0.01517,0.01339,0.01132,0.009123,0.006943,0.004933,0.00322,0.001886,0.0009599,0.0004059,0.000136,3.747e-05,1.225e-05,6.215e-06,3.338e-06
300.5,0.0166,0.01635,0.0156,0.01441,0.01284,0.01101,0.00903,0.00703,0.005142,0.003481,0.002137,0.001155,0.0005271,0.0001935,5.704e-05,1.758e-05,8.24e-06,4.322e-06
301.5,0.03272,0.03252,0.03117,0.029,0.02613,0.02274,0.01901,0.01517,0.01145,0.008064,0.005207,0.003003,0.00149,0.0006061,0.000196,5.853e-05,2.447e-05,1.236e-05
302.5,0.04111,0.04058,0.03901,0.03647,0.03311,0.02909,0.02463,0.01997,0.01538,0.01112,0.007425,0.004468,0.002342,0.00102,0.000354,0.0001061,4.064e-05,1.979e-05
303.5,0.07018,0.06935,0.06689,0.06291,0.05759,0.05118,0.04398,0.03635,0.02869,0.02139,0.01485,0.009395,0.005256,0.002488,0.0009469,0.0002939,0.0001013,4.625e-05
304.5,0.07581,0.07596,0.07341,0.06927,0.06373,0.05701,0.04942,0.0413,0.03305,0.02508,0.01781,0.0116,0.006737,0.003347,0.001348,0.0004337,0.0001416,6.131e-05
305.5,0.1016,0.1005,0.09746,0.09243,0.08565,0.07738,0.06793,0.0577,0.04714,0.03673,0.02696,0.01834,0.01127,0.006022,0.002656,0.000921,0.0002838,0.0001104
306.5,0.1061,0.1051,0.102,0.09694,0.09012,0.08176,0.07218,0.06175,0.0509,0.0401,0.02987,0.0207,0.01302,0.007184,0.003296,0.001188,0.0003618,0.0001329
307.5,0.1532,0.1519,0.1477,0.141,0.1319,0.1206,0.1076,0.09328,0.07821,0.06297,0.04822,0.03461,0.02282,0.01338,0.006653,0.00262,0.0008058,0.0002604
308.5,0.1716,0.1701,0.1657,0.1584,0.1484,0.1362,0.122,0.1063,0.08974,0.07286,0.05638,0.04103,0.02754,0.01654,0.008478,0.003463,0.001082,0.0003324
309.5,0.1513,0.1501,0.1464,0.1403,0.132,0.1218,0.1099,0.09662,0.08247,0.06792,0.05352,0.03988,0.02759,0.01726,0.009351,0.004093,0.00134,0.0003785
310.5,0.2061,0.2045,0.1997,0.1918,0.181,0.1676,0.1519,0.1345,0.1157,0.09628,0.07687,0.05824,0.0412,0.02654,0.01496,0.006901,0.002369,0.0006386
311.5,0.2649,0.2632,0.2572,0.2474,0.2339,0.2172,0.1975,0.1755,0.1519,0.1272,0.1025,0.07849,0.05633,0.037,0.02141,0.01023,0.003643,0.0009601
312.5,0.2588,0.257,0.2514,0.2424,0.2299,0.2144,0.1962,0.1757,0.1534,0.1301,0.1063,0.08309,0.0612,0.04162,0.02527,0.01291,0.004977,0.001303
313.5,0.2935,0.2914,0.2853,0.2751,0.2612,0.2439,0.2235,0.2005,0.1755,0.1492,0.1225,0.09615,0.07126,0.04886,0.03,0.01556,0.006122,0.00161
314.5,0.2932,0.2913,0.2854,0.2758,0.2626,0.2461,0.2267,0.2046,0.1806,0.1551,0.129,0.103,0.07803,0.05513,0.03528,0.01942,0.008289,0.002281
315.5,0.3028,0.3008,0.2948,0.285,0.2715,0.2546,0.2347,0.2122,0.1875,0.1614,0.1345,0.1077,0.0819,0.05815,0.03747,0.02083,0.009011,0.002509
316.5,0.3014,0.2995,0.2938,0.2845,0.2716,0.2555,0.2364,0.2147,0.191,0.1657,0.1395,0.1131,0.08753,0.0636,0.04233,0.02467,0.01145,0.003426
317.5,0.4261,0.4234,0.4154,0.4022,0.3841,0.3613,0.3344,0.3038,0.2702,0.2345,0.1974,0.1602,0.124,0.09009,0.05996,0.03494,0.01621,0.004851
318.5,0.3349,0.3329,0.3268,0.3169,0.3032,0.286,0.2657,0.2424,0.2169,0.1896,0.1611,0.1323,0.104,0.07719,0.05293,0.03223,0.01601,0.005247
