case,label,model,source_file,o3col_du,z_km,t_k,p_bar,o3_vmr,n_o3_cm3
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,0.5,282.21590664863544,0.9554,8.308e-09,203712160000.00003
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,1.5,276.7253308319816,0.8455,9.583e-09,212071790000.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,2.5,272.1490582423454,0.7466,1.279e-08,254137300000.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,3.5,266.61589286239837,0.6578,1.854e-08,331309800000.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,4.5,260.6747794689336,0.578,2.708e-08,434904800000.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,5.5,254.30762637108262,0.5063,3.849e-08,555025800000.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,6.5,247.34688338779293,0.4419,5.258e-08,680385200000.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,7.5,240.1616539529026,0.3843,6.894e-08,799014599999.9999
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,8.5,232.82476238516728,0.3327,8.693e-08,899725500000.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,9.5,225.79173304350533,0.2868,1.068e-07,982560000000.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,10.5,219.46503866011133,0.2461,1.349e-07,1095657800000.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,11.5,214.3951880380978,0.2104,1.87e-07,1329196000000.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,12.5,210.3630982940606,0.1792,2.808e-07,1732536000000.0002
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,13.5,207.11686248458125,0.1523,4.204e-07,2239050400000.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,14.5,203.96053188586546,0.129,5.778e-07,2646901800000.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,15.5,201.27561979112463,0.1091,7.12e-07,2795312000000.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,16.5,199.1816891910978,0.09207,7.968e-07,2667686400000.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,17.5,197.57723369703834,0.07758,8.153e-07,2318713200000.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,18.5,196.3028414247598,0.06529,7.665e-07,1846498500000.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,19.5,195.36444797318487,0.05489,6.575e-07,1338012500000.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,20.5,194.93478990952246,0.04613,5.143e-07,881510200000.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,21.5,195.09210368429976,0.03876,3.786e-07,544805400000.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,22.5,195.66830797063065,0.03258,2.8e-07,337680000000.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,23.5,196.10414243032986,0.0274,2.166e-07,219199200000.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,24.5,196.49752952927125,0.02306,1.754e-07,149090000000.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,25.5,196.41267544195475,0.0194,1.471e-07,105235339999.99998
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,26.5,196.01874134393748,0.01633,1.264e-07,76269760000.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,27.5,195.06862531429599,0.01373,1.104e-07,56281920000.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,28.5,193.62728970540292,0.01153,9.757e-08,42081941000.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,29.5,191.7653233480665,0.009677,8.699e-08,31794845000.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,30.5,189.42074603278058,0.008102,7.804e-08,24176792000.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,31.5,186.7444741049835,0.006768,7.029e-08,18451125000.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,32.5,183.8951406571324,0.005639,6.339e-08,14078919000.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,33.5,181.11291269030448,0.004686,5.695e-08,10672430000.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,34.5,178.95481860241125,0.003884,5.045e-08,7930740000.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,35.5,177.24039808100733,0.003213,4.372e-08,5740436000.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,36.5,176.0333676700545,0.002654,3.586e-08,3915912000.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,37.5,175.19185038244623,0.002189,2.783e-08,2518615000.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,38.5,175.11117472514186,0.001806,2.113e-08,1578411000.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,39.5,175.27682591229387,0.001489,1.606e-08,988171800.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,40.5,175.57417680893616,0.001229,1.241e-08,629187000.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,41.5,175.6606578154623,0.001014,9.778e-09,408818180.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,42.5,175.64885612500169,0.0008369,7.839e-09,270523890.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,43.5,175.53402580451836,0.0006907,6.372e-09,181602000.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,44.5,175.41280761233472,0.0005701,5.24e-09,123349600.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,45.5,175.17189361157727,0.0004704,4.358e-09,84763100.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,46.5,174.9220197433163,0.0003881,3.668e-09,58944760.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,47.5,174.63849090632394,0.0003202,3.128e-09,41539840.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,48.5,174.30667422375012,0.000264,2.717e-09,29805490.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,49.5,173.8632525416753,0.0002176,2.416e-09,21901040.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,50.5,173.43277424224866,0.00017930000000000002,2.231e-09,16705727.999999998
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,51.5,173.02066071795178,0.00014769999999999999,2.173e-09,13435658.999999998
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,52.5,172.79678531498024,0.00012159999999999999,2.261e-09,11524317.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,53.5,172.58303943241992,0.0001001,2.522e-09,10594922.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,54.5,172.50753374813414,8.236e-05,3.039e-09,10508862.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,55.5,172.75618385250334,6.781e-05,6.317e-09,17959231.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,56.5,172.9886542410903,5.584e-05,1.909e-08,44632420.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,57.5,173.78597661530614,4.602e-05,3.919e-08,75166420.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,58.5,174.6779928773033,3.796e-05,6.174e-08,97178760.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,59.5,175.6924891429498,3.134e-05,8.189e-08,105801880.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,60.5,176.94419960014585,2.5920000000000003e-05,9.569e-08,101527090.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,61.5,178.25016889245032,2.146e-05,1.021e-07,89031200.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,62.5,179.76139875280342,1.7800000000000002e-05,1.009e-07,72365480.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,63.5,181.2275338193161,1.4779999999999999e-05,9.405e-08,55555335.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,64.5,182.78321162759747,1.23e-05,8.358e-08,40736892.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,65.5,184.40250320270533,1.025e-05,7.135e-08,28725510.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,66.5,185.9217491707366,8.553000000000001e-06,5.892e-08,19632144.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,67.5,187.66116724710676,7.151e-06,4.71e-08,12999600.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,68.5,189.42423764438024,5.989e-06,3.662e-08,8385980.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,69.5,191.2174664875699,5.024e-06,2.784e-08,5297952.0
pal1,1% PAL,kasting,OUTPUT_PLOT.dat,103.4509,70.5,194.12631636898874,4.2240000000000006e-06,2.024e-08,3189824.0
