case,label,model,sza_deg,o3col_du,source_file,UVB_280_315,UVBstar_280_320,UVA_315_400,DNA_damage,UV_index,P_Dam_C_1971,P_Dam_FC_2003,P_Dam_FC_2003_ext390
pal0p1,0.1% PAL,kasting,85.0,43.8711,OUTPUT_PLOT.dat,0.1713,0.2633,3.127,0.002349,1.566,0.06049,0.099,0.1211
pal0p1,0.1% PAL,photochem,0.0,64.1089,Earth_0.1pc_48.2.txt,5.358,7.518,65.28,0.1346,64.17,2.629,3.471,3.924
pal0p1,0.1% PAL,photochem,5.0,64.1089,Earth_0.1pc_48.2.txt,5.32,7.468,64.96,0.1331,63.61,2.605,3.442,3.893
pal0p1,0.1% PAL,photochem,10.0,64.1089,Earth_0.1pc_48.2.txt,5.207,7.32,63.99,0.1285,61.94,2.534,3.356,3.801
pal0p1,0.1% PAL,photochem,15.0,64.1089,Earth_0.1pc_48.2.txt,5.026,7.08,62.4,0.1212,59.23,2.418,3.217,3.651
pal0p1,0.1% PAL,photochem,20.0,64.1089,Earth_0.1pc_48.2.txt,4.776,6.749,60.18,0.1115,55.56,2.262,3.029,3.447
pal0p1,0.1% PAL,photochem,25.0,64.1089,Earth_0.1pc_48.2.txt,4.465,6.337,57.39,0.09989,51.07,2.072,2.798,3.198
pal0p1,0.1% PAL,photochem,30.0,64.1089,Earth_0.1pc_48.2.txt,4.102,5.853,54.04,0.08694,45.91,1.854,2.533,2.91
pal0p1,0.1% PAL,photochem,35.0,64.1089,Earth_0.1pc_48.2.txt,3.696,5.308,50.18,0.0733,40.29,1.618,2.243,2.594
pal0p1,0.1% PAL,photochem,40.0,64.1089,Earth_0.1pc_48.2.txt,3.259,4.718,45.88,0.05965,34.4,1.373,1.939,2.26
pal0p1,0.1% PAL,photochem,45.0,64.1089,Earth_0.1pc_48.2.txt,2.802,4.096,41.18,0.04663,28.47,1.128,1.631,1.92
pal0p1,0.1% PAL,photochem,50.0,64.1089,Earth_0.1pc_48.2.txt,2.341,3.462,36.17,0.03484,22.74,0.8935,1.332,1.586
pal0p1,0.1% PAL,photochem,55.0,64.1089,Earth_0.1pc_48.2.txt,1.889,2.833,30.94,0.02472,17.43,0.678,1.05,1.269
