case,label,model,sza_deg,o3col_du,source_file,UVB_280_315,UVBstar_280_320,UVA_315_400,DNA_damage,UV_index,P_Dam_C_1971,P_Dam_FC_2003,P_Dam_FC_2003_ext390
pal1,1% PAL,vulcan,5.0,115.8874,Earth_1pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,4.061,6.109,64.73,0.05071,36.8,1.429,2.218,2.669
pal1,1% PAL,vulcan,10.0,115.8874,Earth_1pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,3.97,5.984,63.77,0.0488,35.75,1.386,2.163,2.608
pal1,1% PAL,vulcan,15.0,115.8874,Earth_1pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,3.821,5.776,62.17,0.04574,34.04,1.317,2.074,2.508
pal1,1% PAL,vulcan,20.0,115.8874,Earth_1pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,3.62,5.496,59.96,0.04171,31.76,1.225,1.954,2.373
pal1,1% PAL,vulcan,25.0,115.8874,Earth_1pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,3.37,5.146,57.17,0.03693,28.98,1.113,1.808,2.207
pal1,1% PAL,vulcan,30.0,115.8874,Earth_1pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,3.078,4.736,53.83,0.03166,25.82,0.9865,1.639,2.016
pal1,1% PAL,vulcan,35.0,115.8874,Earth_1pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,2.754,4.275,49.98,0.02625,22.4,0.8503,1.456,1.807
pal1,1% PAL,vulcan,40.0,115.8874,Earth_1pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,2.404,3.777,45.68,0.02092,18.87,0.71,1.264,1.585
pal1,1% PAL,vulcan,45.0,115.8874,Earth_1pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,2.045,3.256,40.99,0.01597,15.39,0.5724,1.07,1.359
pal1,1% PAL,vulcan,48.2,115.8874,Earth_1pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,1.812,2.916,37.82,0.0131,13.24,0.4878,0.9473,1.215
pal1,1% PAL,vulcan,50.0,115.8874,Earth_1pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,1.683,2.726,35.99,0.01161,12.07,0.4423,0.88,1.135
pal1,1% PAL,vulcan,55.0,115.8874,Earth_1pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,1.332,2.203,30.77,0.007972,9.063,0.3252,0.701,0.9195
pal1,1% PAL,vulcan,60.0,115.8874,Earth_1pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,1.005,1.706,25.45,0.005137,6.46,0.2252,0.5379,0.7194
pal1,1% PAL,vulcan,65.0,115.8874,Earth_1pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,0.7144,1.252,20.17,0.003085,4.334,0.145,0.3949,0.5392
pal1,1% PAL,vulcan,70.0,115.8874,Earth_1pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,0.4697,0.8558,15.09,0.001722,2.71,0.08549,0.2744,0.3827
pal1,1% PAL,vulcan,75.0,115.8874,Earth_1pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,0.2782,0.5318,10.41,0.0009016,1.561,0.04557,0.1776,0.2524
pal1,1% PAL,vulcan,80.0,115.8874,Earth_1pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,0.1426,0.2867,6.347,0.0004562,0.8175,0.0221,0.1034,0.1491
pal1,1% PAL,vulcan,85.0,115.8874,Earth_1pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,0.05991,0.1222,3.049,0.0002255,0.3734,0.01015,0.04892,0.07103
pal1,1% PAL,waccm,0.0,57.9193,Earth_1pc_o2.cam.h0.0045-0048.nc,5.547,7.718,65.3,0.1533,68.93,2.849,3.703,4.156
pal1,1% PAL,waccm,5.0,57.9193,Earth_1pc_o2.cam.h0.0045-0048.nc,5.509,7.667,64.98,0.1516,68.34,2.823,3.673,4.123
pal1,1% PAL,waccm,10.0,57.9193,Earth_1pc_o2.cam.h0.0045-0048.nc,5.394,7.517,64.01,0.1465,66.57,2.747,3.582,4.026
pal1,1% PAL,waccm,15.0,57.9193,Earth_1pc_o2.cam.h0.0045-0048.nc,5.206,7.271,62.41,0.1383,63.7,2.623,3.434,3.867
pal1,1% PAL,waccm,20.0,57.9193,Earth_1pc_o2.cam.h0.0045-0048.nc,4.949,6.932,60.2,0.1274,59.8,2.455,3.233,3.651
pal1,1% PAL,waccm,25.0,57.9193,Earth_1pc_o2.cam.h0.0045-0048.nc,4.63,6.512,57.41,0.1144,55.04,2.252,2.988,3.388
pal1,1% PAL,waccm,30.0,57.9193,Earth_1pc_o2.cam.h0.0045-0048.nc,4.258,6.019,54.06,0.09987,49.59,2.02,2.707,3.084
pal1,1% PAL,waccm,35.0,57.9193,Earth_1pc_o2.cam.h0.0045-0048.nc,3.84,5.462,50.2,0.08449,43.59,1.766,2.398,2.748
pal1,1% PAL,waccm,40.0,57.9193,Earth_1pc_o2.cam.h0.0045-0048.nc,3.391,4.86,45.89,0.06908,37.33,1.503,2.075,2.396
pal1,1% PAL,waccm,45.0,57.9193,Earth_1pc_o2.cam.h0.0045-0048.nc,2.921,4.225,41.19,0.05431,31.01,1.239,1.747,2.036
pal1,1% PAL,waccm,48.2,54.1993,b.e21.BWma1850.f19_g17.1pc_o2.cam.h0.0028-031.nc,2.669,3.868,38.03,0.04898,28.16,1.124,1.592,1.859
pal1,1% PAL,waccm,50.0,57.9193,Earth_1pc_o2.cam.h0.0045-0048.nc,2.446,3.576,36.19,0.04087,24.88,0.9859,1.427,1.682
pal1,1% PAL,waccm,55.0,57.9193,Earth_1pc_o2.cam.h0.0045-0048.nc,1.98,2.933,30.96,0.02927,19.17,0.7527,1.127,1.345
pal1,1% PAL,waccm,60.0,57.9193,Earth_1pc_o2.cam.h0.0045-0048.nc,1.54,2.315,25.62,0.01985,14.1,0.5478,0.8552,1.037
pal1,1% PAL,waccm,65.0,57.9193,Earth_1pc_o2.cam.h0.0045-0048.nc,1.139,1.744,20.33,0.01269,9.826,0.377,0.6201,0.7644
pal1,1% PAL,waccm,70.0,57.9193,Earth_1pc_o2.cam.h0.0045-0048.nc,0.792,1.237,15.23,0.007661,6.43,0.2432,0.4258,0.5341
pal1,1% PAL,waccm,75.0,57.9193,Earth_1pc_o2.cam.h0.0045-0048.nc,0.5069,0.8095,10.53,0.004391,3.911,0.1455,0.273,0.3479
pal1,1% PAL,waccm,80.0,57.9193,Earth_1pc_o2.cam.h0.0045-0048.nc,0.2876,0.4693,6.442,0.002397,2.167,0.07932,0.1585,0.2042
pal1,1% PAL,waccm,85.0,57.9193,Earth_1pc_o2.cam.h0.0045-0048.nc,0.132,0.2172,3.111,0.001184,1.023,0.03725,0.07585,0.09796
pal1,1% PAL,waccm_eq,0.0,49.4895,Earth_1pc_o2.cam.h0.0045-0048.nc,5.965,8.156,65.35,0.1976,79.68,3.351,4.235,4.688
pal1,1% PAL,waccm_eq,5.0,49.4895,Earth_1pc_o2.cam.h0.0045-0048.nc,5.924,8.104,65.03,0.1955,79.01,3.322,4.2,4.651
pal1,1% PAL,waccm_eq,10.0,49.4895,Earth_1pc_o2.cam.h0.0045-0048.nc,5.802,7.946,64.06,0.1891,77.02,3.234,4.097,4.542
pal1,1% PAL,waccm_eq,15.0,49.4895,Earth_1pc_o2.cam.h0.0045-0048.nc,5.601,7.686,62.46,0.1788,73.72,3.089,3.927,4.36
pal1,1% PAL,waccm_eq,20.0,49.4895,Earth_1pc_o2.cam.h0.0045-0048.nc,5.33,7.334,60.25,0.1653,69.39,2.899,3.702,4.12
pal1,1% PAL,waccm_eq,25.0,49.4895,Earth_1pc_o2.cam.h0.0045-0048.nc,4.99,6.892,57.45,0.1489,63.99,2.663,3.422,3.822
pal1,1% PAL,waccm_eq,30.0,49.4895,Earth_1pc_o2.cam.h0.0045-0048.nc,4.593,6.373,54.1,0.1305,57.75,2.392,3.1,3.477
pal1,1% PAL,waccm_eq,35.0,49.4895,Earth_1pc_o2.cam.h0.0045-0048.nc,4.148,5.789,50.24,0.111,50.94,2.098,2.748,3.099
pal1,1% PAL,waccm_eq,40.0,49.4895,Earth_1pc_o2.cam.h0.0045-0048.nc,3.668,5.154,45.93,0.09118,43.75,1.79,2.377,2.698
pal1,1% PAL,waccm_eq,45.0,49.4895,Earth_1pc_o2.cam.h0.0045-0048.nc,3.164,4.485,41.23,0.07208,36.46,1.481,2.0,2.289
pal1,1% PAL,waccm_eq,50.0,49.4895,Earth_1pc_o2.cam.h0.0045-0048.nc,2.654,3.8,36.22,0.05453,29.35,1.182,1.631,1.886
pal1,1% PAL,waccm_eq,55.0,49.4895,Earth_1pc_o2.cam.h0.0045-0048.nc,2.153,3.119,30.99,0.03921,22.68,0.9045,1.284,1.502
pal1,1% PAL,waccm_eq,60.0,49.4895,Earth_1pc_o2.cam.h0.0045-0048.nc,1.676,2.465,25.65,0.02661,16.7,0.6592,0.9693,1.151
pal1,1% PAL,waccm_eq,65.0,49.4895,Earth_1pc_o2.cam.h0.0045-0048.nc,1.242,1.857,20.35,0.01694,11.62,0.4533,0.6973,0.8416
pal1,1% PAL,waccm_eq,70.0,49.4895,Earth_1pc_o2.cam.h0.0045-0048.nc,0.8631,1.317,15.25,0.01008,7.557,0.291,0.4734,0.5817
pal1,1% PAL,waccm_eq,75.0,49.4895,Earth_1pc_o2.cam.h0.0045-0048.nc,0.5506,0.8595,10.54,0.005636,4.532,0.1719,0.299,0.3739
pal1,1% PAL,waccm_eq,80.0,49.4895,Earth_1pc_o2.cam.h0.0045-0048.nc,0.3094,0.4948,6.451,0.002985,2.454,0.09163,0.1707,0.2164
pal1,1% PAL,waccm_eq,85.0,49.4895,Earth_1pc_o2.cam.h0.0045-0048.nc,0.1392,0.2257,3.114,0.001455,1.134,0.04201,0.08071,0.1028
pal10,10% PAL,atmos,0.0,229.7349,PTZ_mixingratios_out.dist,2.614,4.462,64.56,0.01268,16.45,0.5705,1.381,1.834
pal10,10% PAL,atmos,5.0,229.7349,PTZ_mixingratios_out.dist,2.591,4.426,64.24,0.0125,16.27,0.5635,1.37,1.821
pal10,10% PAL,atmos,10.0,229.7349,PTZ_mixingratios_out.dist,2.529,4.332,63.27,0.01201,15.8,0.5456,1.341,1.785
pal10,10% PAL,atmos,15.0,229.7349,PTZ_mixingratios_out.dist,2.425,4.172,61.68,0.01122,15.01,0.5154,1.291,1.725
pal10,10% PAL,atmos,20.0,229.7349,PTZ_mixingratios_out.dist,2.282,3.954,59.48,0.01018,13.96,0.475,1.224,1.643
pal10,10% PAL,atmos,25.0,229.7349,PTZ_mixingratios_out.dist,2.109,3.685,56.7,0.00897,12.7,0.4269,1.142,1.542
pal10,10% PAL,atmos,30.0,229.7349,PTZ_mixingratios_out.dist,1.907,3.371,53.37,0.007646,11.27,0.3727,1.048,1.424
pal10,10% PAL,atmos,35.0,229.7349,PTZ_mixingratios_out.dist,1.684,3.019,49.53,0.006291,9.741,0.3152,0.9432,1.294
pal10,10% PAL,atmos,40.0,229.7349,PTZ_mixingratios_out.dist,1.447,2.641,45.25,0.004976,8.176,0.257,0.8323,1.154
pal10,10% PAL,atmos,45.0,229.7349,PTZ_mixingratios_out.dist,1.205,2.249,40.58,0.00377,6.646,0.2011,0.7186,1.008
pal10,10% PAL,atmos,50.0,229.7349,PTZ_mixingratios_out.dist,0.9668,1.853,35.61,0.002716,5.205,0.1496,0.605,0.8596
pal10,10% PAL,atmos,55.0,229.7349,PTZ_mixingratios_out.dist,0.7407,1.469,30.42,0.001848,3.907,0.1047,0.4948,0.7132
pal10,10% PAL,atmos,60.0,229.7349,PTZ_mixingratios_out.dist,0.5357,1.108,25.13,0.001176,2.79,0.06794,0.3909,0.5723
pal10,10% PAL,atmos,65.0,229.7349,PTZ_mixingratios_out.dist,0.3598,0.786,19.88,0.0006922,1.879,0.04007,0.2958,0.4401
pal10,10% PAL,atmos,70.0,229.7349,PTZ_mixingratios_out.dist,0.2188,0.5129,14.85,0.0003727,1.177,0.02092,0.2118,0.32
pal10,10% PAL,atmos,75.0,229.7349,PTZ_mixingratios_out.dist,0.1159,0.2977,10.21,0.0001821,0.6728,0.009413,0.1404,0.2153
pal10,10% PAL,atmos,80.0,229.7349,PTZ_mixingratios_out.dist,0.05031,0.1439,6.2,8.107e-05,0.3392,0.003691,0.08266,0.1284
pal10,10% PAL,atmos,85.0,229.7349,PTZ_mixingratios_out.dist,0.01698,0.05099,2.955,3.296e-05,0.139,0.001442,0.03829,0.0604
pal10,10% PAL,kasting,0.0,238.8993,OUTPUT_PLOT.dat,2.551,4.385,64.53,0.01188,15.83,0.5443,1.356,1.809
pal10,10% PAL,kasting,5.0,238.8993,OUTPUT_PLOT.dat,2.53,4.352,64.21,0.01172,15.67,0.5382,1.346,1.797
pal10,10% PAL,kasting,10.0,238.8993,OUTPUT_PLOT.dat,2.467,4.257,63.24,0.01126,15.21,0.5203,1.317,1.761
pal10,10% PAL,kasting,15.0,238.8993,OUTPUT_PLOT.dat,2.365,4.099,61.65,0.01051,14.45,0.4913,1.269,1.702
pal10,10% PAL,kasting,20.0,238.8993,OUTPUT_PLOT.dat,2.226,3.885,59.45,0.009538,13.44,0.4526,1.203,1.622
pal10,10% PAL,kasting,25.0,238.8993,OUTPUT_PLOT.dat,2.054,3.617,56.67,0.008388,12.21,0.4057,1.123,1.522
pal10,10% PAL,kasting,30.0,238.8993,OUTPUT_PLOT.dat,1.856,3.307,53.34,0.00715,10.84,0.3541,1.03,1.407
pal10,10% PAL,kasting,35.0,238.8993,OUTPUT_PLOT.dat,1.637,2.96,49.51,0.005872,9.359,0.2988,0.9279,1.279
pal10,10% PAL,kasting,40.0,238.8993,OUTPUT_PLOT.dat,1.405,2.588,45.22,0.004645,7.857,0.2433,0.8196,1.141
pal10,10% PAL,kasting,45.0,238.8993,OUTPUT_PLOT.dat,1.168,2.201,40.55,0.003514,6.382,0.1897,0.708,0.997
pal10,10% PAL,kasting,50.0,238.8993,OUTPUT_PLOT.dat,0.9349,1.811,35.58,0.002528,4.997,0.1406,0.5966,0.8512
pal10,10% PAL,kasting,55.0,238.8993,OUTPUT_PLOT.dat,0.7146,1.433,30.4,0.001719,3.751,0.09805,0.4885,0.7069
pal10,10% PAL,kasting,60.0,238.8993,OUTPUT_PLOT.dat,0.5155,1.08,25.11,0.001094,2.682,0.06339,0.3864,0.5678
pal10,10% PAL,kasting,65.0,238.8993,OUTPUT_PLOT.dat,0.3454,0.7648,19.87,0.0006477,1.811,0.03735,0.293,0.4372
pal10,10% PAL,kasting,70.0,238.8993,OUTPUT_PLOT.dat,0.2103,0.4992,14.83,0.0003547,1.143,0.0197,0.2103,0.3185
pal10,10% PAL,kasting,75.0,238.8993,OUTPUT_PLOT.dat,0.1129,0.2914,10.2,0.0001811,0.6646,0.009285,0.14,0.2148
pal10,10% PAL,kasting,80.0,238.8993,OUTPUT_PLOT.dat,0.05184,0.1448,6.196,8.826e-05,0.3478,0.00415,0.0829,0.1286
pal10,10% PAL,kasting,85.0,238.8993,OUTPUT_PLOT.dat,0.02063,0.05678,2.96,4.102e-05,0.1535,0.001958,0.0389,0.061
pal10,10% PAL,photochem,0.0,261.5609,Earth_10pc_48.2.txt,2.372,4.168,64.43,0.009773,14.13,0.4716,1.289,1.742
pal10,10% PAL,photochem,5.0,261.5609,Earth_10pc_48.2.txt,2.352,4.137,64.11,0.009639,13.99,0.4661,1.279,1.73
pal10,10% PAL,photochem,10.0,261.5609,Earth_10pc_48.2.txt,2.293,4.044,63.15,0.009259,13.57,0.4504,1.252,1.696
pal10,10% PAL,photochem,15.0,261.5609,Earth_10pc_48.2.txt,2.196,3.893,61.56,0.008646,12.9,0.4248,1.207,1.64
pal10,10% PAL,photochem,20.0,261.5609,Earth_10pc_48.2.txt,2.065,3.687,59.36,0.007845,12.0,0.3908,1.146,1.564
pal10,10% PAL,photochem,25.0,261.5609,Earth_10pc_48.2.txt,1.903,3.431,56.58,0.006904,10.91,0.35,1.071,1.47
pal10,10% PAL,photochem,30.0,261.5609,Earth_10pc_48.2.txt,1.716,3.133,53.25,0.00588,9.679,0.3043,0.9841,1.361
pal10,10% PAL,photochem,35.0,261.5609,Earth_10pc_48.2.txt,1.51,2.801,49.42,0.004834,8.367,0.256,0.8883,1.239
pal10,10% PAL,photochem,40.0,261.5609,Earth_10pc_48.2.txt,1.293,2.444,45.14,0.003821,7.027,0.2075,0.7863,1.108
pal10,10% PAL,photochem,45.0,261.5609,Earth_10pc_48.2.txt,1.071,2.074,40.48,0.00289,5.714,0.1609,0.6811,0.9702
pal10,10% PAL,photochem,50.0,261.5609,Earth_10pc_48.2.txt,0.8526,1.702,35.51,0.002078,4.479,0.1183,0.5756,0.8302
pal10,10% PAL,photochem,55.0,261.5609,Earth_10pc_48.2.txt,0.6478,1.342,30.33,0.001412,3.368,0.08175,0.4728,0.6912
pal10,10% PAL,photochem,60.0,261.5609,Earth_10pc_48.2.txt,0.4634,1.006,25.05,0.0008981,2.412,0.05217,0.3752,0.5566
pal10,10% PAL,photochem,65.0,261.5609,Earth_10pc_48.2.txt,0.3071,0.7079,19.82,0.0005298,1.631,0.03017,0.2853,0.4296
pal10,10% PAL,photochem,70.0,261.5609,Earth_10pc_48.2.txt,0.1839,0.4575,14.79,0.000288,1.029,0.01546,0.2053,0.3135
pal10,10% PAL,photochem,75.0,261.5609,Earth_10pc_48.2.txt,0.0961,0.2629,10.17,0.0001443,0.5964,0.006957,0.1368,0.2116
pal10,10% PAL,photochem,80.0,261.5609,Earth_10pc_48.2.txt,0.04206,0.1269,6.169,6.714e-05,0.3078,0.002878,0.08091,0.1266
pal10,10% PAL,photochem,85.0,261.5609,Earth_10pc_48.2.txt,0.01529,0.04674,2.942,2.793e-05,0.1299,0.001189,0.03767,0.05977
pal10,10% PAL,vulcan,0.0,202.8367,Earth_10pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,2.954,4.864,64.71,0.01774,20.1,0.7253,1.527,1.98
pal10,10% PAL,vulcan,5.0,202.8367,Earth_10pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,2.93,4.829,64.39,0.0175,19.9,0.7175,1.515,1.966
pal10,10% PAL,vulcan,10.0,202.8367,Earth_10pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,2.86,4.725,63.42,0.01681,19.3,0.6943,1.481,1.925
pal10,10% PAL,vulcan,15.0,202.8367,Earth_10pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,2.742,4.552,61.83,0.0157,18.34,0.6568,1.424,1.857
pal10,10% PAL,vulcan,20.0,202.8367,Earth_10pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,2.588,4.32,59.63,0.01426,17.06,0.6068,1.348,1.766
pal10,10% PAL,vulcan,25.0,202.8367,Earth_10pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,2.394,4.029,56.84,0.01255,15.5,0.5464,1.254,1.654
pal10,10% PAL,vulcan,30.0,202.8367,Earth_10pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,2.17,3.69,53.5,0.01069,13.75,0.4786,1.146,1.523
pal10,10% PAL,vulcan,35.0,202.8367,Earth_10pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,1.921,3.31,49.66,0.008788,11.86,0.4063,1.028,1.378
pal10,10% PAL,vulcan,40.0,202.8367,Earth_10pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,1.657,2.901,45.37,0.00694,9.938,0.3328,0.9025,1.224
pal10,10% PAL,vulcan,45.0,202.8367,Earth_10pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,1.385,2.475,40.7,0.005239,8.049,0.2616,0.7746,1.064
pal10,10% PAL,vulcan,48.2,202.8367,Earth_10pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,1.212,2.199,37.54,0.004258,6.892,0.2185,0.6929,0.9601
pal10,10% PAL,vulcan,50.0,202.8367,Earth_10pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,1.116,2.044,35.71,0.003755,6.272,0.1957,0.6477,0.9023
pal10,10% PAL,vulcan,55.0,202.8367,Earth_10pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,0.8587,1.624,30.51,0.002534,4.674,0.1377,0.5257,0.7442
pal10,10% PAL,vulcan,60.0,202.8367,Earth_10pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,0.624,1.228,25.21,0.001593,3.304,0.08981,0.4119,0.5932
pal10,10% PAL,vulcan,65.0,202.8367,Earth_10pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,0.4207,0.8726,19.95,0.0009214,2.194,0.05312,0.3089,0.4532
pal10,10% PAL,vulcan,70.0,202.8367,Earth_10pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,0.2565,0.5696,14.9,0.0004844,1.35,0.02771,0.2192,0.3275
pal10,10% PAL,vulcan,75.0,202.8367,Earth_10pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,0.1357,0.3298,10.25,0.000231,0.7566,0.01242,0.1442,0.2191
pal10,10% PAL,vulcan,80.0,202.8367,Earth_10pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,0.05877,0.1588,6.221,0.0001025,0.3758,0.004917,0.08441,0.1301
pal10,10% PAL,vulcan,85.0,202.8367,Earth_10pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,0.02037,0.05682,2.964,4.371e-05,0.1553,0.00203,0.03908,0.06118
pal10,10% PAL,waccm,0.0,164.6198,Earth_10pc_o2.cam.h0.0037-0040.nc,3.294,5.257,64.83,0.02518,24.56,0.9128,1.708,2.161
pal10,10% PAL,waccm,5.0,164.6198,Earth_10pc_o2.cam.h0.0037-0040.nc,3.269,5.22,64.51,0.02485,24.31,0.903,1.695,2.145
pal10,10% PAL,waccm,10.0,164.6198,Earth_10pc_o2.cam.h0.0037-0040.nc,3.194,5.111,63.54,0.02388,23.6,0.8751,1.655,2.099
pal10,10% PAL,waccm,15.0,164.6198,Earth_10pc_o2.cam.h0.0037-0040.nc,3.069,4.93,61.95,0.02234,22.45,0.8295,1.59,2.024
pal10,10% PAL,waccm,20.0,164.6198,Earth_10pc_o2.cam.h0.0037-0040.nc,2.9,4.682,59.75,0.0203,20.9,0.7684,1.503,1.921
pal10,10% PAL,waccm,25.0,164.6198,Earth_10pc_o2.cam.h0.0037-0040.nc,2.69,4.375,56.96,0.01791,19.02,0.6948,1.396,1.795
pal10,10% PAL,waccm,30.0,164.6198,Earth_10pc_o2.cam.h0.0037-0040.nc,2.446,4.015,53.62,0.0153,16.9,0.6117,1.273,1.649
pal10,10% PAL,waccm,35.0,164.6198,Earth_10pc_o2.cam.h0.0037-0040.nc,2.175,3.612,49.78,0.01261,14.61,0.5223,1.137,1.488
pal10,10% PAL,waccm,40.0,164.6198,Earth_10pc_o2.cam.h0.0037-0040.nc,1.887,3.178,45.48,0.01001,12.28,0.4324,0.9958,1.317
pal10,10% PAL,waccm,45.0,164.6198,Earth_10pc_o2.cam.h0.0037-0040.nc,1.59,2.725,40.8,0.007609,9.978,0.3441,0.8514,1.14
pal10,10% PAL,waccm,48.2,152.9146,b.e21.BWma1850.f19_g17.10pc_o2.001.cam.h0.0034-0037.nc,1.46,2.502,37.67,0.007039,9.186,0.3165,0.7844,1.052
pal10,10% PAL,waccm,50.0,164.6198,Earth_10pc_o2.cam.h0.0037-0040.nc,1.294,2.266,35.81,0.005504,7.809,0.2617,0.709,0.9636
pal10,10% PAL,waccm,55.0,164.6198,Earth_10pc_o2.cam.h0.0037-0040.nc,1.011,1.816,30.61,0.003764,5.853,0.1886,0.5728,0.7913
pal10,10% PAL,waccm,60.0,164.6198,Earth_10pc_o2.cam.h0.0037-0040.nc,0.7492,1.391,25.31,0.002414,4.171,0.1272,0.4467,0.6281
pal10,10% PAL,waccm,65.0,164.6198,Earth_10pc_o2.cam.h0.0037-0040.nc,0.5201,1.006,20.04,0.001438,2.801,0.07908,0.3336,0.4778
pal10,10% PAL,waccm,70.0,164.6198,Earth_10pc_o2.cam.h0.0037-0040.nc,0.3314,0.6751,14.98,0.0007891,1.752,0.04444,0.2358,0.3441
pal10,10% PAL,waccm,75.0,164.6198,Earth_10pc_o2.cam.h0.0037-0040.nc,0.1878,0.4082,10.32,0.0003977,1.004,0.02213,0.1548,0.2296
pal10,10% PAL,waccm,80.0,164.6198,Earth_10pc_o2.cam.h0.0037-0040.nc,0.09012,0.2109,6.283,0.0001856,0.5119,0.009738,0.09058,0.1363
pal10,10% PAL,waccm,85.0,164.6198,Earth_10pc_o2.cam.h0.0037-0040.nc,0.03407,0.08301,3.009,7.982e-05,0.2162,0.003951,0.04219,0.0643
pal10,10% PAL,waccm_eq,0.0,136.3349,Earth_10pc_o2.cam.h0.0037-0040.nc,3.748,5.771,64.97,0.03771,31.17,1.19,1.981,2.434
pal10,10% PAL,waccm_eq,5.0,136.3349,Earth_10pc_o2.cam.h0.0037-0040.nc,3.719,5.729,64.64,0.03723,30.86,1.178,1.965,2.416
pal10,10% PAL,waccm_eq,10.0,136.3349,Earth_10pc_o2.cam.h0.0037-0040.nc,3.635,5.612,63.68,0.0358,29.97,1.143,1.918,2.362
pal10,10% PAL,waccm_eq,15.0,136.3349,Earth_10pc_o2.cam.h0.0037-0040.nc,3.497,5.416,62.09,0.03353,28.53,1.085,1.84,2.274
pal10,10% PAL,waccm_eq,20.0,136.3349,Earth_10pc_o2.cam.h0.0037-0040.nc,3.309,5.149,59.88,0.03052,26.58,1.007,1.736,2.154
pal10,10% PAL,waccm_eq,25.0,136.3349,Earth_10pc_o2.cam.h0.0037-0040.nc,3.076,4.817,57.09,0.02698,24.22,0.9135,1.608,2.008
pal10,10% PAL,waccm_eq,30.0,136.3349,Earth_10pc_o2.cam.h0.0037-0040.nc,2.805,4.428,53.75,0.02311,21.55,0.8075,1.462,1.839
pal10,10% PAL,waccm_eq,35.0,136.3349,Earth_10pc_o2.cam.h0.0037-0040.nc,2.503,3.992,49.9,0.0191,18.67,0.6936,1.302,1.652
pal10,10% PAL,waccm_eq,40.0,136.3349,Earth_10pc_o2.cam.h0.0037-0040.nc,2.18,3.52,45.6,0.01519,15.7,0.5768,1.133,1.455
pal10,10% PAL,waccm_eq,45.0,136.3349,Earth_10pc_o2.cam.h0.0037-0040.nc,1.845,3.026,40.91,0.01155,12.76,0.4621,0.9629,1.252
pal10,10% PAL,waccm_eq,50.0,136.3349,Earth_10pc_o2.cam.h0.0037-0040.nc,1.511,2.525,35.92,0.008359,9.986,0.3544,0.7958,1.05
pal10,10% PAL,waccm_eq,55.0,136.3349,Earth_10pc_o2.cam.h0.0037-0040.nc,1.187,2.032,30.71,0.005704,7.466,0.2577,0.637,0.8555
pal10,10% PAL,waccm_eq,60.0,136.3349,Earth_10pc_o2.cam.h0.0037-0040.nc,0.8869,1.563,25.39,0.003634,5.291,0.1754,0.4913,0.6727
pal10,10% PAL,waccm_eq,65.0,136.3349,Earth_10pc_o2.cam.h0.0037-0040.nc,0.6205,1.135,20.11,0.002136,3.516,0.1099,0.3623,0.5065
pal10,10% PAL,waccm_eq,70.0,136.3349,Earth_10pc_o2.cam.h0.0037-0040.nc,0.3977,0.7643,15.04,0.001143,2.16,0.06184,0.2524,0.3606
pal10,10% PAL,waccm_eq,75.0,136.3349,Earth_10pc_o2.cam.h0.0037-0040.nc,0.2252,0.4617,10.37,0.0005516,1.202,0.03026,0.163,0.2379
pal10,10% PAL,waccm_eq,80.0,136.3349,Earth_10pc_o2.cam.h0.0037-0040.nc,0.1057,0.2354,6.309,0.0002436,0.589,0.01264,0.09396,0.1397
pal10,10% PAL,waccm_eq,85.0,136.3349,Earth_10pc_o2.cam.h0.0037-0040.nc,0.0376,0.0889,3.017,0.0001029,0.2401,0.004861,0.04327,0.06538
