case,label,model,source_file,o3col_du,z_km,t_k,p_bar,o3_vmr,n_o3_cm3
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,0.25,288.2,0.984,1.138e-08,281423332411.4287
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,0.75,285.6,0.9273,1.222e-08,287375658814.3594
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,1.25,282.2,0.8733,1.356e-08,303936499704.0322
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,1.75,279.2,0.8219,1.54e-08,328353012155.62836
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,2.25,276.8,0.773,1.777e-08,359432673526.491
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,2.75,274.6,0.7267,2.069e-08,396580937673.66516
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,3.25,272.1,0.6828,2.418e-08,439478855158.95886
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,3.75,269.5,0.6411,2.824e-08,486573460314.69147
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,4.25,266.7,0.6016,3.284e-08,536543178443.36475
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,4.75,263.8,0.5642,3.795e-08,587877431680.9401
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,5.25,260.8,0.5287,4.357e-08,639743674694.9631
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,5.75,257.7,0.495,4.97e-08,691454944316.477
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,6.25,254.3,0.4631,5.633e-08,742993286110.6788
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,6.75,250.9,0.4329,6.348e-08,793305672866.7632
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,7.25,247.4,0.4043,7.121e-08,842872237185.9501
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,7.75,243.8,0.3772,7.956e-08,891557739792.5123
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,8.25,240.2,0.3516,8.867e-08,940089688564.082
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,8.75,236.5,0.3273,9.869e-08,989246965000.498
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,9.25,232.9,0.3044,1.098e-07,1039427534195.209
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,9.75,229.3,0.2828,1.224e-07,1093385941478.3137
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,10.25,225.8,0.2624,1.366e-07,1149760302487.3887
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,10.75,222.6,0.2432,1.527e-07,1208353946921.7822
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,11.25,219.5,0.2252,1.709e-07,1269967601367.9421
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,11.75,216.9,0.2083,1.914e-07,1331338124366.987
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,12.25,214.4,0.1925,2.142e-07,1392971197635.877
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,12.75,212.4,0.1777,2.393e-07,1450081231005.557
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,13.25,210.4,0.164,2.665e-07,1504568770789.1672
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,13.75,208.7,0.1512,2.957e-07,1551662927153.1492
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,14.25,207.1,0.1393,3.273e-07,1594533838778.616
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,14.75,205.5,0.1283,3.618e-07,1636063327522.268
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,15.25,204.0,0.1181,4.008e-07,1680599230549.418
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,15.75,202.6,0.1086,4.466e-07,1733907081369.8335
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,16.25,201.3,0.09984,5.031e-07,1807306589703.4731
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,16.75,200.2,0.09173,5.761e-07,1911885647252.1306
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,17.25,199.2,0.08425,6.728e-07,2061025075044.665
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,17.75,198.4,0.07735,8.012e-07,2262436028507.3037
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,18.25,197.6,0.07099,9.662e-07,2514166216666.5776
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,18.75,196.9,0.06514,1.165e-06,2791545306339.711
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,19.25,196.3,0.05975,1.383e-06,3048993562735.9736
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,19.75,195.8,0.05479,1.604e-06,3250945540022.5684
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,20.25,195.4,0.05024,1.817e-06,3383737901560.1914
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,20.75,195.1,0.04605,2.014e-06,3443091376827.1016
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,21.25,195.0,0.04222,2.197e-06,3445326557775.8477
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,21.75,195.0,0.0387,2.368e-06,3403884137654.994
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,22.25,195.1,0.03548,2.526e-06,3327180831442.2207
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,22.75,195.4,0.03252,2.669e-06,3217297849302.6562
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,23.25,195.6,0.02982,2.791e-06,3081877289264.6953
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,23.75,195.9,0.02735,2.883e-06,2915306724544.5303
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,24.25,196.2,0.02508,2.934e-06,2716472769577.233
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,24.75,196.4,0.02301,2.929e-06,2485485444808.941
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,25.25,196.5,0.0211,2.856e-06,2221236600760.2607
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,25.75,196.6,0.01936,2.709e-06,1932179908429.0613
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,26.25,196.5,0.01776,2.489e-06,1629378647288.3406
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,26.75,196.4,0.01629,2.207e-06,1325863000416.4087
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,27.25,196.0,0.01495,1.89e-06,1044151803142.6833
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,27.75,195.6,0.01371,1.571e-06,797556587895.6002
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,28.25,195.1,0.01257,1.282e-06,598250059936.6946
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,28.75,194.4,0.01152,1.04e-06,446381590321.8676
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,29.25,193.7,0.01056,8.496e-07,335479138071.8357
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,29.75,192.7,0.009675,7.056e-07,256592848793.14685
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,30.25,191.8,0.00886,5.97e-07,199745115260.43726
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,30.75,190.6,0.008109,5.148e-07,158635236235.14932
pal1,1% PAL,atmos,PTZ_mixingratios_out.dist,172.6678,31.25,189.4,0.007419,4.511e-07,127983782335.84702
