case,model,wavelength_nm,sza_0,sza_5,sza_10,sza_15,sza_20,sza_25,sza_30,sza_35,sza_40,sza_45,sza_50,sza_55,sza_60,sza_65,sza_70,sza_75,sza_80,sza_85,irradiance_col1
pal0p1,atmos,280.5,3.807e-06,3.652e-06,3.217e-06,2.593e-06,1.897e-06,1.245e-06,7.213e-07,3.604e-07,1.507e-07,5.066e-08,1.318e-08,2.713e-09,6.295e-10,2.987e-10,2.206e-10,1.783e-10,1.42e-10,1.005e-10,
pal0p1,atmos,281.5,2.095e-05,2.016e-05,1.794e-05,1.471e-05,1.103e-05,7.485e-06,4.53e-06,2.395e-06,1.075e-06,3.962e-07,1.156e-07,2.719e-08,6.81e-09,3.119e-09,2.248e-09,1.805e-09,1.435e-09,1.016e-09,
pal0p1,atmos,282.5,6.203e-05,5.986e-05,5.373e-05,4.469e-05,3.424e-05,2.392e-05,1.504e-05,8.343e-06,3.986e-06,1.588e-06,5.115e-07,1.347e-07,3.624e-08,1.614e-08,1.133e-08,9.031e-09,7.166e-09,5.073e-09,
pal0p1,atmos,283.5,0.0001137,0.0001099,9.923e-05,8.335e-05,6.474e-05,4.609e-05,2.969e-05,1.701e-05,8.457e-06,3.545e-06,1.217e-06,3.445e-07,9.716e-08,4.252e-08,2.927e-08,2.318e-08,1.836e-08,1.3e-08,
pal0p1,atmos,284.5,0.000208,0.0002018,0.000184,0.0001573,0.0001253,9.233e-05,6.221e-05,3.774e-05,2.019e-05,9.291e-06,3.583e-06,1.161e-06,3.617e-07,1.553e-07,1.024e-07,7.985e-08,6.294e-08,4.455e-08,
pal0p1,atmos,285.5,0.0002033,0.0001977,0.0001817,0.0001573,0.0001277,9.653e-05,6.724e-05,4.257e-05,2.405e-05,1.185e-05,4.977e-06,1.78e-06,5.991e-07,2.555e-07,1.623e-07,1.246e-07,9.771e-08,6.909e-08,
pal0p1,atmos,286.5,0.0009012,0.0008781,0.0008116,0.0007097,0.0005846,0.0004507,0.0003221,0.0002107,0.0001241,6.446e-05,2.89e-05,1.114e-05,3.989e-06,1.703e-06,1.047e-06,7.912e-07,6.173e-07,4.361e-07,
pal0p1,atmos,287.5,0.001744,0.001703,0.001584,0.001401,0.001173,0.000924,0.0006795,0.0004611,0.0002845,0.0001566,7.546e-05,3.163e-05,1.218e-05,5.255e-06,3.11e-06,2.299e-06,1.779e-06,1.254e-06,
pal0p1,atmos,288.5,0.002684,0.002627,0.002461,0.002203,0.001877,0.001514,0.001149,0.0008108,0.0005259,0.0003083,0.0001606,7.371e-05,3.087e-05,1.363e-05,7.749e-06,5.547e-06,4.24e-06,2.977e-06,
pal0p1,atmos,289.5,0.00633,0.006206,0.005844,0.005276,0.004552,0.003736,0.002897,0.002104,0.001415,0.0008674,0.0004775,0.0002337,0.0001041,4.709e-05,2.605e-05,1.811e-05,1.367e-05,9.559e-06,
pal0p1,atmos,290.5,0.01245,0.01223,0.01156,0.01051,0.00917,0.007635,0.006033,0.004487,0.003109,0.001979,0.001141,0.0005894,0.0002767,0.0001285,6.968e-05,4.705e-05,3.503e-05,2.438e-05,
pal0p1,atmos,291.5,0.01754,0.01724,0.01639,0.01503,0.01326,0.01122,0.009058,0.006922,0.004961,0.003295,0.002001,0.001099,0.0005493,0.0002649,0.0001414,9.194e-05,6.704e-05,4.627e-05,
pal0p1,atmos,292.5,0.02169,0.02135,0.02037,0.01881,0.01677,0.01438,0.01181,0.009224,0.006797,0.004673,0.002961,0.00171,0.0009005,0.0004502,0.0002388,0.0001501,0.0001069,7.314e-05,
pal0p1,atmos,293.5,0.03345,0.03298,0.03158,0.02934,0.0264,0.02293,0.01914,0.01526,0.01154,0.008199,0.005406,0.003273,0.001813,0.0009428,0.0005011,0.0003047,0.0002111,0.0001426,
pal0p1,atmos,294.5,0.03886,0.03835,0.03683,0.0344,0.03117,0.02734,0.02311,0.01873,0.01446,0.01053,0.007162,0.004497,0.002593,0.001394,0.0007462,0.0004425,0.0002983,0.0001989,
pal0p1,atmos,295.5,0.05798,0.05727,0.05518,0.05181,0.04733,0.04194,0.03595,0.02964,0.02338,0.01749,0.01229,0.008029,0.004837,0.002706,0.001471,0.0008522,0.0005549,0.0003629,
pal0p1,atmos,296.5,0.06561,0.06487,0.06266,0.0591,0.05433,0.04857,0.0421,0.03522,0.02827,0.02163,0.01562,0.01054,0.006586,0.003816,0.002112,0.001206,0.0007597,0.0004863,
pal0p1,atmos,297.5,0.08607,0.08516,0.08246,0.07808,0.07218,0.06503,0.05692,0.04822,0.03932,0.03067,0.02268,0.01575,0.01017,0.00609,0.003443,0.00195,0.00119,0.000743,
pal0p1,atmos,298.5,0.07458,0.07384,0.07163,0.06805,0.06322,0.05732,0.05059,0.04331,0.03579,0.02837,0.0214,0.01523,0.01011,0.006232,0.003598,0.002034,0.001208,0.0007344,
pal0p1,atmos,299.5,0.1232,0.1221,0.1186,0.1131,0.1055,0.09626,0.08563,0.07404,0.06195,0.04987,0.03835,0.02792,0.01905,0.01208,0.007143,0.004053,0.002347,0.001383,
pal0p1,atmos,300.5,0.09179,0.09097,0.08854,0.08458,0.07921,0.0726,0.06498,0.05661,0.04782,0.03895,0.03039,0.02251,0.01568,0.01017,0.006131,0.0035,0.001991,0.001141,
pal0p1,atmos,301.5,0.1422,0.141,0.1375,0.1317,0.1238,0.114,0.1027,0.09024,0.07702,0.06355,0.05037,0.03803,0.0271,0.01804,0.01114,0.006437,0.003604,0.001994,
pal0p1,atmos,302.5,0.1507,0.1495,0.1459,0.14,0.1319,0.1219,0.1103,0.09746,0.08375,0.06969,0.05581,0.04268,0.03087,0.0209,0.01312,0.007655,0.004252,0.002293,
pal0p1,atmos,303.5,0.2126,0.2109,0.2061,0.1981,0.1873,0.1738,0.158,0.1405,0.1217,0.1023,0.08294,0.06439,0.04743,0.03278,0.02104,0.01246,0.006884,0.003596,
pal0p1,atmos,304.5,0.2084,0.2069,0.2022,0.1947,0.1843,0.1714,0.1564,0.1396,0.1215,0.1027,0.08385,0.06565,0.04886,0.03418,0.02221,0.01328,0.007324,0.003752,
pal0p1,atmos,305.5,0.2342,0.2326,0.2276,0.2195,0.2083,0.1945,0.1782,0.1599,0.1402,0.1195,0.09862,0.07824,0.05916,0.04217,0.02797,0.01702,0.009415,0.004691,
pal0p1,atmos,306.5,0.2283,0.2267,0.2219,0.2142,0.2035,0.1903,0.1747,0.1572,0.1382,0.1183,0.09804,0.07822,0.05954,0.04278,0.02862,0.01755,0.009723,0.004784,
pal0p1,atmos,307.5,0.2885,0.2866,0.2809,0.2715,0.2585,0.2424,0.2233,0.2019,0.1785,0.1539,0.1287,0.1038,0.08011,0.05849,0.03985,0.02489,0.01391,0.006705,
pal0p1,atmos,308.5,0.307,0.305,0.299,0.2892,0.2756,0.2587,0.2388,0.2162,0.1916,0.1657,0.139,0.1126,0.08733,0.06415,0.044,0.02766,0.0155,0.007417,
pal0p1,atmos,309.5,0.2481,0.2465,0.2418,0.2341,0.2234,0.2095,0.1944,0.1766,0.1571,0.1365,0.1152,0.09403,0.07357,0.05462,0.03795,0.02417,0.01367,0.006474,
pal0p1,atmos,310.5,0.3175,0.3155,0.3096,0.2999,0.2866,0.2699,0.2501,0.2277,0.2032,0.1771,0.1502,0.1232,0.097,0.07258,0.05088,0.03272,0.01864,0.008777,
pal0p1,atmos,311.5,0.3921,0.3897,0.3826,0.3708,0.3546,0.3342,0.3101,0.2828,0.2528,0.2209,0.1878,0.1546,0.1222,0.09194,0.06484,0.04197,0.02403,0.01128,
pal0p1,atmos,312.5,0.3556,0.3535,0.3472,0.3367,0.3224,0.3044,0.283,0.2588,0.2321,0.2036,0.174,0.1441,0.1148,0.08717,0.06217,0.04077,0.02361,0.01106,
pal0p1,atmos,313.5,0.3962,0.3939,0.3869,0.3754,0.3595,0.3396,0.3159,0.2891,0.2595,0.2279,0.195,0.1617,0.1291,0.09821,0.07021,0.04614,0.02678,0.01253,
pal0p1,atmos,314.5,0.3719,0.3698,0.3634,0.3528,0.3382,0.3199,0.2982,0.2735,0.2462,0.2169,0.1864,0.1555,0.1249,0.0958,0.06917,0.046,0.02701,0.01266,
pal0p1,atmos,315.5,0.3799,0.3778,0.3712,0.3605,0.3457,0.3271,0.305,0.2798,0.252,0.2223,0.1912,0.1595,0.1283,0.09853,0.07124,0.04743,0.02788,0.01306,
pal0p1,atmos,316.5,0.3603,0.3583,0.3523,0.3423,0.3285,0.3111,0.2905,0.267,0.241,0.2131,0.1839,0.1541,0.1246,0.09628,0.07015,0.04715,0.02799,0.01317,
pal0p1,atmos,317.5,0.5091,0.5062,0.4977,0.4836,0.4641,0.4397,0.4106,0.3774,0.3407,0.3013,0.2601,0.218,0.1762,0.1362,0.09918,0.06663,0.03952,0.01857,
pal0p1,atmos,318.5,0.3828,0.3807,0.3744,0.3639,0.3496,0.3315,0.3099,0.2854,0.2581,0.2289,0.1981,0.1667,0.1354,0.1052,0.07722,0.05233,0.03136,0.01482,
pal0p1,atmos,319.5,0.4628,0.4603,0.4527,0.4401,0.4228,0.401,0.3751,0.3455,0.3127,0.2774,0.2403,0.2023,0.1645,0.128,0.09402,0.0638,0.03828,0.0181,
pal0p1,atmos,320.5,0.5571,0.554,0.5449,0.5299,0.5092,0.4831,0.452,0.4165,0.3772,0.3348,0.2903,0.2447,0.1992,0.1552,0.1142,0.07761,0.04666,0.02209,
pal0p1,atmos,321.5,0.4537,0.4513,0.444,0.4319,0.4153,0.3944,0.3695,0.3409,0.3093,0.2752,0.2393,0.2023,0.1654,0.1295,0.09595,0.06578,0.03995,0.01907,
pal0p1,atmos,322.5,0.4713,0.4687,0.4611,0.4485,0.431,0.4091,0.383,0.3531,0.32,0.2842,0.2467,0.2081,0.1696,0.1323,0.09743,0.06632,0.03992,0.0189,
pal0p1,atmos,323.5,0.4614,0.459,0.4516,0.4395,0.4228,0.4017,0.3765,0.3478,0.3158,0.2813,0.2449,0.2075,0.17,0.1334,0.09912,0.06819,0.04158,0.01992,
pal0p1,atmos,324.5,0.5422,0.5393,0.5307,0.5165,0.4969,0.4721,0.4426,0.4088,0.3712,0.3307,0.2879,0.2439,0.1998,0.1568,0.1164,0.08003,0.04875,0.02332,
pal0p1,atmos,325.5,0.6116,0.6083,0.5986,0.5825,0.5604,0.5324,0.4991,0.4609,0.4186,0.3728,0.3245,0.2748,0.2249,0.1764,0.1308,0.08977,0.05457,0.02605,
pal0p1,atmos,326.5,0.7144,0.7107,0.6995,0.681,0.6554,0.6232,0.5847,0.5407,0.4917,0.4387,0.3828,0.3251,0.267,0.2104,0.1569,0.1084,0.06651,0.03205,
pal0p1,atmos,327.5,0.6726,0.6691,0.6585,0.641,0.6169,0.5865,0.5502,0.5086,0.4624,0.4124,0.3596,0.3052,0.2505,0.197,0.1466,0.1011,0.06178,0.02966,
pal0p1,atmos,328.5,0.6206,0.6174,0.6076,0.5915,0.5693,0.5413,0.5079,0.4695,0.427,0.3809,0.3322,0.2819,0.2314,0.1821,0.1355,0.09341,0.05709,0.02741,
pal0p1,atmos,329.5,0.7831,0.779,0.7668,0.7467,0.719,0.684,0.6422,0.5943,0.541,0.4833,0.4222,0.3591,0.2955,0.2333,0.1744,0.1208,0.07436,0.03597,
pal0p1,atmos,330.5,0.7196,0.7158,0.7046,0.6861,0.6606,0.6283,0.5899,0.5457,0.4967,0.4435,0.3873,0.3292,0.2706,0.2134,0.1592,0.11,0.06748,0.03252,
pal0p1,atmos,331.5,0.7125,0.7088,0.6977,0.6794,0.6541,0.6222,0.5841,0.5404,0.4919,0.4392,0.3836,0.326,0.268,0.2112,0.1575,0.1088,0.06669,0.03211,
pal0p1,atmos,332.5,0.6878,0.6842,0.6736,0.6561,0.6319,0.6013,0.5648,0.523,0.4764,0.4258,0.3723,0.317,0.2611,0.2063,0.1543,0.107,0.06591,0.03192,
pal0p1,atmos,333.5,0.6515,0.6481,0.6381,0.6214,0.5985,0.5695,0.5349,0.4952,0.451,0.403,0.3523,0.2998,0.2468,0.1948,0.1455,0.1007,0.06186,0.02988,
pal0p1,atmos,334.5,0.7245,0.7208,0.7096,0.6912,0.6657,0.6336,0.5952,0.5511,0.5021,0.4489,0.3925,0.3341,0.2752,0.2174,0.1625,0.1125,0.06921,0.03347,
pal0p1,atmos,335.5,0.7272,0.7234,0.7123,0.6939,0.6684,0.6363,0.5979,0.5539,0.5048,0.4516,0.3951,0.3367,0.2776,0.2195,0.1643,0.114,0.07028,0.03409,
pal0p1,atmos,336.5,0.5698,0.5669,0.5582,0.5438,0.5239,0.4987,0.4686,0.4341,0.3957,0.354,0.3097,0.2639,0.2175,0.172,0.1287,0.08921,0.05494,0.02662,
pal0p1,atmos,337.5,0.6294,0.6262,0.6166,0.6006,0.5786,0.5508,0.5176,0.4794,0.4369,0.3908,0.3419,0.2912,0.2399,0.1895,0.1417,0.09806,0.06026,0.02913,
pal0p1,atmos,338.5,0.6575,0.6542,0.6442,0.6276,0.6047,0.5758,0.5412,0.5015,0.4573,0.4092,0.3583,0.3054,0.2519,0.1993,0.1492,0.1035,0.06375,0.03092,
pal0p1,atmos,339.5,0.7136,0.71,0.6991,0.6812,0.6564,0.625,0.5876,0.5446,0.4966,0.4445,0.3893,0.3319,0.2739,0.2167,0.1622,0.1125,0.06936,0.03365,
pal0p1,atmos,340.5,0.7654,0.7615,0.7499,0.7306,0.704,0.6704,0.6303,0.5841,0.5327,0.4768,0.4175,0.356,0.2936,0.2322,0.1738,0.1204,0.07413,0.03592,
pal0p1,atmos,341.5,0.6761,0.6726,0.6624,0.6455,0.622,0.5924,0.5571,0.5164,0.4711,0.4218,0.3695,0.3152,0.2602,0.2059,0.1542,0.107,0.06593,0.032,
pal0p1,atmos,342.5,0.748,0.7442,0.7329,0.7142,0.6883,0.6556,0.6165,0.5716,0.5215,0.4671,0.4093,0.3492,0.2883,0.2282,0.1709,0.1186,0.07309,0.03548,
pal0p1,atmos,343.5,0.778,0.7741,0.7623,0.7429,0.716,0.682,0.6414,0.5947,0.5426,0.486,0.4259,0.3634,0.3,0.2375,0.1778,0.1233,0.07593,0.03684,
pal0p1,atmos,344.5,0.5461,0.5434,0.5351,0.5215,0.5026,0.4788,0.4503,0.4175,0.381,0.3413,0.299,0.2552,0.2107,0.1667,0.1248,0.08649,0.05322,0.0258,
pal0p1,atmos,345.5,0.7443,0.7405,0.7293,0.7108,0.6852,0.6528,0.6141,0.5695,0.5199,0.4658,0.4084,0.3486,0.288,0.2281,0.1709,0.1185,0.07302,0.03546,
pal0p1,atmos,346.5,0.698,0.6945,0.684,0.6666,0.6426,0.6122,0.5759,0.5342,0.4876,0.4369,0.383,0.327,0.2701,0.2138,0.1601,0.111,0.06829,0.03312,
pal0p1,atmos,347.5,0.6815,0.6781,0.6678,0.6509,0.6275,0.5979,0.5625,0.5218,0.4763,0.4269,0.3743,0.3196,0.264,0.2091,0.1566,0.1085,0.06677,0.03238,
pal0p1,atmos,348.5,0.7479,0.7441,0.7329,0.7143,0.6887,0.6563,0.6175,0.5729,0.5231,0.4689,0.4112,0.3512,0.2902,0.2298,0.1722,0.1193,0.07343,0.03563,
pal0p1,atmos,349.5,0.6266,0.6234,0.6141,0.5985,0.5771,0.55,0.5175,0.4802,0.4385,0.3931,0.3448,0.2945,0.2434,0.1928,0.1444,0.1001,0.06156,0.02987,
pal0p1,atmos,350.5,0.8767,0.8723,0.8592,0.8375,0.8076,0.7696,0.7243,0.6721,0.6138,0.5504,0.4828,0.4125,0.3409,0.2701,0.2023,0.1402,0.08624,0.04184,
pal0p1,atmos,351.5,0.7556,0.7518,0.7406,0.7219,0.6961,0.6635,0.6244,0.5795,0.5293,0.4746,0.4164,0.3558,0.2941,0.2331,0.1746,0.1209,0.07436,0.03607,
pal0p1,atmos,352.5,0.6809,0.6776,0.6674,0.6506,0.6274,0.598,0.5629,0.5224,0.4772,0.428,0.3756,0.321,0.2654,0.2103,0.1575,0.1091,0.0671,0.03255,
pal0p1,atmos,353.5,0.8189,0.8148,0.8026,0.7825,0.7546,0.7193,0.6771,0.6285,0.5742,0.5151,0.4521,0.3864,0.3196,0.2533,0.1898,0.1315,0.08082,0.03921,
pal0p1,atmos,354.5,0.8855,0.8811,0.868,0.8462,0.8161,0.778,0.7324,0.6799,0.6213,0.5574,0.4893,0.4183,0.346,0.2743,0.2055,0.1424,0.08752,0.04246,
pal0p1,atmos,355.5,0.8272,0.8231,0.8108,0.7905,0.7624,0.7269,0.6843,0.6354,0.5807,0.521,0.4574,0.3911,0.3236,0.2566,0.1922,0.1332,0.08183,0.0397,
pal0p1,atmos,356.5,0.7674,0.7635,0.7522,0.7334,0.7073,0.6744,0.635,0.5896,0.5389,0.4836,0.4247,0.3632,0.3005,0.2383,0.1786,0.1237,0.07597,0.03685,
pal0p1,atmos,357.5,0.6523,0.6491,0.6394,0.6235,0.6014,0.5734,0.54,0.5014,0.4584,0.4114,0.3613,0.309,0.2557,0.2028,0.152,0.1052,0.06463,0.03135,
pal0p1,atmos,358.5,0.5031,0.5006,0.4931,0.4808,0.4638,0.4423,0.4165,0.3868,0.3536,0.3175,0.2788,0.2386,0.1974,0.1566,0.1174,0.08127,0.0499,0.0242,
pal0p1,atmos,359.5,0.8463,0.8421,0.8296,0.8089,0.7804,0.7442,0.7009,0.651,0.5952,0.5344,0.4695,0.4017,0.3325,0.2638,0.1977,0.1369,0.08402,0.04075,
pal0p1,atmos,360.5,0.7841,0.7802,0.7687,0.7495,0.7231,0.6896,0.6495,0.6034,0.5517,0.4954,0.4353,0.3725,0.3084,0.2447,0.1834,0.127,0.07792,0.03778,
pal0p1,atmos,361.5,0.7065,0.703,0.6926,0.6754,0.6516,0.6215,0.5854,0.5439,0.4974,0.4467,0.3925,0.336,0.2782,0.2208,0.1655,0.1146,0.07029,0.03408,
pal0p1,atmos,362.5,0.8293,0.8252,0.813,0.7928,0.7649,0.7296,0.6874,0.6386,0.5841,0.5246,0.4611,0.3947,0.3269,0.2595,0.1945,0.1346,0.08258,0.04004,
pal0p1,atmos,363.5,0.7374,0.7338,0.7229,0.705,0.6803,0.6489,0.6113,0.5681,0.5196,0.4668,0.4103,0.3513,0.291,0.231,0.1732,0.1199,0.0735,0.03563,
pal0p1,atmos,364.5,0.8041,0.8002,0.7884,0.7689,0.7419,0.7077,0.6668,0.6197,0.5669,0.5093,0.4478,0.3835,0.3177,0.2522,0.1891,0.1308,0.08022,0.03888,
pal0p1,atmos,365.5,0.9795,0.9747,0.9604,0.9367,0.9038,0.8623,0.8125,0.7551,0.6909,0.6208,0.5459,0.4675,0.3874,0.3076,0.2306,0.1596,0.09779,0.04739,
pal0p1,atmos,366.5,1.036,1.031,1.016,0.9909,0.9562,0.9123,0.8597,0.7991,0.7312,0.6571,0.5779,0.495,0.4102,0.3258,0.2442,0.169,0.1035,0.05018,
pal0p1,atmos,367.5,0.9834,0.9785,0.9642,0.9404,0.9076,0.866,0.8161,0.7586,0.6943,0.624,0.5488,0.4702,0.3898,0.3095,0.2321,0.1606,0.09837,0.04766,
pal0p1,atmos,368.5,0.8635,0.8593,0.8467,0.8259,0.7971,0.7606,0.7168,0.6664,0.6099,0.5482,0.4823,0.4133,0.3426,0.2721,0.2041,0.1412,0.08646,0.04188,
pal0p1,atmos,369.5,1.035,1.03,1.015,0.9903,0.9558,0.9121,0.8597,0.7993,0.7317,0.6577,0.5787,0.496,0.4113,0.3267,0.245,0.1695,0.1038,0.05026,
pal0p1,atmos,370.5,0.939,0.9345,0.9208,0.8982,0.8669,0.8273,0.7799,0.7252,0.6639,0.5969,0.5252,0.4502,0.3734,0.2966,0.2225,0.1539,0.09419,0.04561,
pal0p1,atmos,371.5,1.074,1.069,1.053,1.027,0.9917,0.9464,0.8922,0.8297,0.7596,0.6831,0.6012,0.5154,0.4275,0.3397,0.2548,0.1762,0.1078,0.05221,
pal0p1,atmos,372.5,0.7931,0.7892,0.7777,0.7587,0.7323,0.699,0.659,0.6128,0.5612,0.5047,0.4442,0.3809,0.316,0.2511,0.1884,0.1303,0.07969,0.03858,
pal0p1,atmos,373.5,0.7166,0.7131,0.7027,0.6856,0.6618,0.6317,0.5956,0.5539,0.5073,0.4563,0.4017,0.3445,0.2858,0.2272,0.1704,0.1179,0.07207,0.03488,
pal0p1,atmos,374.5,0.7862,0.7824,0.771,0.7522,0.7261,0.6931,0.6536,0.6079,0.5568,0.5009,0.441,0.3783,0.3139,0.2495,0.1872,0.1295,0.07914,0.0383,
pal0p1,atmos,375.5,0.8868,0.8825,0.8697,0.8485,0.8191,0.7819,0.7373,0.6859,0.6283,0.5652,0.4978,0.427,0.3544,0.2818,0.2114,0.1462,0.08935,0.04323,
pal0p1,atmos,376.5,0.8852,0.8809,0.8681,0.847,0.8177,0.7806,0.7362,0.6849,0.6274,0.5645,0.4972,0.4266,0.3541,0.2816,0.2113,0.1461,0.08927,0.04318,
pal0p1,atmos,377.5,1.054,1.049,1.033,1.008,0.9735,0.9294,0.8765,0.8155,0.7472,0.6724,0.5923,0.5083,0.422,0.3356,0.2518,0.1741,0.1064,0.05144,
pal0p1,atmos,378.5,1.148,1.143,1.126,1.099,1.061,1.013,0.9553,0.8889,0.8144,0.733,0.6458,0.5542,0.4603,0.3661,0.2747,0.1899,0.116,0.05608,
pal0p1,atmos,379.5,0.8491,0.845,0.8328,0.8126,0.7846,0.7492,0.7067,0.6576,0.6026,0.5424,0.4779,0.4103,0.3407,0.2711,0.2035,0.1406,0.08586,0.0415,
pal0p1,atmos,380.5,1.021,1.016,1.001,0.977,0.9434,0.9008,0.8498,0.7909,0.7248,0.6525,0.575,0.4937,0.4101,0.3263,0.2449,0.1693,0.1033,0.04993,
pal0p1,atmos,381.5,0.9589,0.9543,0.9406,0.9178,0.8863,0.8463,0.7984,0.7431,0.6811,0.6132,0.5405,0.4641,0.3856,0.3069,0.2303,0.1592,0.09714,0.04694,
pal0p1,atmos,382.5,0.6388,0.6357,0.6265,0.6114,0.5904,0.5638,0.532,0.4952,0.4539,0.4087,0.3603,0.3094,0.2571,0.2046,0.1536,0.1062,0.06477,0.03129,
pal0p1,atmos,383.5,0.5607,0.558,0.55,0.5367,0.5184,0.495,0.4671,0.4348,0.3986,0.359,0.3165,0.2718,0.2259,0.1798,0.135,0.09333,0.05691,0.02748,
pal0p1,atmos,384.5,0.8412,0.8372,0.8252,0.8053,0.7777,0.7428,0.7009,0.6525,0.5983,0.5388,0.4751,0.4082,0.3393,0.2701,0.2028,0.1402,0.08545,0.04126,
pal0p1,atmos,385.5,0.832,0.828,0.8162,0.7965,0.7693,0.7348,0.6934,0.6456,0.5919,0.5332,0.4702,0.404,0.3359,0.2675,0.2009,0.1388,0.08459,0.04083,
pal0p1,atmos,386.5,0.8479,0.8438,0.8317,0.8117,0.784,0.7489,0.7067,0.6581,0.6034,0.5436,0.4795,0.412,0.3426,0.2729,0.2049,0.1416,0.08628,0.04164,
pal0p1,atmos,387.5,0.7877,0.784,0.7728,0.7542,0.7285,0.6959,0.6568,0.6116,0.5609,0.5053,0.4458,0.3831,0.3186,0.2538,0.1906,0.1317,0.08024,0.03871,
pal0p1,atmos,388.5,0.7894,0.7856,0.7744,0.7558,0.73,0.6974,0.6582,0.613,0.5623,0.5066,0.447,0.3842,0.3196,0.2546,0.1913,0.1322,0.08048,0.03881,
pal0p1,atmos,389.5,0.9952,0.9904,0.9763,0.9529,0.9204,0.8793,0.83,0.7731,0.7091,0.6391,0.5639,0.4848,0.4033,0.3213,0.2414,0.1668,0.1015,0.04896,
pal0p1,atmos,390.5,0.9772,0.9725,0.9587,0.9357,0.9039,0.8636,0.8152,0.7593,0.6966,0.6278,0.554,0.4764,0.3964,0.3159,0.2374,0.164,0.09981,0.04811,
pal0p1,atmos,391.5,1.159,1.153,1.137,1.11,1.072,1.024,0.9671,0.9008,0.8265,0.745,0.6575,0.5655,0.4706,0.3751,0.2819,0.1948,0.1185,0.0571,
pal0p1,atmos,392.5,0.8689,0.8647,0.8524,0.8321,0.8038,0.7681,0.7251,0.6755,0.6198,0.5588,0.4932,0.4243,0.3531,0.2815,0.2116,0.1462,0.08891,0.04283,
pal0p1,atmos,393.5,0.3776,0.3759,0.3705,0.3617,0.3494,0.3339,0.3152,0.2937,0.2695,0.243,0.2145,0.1845,0.1536,0.1225,0.09207,0.06361,0.03868,0.01863,
pal0p1,atmos,394.5,0.8884,0.8842,0.8717,0.8509,0.8221,0.7856,0.7418,0.6911,0.6343,0.5719,0.505,0.4345,0.3617,0.2885,0.2168,0.1498,0.09107,0.04385,
pal0p1,atmos,395.5,1.143,1.137,1.121,1.095,1.058,1.011,0.9543,0.8893,0.8162,0.736,0.65,0.5593,0.4658,0.3715,0.2793,0.1929,0.1173,0.05644,
pal0p1,atmos,396.5,0.6709,0.6677,0.6582,0.6426,0.6209,0.5934,0.5604,0.5222,0.4793,0.4323,0.3818,0.3286,0.2737,0.2183,0.1641,0.1134,0.0689,0.03315,
pal0p1,atmos,397.5,0.774,0.7703,0.7594,0.7414,0.7163,0.6846,0.6466,0.6026,0.5532,0.499,0.4407,0.3794,0.316,0.2521,0.1896,0.131,0.07956,0.03827,
pal0p1,atmos,398.5,1.33,1.323,1.305,1.274,1.231,1.176,1.111,1.035,0.9506,0.8576,0.7576,0.6522,0.5434,0.4336,0.3261,0.2253,0.1368,0.06578,
pal0p1,atmos,399.5,1.383,1.376,1.357,1.325,1.28,1.223,1.156,1.077,0.9889,0.8922,0.7883,0.6787,0.5656,0.4514,0.3395,0.2346,0.1424,0.06845,
pal0p1,atmos,400.5,1.453,1.446,1.426,1.392,1.345,1.286,1.215,1.132,1.04,0.9383,0.8291,0.714,0.595,0.475,0.3573,0.2468,0.1498,0.07199,
pal0p1,atmos,401.5,1.495,1.488,1.467,1.432,1.384,1.323,1.25,1.165,1.07,0.9655,0.8533,0.7349,0.6126,0.4891,0.368,0.2542,0.1542,0.07409,
pal0p1,atmos,402.5,1.552,1.544,1.523,1.487,1.437,1.373,1.297,1.21,1.111,1.003,0.8862,0.7634,0.6364,0.5081,0.3824,0.2642,0.1602,0.07694,
pal0p1,atmos,403.5,1.42,1.413,1.393,1.36,1.315,1.257,1.188,1.107,1.017,0.9179,0.8114,0.6991,0.5829,0.4655,0.3503,0.242,0.1468,0.07045,
pal0p1,atmos,404.5,1.392,1.386,1.366,1.334,1.289,1.233,1.165,1.086,0.9976,0.9005,0.7961,0.686,0.5721,0.4569,0.3439,0.2376,0.1441,0.06912,
pal0p1,atmos,405.5,1.446,1.439,1.419,1.386,1.339,1.28,1.21,1.128,1.036,0.9357,0.8273,0.713,0.5947,0.4751,0.3576,0.2471,0.1498,0.07183,
pal0p1,atmos,406.5,1.362,1.355,1.336,1.305,1.261,1.206,1.14,1.063,0.9764,0.8816,0.7795,0.6719,0.5605,0.4478,0.3372,0.233,0.1412,0.06768,
pal0p1,atmos,407.5,1.373,1.366,1.347,1.315,1.271,1.216,1.149,1.071,0.9845,0.889,0.7862,0.6778,0.5655,0.4519,0.3403,0.2351,0.1424,0.06826,
pal0p1,atmos,408.5,1.528,1.521,1.5,1.465,1.416,1.354,1.28,1.193,1.097,0.9904,0.876,0.7552,0.6302,0.5037,0.3793,0.2621,0.1587,0.07605,
pal0p1,atmos,409.5,1.498,1.491,1.47,1.436,1.388,1.327,1.254,1.17,1.075,0.9711,0.8591,0.7407,0.6182,0.4942,0.3722,0.2572,0.1557,0.07458,
pal0p1,atmos,410.5,1.299,1.293,1.275,1.245,1.203,1.151,1.088,1.015,0.9326,0.8424,0.7453,0.6427,0.5365,0.4289,0.3231,0.2233,0.1352,0.0647,
pal0p1,atmos,411.5,1.561,1.554,1.532,1.496,1.446,1.383,1.307,1.22,1.121,1.013,0.8961,0.7729,0.6453,0.516,0.3887,0.2686,0.1626,0.07779,
