case,model,wavelength_nm,sza_0,sza_5,sza_10,sza_15,sza_20,sza_25,sza_30,sza_35,sza_40,sza_45,sza_50,sza_55,sza_60,sza_65,sza_70,sza_75,sza_80,sza_85,irradiance_col1
pal100,atmos,397.5,0.7739,0.7702,0.7593,0.7413,0.7163,0.6846,0.6465,0.6025,0.5531,0.4989,0.4407,0.3793,0.316,0.2521,0.1896,0.131,0.07954,0.03825,
pal100,atmos,398.5,1.329,1.323,1.304,1.274,1.231,1.176,1.111,1.035,0.9505,0.8575,0.7575,0.6521,0.5433,0.4335,0.326,0.2252,0.1368,0.06575,
pal100,atmos,399.5,1.382,1.376,1.357,1.324,1.28,1.223,1.155,1.077,0.9888,0.8921,0.7882,0.6786,0.5655,0.4513,0.3395,0.2345,0.1424,0.06841,
pal100,atmos,400.5,1.453,1.446,1.426,1.392,1.345,1.286,1.215,1.132,1.04,0.9381,0.8289,0.7138,0.5949,0.4749,0.3572,0.2468,0.1498,0.07195,
pal100,atmos,401.5,1.495,1.488,1.467,1.432,1.384,1.323,1.25,1.165,1.07,0.9654,0.8532,0.7348,0.6125,0.489,0.3679,0.2541,0.1542,0.07404,
pal100,atmos,402.5,1.551,1.544,1.522,1.486,1.436,1.373,1.297,1.209,1.111,1.002,0.886,0.7632,0.6363,0.508,0.3823,0.2641,0.1602,0.07689,
pal100,atmos,403.5,1.42,1.413,1.393,1.36,1.315,1.257,1.187,1.107,1.017,0.9178,0.8113,0.699,0.5828,0.4654,0.3502,0.242,0.1467,0.0704,
pal100,atmos,404.5,1.392,1.386,1.366,1.334,1.289,1.233,1.165,1.086,0.9975,0.9004,0.796,0.6859,0.572,0.4569,0.3438,0.2375,0.144,0.06908,
pal100,atmos,405.5,1.446,1.439,1.419,1.385,1.339,1.28,1.21,1.128,1.036,0.9356,0.8272,0.7129,0.5946,0.475,0.3575,0.247,0.1497,0.07178,
pal100,atmos,406.5,1.362,1.355,1.336,1.305,1.261,1.206,1.139,1.063,0.9762,0.8814,0.7794,0.6718,0.5604,0.4477,0.3371,0.2329,0.1411,0.06763,
pal100,atmos,407.5,1.372,1.366,1.347,1.315,1.271,1.216,1.149,1.071,0.9843,0.8888,0.7861,0.6776,0.5654,0.4518,0.3402,0.235,0.1423,0.0682,
pal100,atmos,408.5,1.528,1.521,1.5,1.465,1.416,1.354,1.279,1.193,1.096,0.9902,0.8758,0.755,0.6301,0.5036,0.3792,0.262,0.1586,0.07597,
pal100,atmos,409.5,1.498,1.491,1.47,1.435,1.388,1.327,1.254,1.17,1.075,0.9709,0.8589,0.7406,0.6181,0.494,0.3721,0.2571,0.1556,0.07449,
pal100,atmos,410.5,1.299,1.293,1.275,1.245,1.203,1.151,1.088,1.014,0.9324,0.8422,0.7451,0.6425,0.5363,0.4288,0.323,0.2231,0.1351,0.06462,
pal100,atmos,411.5,1.561,1.553,1.532,1.496,1.446,1.383,1.307,1.219,1.121,1.013,0.8959,0.7727,0.6451,0.5158,0.3886,0.2685,0.1625,0.0777,
pal100,atmos,412.5,1.546,1.539,1.518,1.482,1.433,1.371,1.296,1.209,1.111,1.004,0.8883,0.7662,0.6398,0.5117,0.3855,0.2664,0.1611,0.07704,
pal100,atmos,413.5,1.5,1.493,1.472,1.437,1.39,1.329,1.256,1.172,1.078,0.9738,0.8618,0.7435,0.6209,0.4967,0.3743,0.2586,0.1564,0.07475,
pal100,atmos,414.5,1.541,1.534,1.513,1.477,1.428,1.366,1.291,1.205,1.108,1.001,0.8861,0.7646,0.6386,0.5109,0.385,0.266,0.1609,0.07685,
pal100,atmos,415.5,1.474,1.467,1.446,1.413,1.366,1.307,1.235,1.153,1.06,0.9577,0.8478,0.7316,0.6112,0.489,0.3686,0.2547,0.154,0.07352,
pal100,atmos,416.5,1.604,1.596,1.574,1.537,1.486,1.422,1.344,1.255,1.154,1.043,0.923,0.7967,0.6656,0.5327,0.4015,0.2775,0.1677,0.08003,
pal100,atmos,417.5,1.466,1.459,1.439,1.405,1.359,1.3,1.229,1.147,1.055,0.9533,0.8441,0.7286,0.6089,0.4873,0.3674,0.2539,0.1534,0.07318,
pal100,atmos,418.5,1.477,1.47,1.45,1.416,1.369,1.31,1.239,1.156,1.063,0.961,0.851,0.7347,0.614,0.4915,0.3707,0.2561,0.1547,0.07378,
pal100,atmos,419.5,1.525,1.518,1.497,1.463,1.414,1.353,1.279,1.194,1.098,0.993,0.8794,0.7593,0.6347,0.5082,0.3832,0.2649,0.16,0.07624,
pal100,kasting,280.5,1.035e-16,9.053e-17,6.036e-17,3.02e-17,1.105e-17,2.835e-18,4.812e-19,4.967e-20,2.768e-21,7.018e-23,6.339e-25,1.535e-27,2.005e-29,1.025e-29,6.899e-30,4.903e-30,3.419e-30,2.129e-30,
pal100,kasting,281.5,5.461e-15,4.836e-15,3.342e-15,1.778e-15,7.111e-16,2.06e-16,4.095e-17,5.178e-18,3.738e-19,1.32e-20,1.825e-22,7.65e-25,1.091e-26,5.346e-27,3.577e-27,2.536e-27,1.767e-27,1.099e-27,
pal100,kasting,282.5,1.126e-13,1.007e-13,7.177e-14,4.026e-14,1.738e-14,5.586e-15,1.272e-15,1.915e-16,1.726e-17,8.094e-19,1.613e-20,1.083e-22,1.699e-24,7.91e-25,5.26e-25,3.72e-25,2.589e-25,1.609e-25,
pal100,kasting,283.5,7.276e-13,6.552e-13,4.765e-13,2.766e-13,1.255e-13,4.316e-14,1.074e-14,1.81e-15,1.885e-16,1.029e-17,2.683e-19,2.441e-21,4.124e-23,1.834e-23,1.214e-23,8.567e-24,5.957e-24,3.701e-24,
pal100,kasting,284.5,1.315e-11,1.198e-11,9.035e-12,5.582e-12,2.774e-12,1.078e-12,3.149e-13,6.522e-14,8.832e-15,6.964e-16,2.709e-17,4.301e-19,8.745e-21,3.468e-21,2.268e-21,1.593e-21,1.106e-21,6.864e-22,
pal100,kasting,285.5,6.997e-11,6.433e-11,4.985e-11,3.225e-11,1.714e-11,7.296e-12,2.399e-12,5.787e-13,9.517e-14,9.616e-15,5.148e-16,1.231e-17,2.999e-19,1.057e-19,6.83e-20,4.778e-20,3.309e-20,2.052e-20,
pal100,kasting,286.5,1.141e-09,1.056e-09,8.353e-10,5.6e-10,3.134e-10,1.431e-10,5.153e-11,1.397e-11,2.668e-12,3.261e-13,2.231e-14,7.308e-16,2.105e-17,6.62e-18,4.228e-18,2.945e-18,2.036e-18,1.261e-18,
pal100,kasting,287.5,9.345e-09,8.717e-09,7.057e-09,4.921e-09,2.916e-09,1.438e-09,5.733e-10,1.77e-10,3.988e-11,6.022e-12,5.408e-13,2.51e-14,9.04e-16,2.448e-16,1.535e-16,1.063e-16,7.323e-17,4.532e-17,
pal100,kasting,288.5,6.907e-08,6.496e-08,5.392e-08,3.924e-08,2.475e-08,1.328e-08,5.907e-09,2.1e-09,5.665e-10,1.076e-10,1.299e-11,8.797e-13,4.228e-14,9.556e-15,5.802e-15,3.981e-15,2.732e-15,1.687e-15,
pal100,kasting,289.5,5.002e-07,4.732e-07,3.999e-07,3.001e-07,1.978e-07,1.127e-07,5.427e-08,2.134e-08,6.546e-09,1.466e-09,2.183e-10,1.937e-11,1.174e-12,2.323e-13,1.36e-13,9.25e-14,6.323e-14,3.897e-14,
pal100,kasting,290.5,2.528e-06,2.403e-06,2.062e-06,1.588e-06,1.087e-06,6.514e-07,3.35e-07,1.434e-07,4.902e-08,1.26e-08,2.241e-09,2.492e-10,1.867e-11,3.329e-12,1.858e-12,1.252e-12,8.517e-13,5.239e-13,
pal100,kasting,291.5,1.036e-05,9.904e-06,8.642e-06,6.851e-06,4.892e-06,3.106e-06,1.722e-06,8.115e-07,3.135e-07,9.42e-08,2.048e-08,2.943e-09,2.853e-10,4.648e-11,2.385e-11,1.583e-11,1.069e-11,6.555e-12,
pal100,kasting,292.5,3.068e-05,2.947e-05,2.557e-05,2.117e-05,1.565e-05,1.042e-05,6.139e-06,3.131e-06,1.337e-06,4.565e-07,1.169e-07,2.071e-08,2.507e-09,3.94e-10,1.826e-10,1.19e-10,7.979e-11,4.873e-11,
pal100,kasting,293.5,0.0001075,0.0001037,9.302e-05,7.724e-05,5.9e-05,4.104e-05,2.563e-05,1.407e-05,6.603e-06,2.543e-06,7.595e-07,1.637e-07,2.465e-08,3.924e-09,1.597e-09,1.013e-09,6.728e-10,4.089e-10,
pal100,kasting,294.5,0.0002377,0.0002301,0.0002085,0.0001762,0.0001381,9.943e-05,6.496e-05,3.713e-05,1.909e-05,8.078e-06,2.721e-06,6.839e-07,1.227e-07,2.051e-08,7.393e-09,4.536e-09,2.983e-09,1.803e-09,
pal100,kasting,295.5,0.0007007,0.0006807,0.0006235,0.0005368,0.0004323,0.000323,0.0002214,0.000137,7.484e-05,3.498e-05,1.339e-05,3.959e-06,8.6e-07,1.579e-07,4.954e-08,2.87e-08,1.858e-08,1.115e-08,
pal100,kasting,296.5,0.001396,0.00136,0.001257,0.0011,0.0009057,0.0006977,0.0004977,0.0003241,0.000189,9.594e-05,4.081e-05,1.381e-05,3.526e-06,7.237e-07,2.046e-07,1.098e-07,6.983e-08,4.155e-08,
pal100,kasting,297.5,0.003005,0.002936,0.002735,0.002425,0.002037,0.001612,0.001191,0.0008109,0.0005005,0.0002732,0.0001275,4.853e-05,1.431e-05,3.314e-06,8.781e-07,4.269e-07,2.649e-07,1.56e-07,
pal100,kasting,298.5,0.003951,0.003869,0.003629,0.003254,0.00278,0.00225,0.001712,0.001211,0.0007838,0.0004547,0.0002293,9.642e-05,3.214e-05,8.368e-06,2.172e-06,9.465e-07,5.688e-07,3.309e-07,
pal100,kasting,299.5,0.009661,0.009479,0.008948,0.008112,0.007039,0.00582,0.004552,0.003336,0.00226,0.001388,0.0007533,0.0003478,0.0001303,3.833e-05,1.013e-05,3.909e-06,2.236e-06,1.28e-06,
pal100,kasting,300.5,0.009725,0.009557,0.009065,0.008287,0.007279,0.006117,0.004887,0.003681,0.002581,0.001657,0.0009507,0.0004715,0.0001933,6.286e-05,1.733e-05,6.095e-06,3.292e-06,1.853e-06,
pal100,kasting,301.5,0.02085,0.02053,0.01957,0.01805,0.01607,0.01374,0.01124,0.008715,0.006344,0.004271,0.002604,0.001395,0.0006312,0.0002303,6.847e-05,2.211e-05,1.088e-05,5.962e-06,
pal100,kasting,302.5,0.02734,0.02695,0.02578,0.02392,0.02147,0.01858,0.01543,0.0122,0.009101,0.00632,0.004009,0.00226,0.001091,0.0004302,0.0001365,4.251e-05,1.928e-05,1.03e-05,
pal100,kasting,303.5,0.04953,0.04888,0.04696,0.04388,0.03979,0.0349,0.02949,0.02386,0.01832,0.0132,0.008774,0.005252,0.002738,0.001187,0.0004131,0.0001274,5.146e-05,2.624e-05,
pal100,kasting,304.5,0.05611,0.05542,0.05338,0.05007,0.04567,0.04038,0.03448,0.02826,0.02207,0.01624,0.01109,0.006871,0.003743,0.001717,0.0006338,0.0001982,7.439e-05,3.649e-05,
pal100,kasting,305.5,0.07809,0.07721,0.07462,0.07042,0.06479,0.05796,0.05025,0.042,0.03362,0.02553,0.01814,0.01183,0.006889,0.003439,0.0014,0.0004606,0.0001561,7.029e-05,
pal100,kasting,306.5,0.0834,0.08251,0.07986,0.07556,0.06978,0.06275,0.05476,0.04616,0.03734,0.02874,0.02077,0.01385,0.008298,0.004297,0.001827,0.0006207,0.0002029,8.692e-05,
pal100,kasting,307.5,0.1256,0.1243,0.1207,0.1148,0.1067,0.0969,0.08563,0.07335,0.06056,0.04782,0.03572,0.02485,0.01573,0.00875,0.00407,0.0015,0.0004713,0.0001783,
pal100,kasting,308.5,0.1429,0.1416,0.1376,0.1311,0.1222,0.1114,0.09892,0.08526,0.07095,0.05659,0.04281,0.03026,0.01956,0.01118,0.005388,0.00206,0.0006456,0.000231,
pal100,kasting,309.5,0.1295,0.1284,0.125,0.1195,0.112,0.1027,0.09194,0.08009,0.06755,0.0548,0.04236,0.03079,0.02064,0.01238,0.006352,0.002609,0.0008336,0.0002685,
pal100,kasting,310.5,0.1799,0.1773,0.174,0.1667,0.1567,0.1444,0.1301,0.1142,0.09721,0.07983,0.06267,0.04648,0.03197,0.01986,0.01066,0.004632,0.00153,0.0004583,
pal100,kasting,311.5,0.2346,0.2327,0.2271,0.2179,0.2053,0.1898,0.1716,0.1514,0.1297,0.1074,0.08518,0.064,0.04479,0.02845,0.01575,0.007111,0.002419,0.0006935,
pal100,kasting,312.5,0.2342,0.2324,0.2272,0.2186,0.2068,0.1922,0.175,0.1557,0.135,0.1133,0.09153,0.0704,0.0508,0.03362,0.01968,0.00957,0.003505,0.000954,
pal100,kasting,313.5,0.2671,0.2651,0.2592,0.2496,0.2364,0.2199,0.2005,0.1789,0.1555,0.131,0.1063,0.08222,0.05976,0.03993,0.02368,0.01172,0.004377,0.001184,
pal100,kasting,314.5,0.2721,0.2702,0.2646,0.2553,0.2426,0.2268,0.2081,0.187,0.1641,0.14,0.1152,0.09098,0.06788,0.04698,0.02924,0.01549,0.006291,0.001716,
pal100,kasting,315.5,0.2819,0.28,0.2742,0.2647,0.2517,0.2355,0.2163,0.1947,0.1711,0.1463,0.1208,0.09567,0.07169,0.04991,0.03131,0.01676,0.00691,0.001898,
pal100,kasting,316.5,0.2849,0.283,0.2775,0.2684,0.2559,0.2402,0.2217,0.2007,0.1777,0.1533,0.1282,0.1031,0.07882,0.05639,0.03674,0.02077,0.009241,0.002678,
pal100,kasting,317.5,0.4029,0.4003,0.3925,0.3796,0.3619,0.3398,0.3136,0.284,0.2515,0.2171,0.1815,0.146,0.1117,0.07991,0.05207,0.02944,0.01309,0.003791,
pal100,kasting,318.5,0.3211,0.3191,0.3132,0.3034,0.29,0.2731,0.2532,0.2305,0.2055,0.1789,0.1513,0.1234,0.09614,0.07054,0.0476,0.02832,0.01359,0.004281,
pal100,kasting,319.5,0.3927,0.3903,0.3832,0.3713,0.3551,0.3347,0.3105,0.283,0.2527,0.2204,0.1867,0.1528,0.1195,0.08808,0.05983,0.03595,0.01751,0.005625,
pal100,kasting,320.5,0.4792,0.4763,0.4677,0.4534,0.4339,0.4092,0.3801,0.3468,0.3103,0.2711,0.2303,0.1891,0.1485,0.1101,0.0754,0.04583,0.02273,0.007481,
pal100,kasting,321.5,0.4116,0.4092,0.4022,0.3905,0.3745,0.3543,0.3303,0.3029,0.2726,0.2401,0.206,0.1713,0.1369,0.1038,0.07342,0.04681,0.02505,0.009284,
pal100,kasting,322.5,0.4106,0.4082,0.4009,0.3889,0.3723,0.3515,0.3268,0.2986,0.2676,0.2343,0.1996,0.1644,0.1296,0.09665,0.06665,0.04094,0.02064,0.006951,
pal100,kasting,323.5,0.4287,0.4263,0.4191,0.4073,0.391,0.3704,0.346,0.318,0.2871,0.2538,0.2188,0.183,0.1473,0.1129,0.081,0.05274,0.02921,0.01148,
pal100,kasting,324.5,0.5028,0.5,0.4916,0.4777,0.4585,0.4344,0.4057,0.3729,0.3366,0.2972,0.2564,0.2144,0.1725,0.1321,0.09459,0.06145,0.0339,0.01324,
pal100,kasting,325.5,0.5625,0.5593,0.5498,0.5342,0.5127,0.4855,0.4532,0.4163,0.3755,0.3315,0.2854,0.2381,0.1911,0.1458,0.1039,0.06696,0.03647,0.01392,
pal100,kasting,326.5,0.6863,0.6826,0.6715,0.6533,0.628,0.5962,0.5583,0.5149,0.4668,0.4147,0.3599,0.3035,0.247,0.192,0.1405,0.09423,0.05481,0.02361,
pal100,kasting,327.5,0.6373,0.6338,0.6235,0.6063,0.5826,0.5521,0.5171,0.4764,0.4312,0.3824,0.3311,0.2783,0.2255,0.1743,0.1264,0.08369,0.04764,0.0197,
pal100,kasting,328.5,0.5883,0.5851,0.5755,0.5597,0.5379,0.5104,0.4776,0.44,0.3984,0.3534,0.306,0.2573,0.2086,0.1612,0.117,0.07745,0.0441,0.01824,
pal100,kasting,329.5,0.7667,0.7627,0.7506,0.7306,0.7031,0.6683,0.6268,0.5793,0.5264,0.4692,0.4088,0.3464,0.2837,0.2224,0.1646,0.1122,0.06717,0.03059,
pal100,kasting,330.5,0.6953,0.6916,0.6805,0.6622,0.6369,0.6051,0.5664,0.5235,0.4751,0.4227,0.3674,0.3104,0.2532,0.1974,0.1448,0.09756,0.05717,0.02499,
pal100,kasting,331.5,0.6866,0.6829,0.672,0.6539,0.6289,0.5973,0.5597,0.5167,0.4689,0.4171,0.3624,0.306,0.2494,0.1942,0.1423,0.09558,0.05576,0.02417,
pal100,kasting,332.5,0.6785,0.6749,0.6644,0.6469,0.6228,0.5924,0.556,0.5144,0.468,0.4178,0.3646,0.3097,0.2543,0.2,0.1486,0.102,0.0617,0.02873,
pal100,kasting,333.5,0.6363,0.633,0.623,0.6065,0.5837,0.5549,0.5206,0.4812,0.4374,0.39,0.3398,0.288,0.2357,0.1846,0.1364,0.09273,0.0552,0.02491,
pal100,kasting,334.5,0.7113,0.7076,0.6965,0.6782,0.6528,0.6209,0.5827,0.539,0.4903,0.4375,0.3816,0.3238,0.2656,0.2085,0.1545,0.1055,0.06331,0.02903,
pal100,kasting,335.5,0.722,0.7182,0.7071,0.6887,0.6634,0.6313,0.593,0.5491,0.5002,0.4471,0.3908,0.3326,0.2737,0.2159,0.1611,0.1112,0.06788,0.03224,
pal100,kasting,336.5,0.564,0.5611,0.5524,0.538,0.5181,0.493,0.4631,0.4287,0.3904,0.3489,0.3048,0.2592,0.2132,0.168,0.1251,0.08603,0.05225,0.02456,
pal100,kasting,337.5,0.6182,0.615,0.6054,0.5895,0.5676,0.54,0.5069,0.469,0.4268,0.381,0.3325,0.2823,0.2316,0.1819,0.1348,0.09204,0.0552,0.02531,
pal100,kasting,338.5,0.6533,0.65,0.64,0.6234,0.6006,0.5717,0.5372,0.4976,0.4535,0.4056,0.3548,0.3021,0.2488,0.1964,0.1465,0.1012,0.06179,0.02941,
pal100,kasting,339.5,0.7101,0.7065,0.6957,0.6778,0.653,0.6217,0.5843,0.5414,0.4935,0.4415,0.3864,0.3292,0.2713,0.2143,0.1601,0.1106,0.06774,0.0324,
pal100,kasting,340.5,0.7585,0.7546,0.743,0.7238,0.6973,0.6638,0.6238,0.5778,0.5265,0.4708,0.4118,0.3505,0.2885,0.2275,0.1695,0.1167,0.07095,0.03347,
pal100,kasting,341.5,0.674,0.6706,0.6603,0.6434,0.62,0.5904,0.5551,0.5145,0.4692,0.42,0.3678,0.3136,0.2586,0.2045,0.1529,0.1058,0.06495,0.03124,
pal100,kasting,342.5,0.7465,0.7427,0.7314,0.7127,0.6868,0.6542,0.6151,0.5702,0.5202,0.4658,0.408,0.348,0.2872,0.2272,0.17,0.1178,0.07239,0.03494,
pal100,kasting,343.5,0.7749,0.771,0.7592,0.7398,0.713,0.679,0.6385,0.5918,0.5398,0.4833,0.4233,0.3609,0.2977,0.2353,0.1759,0.1216,0.07448,0.03571,
pal100,kasting,344.5,0.5428,0.54,0.5318,0.5182,0.4994,0.4756,0.4471,0.4144,0.378,0.3384,0.2963,0.2525,0.2082,0.1644,0.1227,0.08465,0.05165,0.02458,
pal100,kasting,345.5,0.744,0.7402,0.729,0.7105,0.6849,0.6525,0.6138,0.5692,0.5196,0.4655,0.4081,0.3484,0.2877,0.2279,0.1707,0.1184,0.07288,0.03536,
pal100,kasting,346.5,0.6954,0.6918,0.6813,0.664,0.64,0.6097,0.5734,0.5317,0.4852,0.4346,0.3808,0.3249,0.2681,0.212,0.1585,0.1095,0.06704,0.03215,
pal100,kasting,347.5,0.6792,0.6758,0.6655,0.6486,0.6252,0.5957,0.5603,0.5196,0.4743,0.4249,0.3724,0.3177,0.2623,0.2075,0.1551,0.1072,0.06568,0.03154,
pal100,kasting,348.5,0.7463,0.7425,0.7313,0.7128,0.6872,0.6547,0.616,0.5714,0.5216,0.4675,0.4099,0.3499,0.289,0.2287,0.1712,0.1185,0.07268,0.03504,
pal100,kasting,349.5,0.6252,0.622,0.6127,0.5971,0.5757,0.5486,0.5161,0.4788,0.4372,0.3918,0.3436,0.2934,0.2423,0.1918,0.1435,0.09929,0.06089,0.02934,
pal100,kasting,350.5,0.875,0.8706,0.8575,0.8358,0.8059,0.768,0.7227,0.6705,0.6123,0.5489,0.4814,0.4111,0.3396,0.2689,0.2013,0.1393,0.08543,0.0412,
pal100,kasting,351.5,0.7538,0.75,0.7388,0.7201,0.6943,0.6617,0.6227,0.5778,0.5276,0.473,0.4149,0.3543,0.2928,0.2318,0.1734,0.1199,0.07349,0.03539,
pal100,kasting,352.5,0.6796,0.6762,0.6661,0.6493,0.6261,0.5967,0.5616,0.5212,0.476,0.4268,0.3745,0.3199,0.2644,0.2094,0.1567,0.1084,0.06645,0.03204,
pal100,kasting,353.5,0.8178,0.8137,0.8015,0.7814,0.7535,0.7183,0.6761,0.6275,0.5733,0.5141,0.4512,0.3856,0.3188,0.2525,0.1891,0.1309,0.08029,0.0388,
pal100,kasting,354.5,0.8848,0.8804,0.8672,0.8455,0.8154,0.7773,0.7317,0.6793,0.6206,0.5568,0.4887,0.4178,0.3455,0.2738,0.2051,0.142,0.08718,0.04219,
pal100,kasting,355.5,0.8266,0.8225,0.8102,0.7899,0.7618,0.7263,0.6838,0.6348,0.5801,0.5205,0.4569,0.3907,0.3231,0.2561,0.1918,0.1328,0.08153,0.03947,
pal100,kasting,356.5,0.7668,0.7629,0.7516,0.7328,0.7068,0.6738,0.6344,0.5891,0.5384,0.4831,0.4242,0.3627,0.3001,0.2379,0.1782,0.1233,0.07569,0.03663,
pal100,kasting,357.5,0.6517,0.6485,0.6389,0.6229,0.6008,0.5729,0.5394,0.5009,0.4578,0.4109,0.3608,0.3086,0.2553,0.2024,0.1516,0.1049,0.06436,0.03113,
pal100,kasting,358.5,0.5027,0.5003,0.4928,0.4805,0.4635,0.442,0.4162,0.3866,0.3534,0.3172,0.2786,0.2383,0.1972,0.1564,0.1172,0.0811,0.04976,0.02409,
pal100,kasting,359.5,0.8458,0.8416,0.8291,0.8084,0.7799,0.7437,0.7004,0.6505,0.5948,0.5339,0.469,0.4013,0.3321,0.2634,0.1974,0.1366,0.08378,0.04056,
pal100,kasting,360.5,0.7836,0.7798,0.7682,0.7491,0.7227,0.6892,0.6491,0.603,0.5513,0.495,0.4349,0.3722,0.3081,0.2444,0.1831,0.1267,0.07771,0.03762,
pal100,kasting,361.5,0.7062,0.7028,0.6924,0.6752,0.6514,0.6213,0.5852,0.5436,0.4972,0.4465,0.3923,0.3358,0.278,0.2206,0.1653,0.1144,0.07016,0.03398,
pal100,kasting,362.5,0.829,0.825,0.8128,0.7926,0.7647,0.7294,0.6871,0.6384,0.5839,0.5244,0.4609,0.3946,0.3268,0.2593,0.1943,0.1345,0.08248,0.03996,
pal100,kasting,363.5,0.7372,0.7336,0.7228,0.7049,0.6801,0.6487,0.6112,0.5679,0.5195,0.4666,0.4102,0.3512,0.2909,0.2309,0.1731,0.1198,0.07342,0.03557,
pal100,kasting,364.5,0.8039,0.7999,0.7882,0.7687,0.7417,0.7075,0.6666,0.6195,0.5667,0.5091,0.4476,0.3833,0.3175,0.252,0.1889,0.1307,0.08012,0.03881,
pal100,kasting,365.5,0.9792,0.9744,0.96,0.9363,0.9035,0.8619,0.8122,0.7548,0.6906,0.6205,0.5456,0.4672,0.3871,0.3073,0.2304,0.1594,0.09764,0.04727,
pal100,kasting,366.5,1.036,1.031,1.016,0.9906,0.9559,0.912,0.8594,0.7988,0.731,0.6568,0.5777,0.4948,0.4101,0.3256,0.2441,0.1689,0.1034,0.05009,
pal100,kasting,367.5,0.9832,0.9784,0.964,0.9403,0.9074,0.8658,0.8159,0.7585,0.6941,0.6238,0.5487,0.4701,0.3897,0.3094,0.232,0.1605,0.09831,0.04761,
pal100,kasting,368.5,0.8634,0.8592,0.8466,0.8258,0.7969,0.7604,0.7167,0.6663,0.6098,0.5481,0.4822,0.4132,0.3425,0.2721,0.204,0.1411,0.08641,0.04184,
pal100,kasting,369.5,1.035,1.03,1.015,0.9902,0.9557,0.912,0.8596,0.7992,0.7315,0.6576,0.5786,0.4959,0.4112,0.3266,0.2449,0.1694,0.1037,0.05021,
pal100,kasting,370.5,0.9389,0.9343,0.9207,0.8981,0.8668,0.8272,0.7798,0.725,0.6637,0.5968,0.5251,0.4501,0.3733,0.2966,0.2224,0.1538,0.09414,0.04557,
pal100,kasting,371.5,1.074,1.069,1.053,1.027,0.9916,0.9463,0.8921,0.8296,0.7595,0.683,0.6011,0.5153,0.4274,0.3396,0.2547,0.1762,0.1078,0.05217,
pal100,kasting,372.5,0.793,0.7891,0.7776,0.7586,0.7323,0.6989,0.6589,0.6128,0.5611,0.5046,0.4442,0.3808,0.3159,0.2511,0.1883,0.1302,0.07967,0.03856,
pal100,kasting,373.5,0.7165,0.713,0.7027,0.6855,0.6617,0.6316,0.5955,0.5538,0.5072,0.4562,0.4016,0.3444,0.2858,0.2271,0.1704,0.1178,0.07204,0.03486,
pal100,kasting,374.5,0.7861,0.7823,0.7709,0.7521,0.7261,0.6931,0.6535,0.6078,0.5567,0.5008,0.4409,0.3782,0.3138,0.2495,0.1872,0.1294,0.0791,0.03827,
pal100,kasting,375.5,0.8866,0.8823,0.8695,0.8483,0.819,0.7818,0.7372,0.6858,0.6282,0.5651,0.4977,0.4269,0.3543,0.2817,0.2114,0.1461,0.08931,0.0432,
pal100,kasting,376.5,0.8851,0.8808,0.868,0.8469,0.8176,0.7806,0.7361,0.6848,0.6273,0.5645,0.4972,0.4266,0.3541,0.2816,0.2113,0.1461,0.08924,0.04316,
pal100,kasting,377.5,1.054,1.049,1.033,1.008,0.9734,0.9293,0.8765,0.8155,0.7471,0.6723,0.5922,0.5082,0.4219,0.3356,0.2518,0.1741,0.1063,0.05142,
pal100,kasting,378.5,1.148,1.142,1.126,1.099,1.061,1.013,0.9552,0.8888,0.8143,0.7329,0.6457,0.5542,0.4602,0.366,0.2747,0.1899,0.116,0.05606,
pal100,kasting,379.5,0.849,0.8449,0.8327,0.8125,0.7845,0.7491,0.7066,0.6575,0.6025,0.5424,0.4779,0.4102,0.3407,0.271,0.2034,0.1406,0.08583,0.04149,
pal100,kasting,380.5,1.021,1.016,1.001,0.9769,0.9433,0.9007,0.8497,0.7908,0.7247,0.6524,0.5749,0.4936,0.41,0.3262,0.2449,0.1693,0.1033,0.04991,
pal100,kasting,381.5,0.9588,0.9542,0.9405,0.9177,0.8862,0.8463,0.7984,0.7431,0.681,0.6132,0.5404,0.4641,0.3855,0.3068,0.2303,0.1592,0.09712,0.04692,
pal100,kasting,382.5,0.6387,0.6356,0.6265,0.6113,0.5904,0.5638,0.5319,0.4951,0.4538,0.4087,0.3602,0.3094,0.2571,0.2046,0.1536,0.1062,0.06475,0.03128,
pal100,kasting,383.5,0.5607,0.558,0.55,0.5367,0.5183,0.495,0.467,0.4348,0.3986,0.3589,0.3164,0.2718,0.2259,0.1798,0.135,0.09331,0.05689,0.02747,
pal100,kasting,384.5,0.8411,0.8371,0.8251,0.8052,0.7776,0.7427,0.7008,0.6524,0.5982,0.5388,0.4751,0.4081,0.3392,0.2701,0.2028,0.1401,0.08543,0.04124,
pal100,kasting,385.5,0.8319,0.828,0.8161,0.7964,0.7692,0.7347,0.6933,0.6455,0.5919,0.5332,0.4702,0.404,0.3358,0.2674,0.2008,0.1388,0.08457,0.04082,
pal100,kasting,386.5,0.8478,0.8437,0.8316,0.8116,0.7839,0.7488,0.7067,0.658,0.6034,0.5436,0.4794,0.412,0.3426,0.2728,0.2049,0.1416,0.08626,0.04162,
pal100,kasting,387.5,0.7877,0.7839,0.7727,0.7541,0.7284,0.6958,0.6567,0.6115,0.5608,0.5053,0.4457,0.3831,0.3186,0.2538,0.1906,0.1317,0.08022,0.0387,
