case,label,model,source_file,o3col_du,z_km,t_k,p_bar,o3_vmr,n_o3_cm3
pal10,10% PAL,atmos,PTZ_mixingratios_out.dist,229.7349,0.25,288.6,0.9839,1.391e-08,343477648607.3376
pal10,10% PAL,atmos,PTZ_mixingratios_out.dist,229.7349,0.75,286.0,0.9273,1.483e-08,348266815656.42725
pal10,10% PAL,atmos,PTZ_mixingratios_out.dist,229.7349,1.25,282.6,0.8734,1.618e-08,362189840977.0556
pal10,10% PAL,atmos,PTZ_mixingratios_out.dist,229.7349,1.75,279.6,0.8221,1.799e-08,383120474397.8654
pal10,10% PAL,atmos,PTZ_mixingratios_out.dist,229.7349,2.25,277.3,0.7733,2.025e-08,409015612246.9773
pal10,10% PAL,atmos,PTZ_mixingratios_out.dist,229.7349,2.75,275.2,0.727,2.298e-08,439696210782.7045
pal10,10% PAL,atmos,PTZ_mixingratios_out.dist,229.7349,3.25,272.7,0.6832,2.619e-08,475242131966.50684
pal10,10% PAL,atmos,PTZ_mixingratios_out.dist,229.7349,3.75,270.1,0.6416,2.986e-08,513743442832.6677
pal10,10% PAL,atmos,PTZ_mixingratios_out.dist,229.7349,4.25,267.3,0.6022,3.396e-08,554148537403.7552
pal10,10% PAL,atmos,PTZ_mixingratios_out.dist,229.7349,4.75,264.4,0.5647,3.847e-08,595107249157.2839
pal10,10% PAL,atmos,PTZ_mixingratios_out.dist,229.7349,5.25,261.4,0.5293,4.338e-08,636213053863.0074
pal10,10% PAL,atmos,PTZ_mixingratios_out.dist,229.7349,5.75,258.3,0.4957,4.869e-08,676785436333.566
pal10,10% PAL,atmos,PTZ_mixingratios_out.dist,229.7349,6.25,255.0,0.4638,5.44e-08,716648474739.0537
pal10,10% PAL,atmos,PTZ_mixingratios_out.dist,229.7349,6.75,251.7,0.4337,6.054e-08,755553706703.6404
pal10,10% PAL,atmos,PTZ_mixingratios_out.dist,229.7349,7.25,248.2,0.4051,6.715e-08,793822127149.9109
pal10,10% PAL,atmos,PTZ_mixingratios_out.dist,229.7349,7.75,244.6,0.378,7.429e-08,831538616936.3734
pal10,10% PAL,atmos,PTZ_mixingratios_out.dist,229.7349,8.25,241.1,0.3524,8.208e-08,868945932114.0215
pal10,10% PAL,atmos,PTZ_mixingratios_out.dist,229.7349,8.75,237.4,0.3282,9.068e-08,908000506700.3995
pal10,10% PAL,atmos,PTZ_mixingratios_out.dist,229.7349,9.25,233.8,0.3053,1.003e-07,948636755877.942
pal10,10% PAL,atmos,PTZ_mixingratios_out.dist,229.7349,9.75,230.4,0.2837,1.111e-07,990849369370.6525
pal10,10% PAL,atmos,PTZ_mixingratios_out.dist,229.7349,10.25,226.9,0.2633,1.235e-07,1038006416500.017
pal10,10% PAL,atmos,PTZ_mixingratios_out.dist,229.7349,10.75,223.9,0.2442,1.377e-07,1087782890497.2478
pal10,10% PAL,atmos,PTZ_mixingratios_out.dist,229.7349,11.25,220.9,0.2262,1.538e-07,1140696049551.8413
pal10,10% PAL,atmos,PTZ_mixingratios_out.dist,229.7349,11.75,218.5,0.2093,1.722e-07,1194724174531.0396
pal10,10% PAL,atmos,PTZ_mixingratios_out.dist,229.7349,12.25,216.1,0.1936,1.928e-07,1251049037109.428
pal10,10% PAL,atmos,PTZ_mixingratios_out.dist,229.7349,12.75,214.3,0.1788,2.157e-07,1303503512680.3274
pal10,10% PAL,atmos,PTZ_mixingratios_out.dist,229.7349,13.25,212.4,0.1651,2.409e-07,1356269758552.4678
pal10,10% PAL,atmos,PTZ_mixingratios_out.dist,229.7349,13.75,210.8,0.1524,2.683e-07,1404920502811.741
pal10,10% PAL,atmos,PTZ_mixingratios_out.dist,229.7349,14.25,209.3,0.1405,2.983e-07,1450364184153.495
pal10,10% PAL,atmos,PTZ_mixingratios_out.dist,229.7349,14.75,208.0,0.1295,3.317e-07,1495783100779.1929
pal10,10% PAL,atmos,PTZ_mixingratios_out.dist,229.7349,15.25,206.7,0.1193,3.699e-07,1546325848622.4565
pal10,10% PAL,atmos,PTZ_mixingratios_out.dist,229.7349,15.75,205.7,0.1099,4.158e-07,1609031710007.6663
pal10,10% PAL,atmos,PTZ_mixingratios_out.dist,229.7349,16.25,204.8,0.1012,4.738e-07,1695751984211.7727
pal10,10% PAL,atmos,PTZ_mixingratios_out.dist,229.7349,16.75,204.5,0.09309,5.507e-07,1815689205983.9736
pal10,10% PAL,atmos,PTZ_mixingratios_out.dist,229.7349,17.25,204.2,0.08567,6.561e-07,1993699886895.2334
pal10,10% PAL,atmos,PTZ_mixingratios_out.dist,229.7349,17.75,204.5,0.07883,8.02e-07,2239181512738.877
