case,label,model,source_file,o3col_du,z_km,t_k,p_bar,o3_vmr,n_o3_cm3
pal0p1,0.1% PAL,kasting,OUTPUT_PLOT.dat,43.8711,69.5,245.8252502362485,4.626e-06,5.368e-09,731658.3999999999
pal0p1,0.1% PAL,kasting,OUTPUT_PLOT.dat,43.8711,70.5,256.4163513108538,4.05e-06,3.432e-09,392620.8
pal0p1,0.1% PAL,kasting,OUTPUT_PLOT.dat,43.8711,71.5,267.0789190078849,3.5649999999999997e-06,2.207e-09,213372.75999999998
pal0p1,0.1% PAL,kasting,OUTPUT_PLOT.dat,43.8711,72.5,277.65454148418075,3.153e-06,1.429e-09,117535.25
pal0p1,0.1% PAL,kasting,OUTPUT_PLOT.dat,43.8711,73.5,292.03007470881096,2.8050000000000002e-06,8.686e-10,60428.502
pal0p1,0.1% PAL,kasting,OUTPUT_PLOT.dat,43.8711,74.5,310.0248293871111,2.5099999999999997e-06,4.982e-10,29214.448
pal0p1,0.1% PAL,kasting,OUTPUT_PLOT.dat,43.8711,75.5,328.18349372277066,2.261e-06,2.91e-10,14520.9
pal0p1,0.1% PAL,kasting,OUTPUT_PLOT.dat,43.8711,76.5,346.25592009453214,2.048e-06,1.733e-10,7424.1720000000005
pal0p1,0.1% PAL,kasting,OUTPUT_PLOT.dat,43.8711,77.5,364.4937941827968,1.865e-06,1.052e-10,3898.712
pal0p1,0.1% PAL,kasting,OUTPUT_PLOT.dat,43.8711,78.5,383.1475255926854,1.706e-06,6.455e-11,2081.7375
pal0p1,0.1% PAL,kasting,OUTPUT_PLOT.dat,43.8711,79.5,401.9027903199205,1.567e-06,4.025e-11,1136.66
pal0p1,0.1% PAL,kasting,OUTPUT_PLOT.dat,43.8711,80.5,420.6628776397784,1.4450000000000001e-06,2.554e-11,635.4352
pal0p1,0.1% PAL,kasting,OUTPUT_PLOT.dat,43.8711,81.5,439.3762059866321,1.3369999999999999e-06,1.646e-11,362.77840000000003
pal0p1,0.1% PAL,kasting,OUTPUT_PLOT.dat,43.8711,82.5,457.8974228428701,1.241e-06,1.076e-11,211.21880000000002
pal0p1,0.1% PAL,kasting,OUTPUT_PLOT.dat,43.8711,83.5,476.81514331105615,1.1559999999999998e-06,7.132e-12,125.23792
pal0p1,0.1% PAL,kasting,OUTPUT_PLOT.dat,43.8711,84.5,493.0703587890898,1.079e-06,4.926e-12,78.0771
pal0p1,0.1% PAL,kasting,OUTPUT_PLOT.dat,43.8711,85.5,508.01390425002216,1.01e-06,3.499e-12,50.3856
pal0p1,0.1% PAL,kasting,OUTPUT_PLOT.dat,43.8711,86.5,522.7967285586741,9.47e-07,2.504e-12,32.85248
pal0p1,0.1% PAL,kasting,OUTPUT_PLOT.dat,43.8711,87.5,537.7814919881058,8.894999999999999e-07,1.804e-12,21.61192
