
     Z         PRESS      DEN     ProOH1    ProOH25    ProO3D    PO2D       PO2      PH2O      PO3D      PH2O2     FO3      FH2O      NumO2      NumOH      NumO1D     PN2O     PCH3CL      FOH      FHO2      FNO     FNO2      FH    FH2O2     FNO3    FN2O5    FHNO3      FO       FN      FH2     FCH4    FN2O
   5.000E+04 9.553E+05 2.458E+19 7.130E+05 7.669E+04 7.222E+06 0.000E+00 1.001E-12 3.529E-13 4.530E-05 3.556E-06 6.487E-09 8.842E-03 2.615E+16 4.971E+06 9.939E-03 1.191E-09 1.178E-11 2.022E-13 1.391E-11 5.533E-12 1.310E-11 1.496E-18 1.003E-09 7.993E-15 9.921E-17 9.484E-11 3.913E-15 1.477E-18 5.000E-07 8.080E-07 2.730E-07
   1.500E+05 8.451E+05 2.218E+19 5.696E+05 1.025E+05 8.554E+06 0.000E+00 1.712E-12 7.997E-13 5.003E-05 3.913E-06 7.706E-09 5.778E-03 2.369E+16 4.402E+06 1.340E-02 2.247E-09 2.795E-11 1.984E-13 1.325E-11 1.895E-12 4.247E-12 1.477E-18 1.000E-09 6.220E-15 3.842E-17 8.264E-11 5.568E-15 1.844E-18 4.980E-07 8.014E-07 2.692E-07
   2.500E+05 7.460E+05 1.992E+19 5.353E+05 1.303E+05 1.180E+07 0.000E+00 2.583E-12 1.696E-12 5.413E-05 4.246E-06 1.095E-08 3.858E-03 2.136E+16 4.852E+06 2.092E-02 3.771E-09 5.874E-11 2.436E-13 1.403E-11 1.295E-12 2.931E-12 1.844E-18 1.001E-09 6.584E-15 4.204E-17 7.573E-11 9.700E-15 2.254E-18 4.963E-07 7.955E-07 2.650E-07
   3.500E+05 6.570E+05 1.791E+19 4.703E+05 1.450E+05 1.736E+07 0.000E+00 3.672E-12 3.567E-12 5.743E-05 4.563E-06 1.688E-08 2.270E-03 1.928E+16 5.336E+06 3.459E-02 5.976E-09 1.149E-10 2.980E-13 1.474E-11 1.319E-12 3.023E-12 2.254E-18 9.685E-10 8.057E-15 9.037E-17 7.244E-11 1.805E-14 2.638E-18 4.950E-07 7.905E-07 2.604E-07
   4.500E+05 5.770E+05 1.609E+19 3.734E+05 1.472E+05 2.511E+07 0.000E+00 5.033E-12 7.407E-12 6.033E-05 4.874E-06 2.587E-08 1.235E-03 1.739E+16 5.658E+06 5.585E-02 9.082E-09 2.104E-10 3.516E-13 1.505E-11 1.536E-12 3.515E-12 2.638E-18 8.991E-10 1.036E-14 2.488E-16 7.055E-11 3.313E-14 2.837E-18 4.941E-07 7.864E-07 2.555E-07
   5.500E+05 5.051E+05 1.445E+19 2.542E+05 1.307E+05 3.466E+07 0.000E+00 6.723E-12 1.489E-11 6.300E-05 5.186E-06 3.807E-08 6.073E-04 1.568E+16 5.592E+06 8.553E-02 1.325E-08 3.600E-10 3.869E-13 1.453E-11 1.846E-12 4.081E-12 2.837E-18 7.905E-10 1.299E-14 7.365E-16 6.780E-11 5.784E-14 2.815E-18 4.935E-07 7.831E-07 2.502E-07
   6.500E+05 4.406E+05 1.297E+19 1.474E+05 1.018E+05 4.536E+07 0.000E+00 8.808E-12 2.916E-11 6.567E-05 5.507E-06 5.327E-08 2.692E-04 1.411E+16 5.179E+06 1.237E-01 1.856E-08 5.777E-10 3.994E-13 1.322E-11 2.238E-12 4.614E-12 2.815E-18 6.524E-10 1.567E-14 2.265E-15 6.357E-11 9.557E-14 2.615E-18 4.931E-07 7.805E-07 2.448E-07
   7.500E+05 3.829E+05 1.161E+19 7.221E+04 6.893E+04 5.649E+07 1.356E-85 1.136E-11 5.585E-11 6.859E-05 5.845E-06 7.095E-08 1.063E-04 1.266E+16 4.587E+06 1.701E-01 2.500E-08 8.768E-10 3.951E-13 1.142E-11 3.005E-12 5.557E-12 2.615E-18 5.037E-10 1.903E-14 8.185E-15 5.955E-11 1.502E-13 2.317E-18 4.929E-07 7.783E-07 2.391E-07
   8.500E+05 3.312E+05 1.036E+19 2.934E+04 3.983E+04 6.733E+07 6.181E-42 1.445E-11 1.055E-10 7.201E-05 6.206E-06 9.022E-08 3.643E-05 1.133E+16 3.973E+06 2.240E-01 3.254E-08 1.265E-09 3.834E-13 9.376E-12 4.583E-12 7.306E-12 2.317E-18 3.634E-10 2.355E-14 3.085E-14 5.705E-11 2.261E-13 1.978E-18 4.928E-07 7.765E-07 2.335E-07
   9.500E+05 2.853E+05 9.207E+18 9.654E+03 1.783E+04 7.792E+07 2.870E-28 1.817E-11 1.859E-10 7.622E-05 6.597E-06 1.110E-07 1.042E-05 1.007E+16 3.391E+06 2.875E-01 4.112E-08 1.739E-09 3.683E-13 7.241E-12 7.477E-12 9.994E-12 1.978E-18 2.442E-10 2.900E-14 8.493E-14 5.593E-11 3.339E-13 1.585E-18 4.927E-07 7.748E-07 2.276E-07
