
     Z         PRESS      DEN     ProOH1    ProOH25    ProO3D    PO2D       PO2      PH2O      PO3D      PH2O2     FO3      FH2O      NumO2      NumOH      NumO1D     PN2O     PCH3CL      FOH      FHO2      FNO     FNO2      FH    FH2O2     FNO3    FN2O5    FHNO3      FO       FN      FH2     FCH4    FN2O
   5.000E+04 9.555E+05 2.447E+19 4.250E+05 7.935E+02 3.997E+06 0.000E+00 6.147E-15 3.360E-15 1.257E-05 2.567E-06 1.299E-08 9.650E-03 2.603E+17 3.403E+06 5.459E-03 9.457E-12 1.253E-13 1.391E-13 1.061E-11 6.475E-12 1.741E-11 1.047E-19 7.209E-10 1.041E-14 1.570E-16 9.872E-11 6.582E-16 8.915E-20 5.000E-07 8.080E-07 2.730E-07
   1.500E+05 8.458E+05 2.208E+19 3.217E+05 1.468E+03 4.405E+06 0.000E+00 1.414E-14 1.037E-14 1.362E-05 2.783E-06 1.465E-08 6.408E-03 2.350E+17 2.735E+06 6.864E-03 2.434E-11 3.941E-13 1.238E-13 9.589E-12 2.443E-12 5.911E-12 8.915E-20 7.020E-10 6.275E-15 4.852E-17 9.159E-11 8.818E-16 9.377E-20 4.992E-07 8.046E-07 2.725E-07
   2.500E+05 7.471E+05 1.983E+19 2.638E+05 2.612E+03 5.151E+06 0.000E+00 2.937E-14 2.991E-14 1.450E-05 2.976E-06 1.791E-08 4.403E-03 2.111E+17 2.648E+06 9.089E-03 5.664E-11 1.102E-12 1.335E-13 9.297E-12 1.612E-12 3.659E-12 9.377E-20 6.679E-10 5.432E-15 3.784E-17 8.895E-11 1.311E-15 9.756E-20 4.986E-07 8.018E-07 2.720E-07
   3.500E+05 6.585E+05 1.783E+19 1.934E+05 3.825E+03 6.224E+06 0.000E+00 5.642E-14 8.174E-14 1.505E-05 3.150E-06 2.319E-08 2.624E-03 1.899E+17 2.537E+06 1.237E-02 1.213E-10 2.779E-12 1.422E-13 8.956E-12 1.644E-12 3.503E-12 9.756E-20 6.092E-10 5.554E-15 6.229E-17 8.940E-11 2.034E-15 1.010E-19 4.983E-07 7.996E-07 2.714E-07
   4.500E+05 5.788E+05 1.603E+19 1.314E+05 4.834E+03 7.537E+06 0.000E+00 1.009E-13 2.069E-13 1.541E-05 3.309E-06 3.053E-08 1.458E-03 1.707E+17 2.412E+06 1.675E-02 2.390E-10 6.297E-12 1.505E-13 8.530E-12 1.987E-12 3.977E-12 1.010E-19 5.342E-10 6.088E-15 1.398E-16 9.120E-11 3.190E-15 1.008E-19 4.981E-07 7.978E-07 2.707E-07
   5.500E+05 5.072E+05 1.440E+19 7.939E+04 5.046E+03 8.937E+06 0.000E+00 1.684E-13 4.742E-13 1.556E-05 3.457E-06 3.989E-08 7.392E-04 1.534E+17 2.210E+06 2.207E-02 4.333E-10 1.278E-11 1.535E-13 7.830E-12 2.475E-12 4.583E-12 1.008E-19 4.478E-10 6.588E-15 3.445E-16 9.241E-11 4.926E-15 9.536E-20 4.980E-07 7.965E-07 2.700E-07
   6.500E+05 4.430E+05 1.292E+19 4.180E+04 4.334E+03 1.028E+07 0.000E+00 2.639E-13 9.915E-13 1.557E-05 3.595E-06 5.112E-08 3.384E-04 1.377E+17 1.925E+06 2.810E-02 7.252E-10 2.340E-11 1.490E-13 6.831E-12 2.856E-12 4.791E-12 9.536E-20 3.570E-10 6.704E-15 8.012E-16 9.170E-11 7.417E-15 8.654E-20 4.980E-07 7.954E-07 2.692E-07
   7.500E+05 3.854E+05 1.157E+19 1.896E+04 3.040E+03 1.143E+07 8.202-148 3.908E-13 1.898E-12 1.543E-05 3.727E-06 6.404E-08 1.385E-04 1.234E+17 1.610E+06 3.451E-02 1.130E-09 3.921E-11 1.391E-13 5.709E-12 3.183E-12 4.726E-12 8.654E-20 2.723E-10 6.555E-15 1.898E-15 8.969E-11 1.088E-14 7.889E-20 4.980E-07 7.945E-07 2.683E-07
   8.500E+05 3.339E+05 1.033E+19 7.269E+03 1.692E+03 1.230E+07 1.683E-85 5.516E-13 3.306E-12 1.519E-05 3.854E-06 7.837E-08 4.953E-05 1.102E+17 1.353E+06 4.106E-02 1.656E-09 6.076E-11 1.309E-13 4.683E-12 3.941E-12 5.058E-12 7.889E-20 2.023E-10 6.560E-15 5.484E-15 8.805E-11 1.560E-14 7.578E-20 4.980E-07 7.937E-07 2.673E-07
   9.500E+05 2.881E+05 9.187E+18 2.302E+03 7.244E+02 1.298E+07 1.150E-62 7.474E-13 5.276E-12 1.493E-05 3.978E-06 9.468E-08 1.495E-05 9.800E+16 1.190E+06 4.807E-02 2.307E-09 8.826E-11 1.295E-13 3.859E-12 5.425E-12 5.965E-12 7.578E-20 1.484E-10 6.892E-15 1.577E-14 8.784E-11 2.230E-14 7.474E-20 4.980E-07 7.929E-07 2.663E-07
   1.050E+06 2.474E+05 8.110E+18 4.928E+02 1.874E+02 1.418E+07 1.771E-53 9.794E-13 7.847E-12 1.469E-05 4.100E-06 1.191E-07 2.944E-06 8.651E+16 1.060E+06 5.870E-02 3.083E-09 1.219E-10 1.307E-13 3.120E-12 7.562E-12 7.451E-12 7.474E-20 1.018E-10 7.770E-15 3.653E-14 9.010E-11 3.385E-14 7.986E-20 4.979E-07 7.918E-07 2.646E-07
