
     Z         PRESS      DEN     ProOH1    ProOH25    ProO3D    PO2D       PO2      PH2O      PO3D      PH2O2     FO3      FH2O      NumO2      NumOH      NumO1D     PN2O     PCH3CL
   5.000E+04 9.555E+05 2.447E+19 2.626E+05 5.328E+02 2.470E+06 0.000E+00 3.724E-15 2.256E-15 1.396E-05 2.764E-06 7.231E-09 9.650E-03 2.603E+17 1.145E+06 3.373E-03 6.104E-12 8.657E-14
   1.500E+05 8.458E+05 2.208E+19 2.247E+05 1.026E+03 3.078E+06 0.000E+00 8.981E-15 7.247E-15 1.525E-05 3.003E-06 9.140E-09 6.408E-03 2.350E+17 1.276E+06 4.795E-03 1.644E-11 2.813E-13
   2.500E+05 7.471E+05 1.983E+19 2.052E+05 1.887E+03 4.006E+06 0.000E+00 1.951E-14 2.161E-14 1.636E-05 3.213E-06 1.235E-08 4.403E-03 2.111E+17 1.469E+06 7.067E-03 3.988E-11 8.093E-13
   3.500E+05 6.584E+05 1.783E+19 1.616E+05 2.846E+03 5.203E+06 0.000E+00 3.914E-14 6.082E-14 1.709E-05 3.399E-06 1.707E-08 2.624E-03 1.899E+17 1.555E+06 1.034E-02 8.872E-11 2.098E-12
   4.500E+05 5.788E+05 1.603E+19 1.149E+05 3.687E+03 6.589E+06 0.000E+00 7.287E-14 1.578E-13 1.758E-05 3.564E-06 2.339E-08 1.458E-03 1.707E+17 1.569E+06 1.464E-02 1.812E-10 4.883E-12
   5.500E+05 5.072E+05 1.440E+19 7.133E+04 3.922E+03 8.032E+06 0.000E+00 1.263E-13 3.686E-13 1.784E-05 3.712E-06 3.126E-08 7.392E-04 1.534E+17 1.489E+06 1.983E-02 3.393E-10 1.015E-11
   6.500E+05 4.430E+05 1.292E+19 3.822E+04 3.414E+03 9.399E+06 0.000E+00 2.050E-13 7.812E-13 1.791E-05 3.844E-06 4.062E-08 3.384E-04 1.377E+17 1.322E+06 2.569E-02 5.854E-10 1.902E-11
   7.500E+05 3.854E+05 1.157E+19 1.755E+04 2.419E+03 1.058E+07 0.000E+00 3.140E-13 1.510E-12 1.781E-05 3.965E-06 5.134E-08 1.385E-04 1.234E+17 1.123E+06 3.194E-02 9.392E-10 3.259E-11
   8.500E+05 3.339E+05 1.033E+19 6.791E+03 1.358E+03 1.150E+07 5.233-119 4.580E-13 2.654E-12 1.758E-05 4.075E-06 6.327E-08 4.953E-05 1.102E+17 9.638E+05 3.837E-02 1.417E-09 5.168E-11
   9.500E+05 2.881E+05 9.187E+18 2.168E+03 5.889E+02 1.223E+07 5.655E-85 6.413E-13 4.289E-12 1.731E-05 4.177E-06 7.691E-08 1.495E-05 9.800E+16 8.696E+05 4.528E-02 2.033E-09 7.695E-11
   1.050E+06 2.474E+05 8.110E+18 4.681E+02 1.550E+02 1.347E+07 3.157E-71 8.677E-13 6.494E-12 1.706E-05 4.272E-06 9.740E-08 2.944E-06 8.651E+16 8.072E+05 5.576E-02 2.800E-09 1.091E-10
   1.150E+06 2.118E+05 7.097E+18 5.782E+02 1.967E+02 1.674E+07 4.274E-63 1.144E-12 9.425E-12 1.696E-05 4.362E-06 1.391E-07 2.940E-06 7.571E+16 8.035E+05 7.829E-02 3.736E-09 1.492E-10
   1.250E+06 1.806E+05 6.163E+18 8.120E+02 2.423E+02 2.368E+07 4.257E-56 1.487E-12 1.342E-11 1.713E-05 4.452E-06 2.243E-07 2.930E-06 6.574E+16 8.224E+05 1.264E-01 4.890E-09 1.999E-10
   1.350E+06 1.537E+05 5.325E+18 1.190E+03 2.959E+02 3.507E+07 4.398E-50 1.935E-12 1.911E-11 1.757E-05 4.549E-06 3.748E-07 2.908E-06 5.680E+16 9.432E+05 2.149E-01 6.374E-09 2.664E-10
   1.450E+06 1.305E+05 4.582E+18 1.662E+03 3.645E+02 4.984E+07 6.421E-45 2.561E-12 2.774E-11 1.846E-05 4.663E-06 5.893E-07 2.867E-06 4.887E+16 1.157E+06 3.524E-01 8.394E-09 3.587E-10
   1.550E+06 1.106E+05 3.923E+18 2.161E+03 4.560E+02 6.639E+07 1.727E-40 3.478E-12 4.145E-11 2.008E-05 4.806E-06 8.428E-07 2.804E-06 4.184E+16 1.408E+06 5.453E-01 1.125E-08 4.918E-10
