
     Z         PRESS      DEN     ProOH1    ProOH25    ProO3D    PO2D       PO2      PH2O      PO3D      PH2O2     FO3      FH2O      NumO2      NumOH      NumO1D     PN2O     PCH3CL      FOH      FHO2      FNO     FNO2      FH    FH2O2     FNO3    FN2O5    FHNO3      FO       FN      FH2     FCH4    FN2O
   5.000E+04 9.547E+05 2.448E+19 2.490E+05 8.599E-09 2.499E+06 0.000E+00 8.056E-26 3.721E-26 5.557E-06 2.301E-06 1.837E-08 9.440E-03 2.604E+18 2.649E+06 3.267E-03 1.161E-22 1.293E-24 1.082E-13 8.516E-12 8.054E-12 2.354E-11 8.613E-21 5.416E-10 1.550E-14 3.233E-16 1.312E-10 8.162E-17 7.400E-21 5.000E-07 8.080E-07 2.730E-07
   1.500E+05 8.450E+05 2.209E+19 1.820E+05 1.977E-07 2.669E+06 0.000E+00 2.174E-24 1.430E-24 6.012E-06 2.493E-06 2.010E-08 6.258E-03 2.350E+18 2.135E+06 3.974E-03 3.635E-21 5.358E-23 9.666E-14 7.939E-12 4.341E-12 1.108E-11 7.400E-21 5.425E-10 1.005E-14 1.492E-16 1.428E-10 1.050E-16 7.669E-21 4.995E-07 8.055E-07 2.729E-07
   2.500E+05 7.462E+05 1.984E+19 1.359E+05 3.675E-06 2.866E+06 0.000E+00 4.663E-23 4.343E-23 6.389E-06 2.662E-06 2.262E-08 4.267E-03 2.110E+18 2.030E+06 4.829E-03 8.927E-20 1.629E-21 1.024E-13 7.719E-12 4.069E-12 9.188E-12 7.669E-21 5.222E-10 9.295E-15 1.679E-16 1.629E-10 1.423E-16 7.951E-21 4.992E-07 8.034E-07 2.729E-07
   3.500E+05 6.576E+05 1.784E+19 8.777E+04 4.465E-05 3.060E+06 0.000E+00 7.457E-22 9.861E-22 6.589E-06 2.810E-06 2.604E-08 2.539E-03 1.897E+18 1.940E+06 5.800E-03 1.615E-18 3.505E-20 1.088E-13 7.262E-12 5.086E-12 1.006E-11 7.951E-21 4.658E-10 9.592E-15 3.194E-16 1.862E-10 1.945E-16 8.286E-21 4.990E-07 8.017E-07 2.728E-07
   4.500E+05 5.779E+05 1.603E+19 5.164E+04 3.740E-04 3.226E+06 0.000E+00 9.062E-21 1.663E-20 6.669E-06 2.941E-06 3.018E-08 1.403E-03 1.705E+18 1.869E+06 6.833E-03 2.185E-17 5.448E-19 1.166E-13 6.600E-12 6.843E-12 1.176E-11 8.286E-21 3.864E-10 1.002E-14 7.075E-16 2.085E-10 2.661E-16 8.401E-21 4.989E-07 8.004E-07 2.727E-07
   5.500E+05 5.063E+05 1.440E+19 2.688E+04 2.486E-03 3.323E+06 0.000E+00 8.552E-20 2.446E-19 6.625E-06 3.056E-06 3.484E-08 7.059E-04 1.532E+18 1.759E+06 7.820E-03 2.273E-16 6.473E-18 1.222E-13 5.677E-12 9.023E-12 1.324E-11 8.401E-21 2.988E-10 9.989E-15 1.581E-15 2.256E-10 3.596E-16 7.976E-21 4.988E-07 7.994E-07 2.726E-07
   6.500E+05 4.420E+05 1.292E+19 1.225E+04 1.578E-02 3.335E+06 0.000E+00 6.447E-19 3.811E-18 6.477E-06 3.157E-06 3.986E-08 3.205E-04 1.374E+18 1.549E+06 8.687E-03 1.920E-15 6.613E-17 1.199E-13 4.586E-12 1.081E-11 1.326E-11 7.976E-21 2.170E-10 9.192E-15 3.208E-15 2.349E-10 4.786E-16 7.201E-21 4.988E-07 7.987E-07 2.725E-07
   7.500E+05 3.845E+05 1.157E+19 4.849E+03 5.539E-02 3.258E+06 0.000E+00 3.922E-18 3.677E-17 6.229E-06 3.245E-06 4.521E-08 1.302E-04 1.231E+18 1.289E+06 9.379E-03 1.293E-14 5.127E-16 1.114E-13 3.506E-12 1.237E-11 1.246E-11 7.201E-21 1.501E-10 8.012E-15 6.457E-15 2.388E-10 6.300E-16 6.681E-21 4.988E-07 7.981E-07 2.723E-07
   8.500E+05 3.330E+05 1.033E+19 1.642E+03 1.005E-01 3.114E+06 0.000E+00 1.941E-17 2.100E-16 5.914E-06 3.323E-06 5.098E-08 4.632E-05 1.099E+18 1.093E+06 9.915E-03 6.768E-14 2.818E-15 1.058E-13 2.591E-12 1.519E-11 1.240E-11 6.681E-21 1.008E-10 7.047E-15 1.504E-14 2.413E-10 8.256E-16 6.533E-21 4.988E-07 7.976E-07 2.722E-07
   9.500E+05 2.872E+05 9.179E+18 4.654E+02 1.084E-01 2.945E+06 0.000E+00 7.975E-17 8.462E-16 5.571E-06 3.391E-06 5.758E-08 1.395E-05 9.767E+17 9.589E+05 1.041E-02 2.848E-13 1.184E-14 1.045E-13 1.910E-12 1.954E-11 1.298E-11 6.533E-21 6.706E-11 6.380E-15 3.322E-14 2.446E-10 1.095E-15 6.238E-21 4.987E-07 7.972E-07 2.720E-07
