
     Z         PRESS      DEN     ProOH1    ProOH25    ProO3D    PO2D       PO2      PH2O      PO3D      PH2O2     FO3      FH2O      NumO2      NumOH      NumO1D     PN2O     PCH3CL      FOH      FHO2      FNO     FNO2      FH    FH2O2     FNO3    FN2O5    FHNO3      FO       FN      FH2     FCH4    FN2O
   5.000E+04 9.550E+05 2.473E+19 7.727E+05 2.195E+05 8.718E+06 0.000E+00 4.247E-12 1.130E-12 8.806E-05 4.515E-06 4.004E-09 7.855E-03 5.260E+15 5.959E+06 1.204E-02 4.195E-09 3.560E-11 2.410E-13 1.577E-11 5.745E-12 1.216E-11 9.407E-18 1.158E-09 7.389E-15 9.613E-17 9.767E-11 1.490E-14 9.967E-18 5.000E-07 8.080E-07 2.730E-07
   1.500E+05 8.442E+05 2.232E+19 5.962E+05 2.728E+05 1.022E+07 0.000E+00 6.904E-12 2.435E-12 1.013E-04 5.180E-06 4.522E-09 5.020E-03 4.848E+15 5.500E+06 1.602E-02 7.481E-09 8.084E-11 2.464E-13 1.583E-11 2.461E-12 4.816E-12 9.967E-18 1.189E-09 6.270E-15 5.070E-17 8.535E-11 2.017E-14 1.285E-17 4.972E-07 7.991E-07 2.656E-07
   2.500E+05 7.445E+05 2.003E+19 5.603E+05 3.193E+05 1.457E+07 0.000E+00 9.852E-12 4.906E-12 1.135E-04 5.826E-06 6.413E-09 3.250E-03 4.439E+15 6.288E+06 2.581E-02 1.179E-08 1.621E-10 3.140E-13 1.734E-11 2.132E-12 4.082E-12 1.285E-17 1.211E-09 7.149E-15 7.568E-17 7.935E-11 3.516E-14 1.616E-17 4.948E-07 7.910E-07 2.577E-07
   3.500E+05 6.550E+05 1.799E+19 5.139E+05 3.368E+05 2.273E+07 0.000E+00 1.325E-11 9.923E-12 1.249E-04 6.469E-06 1.011E-08 1.887E-03 4.066E+15 7.306E+06 4.516E-02 1.757E-08 3.041E-10 4.060E-13 1.863E-11 2.350E-12 4.414E-12 1.616E-17 1.167E-09 9.363E-15 1.848E-16 7.684E-11 6.711E-14 1.913E-17 4.928E-07 7.839E-07 2.491E-07
   4.500E+05 5.746E+05 1.617E+19 4.211E+05 3.259E+05 3.508E+07 0.000E+00 1.733E-11 2.025E-11 1.364E-04 7.124E-06 1.591E-08 9.952E-04 3.721E+15 8.154E+06 7.760E-02 2.529E-08 5.402E-10 5.043E-13 1.914E-11 2.737E-12 4.942E-12 1.913E-17 1.057E-09 1.262E-14 5.282E-16 7.466E-11 1.265E-13 2.081E-17 4.912E-07 7.778E-07 2.400E-07
   5.500E+05 5.024E+05 1.452E+19 2.934E+05 2.816E+05 5.156E+07 0.000E+00 2.240E-11 4.117E-11 1.483E-04 7.808E-06 2.393E-08 4.710E-04 3.398E+15 8.529E+06 1.263E-01 3.532E-08 9.077E-10 5.873E-13 1.846E-11 3.247E-12 5.438E-12 2.081E-17 8.917E-10 1.658E-14 1.601E-15 7.107E-11 2.264E-13 2.114E-17 4.901E-07 7.727E-07 2.306E-07
   6.500E+05 4.376E+05 1.303E+19 1.727E+05 2.181E+05 7.165E+07 0.000E+00 2.893E-11 8.375E-11 1.618E-04 8.539E-06 3.400E-08 2.000E-04 3.093E+15 8.517E+06 1.938E-01 4.785E-08 1.450E-09 6.538E-13 1.677E-11 4.188E-12 6.268E-12 2.114E-17 6.951E-10 2.176E-14 5.527E-15 6.779E-11 3.825E-13 2.044E-17 4.894E-07 7.686E-07 2.209E-07
   7.500E+05 3.796E+05 1.166E+19 8.554E+04 1.499E+05 9.450E+07 9.451-107 3.733E-11 1.706E-10 1.778E-04 9.340E-06 4.561E-08 7.540E-05 2.802E+15 8.314E+06 2.820E-01 6.292E-08 2.208E-09 7.132E-13 1.437E-11 6.118E-12 7.865E-12 2.044E-17 4.952E-10 2.908E-14 2.084E-14 6.682E-11 6.139E-13 1.911E-17 4.889E-07 7.652E-07 2.112E-07
   8.500E+05 3.277E+05 1.040E+19 3.501E+04 8.971E+04 1.190E+08 2.069E-44 4.806E-11 3.501E-10 1.977E-04 1.024E-05 5.789E-08 2.465E-05 2.522E+15 8.007E+06 3.923E-01 8.051E-08 3.214E-09 7.701E-13 1.151E-11 9.673E-12 1.022E-11 1.911E-17 3.178E-10 3.794E-14 6.178E-14 6.744E-11 9.447E-13 1.685E-17 4.886E-07 7.623E-07 2.018E-07
   9.500E+05 2.816E+05 9.224E+18 1.143E+04 3.999E+04 1.451E+08 2.039E-25 6.155E-11 6.527E-10 2.235E-04 1.127E-05 7.036E-08 6.643E-06 2.251E+15 7.341E+06 5.308E-01 1.005E-07 4.449E-09 7.959E-13 8.228E-12 1.618E-11 1.341E-11 1.685E-17 1.776E-10 4.615E-14 1.163E-13 6.746E-11 1.427E-12 1.331E-17 4.884E-07 7.596E-07 1.924E-07
