
     Z         PRESS      DEN     ProOH1    ProOH25    ProO3D    PO2D       PO2      PH2O      PO3D      PH2O2     FO3      FH2O      NumO2      NumOH      NumO1D     PN2O     PCH3CL
   7.750E+06 1.390E+00 4.266E+13 6.545E-04 2.127E-01 1.346E+02 1.425E-06 1.124E-07 5.624E-06 2.810E-03 4.054E-05 1.123E-09 8.863E-10 4.210E+10 8.120E+00 5.016E+01 4.695E-07 1.018E-07
   7.850E+06 1.210E+00 3.576E+13 4.633E-04 1.538E-01 7.083E+01 1.491E-06 1.169E-07 5.650E-06 2.818E-03 4.054E-05 7.030E-10 7.614E-10 3.290E+10 5.322E+00 4.983E+01 4.695E-07 1.019E-07
   7.950E+06 1.059E+00 3.005E+13 3.259E-04 1.116E-01 3.698E+01 1.546E-06 1.208E-07 5.670E-06 2.826E-03 4.054E-05 4.355E-10 6.549E-10 2.574E+10 3.888E+00 4.900E+01 4.696E-07 1.019E-07
   8.050E+06 9.326E-01 2.529E+13 2.280E-04 8.111E-02 1.902E+01 1.591E-06 1.240E-07 5.687E-06 2.835E-03 4.054E-05 2.653E-10 5.641E-10 2.014E+10 3.438E+00 4.783E+01 4.696E-07 1.019E-07
   8.150E+06 8.255E-01 2.144E+13 1.598E-04 5.948E-02 9.979E+00 1.627E-06 1.267E-07 5.700E-06 2.840E-03 4.054E-05 1.639E-10 4.867E-10 1.586E+10 3.707E+00 4.630E+01 4.696E-07 1.019E-07
   8.250E+06 7.344E-01 1.830E+13 1.124E-04 4.400E-02 5.343E+00 1.657E-06 1.289E-07 5.710E-06 2.842E-03 4.054E-05 1.027E-10 4.210E-10 1.256E+10 4.548E+00 4.452E+01 4.696E-07 1.020E-07
   8.350E+06 6.565E-01 1.570E+13 7.921E-05 3.279E-02 2.889E+00 1.678E-06 9.712E-08 5.719E-06 2.844E-03 4.054E-05 6.471E-11 3.652E-10 1.000E+10 6.007E+00 4.255E+01 4.696E-07 1.020E-07
   8.450E+06 5.895E-01 1.352E+13 5.614E-05 2.460E-02 1.572E+00 1.697E-06 9.837E-08 5.726E-06 2.846E-03 4.054E-05 4.086E-11 3.179E-10 7.990E+09 8.194E+00 4.060E+01 4.696E-07 1.020E-07
   8.550E+06 5.318E-01 1.171E+13 4.008E-05 1.864E-02 8.726E-01 1.713E-06 9.939E-08 5.731E-06 2.847E-03 4.054E-05 2.617E-11 2.777E-10 6.422E+09 1.098E+01 3.860E+01 4.696E-07 1.020E-07
   8.650E+06 4.816E-01 1.020E+13 2.883E-05 1.425E-02 4.940E-01 1.726E-06 1.002E-07 5.736E-06 2.849E-03 4.054E-05 1.699E-11 2.436E-10 5.192E+09 1.432E+01 3.662E+01 4.696E-07 1.020E-07
   8.750E+06 4.377E-01 8.935E+12 2.092E-05 1.101E-02 2.850E-01 1.736E-06 1.009E-07 5.739E-06 2.851E-03 4.054E-05 1.119E-11 2.146E-10 4.221E+09 1.814E+01 3.466E+01 4.696E-07 1.020E-07
   8.850E+06 3.993E-01 7.873E+12 1.533E-05 8.593E-03 1.688E-01 1.745E-06 1.015E-07 5.742E-06 2.853E-03 4.054E-05 7.515E-12 1.901E-10 3.455E+09 2.202E+01 3.276E+01 4.696E-07 1.020E-07
   8.950E+06 3.653E-01 6.971E+12 1.134E-05 6.777E-03 1.020E-01 1.752E-06 1.019E-07 5.745E-06 2.855E-03 4.054E-05 5.128E-12 1.692E-10 2.843E+09 2.591E+01 3.092E+01 4.696E-07 1.020E-07
   9.050E+06 3.351E-01 6.197E+12 8.470E-06 5.395E-03 6.264E-02 1.758E-06 1.023E-07 5.747E-06 2.856E-03 4.054E-05 3.539E-12 1.515E-10 2.351E+09 2.984E+01 2.917E+01 4.696E-07 1.020E-07
   9.150E+06 3.083E-01 5.529E+12 6.385E-06 4.336E-03 3.919E-02 1.763E-06 1.026E-07 5.748E-06 2.871E-03 4.054E-05 2.469E-12 1.364E-10 1.952E+09 3.372E+01 2.750E+01 4.696E-07 1.020E-07
   9.250E+06 2.844E-01 4.950E+12 4.859E-06 3.519E-03 2.495E-02 1.767E-06 1.029E-07 5.750E-06 2.899E-03 4.054E-05 1.739E-12 1.237E-10 1.627E+09 3.750E+01 2.592E+01 4.696E-07 1.020E-07
   9.350E+06 2.629E-01 4.446E+12 3.734E-06 2.884E-03 1.615E-02 1.771E-06 1.031E-07 5.751E-06 2.936E-03 4.054E-05 1.237E-12 1.128E-10 1.361E+09 4.118E+01 2.442E+01 4.696E-07 1.020E-07
   9.450E+06 2.435E-01 4.022E+12 2.909E-06 2.398E-03 1.087E-02 1.774E-06 1.033E-07 5.752E-06 2.974E-03 4.054E-05 9.087E-13 1.036E-10 1.148E+09 4.303E+01 2.297E+01 4.696E-07 1.020E-07
   9.550E+06 2.260E-01 3.649E+12 2.289E-06 2.013E-03 7.417E-03 1.776E-06 1.035E-07 5.753E-06 3.017E-03 4.054E-05 6.738E-13 9.591E-11 9.704E+08 4.474E+01 2.160E+01 4.696E-07 1.020E-07
   9.650E+06 2.101E-01 3.318E+12 1.818E-06 1.708E-03 5.059E-03 1.778E-06 1.036E-07 5.754E-06 3.034E-03 4.054E-05 5.025E-13 8.945E-11 8.221E+08 4.665E+01 2.030E+01 4.696E-07 1.020E-07
   9.750E+06 1.956E-01 3.023E+12 1.458E-06 1.463E-03 3.456E-03 1.780E-06 1.037E-07 5.754E-06 3.034E-03 4.054E-05 3.768E-13 8.409E-11 6.976E+08 4.898E+01 1.906E+01 4.696E-07 1.020E-07
   9.850E+06 1.824E-01 2.760E+12 1.181E-06 1.266E-03 2.378E-03 1.782E-06 1.038E-07 5.755E-06 3.034E-03 4.054E-05 2.839E-13 7.972E-11 5.928E+08 5.204E+01 1.788E+01 4.696E-07 1.020E-07
   9.950E+06 1.704E-01 2.525E+12 9.647E-07 1.108E-03 1.667E-03 1.783E-06 1.039E-07 5.755E-06 3.034E-03 4.054E-05 2.176E-13 7.623E-11 5.041E+08 5.623E+01 1.675E+01 4.696E-07 1.020E-07
