
     Z         PRESS      DEN     ProOH1    ProOH25    ProO3D    PO2D       PO2      PH2O      PO3D      PH2O2     FO3      FH2O      NumO2      NumOH      NumO1D     PN2O     PCH3CL      FOH      FHO2      FNO     FNO2      FH    FH2O2     FNO3    FN2O5    FHNO3      FO       FN      FH2     FCH4    FN2O
   5.000E+04 9.554E+05 2.452E+19 6.093E+05 2.511E+04 5.921E+06 0.000E+00 2.411E-13 1.106E-13 2.906E-05 3.282E-06 8.308E-09 9.263E-03 5.217E+16 4.409E+06 8.132E-03 3.374E-10 3.935E-12 1.798E-13 1.271E-11 6.030E-12 1.414E-11 6.558E-19 8.856E-10 8.434E-15 1.077E-16 9.473E-11 2.200E-15 6.007E-19 5.000E-07 8.080E-07 2.730E-07
   1.500E+05 8.455E+05 2.213E+19 4.786E+05 3.624E+04 6.823E+06 0.000E+00 4.443E-13 2.680E-13 3.217E-05 3.591E-06 9.583E-09 6.109E-03 4.718E+16 3.732E+06 1.068E-02 6.862E-10 9.844E-12 1.686E-13 1.177E-11 2.037E-12 4.448E-12 6.007E-19 8.683E-10 6.042E-15 3.691E-17 8.349E-11 3.011E-15 7.030E-19 4.985E-07 8.027E-07 2.709E-07
   2.500E+05 7.466E+05 1.987E+19 4.305E+05 4.985E+04 8.873E+06 0.000E+00 7.256E-13 6.058E-13 3.491E-05 3.869E-06 1.279E-08 4.141E-03 4.245E+16 3.923E+06 1.572E-02 1.245E-09 2.182E-11 1.974E-13 1.203E-11 1.280E-12 2.775E-12 7.030E-19 8.485E-10 5.969E-15 3.358E-17 7.703E-11 4.892E-15 8.174E-19 4.974E-07 7.982E-07 2.685E-07
   3.500E+05 6.578E+05 1.787E+19 3.585E+05 5.889E+04 1.226E+07 0.000E+00 1.114E-12 1.343E-12 3.702E-05 4.123E-06 1.854E-08 2.455E-03 3.824E+16 4.122E+06 2.445E-02 2.123E-09 4.480E-11 2.307E-13 1.229E-11 1.253E-12 2.717E-12 8.174E-19 8.048E-10 6.896E-15 6.418E-17 7.405E-11 8.498E-15 9.259E-19 4.965E-07 7.944E-07 2.659E-07
   4.500E+05 5.780E+05 1.606E+19 2.741E+05 6.266E+04 1.686E+07 0.000E+00 1.638E-12 2.887E-12 3.878E-05 4.360E-06 2.708E-08 1.352E-03 3.443E+16 4.226E+06 3.757E-02 3.441E-09 8.545E-11 2.632E-13 1.232E-11 1.454E-12 3.133E-12 9.259E-19 7.372E-10 8.524E-15 1.665E-16 7.272E-11 1.477E-14 9.774E-19 4.959E-07 7.913E-07 2.631E-07
   5.500E+05 5.063E+05 1.442E+19 1.825E+05 5.735E+04 2.234E+07 0.000E+00 2.318E-12 5.877E-12 4.026E-05 4.584E-06 3.849E-08 6.767E-04 3.098E+16 4.080E+06 5.528E-02 5.298E-09 1.507E-10 2.829E-13 1.177E-11 1.768E-12 3.692E-12 9.774E-19 6.435E-10 1.040E-14 4.792E-16 7.100E-11 2.476E-14 9.537E-19 4.955E-07 7.888E-07 2.601E-07
   6.500E+05 4.419E+05 1.294E+19 1.041E+05 4.490E+04 2.827E+07 0.000E+00 3.174E-12 1.137E-11 4.154E-05 4.802E-06 5.258E-08 3.052E-04 2.784E+16 3.689E+06 7.736E-02 7.746E-09 2.466E-10 2.851E-13 1.061E-11 2.106E-12 4.129E-12 9.537E-19 5.296E-10 1.212E-14 1.387E-15 6.770E-11 3.966E-14 8.717E-19 4.953E-07 7.869E-07 2.569E-07
   7.500E+05 3.843E+05 1.159E+19 5.040E+04 2.993E+04 3.414E+07 3.946-141 4.224E-12 2.104E-11 4.273E-05 5.016E-06 6.894E-08 1.228E-04 2.497E+16 3.174E+06 1.032E-01 1.081E-08 3.787E-10 2.739E-13 9.072E-12 2.656E-12 4.729E-12 8.717E-19 4.102E-10 1.395E-14 4.558E-15 6.377E-11 6.083E-14 7.656E-19 4.952E-07 7.853E-07 2.535E-07
   8.500E+05 3.327E+05 1.035E+19 2.032E+04 1.656E+04 3.953E+07 1.716E-65 5.488E-12 3.726E-11 4.394E-05 5.230E-06 8.693E-08 4.295E-05 2.232E+16 2.674E+06 1.320E-01 1.448E-08 5.495E-10 2.584E-13 7.422E-12 3.839E-12 5.992E-12 7.656E-19 3.011E-10 1.643E-14 1.730E-14 6.083E-11 8.985E-14 6.691E-19 4.952E-07 7.840E-07 2.500E-07
   9.500E+05 2.868E+05 9.200E+18 6.645E+03 7.129E+03 4.450E+07 3.170E-41 6.992E-12 6.175E-11 4.530E-05 5.447E-06 1.068E-07 1.255E-05 1.985E+16 2.265E+06 1.648E-01 1.876E-08 7.589E-10 2.462E-13 5.848E-12 6.018E-12 8.068E-12 6.691E-19 2.111E-10 1.963E-14 5.367E-14 5.943E-11 1.306E-13 5.775E-19 4.951E-07 7.827E-07 2.462E-07
