
     Z         PRESS      DEN     ProOH1    ProOH25    ProO3D    PO2D       PO2      PH2O      PO3D      PH2O2     FO3      FH2O      NumO2      NumOH      NumO1D     PN2O     PCH3CL
   5.000E+04 9.538E+05 2.404E+19 1.533E+05 2.728E-31 1.263E+06 0.000E+00 4.822E-47 8.694E-49 2.509E-06 1.552E-06 2.093E-08 1.305E-02 7.672E+18 1.801E+06 1.488E-03 1.561E-44 1.795E-48
   1.500E+05 8.464E+05 2.158E+19 1.333E+05 5.270E-28 1.373E+06 0.000E+00 4.756E-44 2.403E-45 2.785E-06 1.709E-06 2.285E-08 1.016E-02 6.885E+18 1.607E+06 1.846E-03 2.320E-41 2.074E-44
   2.500E+05 7.497E+05 1.950E+19 9.636E+04 7.245E-25 1.476E+06 0.000E+00 4.412E-41 5.615E-42 2.986E-06 1.853E-06 2.535E-08 6.619E-03 6.221E+18 1.536E+06 2.257E-03 3.242E-38 1.047E-40
   3.500E+05 6.625E+05 1.754E+19 7.026E+04 6.687E-22 1.578E+06 0.000E+00 3.148E-38 8.623E-39 3.164E-06 1.988E-06 2.844E-08 4.422E-03 5.596E+18 1.569E+06 2.727E-03 3.207E-35 2.335E-37
   4.500E+05 5.841E+05 1.577E+19 4.484E+04 3.384E-19 1.653E+06 0.000E+00 1.487E-35 8.093E-36 3.272E-06 2.114E-06 3.203E-08 2.652E-03 5.032E+18 1.574E+06 3.213E-03 1.986E-32 2.487E-34
   5.500E+05 5.137E+05 1.418E+19 2.536E+04 3.709E-16 1.690E+06 0.000E+00 4.488E-33 1.802E-32 3.319E-06 2.231E-06 3.592E-08 1.452E-03 4.524E+18 1.550E+06 3.670E-03 8.317E-30 2.237E-31
   6.500E+05 4.504E+05 1.274E+19 1.260E+04 2.384E-12 1.680E+06 0.000E+00 2.316E-30 2.590E-28 3.304E-06 2.340E-06 3.991E-08 7.226E-04 4.066E+18 1.454E+06 4.054E-03 1.869E-26 1.742E-27
   7.500E+05 3.935E+05 1.144E+19 5.394E+03 8.188E-10 1.622E+06 0.000E+00 1.271E-27 2.238E-25 3.231E-06 2.442E-06 4.389E-08 3.198E-04 3.650E+18 1.267E+06 4.335E-03 1.501E-23 1.485E-24
   8.500E+05 3.426E+05 1.025E+19 1.967E+03 3.816E-08 1.522E+06 0.000E+00 1.488E-25 2.991E-23 3.101E-06 2.536E-06 4.790E-08 1.245E-04 3.271E+18 1.040E+06 4.499E-03 1.995E-21 1.983E-22
   9.500E+05 2.970E+05 9.157E+18 5.897E+02 4.617E-07 1.400E+06 0.000E+00 5.622E-24 1.240E-21 2.927E-06 2.623E-06 5.225E-08 4.068E-05 2.922E+18 8.509E+05 4.582E-03 8.286E-20 8.222E-21
   1.050E+06 2.563E+05 8.142E+18 1.278E+02 1.798E-06 1.309E+06 0.000E+00 1.006E-22 2.334E-20 2.736E-06 2.703E-06 5.876E-08 9.461E-06 2.598E+18 6.868E+05 4.761E-03 1.573E-18 1.552E-19
   1.150E+06 2.203E+05 7.190E+18 1.250E+02 1.656E-05 1.329E+06 0.000E+00 1.120E-21 2.519E-19 2.544E-06 2.776E-06 7.267E-08 9.143E-06 2.294E+18 5.271E+05 5.415E-03 1.734E-17 1.685E-18
   1.250E+06 1.887E+05 6.298E+18 1.351E+02 9.563E-05 1.569E+06 0.000E+00 9.541E-21 1.807E-18 2.394E-06 2.843E-06 1.041E-07 8.401E-06 2.010E+18 3.293E+05 7.226E-03 1.306E-16 1.226E-17
   1.350E+06 1.611E+05 5.474E+18 1.509E+02 3.573E-04 2.153E+06 0.000E+00 7.079E-20 9.524E-18 2.332E-06 2.905E-06 1.686E-07 6.853E-06 1.747E+18 2.013E+05 1.132E-02 7.595E-16 6.667E-17
   1.450E+06 1.372E+05 4.731E+18 1.629E+02 9.916E-04 3.047E+06 0.000E+00 4.766E-19 4.002E-17 2.300E-06 2.962E-06 2.800E-07 5.237E-06 1.510E+18 1.476E+05 1.842E-02 3.793E-15 2.976E-16
   1.550E+06 1.165E+05 4.070E+18 1.804E+02 2.490E-03 4.152E+06 0.000E+00 2.859E-18 1.435E-16 2.302E-06 3.017E-06 4.431E-07 4.263E-06 1.299E+18 1.278E+05 2.900E-02 1.743E-14 1.179E-15
   1.650E+06 9.884E+04 3.485E+18 2.100E+02 6.128E-03 5.434E+06 0.000E+00 1.494E-17 4.631E-16 2.356E-06 3.070E-06 6.619E-07 3.797E-06 1.112E+18 1.241E+05 4.415E-02 7.523E-14 4.363E-15
