
     Z         PRESS      DEN     ProOH1    ProOH25    ProO3D    PO2D       PO2      PH2O      PO3D      PH2O2     FO3      FH2O      NumO2      NumOH      NumO1D     PN2O     PCH3CL
   5.000E+04 9.538E+05 2.404E+19 2.432E+05 1.371E-26 2.003E+06 0.000E+00 6.311E-43 4.370E-44 4.146E-06 2.284E-06 2.010E-08 1.305E-02 7.672E+18 2.544E+06 2.360E-03 3.684E-40 3.547E-43
   1.500E+05 8.464E+05 2.158E+19 2.065E+05 1.570E-23 2.128E+06 0.000E+00 5.145E-40 7.162E-41 4.496E-06 2.459E-06 2.193E-08 1.016E-02 6.885E+18 2.229E+06 2.860E-03 4.137E-37 1.211E-39
   2.500E+05 7.497E+05 1.950E+19 1.478E+05 1.040E-20 2.263E+06 0.000E+00 3.214E-37 8.061E-38 4.712E-06 2.610E-06 2.463E-08 6.619E-03 6.221E+18 2.114E+06 3.461E-03 3.332E-34 2.068E-36
   3.500E+05 6.625E+05 1.754E+19 1.074E+05 4.278E-18 2.413E+06 0.000E+00 1.281E-34 5.517E-35 4.883E-06 2.743E-06 2.817E-08 4.422E-03 5.596E+18 2.137E+06 4.169E-03 1.656E-31 1.724E-33
   4.500E+05 5.841E+05 1.577E+19 6.852E+04 9.519E-16 2.526E+06 0.000E+00 3.164E-32 2.277E-32 4.940E-06 2.858E-06 3.243E-08 2.652E-03 5.032E+18 2.110E+06 4.909E-03 4.990E-29 7.501E-31
   5.500E+05 5.137E+05 1.418E+19 3.874E+04 1.917E-13 2.583E+06 0.000E+00 4.910E-30 9.312E-30 4.902E-06 2.957E-06 3.716E-08 1.452E-03 4.524E+18 2.039E+06 5.608E-03 9.434E-27 2.038E-28
   6.500E+05 4.504E+05 1.274E+19 1.924E+04 1.917E-10 2.565E+06 0.000E+00 5.977E-28 2.083E-26 4.778E-06 3.044E-06 4.213E-08 7.226E-04 4.066E+18 1.874E+06 6.189E-03 2.371E-24 1.569E-25
   7.500E+05 3.935E+05 1.144E+19 8.225E+03 3.009E-08 2.474E+06 0.000E+00 7.379E-26 8.225E-24 4.580E-06 3.119E-06 4.722E-08 3.198E-04 3.650E+18 1.603E+06 6.610E-03 6.150E-22 5.595E-23
   8.500E+05 3.426E+05 1.025E+19 2.996E+03 8.516E-07 2.319E+06 0.000E+00 4.472E-24 6.676E-22 4.312E-06 3.184E-06 5.247E-08 1.245E-04 3.271E+18 1.299E+06 6.853E-03 4.746E-20 4.494E-21
   9.500E+05 2.970E+05 9.157E+18 8.988E+02 7.189E-06 2.134E+06 0.000E+00 1.207E-22 1.930E-20 3.999E-06 3.240E-06 5.828E-08 4.068E-05 2.922E+18 1.049E+06 6.984E-03 1.380E-18 1.303E-19
   1.050E+06 2.563E+05 8.142E+18 1.962E+02 2.112E-05 2.010E+06 0.000E+00 1.844E-21 2.741E-19 3.678E-06 3.288E-06 6.713E-08 9.461E-06 2.598E+18 8.227E+05 7.312E-03 2.037E-17 1.872E-18
   1.150E+06 2.203E+05 7.190E+18 1.966E+02 1.541E-04 2.090E+06 0.000E+00 1.983E-20 2.344E-18 3.370E-06 3.330E-06 8.629E-08 9.143E-06 2.294E+18 6.098E+05 8.515E-03 1.894E-16 1.643E-17
   1.250E+06 1.887E+05 6.298E+18 2.203E+02 7.318E-04 2.557E+06 0.000E+00 1.698E-19 1.383E-17 3.123E-06 3.366E-06 1.300E-07 8.401E-06 2.010E+18 3.757E+05 1.178E-02 1.297E-15 1.021E-16
   1.350E+06 1.611E+05 5.474E+18 2.534E+02 2.328E-03 3.614E+06 0.000E+00 1.202E-18 6.205E-17 2.993E-06 3.398E-06 2.206E-07 6.853E-06 1.747E+18 2.403E+05 1.900E-02 7.287E-15 5.003E-16
   1.450E+06 1.372E+05 4.731E+18 2.774E+02 5.703E-03 5.189E+06 0.000E+00 7.076E-18 2.302E-16 2.904E-06 3.428E-06 3.777E-07 5.237E-06 1.510E+18 1.818E+05 3.136E-02 3.577E-14 2.111E-15
   1.550E+06 1.165E+05 4.070E+18 3.077E+02 1.308E-02 7.082E+06 0.000E+00 3.488E-17 7.538E-16 2.858E-06 3.456E-06 6.088E-07 4.263E-06 1.299E+18 1.578E+05 4.947E-02 1.564E-13 8.072E-15
   1.650E+06 9.884E+04 3.485E+18 3.567E+02 3.015E-02 9.230E+06 0.000E+00 1.461E-16 2.278E-15 2.878E-06 3.485E-06 9.202E-07 3.798E-06 1.112E+18 1.520E+05 7.498E-02 6.095E-13 2.846E-14
   1.750E+06 8.374E+04 2.967E+18 4.537E+02 7.358E-02 1.167E+07 0.000E+00 5.287E-16 6.487E-15 3.002E-06 3.516E-06 1.310E-06 3.824E-06 9.467E+17 1.636E+05 1.111E-01 2.112E-12 9.226E-14
   1.850E+06 7.093E+04 2.512E+18 5.708E+02 1.692E-01 1.456E+07 0.000E+00 1.679E-15 1.749E-14 3.260E-06 3.550E-06 1.778E-06 3.854E-06 8.015E+17 1.845E+05 1.638E-01 6.526E-12 2.735E-13
   1.950E+06 6.009E+04 2.122E+18 7.108E+02 3.669E-01 1.797E+07 0.000E+00 4.749E-15 4.449E-14 3.644E-06 3.588E-06 2.324E-06 3.887E-06 6.771E+17 2.144E+05 2.396E-01 1.811E-11 7.406E-13
   2.050E+06 5.094E+04 1.794E+18 8.726E+02 7.503E-01 2.185E+07 0.000E+00 1.216E-14 1.066E-13 4.143E-06 3.632E-06 2.940E-06 3.923E-06 5.724E+17 2.537E+05 3.451E-01 4.566E-11 1.840E-12
   2.150E+06 4.320E+04 1.518E+18 1.062E+03 1.448E+00 2.634E+07 0.000E+00 2.857E-14 2.410E-13 4.777E-06 3.683E-06 3.632E-06 3.960E-06 4.844E+17 3.051E+05 4.920E-01 1.058E-10 4.229E-12
   2.250E+06 3.665E+04 1.286E+18 1.288E+03 2.648E+00 3.164E+07 0.000E+00 6.239E-14 5.153E-13 5.588E-06 3.742E-06 4.404E-06 3.998E-06 4.102E+17 3.728E+05 6.984E-01 2.275E-10 9.061E-12
   2.350E+06 3.110E+04 1.089E+18 1.562E+03 4.603E+00 3.798E+07 1.501-156 1.278E-13 1.047E-12 6.634E-06 3.811E-06 5.258E-06 4.037E-06 3.474E+17 4.626E+05 9.908E-01 4.585E-10 1.823E-11
   2.450E+06 2.641E+04 9.216E+17 1.895E+03 7.637E+00 4.560E+07 7.565-137 2.475E-13 2.033E-12 7.988E-06 3.893E-06 6.195E-06 4.077E-06 2.941E+17 5.813E+05 1.407E+00 8.717E-10 3.468E-11
   2.550E+06 2.244E+04 7.796E+17 2.300E+03 1.215E+01 5.476E+07 3.302-119 4.560E-13 3.784E-12 9.743E-06 3.991E-06 7.209E-06 4.118E-06 2.488E+17 7.370E+05 2.002E+00 1.572E-09 6.268E-11
   2.650E+06 1.908E+04 6.591E+17 2.788E+03 1.859E+01 6.565E+07 3.594-104 8.032E-13 6.779E-12 1.202E-05 4.108E-06 8.287E-06 4.160E-06 2.103E+17 9.380E+05 2.846E+00 2.703E-09 1.081E-10
   2.750E+06 1.624E+04 5.570E+17 3.362E+03 2.745E+01 7.828E+07 2.447E-91 1.357E-12 1.172E-11 1.496E-05 4.251E-06 9.392E-06 4.204E-06 1.777E+17 1.192E+06 4.028E+00 4.443E-09 1.785E-10
   2.850E+06 1.385E+04 4.709E+17 4.018E+03 3.918E+01 9.246E+07 2.265E-80 2.207E-12 1.958E-11 1.874E-05 4.425E-06 1.048E-05 4.249E-06 1.502E+17 1.505E+06 5.649E+00 7.002E-09 2.830E-10
   2.950E+06 1.182E+04 3.983E+17 4.748E+03 5.414E+01 1.079E+08 5.488E-71 3.459E-12 3.165E-11 2.356E-05 4.636E-06 1.150E-05 4.295E-06 1.271E+17 1.883E+06 7.829E+00 1.060E-08 4.311E-10
   3.050E+06 1.011E+04 3.370E+17 5.523E+03 7.243E+01 1.240E+08 6.055E-63 5.232E-12 4.948E-11 2.970E-05 4.893E-06 1.239E-05 4.344E-06 1.075E+17 2.326E+06 1.068E+01 1.541E-08 6.322E-10
   3.150E+06 8.656E+03 2.853E+17 6.309E+03 9.388E+01 1.398E+08 4.846E-56 7.645E-12 7.490E-11 3.743E-05 5.201E-06 1.309E-05 4.393E-06 9.103E+16 2.838E+06 1.429E+01 2.158E-08 8.934E-10
   3.250E+06 7.428E+03 2.420E+17 7.057E+03 1.181E+02 1.544E+08 4.162E-50 1.080E-11 1.098E-10 4.695E-05 5.565E-06 1.359E-05 4.442E-06 7.720E+16 3.414E+06 1.870E+01 2.913E-08 1.218E-09
   3.350E+06 6.386E+03 2.058E+17 7.743E+03 1.445E+02 1.673E+08 5.331E-45 1.479E-11 1.563E-10 5.844E-05 5.987E-06 1.391E-05 4.493E-06 6.565E+16 4.059E+06 2.394E+01 3.798E-08 1.608E-09
   3.450E+06 5.498E+03 1.756E+17 8.374E+03 1.726E+02 1.788E+08 1.340E-40 1.967E-11 2.163E-10 7.211E-05 6.470E-06 1.412E-05 4.542E-06 5.603E+16 4.791E+06 3.008E+01 4.802E-08 2.061E-09
   3.550E+06 4.739E+03 1.505E+17 8.984E+03 2.019E+02 1.896E+08 8.337E-37 2.550E-11 2.923E-10 8.824E-05 7.019E-06 1.428E-05 4.590E-06 4.801E+16 5.632E+06 3.733E+01 5.909E-08 2.573E-09
   3.650E+06 4.087E+03 1.295E+17 9.622E+03 2.323E+02 2.011E+08 1.557E-33 3.238E-11 3.870E-10 1.073E-04 7.639E-06 1.448E-05 4.636E-06 4.131E+16 6.623E+06 4.604E+01 7.105E-08 3.145E-09
   3.750E+06 3.526E+03 1.118E+17 1.033E+04 2.635E+02 2.139E+08 1.031E-30 4.045E-11 5.040E-10 1.299E-04 8.343E-06 1.474E-05 4.679E-06 3.565E+16 7.809E+06 5.675E+01 8.381E-08 3.773E-09
   3.850E+06 3.041E+03 9.671E+16 1.116E+04 2.958E+02 2.293E+08 2.783E-28 4.990E-11 6.482E-10 1.573E-04 9.148E-06 1.507E-05 4.718E-06 3.085E+16 9.255E+06 7.020E+01 9.727E-08 4.461E-09
   3.950E+06 2.621E+03 8.387E+16 1.215E+04 3.293E+02 2.480E+08 3.451E-26 6.100E-11 8.260E-10 1.914E-04 1.008E-05 1.545E-05 4.753E-06 2.675E+16 1.104E+07 8.733E+01 1.114E-07 5.207E-09
   4.050E+06 2.257E+03 7.278E+16 1.332E+04 3.638E+02 2.704E+08 2.182E-24 7.410E-11 1.045E-09 2.357E-04 1.118E-05 1.577E-05 4.784E-06 2.321E+16 1.324E+07 1.094E+02 1.260E-07 6.014E-09
   4.150E+06 1.941E+03 6.316E+16 1.469E+04 3.990E+02 2.968E+08 7.688E-23 8.949E-11 1.313E-09 2.960E-04 1.249E-05 1.587E-05 4.811E-06 2.014E+16 1.592E+07 1.378E+02 1.410E-07 6.877E-09
   4.250E+06 1.667E+03 5.476E+16 1.622E+04 4.338E+02 3.267E+08 1.630E-21 1.073E-10 1.639E-09 3.832E-04 1.407E-05 1.557E-05 4.832E-06 1.746E+16 1.906E+07 1.743E+02 1.560E-07 7.788E-09
   4.350E+06 1.429E+03 4.741E+16 1.774E+04 4.668E+02 3.566E+08 2.224E-20 1.273E-10 2.031E-09 5.120E-04 1.600E-05 1.469E-05 4.848E-06 1.512E+16 2.241E+07 2.188E+02 1.706E-07 8.733E-09
   4.450E+06 1.224E+03 4.099E+16 1.877E+04 4.965E+02 3.768E+08 2.069E-19 1.485E-10 2.493E-09 6.954E-04 1.829E-05 1.322E-05 4.859E-06 1.307E+16 2.530E+07 2.663E+02 1.843E-07 9.692E-09
   4.550E+06 1.047E+03 3.538E+16 1.867E+04 5.216E+02 3.750E+08 1.383E-18 1.697E-10 3.032E-09 9.309E-04 2.085E-05 1.139E-05 4.862E-06 1.128E+16 2.687E+07 3.059E+02 1.967E-07 1.065E-08
   4.650E+06 8.940E+02 3.049E+16 1.730E+04 5.413E+02 3.481E+08 6.988E-18 1.895E-10 3.653E-09 1.197E-03 2.348E-05 9.543E-06 4.860E-06 9.722E+15 2.686E+07 3.282E+02 2.078E-07 1.160E-08
