  94)     HO2NO2   +  HV        =    HO2      +  NO2                 
  95)     HO2NO2   +  HV        =    HO2      +  NO2                 
  96)     CH3OOH   +  OH        =    CH3O2    +  H2O                 
  97)     CH3O2    +  OH        =    H3CO     +  HO2                 
  98)     O3       +  NO2       =    O2       +  NO3                 
  99)     NO2      +  NO3       =    NO       +  NO2         O2      
 100)     O        +  NO3       =    O2       +  NO2                 
 101)     CH3CL    +  HV        =    CH3      +  CL                  
 102)     NO       +  NO3       =    NO2      +  NO2                 
 103)     OH       +  NO3       =    HO2      +  NO2                 
 104)     CH3CL    +  OH        =    CLO      +  H2CO        H2O     
 105)     CL       +  O3        =    CLO      +  O2                  
 106)     CL       +  H2        =    HCL      +  H                   
 107)     CL       +  CH4       =    HCL      +  CH3                 
 108)     CL       +  CH3CL     =    CLO      +  H2CO        HCL     
 109)     CL       +  H2CO      =    HCL      +  HCO                 
 110)     CL       +  H2O2      =    HCL      +  HO2                 
 111)     CL       +  HO2       =    HCL      +  O2                  
 112)     CL       +  HO2       =    CLO      +  OH                  
 113)     CL       +  CLONO2    =    CL       +  CL          NO2     
 114)     CL       +  NO        =    NOCL     +                      
 115)     CL       +  NO2       =    CLONO    +                      
 116)     CL       +  NOCL      =    NO       +  CL2                 
 117)     CL       +  O2        =    CLO2     +                      
 118)     CL       +  CLO2      =    CL2      +  O2                  
 119)     CL       +  CLO2      =    CLO      +  CLO                 
 120)     CLO      +  O         =    CL       +  O2                  
 121)     CLO      +  NO        =    CL       +  NO2                 
 122)     CLO      +  NO2       =    CLONO2   +                      
 123)     CLO      +  HO2       =    HOCL     +  O2                  
 124)     CLO      +  OH        =    CL       +  HO2                 
 125)     HCL      +  OH        =    CL       +  H2O                 
 126)     HOCL     +  OH        =    CLO      +  H2O                 
 127)     CLONO2   +  OH        =    CL       +  HO2         NO2     
 128)     HCL      +  O         =    CL       +  OH                  
 129)     HOCL     +  O         =    CLO      +  OH                  
 130)     CLONO2   +  O         =    CL       +  O2          NO2     
 131)     CL2      +  OH        =    HOCL     +  CL                  
 132)     CL2      +  HV        =    CL       +  CL                  
 133)     CLO2     +  HV        =    CLO      +  O                   
 134)     HCL      +  HV        =    H        +  CL                  
 135)     HOCL     +  HV        =    OH       +  CL                  
 136)     NOCL     +  HV        =    CL       +  NO                  
 137)     CLONO    +  HV        =    CL       +  NO2                 
 138)     CLONO2   +  HV        =    CL       +  NO3                 
 139)     CLO2     +  HV        =    CL       +  O2                  
 140)     HO2      +  NO3       =    HNO3     +  O2                  
 141)     CLO      +  CLO       =    CL2O2    +                      
 142)     CL2O2    +  HV        =    CLO2     +  CL                  
 143)     CL2O2    +  HV        =    CLO      +  CLO                 
 144)     CLO2     +  HV        =    CL       +  O2                  
 145)     CL       +  NO3       =    CLO      +  NO2                 
 146)     CL       +  HOCL      =    CL2      +  OH                  
 147)     CLO      +  NO3       =    CLONO    +  O2                  
 148)     CLONO    +  OH        =    HOCL     +  NO2                 
 149)     CLO2     +  O         =    CLO      +  O2                  
 150)     NO2      +  O         =    NO3      +                      
 151)     NO3      +  HV        =    NO2      +  O                   
 152)     NO3      +  NO2       =    N2O5     +                      
 153)     N2O5     +  HV        =    NO2      +  NO3                 
 154)     N2O5     +  HV        =    NO2      +  NO3                 
 155)     N2O5     +  H2O       =    HNO3     +  HNO3                
 156)     SO       +  HV        =    S        +  O                   
 157)     SO2      +  HV        =    SO       +  O                   
 158)     H2S      +  HV        =    HS       +  H                   
 159)     SO       +  O2        =    O        +  SO2                 
 160)     SO       +  HO2       =    SO2      +  OH                  
 161)     SO       +  O         =    SO2      +                      
 162)     SO       +  OH        =    SO2      +  H                   
 163)     SO2      +  OH        =    HSO3     +                      
 164)     SO2      +  O         =    SO3      +                      
 165)     SO3      +  H2O       =    H2SO4    +                      
 166)     HSO3     +  O2        =    HO2      +  SO3                 
 167)     HSO3     +  OH        =    H2O      +  SO3                 
 168)     HSO3     +  H         =    H2       +  SO3                 
 169)     HSO3     +  O         =    OH       +  SO3                 
 170)     H2S      +  OH        =    H2O      +  HS                  
 171)     H2S      +  H         =    H2       +  HS                  
 172)     H2S      +  O         =    OH       +  HS                  
 173)     HS       +  O         =    H        +  SO                  
 174)     HS       +  O2        =    OH       +  SO                  
 175)     HS       +  HO2       =    H2S      +  O2                  
 176)     HS       +  HS        =    H2S      +  S                   
 177)     HS       +  HCO       =    H2S      +  CO                  
 178)     HS       +  H         =    H2       +  S                   
 179)     HS       +  S         =    H        +  S2                  
 180)     S        +  O2        =    SO       +  O                   
 181)     S        +  OH        =    SO       +  H                   
 182)     SO2      +  HV        =    S        +  O2                  
 183)     S        +  HO2       =    HS       +  O2                  
 184)     S        +  HO2       =    SO       +  OH                  
 185)     HS       +  H2CO      =    H2S      +  HCO                 
 186)     SO2      +  HV        =    SO21     +                      
 187)     SO2      +  HV        =    SO23     +                      
 188)     H2SO4    +  HV        =    SO2      +  OH          OH      
 189)     SO3      +  HV        =    SO2      +  O                   
 190)     SO21     +  M         =    SO23     +  M                   
 191)     SO21     +  M         =    SO2      +  M                   
 192)     SO21     +  HV        =    SO23     +  HV                  
 193)     SO21     +  HV        =    SO2      +  HV                  
 194)     SO21     +  O2        =    SO3      +  O                   
 195)     SO21     +  SO2       =    SO3      +  SO                  
 196)     SO23     +  M         =    SO2      +  M                   
 197)     SO23     +  HV        =    SO2      +  HV                  
 198)     SO23     +  SO2       =    SO3      +  SO                  
 199)     SO       +  NO2       =    SO2      +  NO                  
 200)     SO       +  O3        =    SO2      +  O2                  
 201)     SO2      +  HO2       =    SO3      +  OH                  
 202)     HS       +  O3        =    HSO      +  O2                  
 203)     HS       +  NO2       =    HSO      +  NO                  
 204)     S        +  O3        =    SO       +  O2                  
 205)     SO       +  SO        =    SO2      +  S                   
 206)     SO3      +  SO        =    SO2      +  SO2                 
 207)     S        +  CO2       =    SO       +  CO                  
 208)     SO       +  HO2       =    HSO      +  O2                  
 209)     SO       +  HCO       =    HSO      +  CO                  
 210)     H        +  SO        =    HSO      +                      
 211)     HSO      +  HV        =    HS       +  O                   
 212)     HSO      +  OH        =    H2O      +  SO                  
 213)     HSO      +  H         =    HS       +  OH                  
 214)     HSO      +  H         =    H2       +  SO                  
 215)     HSO      +  HS        =    H2S      +  SO                  
 216)     HSO      +  O         =    OH       +  SO                  
 217)     HSO      +  S         =    HS       +  SO                  
 218)     N2       +  O1D       =    N2O      +                      
 219)     N2O      +  H         =    NO       +  NO          H       
 220)     N2O      +  NO        =    NO2      +  N2                  
 221)     O1D      +  CO2       =    CO2      +  O                   
 222)     CO       +  O1D       =    CO2      +                      

H2CO                PRODUCTION RXS              INT RX RATE    TP =  1.50E+11
  60) CH4     + O1D     = H2CO    + H2           5.858E+07
  62) CH21    + O2      = H2CO    + O            8.482E+03
  66) CH23    + O2      = H2CO    + O            5.202E+08
  68) CH3     + OH      = H2CO    + H2           6.821E-09
  69) CH3     + O       = H2CO    + H            1.117E+05
  70) CH3     + O3      = H2CO    + HO2          5.600E+06
  74) H3CO    + O2      = H2CO    + HO2          1.493E+11
  75) H3CO    + O       = H2CO    + OH           1.154E+04
  76) H3CO    + OH      = H2CO    + H2O          5.879E+04
 104) CH3CL   + OH      = CLO     + H2CO    H2O  5.779E+08
 108) CL      + CH3CL   = CLO     + H2CO    HCL  4.362E+06

H2CO                   LOSS RXS                INT RX RATE    TL =  1.51E+11
  38) H2CO    + HV      = H2      + CO           3.912E+10
  39) H2CO    + HV      = HCO     + H            2.917E+10
  41) H2CO    + H       = H2      + HCO          4.299E+03
  45) H2CO    + OH      = H2O     + HCO          7.964E+10
  48) H2CO    + O       = HCO     + OH           5.394E+07
 109) CL      + H2CO    = HCL     + HCO          6.918E+08
 185) HS      + H2CO    = H2S     + HCO          5.946E+05

O                   PRODUCTION RXS              INT RX RATE    TP =  1.28E+15
   8) H       + HO2     = H2O     + O            4.118E+08
  20) OH      + OH      = H2O     + O            6.629E+09
  21) O1D     + N2      = O       + N2           5.068E+14
  22) O1D     + O2      = O       + O2           1.592E+12
  23) O2      + HV      = O       + O1D          3.800E+11
  24) O2      + HV      = O       + O            1.569E+12
  27) O3      + HV      = O2      + O            7.644E+14
  29) CO2     + HV      = CO      + O            5.131E+10
  50) HO2     + HV      = OH      + O            1.368E+10
  53) N2O     + HV      = N2      + O            5.345E+10
  56) NO      + HV      = N       + O            1.355E+07
  57) NO2     + HV      = NO      + O            1.316E+12
  62) CH21    + O2      = H2CO    + O            8.482E+03
  66) CH23    + O2      = H2CO    + O            5.202E+08
  79) N       + O2      = NO      + O            1.316E+06
  82) N       + NO      = N2      + O            7.098E+06
 133) CLO2    + HV      = CLO     + O            5.415E+05
 151) NO3     + HV      = NO2     + O            2.094E+10
 157) SO2     + HV      = SO      + O            3.770E+08
 159) SO      + O2      = O       + SO2          8.079E+08
 180) S       + O2      = SO      + O            1.616E+08
 194) SO21    + O2      = SO3     + O            1.140E+03
 211) HSO     + HV      = HS      + O            3.309E+06
 221) O1D     + CO2     = CO2     + O            6.348E+11

O                      LOSS RXS                INT RX RATE    TL =  1.28E+15
   3) H2      + O       = OH      + H            5.249E+07
  10) OH      + O       = H       + O2           9.412E+11
  13) HO2     + O       = OH      + O2           9.089E+11
  17) O       + O       = O2      +              1.654E+11
  18) O       + O2      = O3      +              1.276E+15
  19) O       + O3      = O2      + O2           1.638E+10
  31) CO      + O       = CO2     +              7.228E+06
  36) O       + HCO     = H       + CO2          4.733E+04
  37) O       + HCO     = OH      + CO           4.733E+04
  48) H2CO    + O       = HCO     + OH           5.394E+07
  49) H2O2    + O       = OH      + HO2          2.240E+06
  69) CH3     + O       = H2CO    + H            1.117E+05
  75) H3CO    + O       = H2CO    + OH           1.154E+04
  84) NO      + O       = NO2     +              2.353E+09
  87) NO2     + O       = NO      + O2           9.420E+10
  93) HO2NO2  + O       = NO2     + OH      O2   9.962E+03
 100) O       + NO3     = O2      + NO2          3.028E+08
 120) CLO     + O       = CL      + O2           4.361E+11
 128) HCL     + O       = CL      + OH           3.001E+04
 129) HOCL    + O       = CLO     + OH           2.257E+09
 130) CLONO2  + O       = CL      + O2      NO2  3.147E+08
 149) CLO2    + O       = CLO     + O2           9.475E+02
 150) NO2     + O       = NO3     +              3.305E+09
 161) SO      + O       = SO2     +              1.980E+04
 164) SO2     + O       = SO3     +              7.376E+05
 169) HSO3    + O       = OH      + SO3          6.039E-01
 172) H2S     + O       = OH      + HS           5.338E+04
 173) HS      + O       = H       + SO           1.324E+04
 216) HSO     + O       = OH      + SO           5.492E+07

H2O                 PRODUCTION RXS              INT RX RATE    TP =  7.23E+11
   4) H2      + OH      = H2O     + H            9.264E+10
   8) H       + HO2     = H2O     + O            4.118E+08
  11) OH      + HO2     = H2O     + O2           1.001E+11
  16) H2O2    + OH      = HO2     + H2O          7.677E+10
  20) OH      + OH      = H2O     + O            6.629E+09
  35) OH      + HCO     = H2O     + CO           4.343E+03
  45) H2CO    + OH      = H2O     + HCO          7.964E+10
  46) H       + OH      = H2O     +              4.788E+07
  58) CH4     + OH      = CH3     + H2O          1.637E+11
  76) H3CO    + OH      = H2CO    + H2O          5.879E+04
  90) HNO3    + OH      = H2O     + NO3          3.012E+09
  92) HO2NO2  + OH      = NO2     + H2O     O2   4.582E+09
  96) CH3OOH  + OH      = CH3O2   + H2O          1.886E+11
 104) CH3CL   + OH      = CLO     + H2CO    H2O  5.779E+08
 125) HCL     + OH      = CL      + H2O          4.740E+09
 126) HOCL    + OH      = CLO     + H2O          6.625E+08
 167) HSO3    + OH      = H2O     + SO3          5.047E+00
 170) H2S     + OH      = H2O     + HS           3.074E+08
 212) HSO     + OH      = H2O     + SO           2.886E+08

H2O                    LOSS RXS                INT RX RATE    TL =  3.93E+11
   1) H2O     + O1D     = OH      + OH           2.750E+11
  25) H2O     + HV      = H       + OH           1.161E+11
 155) N2O5    + H2O     = HNO3    + HNO3         3.173E+07
 165) SO3     + H2O     = H2SO4   +              1.722E+09

OH                  PRODUCTION RXS              INT RX RATE    TP =  2.34E+12
   1) H2O     + O1D     = OH      + OH           2.750E+11
   2) H2      + O1D     = OH      + H            8.773E+08
   3) H2      + O       = OH      + H            5.249E+07
   5) H       + O3      = OH      + O2           1.763E+11
   9) H       + HO2     = OH      + OH           1.236E+10
  13) HO2     + O       = OH      + O2           9.089E+11
  14) HO2     + O3      = OH      + O2      O2   1.791E+11
  25) H2O     + HV      = H       + OH           1.161E+11
  28) H2O2    + HV      = OH      + OH           4.955E+10
  37) O       + HCO     = OH      + CO           4.733E+04
  48) H2CO    + O       = HCO     + OH           5.394E+07
  49) H2O2    + O       = OH      + HO2          2.240E+06
  50) HO2     + HV      = OH      + O            1.368E+10
  52) CH3OOH  + HV      = H3CO    + OH           4.333E+10
  54) HNO2    + HV      = NO      + OH           5.689E+09
  55) HNO3    + HV      = NO2     + OH           1.230E+10
  59) CH4     + O1D     = CH3     + OH           1.014E+09
  75) H3CO    + O       = H2CO    + OH           1.154E+04
  85) NO      + HO2     = NO2     + OH           1.542E+11
  89) NO2     + H       = NO      + OH           8.644E+06
  93) HO2NO2  + O       = NO2     + OH      O2   9.962E+03
 112) CL      + HO2     = CLO     + OH           7.089E+07
 128) HCL     + O       = CL      + OH           3.001E+04
 129) HOCL    + O       = CLO     + OH           2.257E+09
 135) HOCL    + HV      = OH      + CL           4.742E+10
 146) CL      + HOCL    = CL2     + OH           5.061E+07
 160) SO      + HO2     = SO2     + OH           6.333E+06
 169) HSO3    + O       = OH      + SO3          6.039E-01
 172) H2S     + O       = OH      + HS           5.338E+04
 174) HS      + O2      = OH      + SO           3.961E+06
 184) S       + HO2     = SO      + OH           5.241E+00
 188) H2SO4   + HV      = SO2     + OH      OH   2.597E+05
 213) HSO     + H       = HS      + OH           1.428E+03
 216) HSO     + O       = OH      + SO           5.492E+07

OH                     LOSS RXS                INT RX RATE    TL =  2.34E+12
   4) H2      + OH      = H2O     + H            9.264E+10
  10) OH      + O       = H       + O2           9.412E+11
  11) OH      + HO2     = H2O     + O2           1.001E+11
  12) OH      + O3      = HO2     + O2           2.726E+11
  16) H2O2    + OH      = HO2     + H2O          7.677E+10
  20) OH      + OH      = H2O     + O            6.629E+09
  30) CO      + OH      = CO2     + H            2.942E+11
  35) OH      + HCO     = H2O     + CO           4.343E+03
  45) H2CO    + OH      = H2O     + HCO          7.964E+10
  46) H       + OH      = H2O     +              4.788E+07
  47) OH      + OH      = H2O2    +              5.485E+08
  58) CH4     + OH      = CH3     + H2O          1.637E+11
  68) CH3     + OH      = H2CO    + H2           6.821E-09
  76) H3CO    + OH      = H2CO    + H2O          5.879E+04
  81) N       + OH      = NO      + H            4.873E+06
  86) NO      + OH      = HNO2    +              5.691E+09
  88) NO2     + OH      = HNO3    +              1.778E+10
  90) HNO3    + OH      = H2O     + NO3          3.012E+09
  92) HO2NO2  + OH      = NO2     + H2O     O2   4.582E+09
  96) CH3OOH  + OH      = CH3O2   + H2O          1.886E+11
  97) CH3O2   + OH      = H3CO    + HO2          3.535E+10
 103) OH      + NO3     = HO2     + NO2          1.334E+08
 104) CH3CL   + OH      = CLO     + H2CO    H2O  5.779E+08
 124) CLO     + OH      = CL      + HO2          3.627E+10
 125) HCL     + OH      = CL      + H2O          4.740E+09
 126) HOCL    + OH      = CLO     + H2O          6.625E+08
 127) CLONO2  + OH      = CL      + HO2     NO2  3.587E+08
 131) CL2     + OH      = HOCL    + CL           4.764E+03
 148) CLONO   + OH      = HOCL    + NO2          5.044E+05
 162) SO      + OH      = SO2     + H            6.255E+05
 163) SO2     + OH      = HSO3    +              1.721E+09
 167) HSO3    + OH      = H2O     + SO3          5.047E+00
 170) H2S     + OH      = H2O     + HS           3.074E+08
 181) S       + OH      = SO      + H            6.270E-01
 212) HSO     + OH      = H2O     + SO           2.886E+08

HO2                 PRODUCTION RXS              INT RX RATE    TP =  2.00E+12
   6) H       + O2      = HO2     +              1.284E+12
  12) OH      + O3      = HO2     + O2           2.726E+11
  16) H2O2    + OH      = HO2     + H2O          7.677E+10
  44) HCO     + O2      = HO2     + CO           1.096E+11
  49) H2O2    + O       = OH      + HO2          2.240E+06
  70) CH3     + O3      = H2CO    + HO2          5.600E+06
  74) H3CO    + O2      = H2CO    + HO2          1.493E+11
  94) HO2NO2  + HV      = HO2     + NO2          2.689E+10
  95) HO2NO2  + HV      = HO2     + NO2          3.239E+09
  97) CH3O2   + OH      = H3CO    + HO2          3.535E+10
 103) OH      + NO3     = HO2     + NO2          1.334E+08
 110) CL      + H2O2    = HCL     + HO2          7.962E+06
 124) CLO     + OH      = CL      + HO2          3.627E+10
 127) CLONO2  + OH      = CL      + HO2     NO2  3.587E+08
 166) HSO3    + O2      = HO2     + SO3          1.721E+09

HO2                    LOSS RXS                INT RX RATE    TL =  2.00E+12
   7) H       + HO2     = H2      + O2           9.610E+08
   8) H       + HO2     = H2O     + O            4.118E+08
   9) H       + HO2     = OH      + OH           1.236E+10
  11) OH      + HO2     = H2O     + O2           1.001E+11
  13) HO2     + O       = OH      + O2           9.089E+11
  14) HO2     + O3      = OH      + O2      O2   1.791E+11
  15) HO2     + HO2     = H2O2    + O2           1.448E+11
  50) HO2     + HV      = OH      + O            1.368E+10
  71) CH3O2   + HO2     = CH3OOH  + O2           2.504E+11
  85) NO      + HO2     = NO2     + OH           1.542E+11
  91) HO2     + NO2     = HO2NO2  +              3.474E+10
 111) CL      + HO2     = HCL     + O2           1.056E+09
 112) CL      + HO2     = CLO     + OH           7.089E+07
 123) CLO     + HO2     = HOCL    + O2           5.040E+10
 140) HO2     + NO3     = HNO3    + O2           9.414E+07
 160) SO      + HO2     = SO2     + OH           6.333E+06
 175) HS      + HO2     = H2S     + O2           1.656E+06
 183) S       + HO2     = HS      + O2           5.241E+00
 184) S       + HO2     = SO      + OH           5.241E+00

H2O2                PRODUCTION RXS              INT RX RATE    TP =  1.45E+11
  15) HO2     + HO2     = H2O2    + O2           1.448E+11
  47) OH      + OH      = H2O2    +              5.485E+08

H2O2                   LOSS RXS                INT RX RATE    TL =  1.41E+11
  16) H2O2    + OH      = HO2     + H2O          7.677E+10
  28) H2O2    + HV      = OH      + OH           4.955E+10
  49) H2O2    + O       = OH      + HO2          2.240E+06
 110) CL      + H2O2    = HCL     + HO2          7.962E+06

O3                  PRODUCTION RXS              INT RX RATE    TP =  1.28E+15
  18) O       + O2      = O3      +              1.276E+15

O3                     LOSS RXS                INT RX RATE    TL =  1.28E+15
   5) H       + O3      = OH      + O2           1.763E+11
  12) OH      + O3      = HO2     + O2           2.726E+11
  14) HO2     + O3      = OH      + O2      O2   1.791E+11
  19) O       + O3      = O2      + O2           1.638E+10
  26) O3      + HV      = O2      + O1D          5.089E+14
  27) O3      + HV      = O2      + O            7.644E+14
  70) CH3     + O3      = H2CO    + HO2          5.600E+06
  80) N       + O3      = NO      + O2           2.681E+05
  83) NO      + O3      = NO2     + O2           8.529E+11
  98) O3      + NO2     = O2      + NO3          6.869E+08
 105) CL      + O3      = CLO     + O2           8.773E+11
 200) SO      + O3      = SO2     + O2           6.832E+07
 202) HS      + O3      = HSO     + O2           3.469E+08
 204) S       + O3      = SO      + O2           3.016E+04

H                   PRODUCTION RXS              INT RX RATE    TP =  1.47E+12
   2) H2      + O1D     = OH      + H            8.773E+08
   3) H2      + O       = OH      + H            5.249E+07
   4) H2      + OH      = H2O     + H            9.264E+10
  10) OH      + O       = H       + O2           9.412E+11
  25) H2O     + HV      = H       + OH           1.161E+11
  30) CO      + OH      = CO2     + H            2.942E+11
  36) O       + HCO     = H       + CO2          4.733E+04
  39) H2CO    + HV      = HCO     + H            2.917E+10
  40) HCO     + HV      = H       + CO           1.397E+04
  64) CH23    + H2      = CH3     + H            1.717E+04
  69) CH3     + O       = H2CO    + H            1.117E+05
  81) N       + OH      = NO      + H            4.873E+06
 106) CL      + H2      = HCL     + H            1.636E+08
 134) HCL     + HV      = H       + CL           9.190E+07
 158) H2S     + HV      = HS      + H            4.440E+07
 162) SO      + OH      = SO2     + H            6.255E+05
 173) HS      + O       = H       + SO           1.324E+04
 179) HS      + S       = H       + S2           1.544E-05
 181) S       + OH      = SO      + H            6.270E-01
 219) N2O     + H       = NO      + NO      H    5.920E+06

H                      LOSS RXS                INT RX RATE    TL =  1.47E+12
   5) H       + O3      = OH      + O2           1.763E+11
   6) H       + O2      = HO2     +              1.284E+12
   7) H       + HO2     = H2      + O2           9.610E+08
   8) H       + HO2     = H2O     + O            4.118E+08
   9) H       + HO2     = OH      + OH           1.236E+10
  32) H       + CO      = HCO     +              5.132E+05
  33) H       + HCO     = H2      + CO           7.021E+02
  41) H2CO    + H       = H2      + HCO          4.299E+03
  43) H       + H       = H2      +              2.968E+05
  46) H       + OH      = H2O     +              4.788E+07
  89) NO2     + H       = NO      + OH           8.644E+06
 168) HSO3    + H       = H2      + SO3          1.758E-05
 171) H2S     + H       = H2      + HS           1.159E+02
 178) HS      + H       = H2      + S            3.528E-02
 210) H       + SO      = HSO     +              1.236E-02
 213) HSO     + H       = HS      + OH           1.428E+03
 214) HSO     + H       = H2      + SO           1.110E+02
 219) N2O     + H       = NO      + NO      H    5.920E+06

H2                  PRODUCTION RXS              INT RX RATE    TP =  4.07E+10
   7) H       + HO2     = H2      + O2           9.610E+08
  33) H       + HCO     = H2      + CO           7.021E+02
  38) H2CO    + HV      = H2      + CO           3.912E+10
  41) H2CO    + H       = H2      + HCO          4.299E+03
  43) H       + H       = H2      +              2.968E+05
  51) CH4     + HV      = CH21    + H2           5.202E+08
  60) CH4     + O1D     = H2CO    + H2           5.858E+07
  68) CH3     + OH      = H2CO    + H2           6.821E-09
 168) HSO3    + H       = H2      + SO3          1.758E-05
 171) H2S     + H       = H2      + HS           1.159E+02
 178) HS      + H       = H2      + S            3.528E-02
 214) HSO     + H       = H2      + SO           1.110E+02

H2                     LOSS RXS                INT RX RATE    TL =  9.37E+10
   2) H2      + O1D     = OH      + H            8.773E+08
   3) H2      + O       = OH      + H            5.249E+07
   4) H2      + OH      = H2O     + H            9.264E+10
  64) CH23    + H2      = CH3     + H            1.717E+04
 106) CL      + H2      = HCL     + H            1.636E+08

CH4                 PRODUCTION RXS              INT RX RATE    TP =  0.00E+00

CH4                    LOSS RXS                INT RX RATE    TL =  1.69E+11
  51) CH4     + HV      = CH21    + H2           5.202E+08
  58) CH4     + OH      = CH3     + H2O          1.637E+11
  59) CH4     + O1D     = CH3     + OH           1.014E+09
  60) CH4     + O1D     = H2CO    + H2           5.858E+07
  61) CH21    + CH4     = CH3     + CH3          1.485E+02
  65) CH23    + CH4     = CH3     + CH3          4.218E-07
 107) CL      + CH4     = HCL     + CH3          3.471E+09

CO                  PRODUCTION RXS              INT RX RATE    TP =  2.44E+11
  29) CO2     + HV      = CO      + O            5.131E+10
  33) H       + HCO     = H2      + CO           7.021E+02
  35) OH      + HCO     = H2O     + CO           4.343E+03
  37) O       + HCO     = OH      + CO           4.733E+04
  38) H2CO    + HV      = H2      + CO           3.912E+10
  40) HCO     + HV      = H       + CO           1.397E+04
  42) CO2     + HV      = CO      + O1D          4.434E+10
