
     Z         PRESS      DEN     ProOH1    ProOH25    ProO3D    PO2D       PO2      PH2O      PO3D      PH2O2     FO3      FH2O      NumO2      NumOH      NumO1D     PN2O     PCH3CL      FOH      FHO2      FNO     FNO2      FH    FH2O2     FNO3    FN2O5    FHNO3      FO       FN      FH2     FCH4    FN2O
   5.000E+04 9.554E+05 2.452E+19 6.354E+05 3.093E+04 6.174E+06 0.000E+00 3.296E-13 1.362E-13 2.962E-05 3.157E-06 8.500E-09 9.263E-03 5.217E+16 4.447E+06 8.480E-03 4.326E-10 4.727E-12 1.813E-13 1.283E-11 5.695E-12 1.407E-11 6.609E-19 9.057E-10 8.498E-15 1.080E-16 9.481E-11 2.388E-15 6.169E-19 5.000E-07 8.080E-07 2.730E-07
   1.500E+05 8.455E+05 2.213E+19 5.040E+05 4.385E+04 7.186E+06 0.000E+00 5.929E-13 3.243E-13 3.250E-05 3.448E-06 9.991E-09 6.109E-03 4.718E+16 3.820E+06 1.125E-02 8.607E-10 1.170E-11 1.726E-13 1.189E-11 1.892E-12 4.382E-12 6.169E-19 8.877E-10 6.048E-15 3.641E-17 8.347E-11 3.353E-15 7.317E-19 4.984E-07 8.026E-07 2.707E-07
   2.500E+05 7.466E+05 1.987E+19 4.579E+05 5.943E+04 9.439E+06 0.000E+00 9.451E-13 7.222E-13 3.500E-05 3.716E-06 1.357E-08 4.141E-03 4.245E+16 4.056E+06 1.673E-02 1.529E-09 2.568E-11 2.041E-13 1.221E-11 1.193E-12 2.756E-12 7.317E-19 8.693E-10 5.972E-15 3.336E-17 7.697E-11 5.571E-15 8.563E-19 4.972E-07 7.979E-07 2.682E-07
   3.500E+05 6.578E+05 1.787E+19 3.828E+05 6.937E+04 1.309E+07 0.000E+00 1.418E-12 1.582E-12 3.689E-05 3.965E-06 1.987E-08 2.455E-03 3.824E+16 4.276E+06 2.611E-02 2.557E-09 5.222E-11 2.393E-13 1.251E-11 1.181E-12 2.727E-12 8.563E-19 8.270E-10 6.885E-15 6.431E-17 7.397E-11 9.822E-15 9.735E-19 4.963E-07 7.939E-07 2.654E-07
   4.500E+05 5.780E+05 1.606E+19 2.924E+05 7.320E+04 1.799E+07 0.000E+00 2.038E-12 3.372E-12 3.845E-05 4.204E-06 2.914E-08 1.352E-03 3.443E+16 4.386E+06 4.008E-02 4.073E-09 9.873E-11 2.732E-13 1.256E-11 1.384E-12 3.165E-12 9.735E-19 7.599E-10 8.463E-15 1.670E-16 7.259E-11 1.722E-14 1.030E-18 4.956E-07 7.907E-07 2.625E-07
   5.500E+05 5.063E+05 1.442E+19 1.941E+05 6.673E+04 2.377E+07 0.000E+00 2.828E-12 6.838E-12 3.976E-05 4.437E-06 4.145E-08 6.767E-04 3.098E+16 4.233E+06 5.880E-02 6.174E-09 1.727E-10 2.936E-13 1.202E-11 1.698E-12 3.743E-12 1.030E-18 6.653E-10 1.025E-14 4.787E-16 7.075E-11 2.905E-14 1.008E-18 4.953E-07 7.881E-07 2.592E-07
   6.500E+05 4.419E+05 1.294E+19 1.103E+05 5.228E+04 2.996E+07 0.000E+00 3.803E-12 1.324E-11 4.092E-05 4.670E-06 5.659E-08 3.052E-04 2.784E+16 3.831E+06 8.200E-02 8.901E-09 2.808E-10 2.961E-13 1.086E-11 2.044E-12 4.196E-12 1.008E-18 5.491E-10 1.185E-14 1.378E-15 6.726E-11 4.674E-14 9.237E-19 4.951E-07 7.861E-07 2.558E-07
   7.500E+05 3.843E+05 1.159E+19 5.326E+04 3.503E+04 3.607E+07 4.877-101 4.979E-12 2.462E-11 4.203E-05 4.907E-06 7.406E-08 1.228E-04 2.497E+16 3.304E+06 1.090E-01 1.225E-08 4.284E-10 2.852E-13 9.302E-12 2.610E-12 4.817E-12 9.237E-19 4.263E-10 1.354E-14 4.500E-15 6.317E-11 7.193E-14 8.113E-19 4.949E-07 7.845E-07 2.522E-07
   8.500E+05 3.327E+05 1.035E+19 2.142E+04 1.956E+04 4.166E+07 4.431E-50 6.370E-12 4.401E-11 4.321E-05 5.151E-06 9.316E-08 4.295E-05 2.232E+16 2.792E+06 1.391E-01 1.620E-08 6.173E-10 2.698E-13 7.625E-12 3.816E-12 6.103E-12 8.113E-19 3.133E-10 1.584E-14 1.690E-14 6.013E-11 1.065E-13 7.039E-19 4.949E-07 7.831E-07 2.486E-07
   9.500E+05 2.868E+05 9.200E+18 6.987E+03 8.468E+03 4.679E+07 1.121E-33 7.997E-12 7.336E-11 4.459E-05 5.405E-06 1.141E-07 1.255E-05 1.985E+16 2.363E+06 1.732E-01 2.070E-08 8.451E-10 2.569E-13 6.001E-12 6.049E-12 8.197E-12 7.039E-19 2.193E-10 1.880E-14 5.158E-14 5.868E-11 1.552E-13 5.986E-19 4.948E-07 7.818E-07 2.447E-07
   1.050E+06 2.461E+05 8.122E+18 1.469E+03 2.092E+03 5.393E+07 1.039E-28 9.897E-12 1.119E-10 4.632E-05 5.673E-06 1.433E-07 2.301E-06 1.752E+16 1.954E+06 2.230E-01 2.576E-08 1.109E-09 2.406E-13 4.392E-12 9.721E-12 1.148E-11 5.986E-19 1.379E-10 2.323E-14 1.153E-13 5.928E-11 2.369E-13 7.213E-19 4.948E-07 7.799E-07 2.392E-07
   1.150E+06 2.104E+05 7.108E+18 1.842E+03 2.633E+03 6.835E+07 1.419E-26 1.219E-11 1.619E-10 4.885E-05 5.965E-06 1.969E-07 2.288E-06 1.534E+16 2.047E+06 3.192E-01 3.153E-08 1.418E-09 2.880E-13 4.057E-12 1.368E-11 1.606E-11 7.213E-19 8.553E-11 3.323E-14 2.024E-13 6.810E-11 4.081E-13 9.520E-19 4.945E-07 7.762E-07 2.288E-07
