Wavelength (nm)	Solar flux (mW/m^2/nm)
1.377500e+03	5.484664e+02
1.382500e+03	5.442673e+02
1.387500e+03	5.313864e+02
1.392500e+03	4.998967e+02
1.397500e+03	4.914340e+02
1.402500e+03	4.953672e+02
1.407500e+03	4.921250e+02
1.412500e+03	4.662195e+02
1.417500e+03	4.621535e+02
1.422500e+03	4.644630e+02
1.427500e+03	4.455351e+02
1.432500e+03	4.610139e+02
1.437500e+03	4.597585e+02
1.442500e+03	4.655473e+02
1.447500e+03	4.628100e+02
1.452500e+03	4.631520e+02
1.457500e+03	4.694939e+02
1.462500e+03	4.512339e+02
1.467500e+03	4.497747e+02
1.472500e+03	4.525797e+02
1.477500e+03	4.461895e+02
1.482500e+03	4.497045e+02
1.487500e+03	4.521428e+02
1.492500e+03	4.553288e+02
1.497500e+03	4.602270e+02
1.502500e+03	4.524202e+02
1.507500e+03	4.609407e+02
1.512500e+03	4.620947e+02
1.517500e+03	4.445319e+02
1.522500e+03	4.725858e+02
1.527500e+03	4.613225e+02
1.532500e+03	4.654602e+02
1.537500e+03	4.711420e+02
1.542500e+03	4.593937e+02
1.547500e+03	4.755415e+02
1.552500e+03	4.676097e+02
1.557500e+03	4.690973e+02
1.562500e+03	4.762609e+02
1.567500e+03	4.766609e+02
1.572500e+03	4.778058e+02
1.577500e+03	4.830177e+02
1.582500e+03	4.845398e+02
1.587500e+03	4.888380e+02
1.592500e+03	4.867774e+02
1.597500e+03	4.957476e+02
1.602500e+03	4.926349e+02
1.607500e+03	4.906313e+02
1.612500e+03	4.931751e+02
1.617500e+03	4.846240e+02
1.622500e+03	4.879737e+02
1.627500e+03	4.958603e+02
1.632500e+03	5.001968e+02
1.637500e+03	4.962422e+02
1.642500e+03	5.000467e+02
1.647500e+03	5.011212e+02
1.652500e+03	4.996489e+02
1.657500e+03	5.073042e+02
1.662500e+03	5.024117e+02
1.667500e+03	5.007104e+02
1.672500e+03	4.949931e+02
1.677500e+03	4.956324e+02
1.682500e+03	5.015944e+02
1.687500e+03	4.893956e+02
1.692500e+03	4.876027e+02
1.697500e+03	4.799042e+02
1.702500e+03	4.750961e+02
1.707500e+03	4.599395e+02
1.712500e+03	4.401519e+02
1.717500e+03	4.278645e+02
1.722500e+03	4.286992e+02
1.727500e+03	4.191402e+02
1.732500e+03	4.110204e+02
1.737500e+03	4.013039e+02
1.742500e+03	3.895582e+02
1.747500e+03	3.866468e+02
1.752500e+03	3.723771e+02
1.757500e+03	3.550652e+02
1.762500e+03	3.544308e+02
1.767500e+03	3.485863e+02
1.772500e+03	3.372050e+02
1.777500e+03	3.223057e+02
1.782500e+03	3.247710e+02
1.787500e+03	3.109446e+02
1.792500e+03	3.042858e+02
1.797500e+03	3.065268e+02
1.802500e+03	2.929038e+02
1.807500e+03	2.925705e+02
1.812500e+03	2.924792e+02
1.817500e+03	2.849286e+02
1.822500e+03	2.907957e+02
1.827500e+03	2.846848e+02
1.832500e+03	2.807263e+02
1.837500e+03	2.752373e+02
1.842500e+03	2.697622e+02
1.847500e+03	2.530831e+02
1.852500e+03	2.629888e+02
1.857500e+03	2.397352e+02
1.862500e+03	2.457046e+02
1.867500e+03	2.534547e+02
1.872500e+03	2.495094e+02
1.877500e+03	2.474167e+02
1.882500e+03	2.642526e+02
1.887500e+03	2.574566e+02
1.892500e+03	2.468704e+02
1.897500e+03	2.602266e+02
1.902500e+03	2.631355e+02
1.907500e+03	2.589148e+02
1.912500e+03	2.577092e+02
1.917500e+03	2.567661e+02
1.922500e+03	2.524361e+02
1.927500e+03	2.563153e+02
1.932500e+03	2.361324e+02
1.937500e+03	2.498693e+02
1.942500e+03	2.412311e+02
1.947500e+03	2.300762e+02
1.952500e+03	2.340235e+02
1.957500e+03	2.464723e+02
1.962500e+03	2.376477e+02
1.967500e+03	2.440153e+02
1.972500e+03	2.397407e+02
1.977500e+03	2.070718e+02
1.982500e+03	2.243810e+02
1.987500e+03	2.181524e+02
1.992500e+03	2.204856e+02
1.997500e+03	2.222637e+02
2.002500e+03	2.250702e+02
2.007500e+03	2.217975e+02
2.012500e+03	2.210618e+02
2.017500e+03	2.154258e+02
2.022500e+03	2.256940e+02
2.027500e+03	2.139615e+02
2.032500e+03	2.221727e+02
2.037500e+03	2.178950e+02
2.042500e+03	2.189538e+02
2.047500e+03	2.153994e+02
2.052500e+03	2.190495e+02
2.057500e+03	2.244719e+02
2.062500e+03	2.134478e+02
2.067500e+03	2.187846e+02
2.072500e+03	2.196454e+02
2.077500e+03	2.192495e+02
2.082500e+03	2.190276e+02
2.087500e+03	2.172036e+02
2.092500e+03	2.226174e+02
2.097500e+03	2.189982e+02
2.102500e+03	2.231255e+02
2.107500e+03	2.203930e+02
2.112500e+03	2.243106e+02
2.117500e+03	2.214913e+02
2.122500e+03	2.251679e+02
2.127500e+03	2.204738e+02
2.132500e+03	2.255403e+02
2.137500e+03	2.254393e+02
2.142500e+03	2.250754e+02
2.147500e+03	2.272696e+02
2.152500e+03	2.247699e+02
2.157500e+03	2.271304e+02
2.162500e+03	2.274763e+02
2.167500e+03	2.297349e+02
2.172500e+03	2.263748e+02
2.177500e+03	2.243247e+02
2.182500e+03	2.261308e+02
2.187500e+03	2.269580e+02
2.192500e+03	2.253363e+02
2.197500e+03	2.277435e+02
2.202500e+03	2.241505e+02
2.207500e+03	2.066552e+02
2.212500e+03	2.252563e+02
2.217500e+03	2.248537e+02
2.222500e+03	2.243794e+02
2.227500e+03	2.233583e+02
2.232500e+03	2.241096e+02
2.237500e+03	2.235960e+02
2.242500e+03	2.224821e+02
2.247500e+03	2.243756e+02
2.252500e+03	2.205808e+02
2.257500e+03	2.211008e+02
2.262500e+03	2.169476e+02
2.267500e+03	2.204888e+02
2.272500e+03	2.162603e+02
2.277500e+03	2.189915e+02
2.282500e+03	2.139178e+02
2.287500e+03	2.180291e+02
2.292500e+03	1.985264e+02
2.297500e+03	1.900603e+02
2.302500e+03	1.971499e+02
2.307500e+03	1.985668e+02
2.312500e+03	1.942097e+02
2.317500e+03	1.973069e+02
2.322500e+03	1.780295e+02
2.327500e+03	1.808593e+02
2.332500e+03	1.801513e+02
2.337500e+03	1.750074e+02
2.342500e+03	1.795873e+02
2.347500e+03	1.839634e+02
2.352500e+03	1.644079e+02
2.357500e+03	1.673705e+02
2.362500e+03	1.701631e+02
2.367500e+03	1.708141e+02
2.372500e+03	1.744622e+02
2.377500e+03	1.672067e+02
2.382500e+03	1.586220e+02
2.387500e+03	1.551263e+02
2.392500e+03	1.592358e+02
2.397500e+03	1.553649e+02
2.402500e+03	1.506651e+02
2.407500e+03	1.467758e+02
2.412500e+03	1.415148e+02
2.417500e+03	1.416276e+02
2.422500e+03	1.408534e+02
2.427500e+03	1.363779e+02
2.432500e+03	1.311251e+02
2.437500e+03	1.331035e+02
2.442500e+03	1.247027e+02
2.447500e+03	1.282793e+02
2.452500e+03	1.169168e+02
2.457500e+03	1.276906e+02
2.462500e+03	1.205625e+02
2.467500e+03	1.172762e+02
2.472500e+03	1.125718e+02
2.477500e+03	1.142398e+02
2.482500e+03	1.123602e+02
2.487500e+03	1.091674e+02
2.492500e+03	1.072670e+02
2.497500e+03	1.079979e+02
2.502500e+03	1.053121e+02
2.507500e+03	1.036174e+02
2.512500e+03	1.010453e+02
2.517500e+03	1.022480e+02
2.522500e+03	1.008343e+02
2.527500e+03	9.932652e+01
2.532500e+03	1.042890e+02
2.537500e+03	9.308615e+01
2.542500e+03	9.639371e+01
2.547500e+03	9.726023e+01
2.552500e+03	9.865491e+01
2.557500e+03	9.682675e+01
2.562500e+03	9.103918e+01
2.567500e+03	9.261356e+01
2.572500e+03	1.001869e+02
2.577500e+03	8.974487e+01
2.582500e+03	9.458932e+01
2.587500e+03	9.555496e+01
2.592500e+03	9.392690e+01
2.597500e+03	9.296816e+01
2.602500e+03	9.658860e+01
2.607500e+03	9.231713e+01
2.612500e+03	9.948330e+01
2.617500e+03	9.331676e+01
2.622500e+03	9.545612e+01
2.627500e+03	9.521563e+01
2.632500e+03	9.049900e+01
2.637500e+03	9.817681e+01
2.642500e+03	9.134605e+01
2.647500e+03	9.130479e+01
2.652500e+03	9.584116e+01
2.657500e+03	9.982298e+01
2.662500e+03	9.581660e+01
2.667500e+03	9.289278e+01
2.672500e+03	9.209251e+01
2.677500e+03	8.862920e+01
2.682500e+03	8.999449e+01
2.687500e+03	9.042953e+01
2.692500e+03	8.359978e+01
2.697500e+03	8.691101e+01
2.702500e+03	8.628284e+01
2.707500e+03	8.508858e+01
2.712500e+03	8.076538e+01
2.717500e+03	8.364801e+01
2.722500e+03	7.926704e+01
2.727500e+03	7.835764e+01
2.732500e+03	8.718745e+01
2.737500e+03	7.307053e+01
2.742500e+03	7.947796e+01
2.747500e+03	8.066005e+01
2.752500e+03	7.546506e+01
2.757500e+03	7.916763e+01
2.762500e+03	7.850897e+01
2.767500e+03	7.392539e+01
2.772500e+03	7.861037e+01
2.777500e+03	7.395570e+01
2.782500e+03	7.716915e+01
2.787500e+03	6.931216e+01
2.792500e+03	7.735438e+01
2.797500e+03	7.715910e+01
2.802500e+03	6.865151e+01
2.807500e+03	7.168966e+01
2.812500e+03	7.434555e+01
2.817500e+03	7.028571e+01
2.822500e+03	6.926435e+01
2.827500e+03	7.285536e+01
2.832500e+03	7.290751e+01
2.837500e+03	6.710362e+01
2.842500e+03	7.080532e+01
2.847500e+03	7.089691e+01
2.852500e+03	6.522616e+01
2.857500e+03	7.008044e+01
2.862500e+03	7.167844e+01
2.867500e+03	6.776085e+01
2.872500e+03	6.319834e+01
2.877500e+03	7.305035e+01
2.882500e+03	6.953424e+01
2.887500e+03	6.422282e+01
2.892500e+03	6.820910e+01
2.897500e+03	6.865575e+01
2.902500e+03	6.584012e+01
2.907500e+03	6.128242e+01
2.912500e+03	6.813618e+01
2.917500e+03	6.626614e+01
2.922500e+03	6.148298e+01
2.927500e+03	6.071448e+01
2.932500e+03	6.807301e+01
2.937500e+03	6.658712e+01
2.942500e+03	5.984838e+01
2.947500e+03	5.989130e+01
2.952500e+03	6.439034e+01
2.957500e+03	6.363481e+01
2.962500e+03	6.177055e+01
2.967500e+03	6.000497e+01
2.972500e+03	6.257693e+01
2.977500e+03	6.359549e+01
2.982500e+03	6.261317e+01
2.987500e+03	5.692882e+01
2.992500e+03	6.328552e+01
2.997500e+03	6.272132e+01
3.002500e+03	6.031339e+01
3.007500e+03	5.564298e+01
3.012500e+03	6.085015e+01
3.017500e+03	6.421636e+01
3.022500e+03	5.920032e+01
3.027500e+03	5.765302e+01
3.032500e+03	5.982704e+01
3.037500e+03	6.021764e+01
3.042500e+03	5.952472e+01
3.047500e+03	5.648004e+01
3.052500e+03	5.677194e+01
3.057500e+03	6.219810e+01
3.062500e+03	6.062691e+01
3.067500e+03	5.738882e+01
3.072500e+03	5.456833e+01
3.077500e+03	6.133882e+01
3.082500e+03	5.869162e+01
3.087500e+03	5.666565e+01
3.092500e+03	5.663103e+01
3.097500e+03	5.618121e+01
3.102500e+03	6.102104e+01
3.107500e+03	5.755566e+01
3.112500e+03	5.454168e+01
3.117500e+03	5.748442e+01
3.122500e+03	5.801585e+01
3.127500e+03	5.801158e+01
3.132500e+03	5.420660e+01
3.137500e+03	5.747492e+01
3.142500e+03	5.581422e+01
3.147500e+03	5.734837e+01
3.152500e+03	5.715568e+01
3.157500e+03	5.434238e+01
3.162500e+03	5.864000e+01
3.167500e+03	5.501642e+01
3.172500e+03	5.581686e+01
3.177500e+03	5.403962e+01
3.182500e+03	5.699958e+01
3.187500e+03	5.514252e+01
3.192500e+03	5.558437e+01
3.197500e+03	5.484368e+01
3.202500e+03	5.292332e+01
3.207500e+03	5.788541e+01
3.212500e+03	5.590845e+01
3.217500e+03	5.461530e+01
3.222500e+03	5.455935e+01
3.227500e+03	5.416985e+01
3.232500e+03	5.708186e+01
3.237500e+03	5.507810e+01
3.242500e+03	5.299146e+01
3.247500e+03	5.483079e+01
3.252500e+03	5.441625e+01
3.257500e+03	5.665128e+01
3.262500e+03	5.634843e+01
3.267500e+03	5.412320e+01
3.272500e+03	5.486057e+01
3.277500e+03	5.374044e+01
3.282500e+03	5.335001e+01
3.287500e+03	5.456888e+01
3.292500e+03	5.314151e+01
3.297500e+03	5.405354e+01
3.302500e+03	5.447002e+01
3.307500e+03	5.413218e+01
3.312500e+03	5.392978e+01
3.317500e+03	5.335534e+01
3.322500e+03	5.390683e+01
3.327500e+03	5.552538e+01
3.332500e+03	5.560567e+01
3.337500e+03	5.130606e+01
3.342500e+03	5.296225e+01
3.347500e+03	5.357068e+01
3.352500e+03	5.366659e+01
3.357500e+03	5.298050e+01
3.362500e+03	5.269627e+01
3.367500e+03	5.377224e+01
3.372500e+03	5.333735e+01
3.377500e+03	5.187386e+01
3.382500e+03	5.307102e+01
3.387500e+03	5.312521e+01
3.392500e+03	5.311754e+01
3.397500e+03	5.179372e+01
3.402500e+03	5.204483e+01
3.407500e+03	5.187545e+01
3.412500e+03	5.193869e+01
3.417500e+03	5.077012e+01
3.422500e+03	5.290099e+01
3.427500e+03	5.213696e+01
3.432500e+03	5.239413e+01
3.437500e+03	5.284439e+01
3.442500e+03	5.052237e+01
3.447500e+03	5.134653e+01
3.452500e+03	5.188198e+01
3.457500e+03	4.952829e+01
3.462500e+03	5.184563e+01
3.467500e+03	5.187033e+01
3.472500e+03	5.230421e+01
3.477500e+03	5.144011e+01
3.482500e+03	5.009697e+01
3.487500e+03	5.072808e+01
3.492500e+03	4.965289e+01
3.497500e+03	5.013933e+01
3.502500e+03	5.164170e+01
3.507500e+03	5.146531e+01
3.512500e+03	5.051133e+01
3.517500e+03	4.906459e+01
3.522500e+03	4.824097e+01
3.527500e+03	4.923901e+01
3.532500e+03	5.150389e+01
3.537500e+03	4.907035e+01
3.542500e+03	4.941212e+01
3.547500e+03	4.993715e+01
3.552500e+03	4.881279e+01
3.557500e+03	4.963853e+01
3.562500e+03	4.889219e+01
3.567500e+03	4.955086e+01
3.572500e+03	4.813997e+01
3.577500e+03	4.786049e+01
3.582500e+03	4.905974e+01
3.587500e+03	4.838441e+01
3.592500e+03	4.865458e+01
3.597500e+03	4.817506e+01
3.602500e+03	4.713895e+01
3.607500e+03	4.907014e+01
3.612500e+03	4.813920e+01
3.617500e+03	4.763157e+01
3.622500e+03	4.735693e+01
3.627500e+03	4.852377e+01
3.632500e+03	4.743264e+01
3.637500e+03	4.562943e+01
3.642500e+03	4.809233e+01
3.647500e+03	4.735829e+01
3.652500e+03	4.642619e+01
3.657500e+03	4.616262e+01
3.662500e+03	4.551529e+01
3.667500e+03	4.667257e+01
3.672500e+03	4.657771e+01
3.677500e+03	4.576821e+01
3.682500e+03	4.640171e+01
3.687500e+03	4.695927e+01
3.692500e+03	4.568562e+01
3.697500e+03	4.516884e+01
3.702500e+03	4.587112e+01
3.707500e+03	4.437586e+01
3.712500e+03	4.666333e+01
3.717500e+03	4.551044e+01
3.722500e+03	4.575268e+01
3.727500e+03	4.616158e+01
3.732500e+03	4.388163e+01
3.737500e+03	4.386228e+01
3.742500e+03	4.473599e+01
3.747500e+03	4.527023e+01
3.752500e+03	4.563228e+01
3.757500e+03	4.526065e+01
3.762500e+03	4.421972e+01
3.767500e+03	4.471642e+01
3.772500e+03	4.212599e+01
3.777500e+03	4.508714e+01
3.782500e+03	4.447881e+01
3.787500e+03	4.465131e+01
3.792500e+03	4.455952e+01
3.797500e+03	4.415142e+01
3.802500e+03	4.399775e+01
3.807500e+03	4.223234e+01
3.812500e+03	4.288520e+01
3.817500e+03	4.343673e+01
3.822500e+03	4.357581e+01
3.827500e+03	4.256708e+01
3.832500e+03	4.277055e+01
3.837500e+03	4.258434e+01
3.842500e+03	4.249387e+01
3.847500e+03	4.108409e+01
3.852500e+03	4.188175e+01
3.857500e+03	4.261602e+01
3.862500e+03	4.282159e+01
3.867500e+03	4.196508e+01
3.872500e+03	4.173426e+01
3.877500e+03	4.112222e+01
3.882500e+03	4.250165e+01
3.887500e+03	4.060566e+01
3.892500e+03	3.988285e+01
3.897500e+03	4.073882e+01
3.902500e+03	4.137361e+01
3.907500e+03	4.115669e+01
3.912500e+03	3.950772e+01
3.917500e+03	4.059032e+01
3.922500e+03	4.048452e+01
3.927500e+03	4.068562e+01
3.932500e+03	3.875139e+01
3.937500e+03	3.985505e+01
3.942500e+03	3.986438e+01
3.947500e+03	3.966697e+01
3.952500e+03	3.886233e+01
3.957500e+03	3.905716e+01
3.962500e+03	3.879432e+01
3.967500e+03	3.875130e+01
3.972500e+03	3.752762e+01
3.977500e+03	3.746694e+01
3.982500e+03	3.735991e+01
3.987500e+03	3.713496e+01
3.992500e+03	3.756253e+01
3.997500e+03	3.696313e+01
4.002500e+03	3.692633e+01
4.007500e+03	3.595123e+01
4.012500e+03	3.650016e+01
4.017500e+03	3.502134e+01
4.022500e+03	3.551308e+01
4.027500e+03	3.599305e+01
4.032500e+03	3.515709e+01
4.037500e+03	3.624991e+01
4.042500e+03	3.326104e+01
4.047500e+03	3.412033e+01
4.052500e+03	3.415481e+01
4.057500e+03	3.463729e+01
4.062500e+03	3.312129e+01
4.067500e+03	3.382756e+01
4.072500e+03	3.337226e+01
4.077500e+03	3.282120e+01
4.082500e+03	3.241804e+01
4.087500e+03	3.171399e+01
4.092500e+03	3.193896e+01
4.097500e+03	3.191912e+01
4.102500e+03	3.252343e+01
4.107500e+03	3.214130e+01
4.112500e+03	3.237125e+01
4.117500e+03	3.070414e+01
4.122500e+03	3.142684e+01
4.127500e+03	3.098007e+01
4.132500e+03	3.111860e+01
4.137500e+03	3.073736e+01
4.142500e+03	3.127468e+01
4.147500e+03	3.105820e+01
4.152500e+03	3.116293e+01
4.157500e+03	3.012743e+01
4.162500e+03	2.973231e+01
4.167500e+03	2.872617e+01
4.172500e+03	2.946447e+01
4.177500e+03	2.990939e+01
4.182500e+03	2.985530e+01
4.187500e+03	2.897477e+01
4.192500e+03	2.946916e+01
4.197500e+03	2.944102e+01
4.202500e+03	2.945512e+01
4.207500e+03	2.898184e+01
4.212500e+03	2.780046e+01
4.217500e+03	2.838878e+01
4.222500e+03	2.818528e+01
4.227500e+03	2.880213e+01
4.232500e+03	2.880606e+01
4.237500e+03	2.879540e+01
4.242500e+03	2.739056e+01
4.247500e+03	2.783694e+01
4.252500e+03	2.665904e+01
4.257500e+03	2.691757e+01
4.262500e+03	2.756002e+01
4.267500e+03	2.707298e+01
4.272500e+03	2.741267e+01
4.277500e+03	2.689787e+01
4.282500e+03	2.690741e+01
4.287500e+03	2.738914e+01
4.292500e+03	2.641393e+01
4.297500e+03	2.497767e+01
4.302500e+03	2.520864e+01
4.307500e+03	2.507102e+01
4.312500e+03	2.567903e+01
4.317500e+03	2.462452e+01
4.322500e+03	2.533048e+01
4.327500e+03	2.552380e+01
4.332500e+03	2.467187e+01
4.337500e+03	2.434032e+01
4.342500e+03	2.443430e+01
4.347500e+03	2.468798e+01
4.352500e+03	2.279229e+01
4.357500e+03	2.420068e+01
4.362500e+03	2.341756e+01
4.367500e+03	2.375145e+01
4.372500e+03	2.268753e+01
4.377500e+03	2.321700e+01
4.382500e+03	2.306531e+01
4.387500e+03	2.335450e+01
4.392500e+03	2.244326e+01
4.397500e+03	2.233029e+01
4.402500e+03	2.275465e+01
4.407500e+03	2.201685e+01
4.412500e+03	2.238498e+01
4.417500e+03	2.202501e+01
4.422500e+03	2.145693e+01
4.427500e+03	2.122457e+01
4.432500e+03	2.117823e+01
4.437500e+03	2.096299e+01
4.442500e+03	2.102235e+01
4.447500e+03	2.167030e+01
4.452500e+03	2.125689e+01
4.457500e+03	2.077921e+01
4.462500e+03	2.129003e+01
4.467500e+03	2.071649e+01
4.472500e+03	2.020030e+01
4.477500e+03	2.069174e+01
4.482500e+03	2.035668e+01
4.487500e+03	2.067195e+01
4.492500e+03	2.013194e+01
4.497500e+03	2.026477e+01
4.502500e+03	2.019658e+01
4.507500e+03	1.945400e+01
4.512500e+03	1.980473e+01
4.517500e+03	1.977478e+01
4.522500e+03	1.991982e+01
4.527500e+03	1.943688e+01
4.532500e+03	1.878362e+01
4.537500e+03	1.986229e+01
4.542500e+03	1.988096e+01
4.547500e+03	1.909066e+01
4.552500e+03	1.857522e+01
4.557500e+03	1.894999e+01
4.562500e+03	2.019575e+01
4.567500e+03	1.769914e+01
4.572500e+03	1.905268e+01
4.577500e+03	1.898731e+01
4.582500e+03	1.830349e+01
4.587500e+03	1.841583e+01
4.592500e+03	1.901237e+01
4.597500e+03	1.824247e+01
4.602500e+03	1.809421e+01
4.607500e+03	1.833390e+01
4.612500e+03	1.892831e+01
4.617500e+03	1.829173e+01
4.622500e+03	1.790475e+01
4.627500e+03	1.858354e+01
4.632500e+03	1.778468e+01
4.637500e+03	1.754633e+01
4.642500e+03	1.786471e+01
4.647500e+03	1.788064e+01
4.652500e+03	1.764564e+01
4.657500e+03	1.820564e+01
4.662500e+03	1.783641e+01
4.667500e+03	1.761679e+01
4.672500e+03	1.731954e+01
4.677500e+03	1.788898e+01
4.682500e+03	1.719145e+01
4.687500e+03	1.795116e+01
4.692500e+03	1.759444e+01
4.697500e+03	1.667954e+01
4.702500e+03	1.807444e+01
4.707500e+03	1.681341e+01
4.712500e+03	1.723700e+01
4.717500e+03	1.640985e+01
4.722500e+03	1.780632e+01
4.727500e+03	1.630436e+01
4.732500e+03	1.711124e+01
4.737500e+03	1.685306e+01
4.742500e+03	1.713150e+01
4.747500e+03	1.669432e+01
4.752500e+03	1.635758e+01
4.757500e+03	1.709407e+01
4.762500e+03	1.601866e+01
4.767500e+03	1.658014e+01
4.772500e+03	1.618911e+01
4.777500e+03	1.541068e+01
4.782500e+03	1.610120e+01
4.787500e+03	1.656125e+01
4.792500e+03	1.555490e+01
4.797500e+03	1.725360e+01
4.802500e+03	1.497220e+01
4.807500e+03	1.677658e+01
4.812500e+03	1.448091e+01
4.817500e+03	1.638756e+01
4.822500e+03	1.590004e+01
4.827500e+03	1.643789e+01
4.832500e+03	1.559077e+01
4.837500e+03	1.591794e+01
4.842500e+03	1.481932e+01
4.847500e+03	1.632581e+01
4.852500e+03	1.504446e+01
4.857500e+03	1.579869e+01
4.862500e+03	1.559254e+01
4.867500e+03	1.527390e+01
4.872500e+03	1.519744e+01
4.877500e+03	1.464325e+01
4.882500e+03	1.542292e+01
4.887500e+03	1.511394e+01
4.892500e+03	1.525391e+01
4.897500e+03	1.410567e+01
4.902500e+03	1.636859e+01
4.907500e+03	1.405545e+01
4.912500e+03	1.561203e+01
4.917500e+03	1.479770e+01
4.922500e+03	1.499730e+01
4.927500e+03	1.400702e+01
4.932500e+03	1.476151e+01
4.937500e+03	1.373084e+01
4.942500e+03	1.498790e+01
4.947500e+03	1.417080e+01
4.952500e+03	1.399483e+01
4.957500e+03	1.408112e+01
4.962500e+03	1.463052e+01
4.967500e+03	1.298890e+01
4.972500e+03	1.464007e+01
4.977500e+03	1.415605e+01
4.982500e+03	1.425308e+01
4.987500e+03	1.488304e+01
4.992500e+03	1.335356e+01
4.997500e+03	1.338372e+01
5.005000e+03	1.393705e+01
5.015000e+03	1.307777e+01
5.025000e+03	1.291299e+01
5.035000e+03	1.362020e+01
5.045000e+03	1.304052e+01
5.055000e+03	1.318236e+01
5.065000e+03	1.321852e+01
5.075000e+03	1.295796e+01
5.085000e+03	1.284387e+01
5.095000e+03	1.282054e+01
5.105000e+03	1.273281e+01
5.115000e+03	1.255150e+01
5.125000e+03	1.246914e+01
5.135000e+03	1.233433e+01
5.145000e+03	1.185590e+01
5.155000e+03	1.273225e+01
5.165000e+03	1.171875e+01
5.175000e+03	1.212305e+01
5.185000e+03	1.210417e+01
5.195000e+03	1.180246e+01
5.205000e+03	1.207676e+01
5.215000e+03	1.174761e+01
5.225000e+03	1.151785e+01
5.235000e+03	1.168147e+01
5.245000e+03	1.136152e+01
5.255000e+03	1.138610e+01
5.265000e+03	1.157164e+01
5.275000e+03	1.106373e+01
5.285000e+03	1.104165e+01
5.295000e+03	1.093901e+01
5.305000e+03	1.128952e+01
5.315000e+03	1.100730e+01
5.325000e+03	1.076847e+01
5.335000e+03	1.107737e+01
5.345000e+03	1.047844e+01
5.355000e+03	1.074356e+01
5.365000e+03	1.043010e+01
5.375000e+03	1.074484e+01
5.385000e+03	1.064484e+01
5.395000e+03	1.055034e+01
5.405000e+03	1.018742e+01
5.415000e+03	1.009989e+01
5.425000e+03	9.848045e+00
5.435000e+03	9.953315e+00
5.445000e+03	1.025916e+01
5.455000e+03	9.961283e+00
5.465000e+03	9.807781e+00
5.475000e+03	1.008723e+01
5.485000e+03	9.908319e+00
5.495000e+03	1.007239e+01
5.505000e+03	9.999401e+00
5.515000e+03	9.927073e+00
5.525000e+03	9.855397e+00
5.535000e+03	9.784369e+00
5.545000e+03	9.713978e+00
5.555000e+03	9.644218e+00
5.565000e+03	9.575085e+00
5.575000e+03	9.506569e+00
5.585000e+03	9.438665e+00
5.595000e+03	9.371367e+00
5.605000e+03	9.304667e+00
5.615000e+03	9.238560e+00
5.625000e+03	9.173038e+00
5.635000e+03	9.108096e+00
5.645000e+03	9.043729e+00
5.655000e+03	8.979929e+00
5.665000e+03	8.916689e+00
5.675000e+03	8.854007e+00
5.685000e+03	8.791873e+00
5.695000e+03	8.730284e+00
5.705000e+03	8.669233e+00
5.715000e+03	8.608715e+00
5.725000e+03	8.548725e+00
5.735000e+03	8.489256e+00
5.745000e+03	8.430303e+00
5.755000e+03	8.371861e+00
5.765000e+03	8.313924e+00
5.775000e+03	8.256488e+00
5.785000e+03	8.199547e+00
5.795000e+03	8.143096e+00
5.805000e+03	8.087130e+00
5.815000e+03	8.031644e+00
5.825000e+03	7.976632e+00
5.835000e+03	7.922092e+00
5.845000e+03	7.868016e+00
5.855000e+03	7.814402e+00
5.865000e+03	7.761242e+00
5.875000e+03	7.708534e+00
5.885000e+03	7.656274e+00
5.895000e+03	7.604455e+00
5.905000e+03	7.553073e+00
5.915000e+03	7.502125e+00
5.925000e+03	7.451606e+00
5.935000e+03	7.401512e+00
5.945000e+03	7.351836e+00
5.955000e+03	7.302579e+00
5.965000e+03	7.253733e+00
5.975000e+03	7.205293e+00
5.985000e+03	7.157259e+00
5.995000e+03	7.109622e+00
6.005000e+03	7.062383e+00
6.015000e+03	7.015535e+00
6.025000e+03	6.969074e+00
6.035000e+03	6.922998e+00
6.045000e+03	6.877302e+00
6.055000e+03	6.831982e+00
6.065000e+03	6.787035e+00
6.075000e+03	6.742457e+00
6.085000e+03	6.698244e+00
6.095000e+03	6.654393e+00
6.105000e+03	6.610901e+00
6.115000e+03	6.567763e+00
6.125000e+03	6.524976e+00
6.135000e+03	6.482537e+00
6.145000e+03	6.440444e+00
6.155000e+03	6.398690e+00
6.165000e+03	6.357275e+00
6.175000e+03	6.316194e+00
6.185000e+03	6.275445e+00
6.195000e+03	6.235023e+00
6.205000e+03	6.194926e+00
6.215000e+03	6.155152e+00
6.225000e+03	6.115696e+00
6.235000e+03	6.076556e+00
6.245000e+03	6.037728e+00
6.255000e+03	5.999209e+00
6.265000e+03	5.960998e+00
6.275000e+03	5.923090e+00
6.285000e+03	5.885484e+00
6.295000e+03	5.848175e+00
6.305000e+03	5.811161e+00
6.315000e+03	5.774440e+00
6.325000e+03	5.738008e+00
6.335000e+03	5.701864e+00
6.345000e+03	5.666003e+00
6.355000e+03	5.630424e+00
6.365000e+03	5.595123e+00
6.375000e+03	5.560100e+00
6.385000e+03	5.525348e+00
6.395000e+03	5.490870e+00
6.405000e+03	5.456658e+00
6.415000e+03	5.422713e+00
6.425000e+03	5.389032e+00
6.435000e+03	5.355612e+00
6.445000e+03	5.322450e+00
6.455000e+03	5.289545e+00
6.465000e+03	5.256893e+00
6.475000e+03	5.224494e+00
