
     Z         PRESS      DEN     ProOH1    ProOH25    ProO3D    PO2D       PO2      PH2O      PO3D      PH2O2     FO3      FH2O      NumO2      NumOH      NumO1D     PN2O     PCH3CL
   5.000E+04 9.561E+05 2.429E+19 1.965E+05 3.364E+05 1.602E+06 0.000E+00 6.928E-12 1.230E-12 1.365E-04 5.355E-06 4.830E-10 1.127E-02 5.100E+15 3.322E+06 2.183E-03 5.576E-09 3.387E-11
   1.500E+05 8.500E+05 2.209E+19 2.516E+05 4.010E+05 3.164E+06 0.000E+00 1.094E-11 2.599E-12 1.539E-04 6.080E-06 9.308E-10 6.983E-03 4.739E+15 4.906E+06 4.928E-03 9.736E-09 8.019E-11
   2.500E+05 7.536E+05 2.006E+19 3.226E+05 4.265E+05 6.626E+06 0.000E+00 1.521E-11 5.120E-12 1.691E-04 6.765E-06 1.954E-09 4.153E-03 4.390E+15 6.950E+06 1.164E-02 1.507E-08 1.657E-10
   3.500E+05 6.662E+05 1.816E+19 3.489E+05 4.042E+05 1.292E+07 0.000E+00 1.985E-11 9.840E-12 1.818E-04 7.421E-06 3.913E-09 2.262E-03 4.053E+15 8.974E+06 2.538E-02 2.190E-08 3.102E-10
   4.500E+05 5.875E+05 1.629E+19 3.833E+05 4.306E+05 2.250E+07 0.000E+00 2.498E-11 1.865E-11 1.939E-04 8.056E-06 7.121E-09 1.417E-03 3.701E+15 1.193E+07 4.942E-02 3.050E-08 5.386E-10
   5.500E+05 5.168E+05 1.464E+19 3.476E+05 4.087E+05 3.675E+07 0.000E+00 3.090E-11 3.565E-11 2.051E-04 8.687E-06 1.224E-08 7.832E-04 3.381E+15 1.413E+07 8.972E-02 4.136E-08 8.916E-10
   6.500E+05 4.533E+05 1.318E+19 2.540E+05 3.387E+05 5.622E+07 0.000E+00 3.804E-11 6.873E-11 2.162E-04 9.331E-06 1.974E-08 3.740E-04 3.086E+15 1.468E+07 1.516E-01 5.478E-08 1.413E-09
   7.500E+05 3.962E+05 1.182E+19 1.605E+05 2.618E+05 8.011E+07 0.000E+00 4.701E-11 1.332E-10 2.285E-04 1.001E-05 2.964E-08 1.662E-04 2.802E+15 1.415E+07 2.384E-01 7.080E-08 2.149E-09
   8.500E+05 3.451E+05 1.058E+19 8.624E+04 1.893E+05 1.075E+08 2.607E-64 5.834E-11 2.676E-10 2.437E-04 1.075E-05 4.168E-08 6.685E-05 2.529E+15 1.293E+07 3.534E-01 8.940E-08 3.152E-09
   9.500E+05 2.989E+05 9.624E+18 2.180E+04 6.831E+04 1.405E+08 1.840E-30 7.224E-11 5.443E-10 2.614E-04 1.160E-05 5.585E-08 1.304E-05 2.312E+15 8.829E+06 4.967E-01 1.105E-07 4.456E-09
