
     Z         PRESS      DEN     ProOH1    ProOH25    ProO3D    PO2D       PO2      PH2O      PO3D      PH2O2     FO3      FH2O      NumO2      NumOH      NumO1D     PN2O     PCH3CL
   5.000E+04 9.562E+05 2.410E+19 3.704E+05 4.182E+01 2.685E+06 0.000E+00 2.904E-16 1.333E-16 9.731E-06 2.418E-06 1.145E-08 1.302E-02 5.126E+17 3.067E+06 3.594E-03 4.184E-13 4.754E-15
   1.500E+05 8.485E+05 2.163E+19 3.100E+05 1.115E+02 2.802E+06 0.000E+00 8.280E-16 5.085E-16 1.057E-05 2.614E-06 1.226E-08 1.014E-02 4.601E+17 2.524E+06 4.293E-03 1.343E-12 1.928E-14
   2.500E+05 7.515E+05 1.954E+19 2.318E+05 2.382E+02 3.101E+06 0.000E+00 2.177E-15 1.846E-15 1.115E-05 2.789E-06 1.423E-08 6.602E-03 4.159E+17 2.302E+06 5.429E-03 3.994E-12 7.032E-14
   3.500E+05 6.641E+05 1.758E+19 1.835E+05 4.746E+02 3.594E+06 0.000E+00 5.197E-15 6.121E-15 1.163E-05 2.946E-06 1.757E-08 4.411E-03 3.741E+17 2.301E+06 7.124E-03 1.067E-11 2.227E-13
   4.500E+05 5.856E+05 1.581E+19 1.313E+05 7.850E+02 4.214E+06 0.000E+00 1.134E-14 1.877E-14 1.189E-05 3.088E-06 2.242E-08 2.645E-03 3.365E+17 2.241E+06 9.408E-03 2.584E-11 6.261E-13
   5.500E+05 5.149E+05 1.421E+19 8.435E+04 1.069E+03 4.891E+06 0.000E+00 2.266E-14 5.194E-14 1.197E-05 3.217E-06 2.875E-08 1.448E-03 3.026E+17 2.117E+06 1.221E-02 5.668E-11 1.556E-12
   6.500E+05 4.515E+05 1.277E+19 4.778E+04 1.178E+03 5.542E+06 0.000E+00 4.166E-14 1.280E-13 1.191E-05 3.336E-06 3.645E-08 7.209E-04 2.720E+17 1.914E+06 1.537E-02 1.126E-10 3.413E-12
   7.500E+05 3.945E+05 1.147E+19 2.326E+04 1.046E+03 6.096E+06 0.000E+00 7.097E-14 2.860E-13 1.171E-05 3.447E-06 4.541E-08 3.190E-04 2.442E+17 1.638E+06 1.870E-02 2.040E-10 6.704E-12
   8.500E+05 3.434E+05 1.028E+19 9.628E+03 7.278E+02 6.502E+06 7.732-168 1.129E-13 5.705E-13 1.140E-05 3.553E-06 5.552E-08 1.241E-04 2.189E+17 1.356E+06 2.202E-02 3.406E-10 1.192E-11
   9.500E+05 2.977E+05 9.179E+18 3.278E+03 3.766E+02 6.804E+06 4.483-113 1.695E-13 1.011E-12 1.101E-05 3.653E-06 6.730E-08 4.058E-05 1.955E+17 1.149E+06 2.547E-02 5.300E-10 1.940E-11
   1.050E+06 2.570E+05 8.162E+18 8.248E+02 1.254E+02 7.398E+06 1.870E-91 2.422E-13 1.628E-12 1.061E-05 3.750E-06 8.543E-08 9.438E-06 1.739E+17 1.005E+06 3.073E-02 7.780E-10 2.942E-11
   1.150E+06 2.209E+05 7.207E+18 9.770E+02 1.617E+02 9.116E+06 2.721E-79 3.331E-13 2.460E-12 1.024E-05 3.845E-06 1.235E-07 9.121E-06 1.535E+17 9.801E+05 4.232E-02 1.091E-09 4.235E-11
   1.250E+06 1.892E+05 6.313E+18 1.266E+03 1.899E+02 1.291E+07 5.887E-69 4.464E-13 3.590E-12 9.977E-06 3.940E-06 2.050E-07 8.381E-06 1.345E+17 9.405E+05 6.767E-02 1.485E-09 5.893E-11
   1.350E+06 1.615E+05 5.488E+18 1.560E+03 1.938E+02 1.958E+07 2.175E-60 5.928E-13 5.166E-12 9.950E-06 4.038E-06 3.586E-07 6.836E-06 1.169E+17 9.226E+05 1.170E-01 1.990E-09 8.063E-11
   1.450E+06 1.375E+05 4.743E+18 1.745E+03 1.854E+02 2.875E+07 1.944E-53 7.939E-13 7.482E-12 1.014E-05 4.145E-06 5.979E-07 5.224E-06 1.010E+17 8.908E+05 1.973E-01 2.674E-09 1.105E-10
   1.550E+06 1.168E+05 4.080E+18 1.947E+03 1.923E+02 3.950E+07 9.176E-48 1.087E-12 1.108E-11 1.065E-05 4.268E-06 9.090E-07 4.253E-06 8.691E+16 8.702E+05 3.130E-01 3.651E-09 1.537E-10
   1.650E+06 9.909E+04 3.493E+18 2.267E+03 2.236E+02 5.174E+07 4.962E-43 1.532E-12 1.689E-11 1.165E-05 4.415E-06 1.271E-06 3.789E-06 7.441E+16 9.030E+05 4.765E-01 5.092E-09 2.183E-10
   1.750E+06 8.395E+04 2.974E+18 2.920E+03 3.025E+02 6.565E+07 5.354E-39 2.216E-12 2.643E-11 1.341E-05 4.596E-06 1.647E-06 3.849E-06 6.334E+16 1.050E+06 7.085E-01 7.233E-09 3.158E-10
   1.850E+06 7.110E+04 2.518E+18 3.709E+03 4.142E+02 8.193E+07 1.603E-35 3.259E-12 4.200E-11 1.619E-05 4.820E-06 2.010E-06 3.917E-06 5.362E+16 1.272E+06 1.045E+00 1.036E-08 4.608E-10
   1.950E+06 6.024E+04 2.127E+18 4.652E+03 5.686E+02 1.008E+08 1.575E-32 4.818E-12 6.699E-11 2.027E-05 5.099E-06 2.338E-06 3.991E-06 4.530E+16 1.591E+06 1.524E+00 1.481E-08 6.710E-10
   2.050E+06 5.106E+04 1.798E+18 5.757E+03 7.757E+02 1.223E+08 5.889E-30 7.091E-12 1.061E-10 2.597E-05 5.445E-06 2.619E-06 4.067E-06 3.829E+16 2.033E+06 2.190E+00 2.094E-08 9.663E-10
   2.150E+06 4.330E+04 1.522E+18 7.048E+03 1.044E+03 1.469E+08 9.572E-28 1.033E-11 1.655E-10 3.385E-05 5.875E-06 2.852E-06 4.144E-06 3.241E+16 2.626E+06 3.111E+00 2.910E-08 1.368E-09
   2.250E+06 3.674E+04 1.289E+18 8.548E+03 1.377E+03 1.749E+08 7.601E-26 1.486E-11 2.531E-10 4.470E-05 6.410E-06 3.036E-06 4.221E-06 2.744E+16 3.396E+06 4.377E+00 3.962E-08 1.896E-09
   2.350E+06 3.118E+04 1.091E+18 1.026E+04 1.773E+03 2.061E+08 3.262E-24 2.107E-11 3.782E-10 5.969E-05 7.074E-06 3.164E-06 4.296E-06 2.324E+16 4.368E+06 6.100E+00 5.272E-08 2.568E-09
