 SOLAR ZENITH ANGLE (deg) =    48.2000000000000     
 FIXED SPECIES MIXING RATIOS:
    O2 =   0.210000000000000       CO2 =   4.000000000000000E-004
 
    CH4 =   2.806977011436352E-007
 Standard CH3CL flux =  2.370E+08

 PO2= 1.517E-01  PNO= 3.565E-02  ZAPNO= 3.768E+03
 N= 3     X= 6.98378E-01  ERR= 1.04173E-06

 TIME = 0.0000E+00     TIMEY =   0.0000E+00 YEARS

 NPHOT =  0

 MIXING RATIOS OF LONG-LIVED SPECIES


     Z        H2CO     O        H2O      OH       HO2      H2O2     O3       H        H2       CH4      CO       CH3OOH  
  7.75E+06 2.08E-13 1.45E-10 4.96E-09 9.35E-12 2.63E-14 1.16E-14 5.04E-17 4.20E-17 1.19E-23 7.63E-26 5.07E-13 1.18E-14
  7.95E+06 1.02E-13 7.85E-11 4.71E-09 4.86E-12 1.71E-14 5.37E-15 1.91E-17 1.95E-17 2.28E-24 1.10E-26 5.02E-13 4.68E-15
  8.15E+06 3.87E-14 3.32E-11 4.36E-09 2.85E-13 3.07E-15 1.46E-15 2.15E-18 1.70E-18 1.77E-25 1.40E-27 4.96E-13 2.29E-16
  8.35E+06 2.33E-14 1.21E-11 3.92E-09 2.35E-14 5.55E-16 3.77E-16 2.04E-19 1.22E-19 1.24E-26 4.14E-28 4.90E-13 6.27E-18
  8.55E+06 1.70E-14 4.39E-12 3.46E-09 7.67E-15 1.39E-16 9.72E-17 1.97E-20 3.05E-20 8.72E-28 1.45E-28 4.83E-13 4.94E-19
  8.75E+06 1.36E-14 1.72E-12 3.04E-09 4.15E-15 3.45E-17 2.51E-17 1.93E-21 1.17E-20 6.22E-29 3.71E-29 4.75E-13 5.30E-20
  8.95E+06 1.17E-14 7.56E-13 2.66E-09 2.49E-15 8.78E-18 6.51E-18 1.91E-22 4.94E-21 4.48E-30 8.64E-30 4.65E-13 7.48E-21
  9.15E+06 1.06E-14 3.79E-13 2.35E-09 1.49E-15 2.04E-18 1.69E-18 1.93E-23 2.01E-21 3.28E-31 1.53E-30 4.53E-13 1.11E-21
  9.35E+06 9.91E-15 2.16E-13 2.09E-09 9.19E-16 4.85E-19 4.43E-19 1.98E-24 8.46E-22 2.44E-32 2.60E-31 4.39E-13 1.90E-22
  9.55E+06 9.36E-15 1.40E-13 1.90E-09 5.81E-16 1.17E-19 1.17E-19 2.09E-25 3.68E-22 1.86E-33 4.11E-32 4.21E-13 3.55E-23
  9.75E+06 8.87E-15 1.03E-13 1.78E-09 3.78E-16 2.85E-20 3.20E-20 2.30E-26 1.65E-22 1.47E-34 5.86E-33 3.99E-13 6.95E-24
  9.95E+06 8.35E-15 8.71E-14 1.72E-09 2.55E-16 7.23E-21 1.18E-20 3.34E-27 7.57E-23 1.48E-35 7.57E-34 3.74E-13 1.38E-24
     Z        CH3O2    N2O      NO       NO2      HNO2     HNO3     HO2NO2   NO3      N2O5     CL2O2    CH3CL    HOCL    

 TP, TL
           1.19E+11 2.01E+06 1.46E+13 1.47E+13 3.76E+09 2.30E+10 4.84E+10 3.99E+10 1.66E+09 8.99E+06 0.00E+00 7.29E+09
           1.19E+11 1.18E+09 1.46E+13 1.47E+13 3.76E+09 2.22E+10 4.84E+10 3.99E+10 1.66E+09 8.99E+06 2.37E+08 7.29E+09

     Z        CL       CLO      HCL      CLONO2   O2       H2S      HS       SO       SO2      H2SO4    HSO      CO2     
  5.00E+04 8.66E-18 1.80E-14 5.52E-12 6.29E-13 2.10E-01 2.41E-12 4.47E-18 4.90E-20 3.16E-11 2.12E-12 7.99E-14 4.00E-04
  1.50E+05 1.21E-17 2.13E-14 7.89E-12 8.03E-13 2.10E-01 2.53E-12 5.09E-18 7.37E-20 5.59E-11 4.17E-12 9.94E-14 4.05E-04
  2.50E+05 1.58E-17 2.50E-14 1.05E-11 9.54E-13 2.10E-01 2.70E-12 5.82E-18 1.10E-19 7.86E-11 6.45E-12 1.17E-13 4.09E-04
  3.50E+05 1.99E-17 2.85E-14 1.28E-11 1.10E-12 2.10E-01 2.98E-12 6.60E-18 1.66E-19 1.01E-10 8.67E-12 1.39E-13 4.13E-04
  5.50E+05 2.94E-17 3.44E-14 1.62E-11 1.25E-12 2.10E-01 3.92E-12 8.85E-18 3.95E-19 1.46E-10 1.24E-11 2.03E-13 4.21E-04
  7.50E+05 3.69E-17 4.20E-14 1.85E-11 1.04E-12 2.10E-01 5.60E-12 1.06E-17 8.42E-19 1.91E-10 1.30E-11 3.01E-13 4.28E-04
  9.50E+05 4.75E-17 4.44E-14 2.04E-11 7.82E-13 2.10E-01 6.29E-12 1.02E-17 1.47E-18 2.05E-10 1.10E-11 3.36E-13 4.31E-04
  1.15E+06 6.15E-17 4.49E-14 2.45E-11 6.92E-13 2.10E-01 1.91E-12 2.35E-18 8.03E-19 1.31E-10 5.77E-12 1.22E-13 4.31E-04
  1.35E+06 6.33E-17 7.06E-14 3.69E-11 1.49E-12 2.10E-01 2.96E-13 1.27E-19 8.84E-20 6.00E-11 1.23E-12 2.04E-14 4.31E-04
  1.55E+06 1.19E-16 2.50E-13 6.07E-11 7.59E-12 2.10E-01 2.43E-14 4.87E-21 1.28E-20 1.96E-11 2.91E-13 1.31E-15 4.31E-04
  1.75E+06 2.47E-16 8.26E-13 8.38E-11 2.79E-11 2.10E-01 1.28E-15 1.85E-22 1.18E-20 5.24E-12 7.53E-14 4.31E-17 4.31E-04
  1.95E+06 4.74E-16 2.15E-12 9.39E-11 6.64E-11 2.10E-01 5.08E-17 7.20E-24 1.82E-20 1.30E-12 2.03E-14 1.08E-18 4.31E-04
  2.15E+06 8.58E-16 4.64E-12 9.03E-11 1.15E-10 2.10E-01 1.63E-18 2.91E-25 2.26E-20 3.23E-13 6.12E-15 2.47E-20 4.31E-04
  2.35E+06 1.52E-15 8.54E-12 7.94E-11 1.64E-10 2.10E-01 3.92E-20 1.06E-26 2.26E-20 8.21E-14 3.10E-15 4.83E-22 4.31E-04
  2.55E+06 2.74E-15 1.38E-11 6.78E-11 2.04E-10 2.10E-01 6.28E-22 2.95E-28 1.94E-20 2.10E-14 7.64E-15 7.02E-24 4.31E-04
  2.75E+06 5.23E-15 2.13E-11 5.94E-11 2.26E-10 2.10E-01 5.92E-24 5.63E-30 1.48E-20 5.41E-15 2.09E-14 6.85E-26 4.31E-04
  2.95E+06 1.07E-14 3.26E-11 5.60E-11 2.23E-10 2.10E-01 3.08E-26 5.22E-31 1.18E-20 1.66E-15 2.46E-14 3.15E-27 4.31E-04
  3.15E+06 2.37E-14 4.98E-11 5.83E-11 1.89E-10 2.10E-01 1.16E-28 9.92E-31 1.52E-20 9.15E-16 2.54E-14 2.88E-27 4.31E-04
  3.35E+06 5.54E-14 7.52E-11 6.76E-11 1.32E-10 2.10E-01 6.52E-29 3.35E-30 3.10E-20 9.46E-16 2.53E-14 4.41E-27 4.31E-04
  3.55E+06 1.34E-13 1.09E-10 8.48E-11 7.34E-11 2.10E-01 1.43E-28 1.16E-29 6.45E-20 1.20E-15 2.50E-14 6.53E-27 4.31E-04
  3.75E+06 3.25E-13 1.47E-10 1.07E-10 3.27E-11 2.10E-01 2.56E-28 3.43E-29 1.22E-19 1.54E-15 2.47E-14 7.87E-27 4.31E-04
  3.95E+06 7.76E-13 1.78E-10 1.36E-10 1.13E-11 2.10E-01 4.22E-28 9.30E-29 2.13E-19 1.99E-15 2.42E-14 8.16E-27 4.31E-04
  4.15E+06 1.71E-12 1.89E-10 1.78E-10 2.96E-12 2.10E-01 7.60E-28 2.52E-28 3.68E-19 2.72E-15 2.34E-14 8.43E-27 4.31E-04
  4.35E+06 3.20E-12 1.72E-10 2.35E-10 6.30E-13 2.10E-01 1.50E-27 6.55E-28 6.32E-19 3.86E-15 2.23E-14 9.26E-27 4.31E-04
  4.55E+06 4.98E-12 1.35E-10 2.97E-10 1.19E-13 2.10E-01 2.80E-27 1.49E-27 1.04E-18 5.41E-15 2.07E-14 1.02E-26 4.31E-04
  4.75E+06 6.68E-12 9.50E-11 3.51E-10 2.15E-14 2.10E-01 4.41E-27 2.79E-27 1.60E-18 7.20E-15 1.89E-14 1.05E-26 4.31E-04
  4.95E+06 8.10E-12 6.57E-11 3.87E-10 4.52E-15 2.10E-01 5.96E-27 4.38E-27 2.58E-18 9.03E-15 1.70E-14 1.12E-26 4.31E-04
  5.15E+06 9.32E-12 4.43E-11 4.10E-10 9.98E-16 2.10E-01 7.13E-27 6.07E-27 4.04E-18 1.08E-14 1.53E-14 1.26E-26 4.30E-04
  5.35E+06 1.04E-11 3.10E-11 4.24E-10 2.64E-16 2.10E-01 8.11E-27 7.81E-27 6.80E-18 1.23E-14 1.37E-14 1.72E-26 4.30E-04
  5.55E+06 1.15E-11 2.16E-11 4.33E-10 7.44E-17 2.10E-01 8.94E-27 9.65E-27 1.15E-17 1.36E-14 1.24E-14 2.68E-26 4.30E-04
  5.75E+06 1.26E-11 1.48E-11 4.40E-10 2.13E-17 2.10E-01 9.80E-27 1.18E-26 1.93E-17 1.47E-14 1.12E-14 4.53E-26 4.30E-04
  5.95E+06 1.35E-11 9.94E-12 4.44E-10 6.29E-18 2.10E-01 1.11E-26 1.46E-26 3.19E-17 1.56E-14 1.03E-14 8.13E-26 4.30E-04
  6.15E+06 1.44E-11 6.55E-12 4.47E-10 1.96E-18 2.10E-01 1.32E-26 1.86E-26 5.27E-17 1.63E-14 9.48E-15 1.53E-25 4.30E-04
  6.35E+06 1.48E-11 4.58E-12 4.48E-10 9.01E-19 2.10E-01 1.79E-26 2.58E-26 1.13E-16 1.69E-14 8.82E-15 3.89E-25 4.29E-04
  6.55E+06 1.54E-11 2.67E-12 4.49E-10 2.66E-19 2.10E-01 2.44E-26 3.56E-26 1.56E-16 1.74E-14 8.28E-15 6.68E-25 4.29E-04
  6.75E+06 1.53E-11 1.58E-12 4.51E-10 1.02E-19 2.10E-01 4.14E-26 5.69E-26 2.49E-16 1.77E-14 7.81E-15 1.42E-24 4.29E-04
  6.95E+06 1.49E-11 8.96E-13 4.52E-10 4.43E-20 2.10E-01 8.61E-26 1.07E-25 3.79E-16 1.79E-14 7.43E-15 3.15E-24 4.29E-04
  7.15E+06 1.44E-11 4.94E-13 4.52E-10 1.94E-20 2.10E-01 1.87E-25 2.21E-25 5.28E-16 1.81E-14 7.10E-15 6.64E-24 4.28E-04
  7.35E+06 1.40E-11 2.66E-13 4.53E-10 7.02E-21 2.10E-01 3.68E-25 4.37E-25 6.69E-16 1.82E-14 6.80E-15 1.21E-23 4.28E-04
  7.55E+06 1.40E-11 1.42E-13 4.53E-10 2.05E-21 2.10E-01 6.49E-25 8.11E-25 8.28E-16 1.83E-14 6.50E-15 1.97E-23 4.27E-04
  7.75E+06 1.43E-11 7.48E-14 4.52E-10 4.95E-22 2.10E-01 1.07E-24 1.52E-24 1.01E-15 1.83E-14 6.19E-15 2.97E-23 4.26E-04
  7.95E+06 1.54E-11 3.72E-14 4.51E-10 8.55E-23 2.09E-01 1.29E-24 2.85E-24 1.31E-15 1.82E-14 5.88E-15 4.41E-23 4.25E-04
  8.15E+06 2.05E-11 1.76E-14 4.45E-10 3.28E-24 2.09E-01 2.82E-25 7.75E-25 3.79E-15 1.58E-14 5.56E-15 3.73E-23 4.24E-04
  8.35E+06 3.29E-11 1.29E-14 4.32E-10 3.38E-26 2.09E-01 3.17E-26 1.22E-25 7.48E-15 1.23E-14 5.24E-15 1.81E-23 4.22E-04
  8.55E+06 4.92E-11 1.03E-14 4.14E-10 7.11E-28 2.09E-01 3.05E-27 2.37E-26 1.06E-14 9.17E-15 4.92E-15 8.05E-24 4.19E-04
  8.75E+06 6.68E-11 7.35E-15 3.95E-10 7.49E-29 2.08E-01 2.67E-28 5.32E-27 1.27E-14 7.02E-15 4.58E-15 3.51E-24 4.16E-04
  8.95E+06 8.42E-11 5.05E-15 3.76E-10 1.10E-29 2.07E-01 2.16E-29 1.42E-27 1.42E-14 5.45E-15 4.22E-15 1.60E-24 4.12E-04
  9.15E+06 1.00E-10 3.15E-15 3.56E-10 1.45E-30 2.06E-01 1.59E-30 4.21E-28 1.50E-14 4.34E-15 3.83E-15 7.46E-25 4.05E-04
  9.35E+06 1.15E-10 1.91E-15 3.38E-10 2.15E-31 2.04E-01 1.08E-31 1.40E-28 1.55E-14 3.44E-15 3.42E-15 3.64E-25 3.97E-04
  9.55E+06 1.26E-10 1.11E-15 3.21E-10 3.40E-32 2.02E-01 7.20E-33 5.08E-29 1.57E-14 2.68E-15 2.98E-15 1.84E-25 3.86E-04
  9.75E+06 1.33E-10 6.11E-16 3.06E-10 5.52E-33 1.99E-01 5.04E-34 1.98E-29 1.55E-14 2.08E-15 2.51E-15 9.53E-26 3.72E-04
  9.95E+06 1.35E-10 3.19E-16 2.95E-10 8.97E-34 1.95E-01 4.81E-35 8.09E-30 1.48E-14 1.67E-15 2.05E-15 4.97E-26 3.55E-04
     Z        CL       CLO      HCL      CLONO2   O2       H2S      HS       SO       SO2      H2SO4    HSO      CO2     

 TP, TL
           5.68E+13 6.81E+11 8.07E+08 7.64E+09 2.80E+15 3.51E+08 3.49E+08 3.46E+08 1.44E+11 2.49E+09 1.91E+08 1.17E+14
           5.68E+13 6.81E+11 7.41E+08 7.63E+09 2.68E+15 3.49E+08 3.49E+08 3.46E+08 1.43E+11 2.44E+09 1.89E+08 9.47E+11


 MIXING RATIO OF AEROSOL

     Z      SO4AER
  5.00E+04 7.92E-11
  1.50E+05 9.64E-11
  2.50E+05 1.32E-10
  3.50E+05 1.78E-10
  5.50E+05 2.77E-10
  7.50E+05 3.65E-10
  9.50E+05 4.30E-10
  1.15E+06 5.02E-10
  1.35E+06 5.55E-10
  1.55E+06 5.28E-10
  1.75E+06 4.42E-10
  1.95E+06 3.48E-10
  2.15E+06 2.76E-10
  2.35E+06 2.24E-10
  2.55E+06 1.86E-10
  2.75E+06 1.52E-10
  2.95E+06 1.22E-10
  3.15E+06 9.58E-11
  3.35E+06 7.28E-11
  3.55E+06 5.35E-11
  3.75E+06 3.83E-11
  3.95E+06 2.68E-11
  4.15E+06 1.82E-11
  4.35E+06 1.20E-11
  4.55E+06 7.82E-12
  4.75E+06 4.97E-12
  4.95E+06 3.08E-12
  5.15E+06 1.86E-12
  5.35E+06 1.11E-12
  5.55E+06 6.47E-13
  5.75E+06 3.69E-13
  5.95E+06 2.03E-13
  6.15E+06 1.08E-13
  6.35E+06 5.56E-14
  6.55E+06 2.67E-14
  6.75E+06 1.19E-14
  6.95E+06 4.81E-15
  7.15E+06 1.75E-15
  7.35E+06 4.73E-16
  7.55E+06 7.90E-17
  7.75E+06 6.67E-18
  7.95E+06 2.15E-19
  8.15E+06 1.75E-21
  8.35E+06 1.99E-24
  8.55E+06 1.31E-28
  8.75E+06 1.37E-34
  8.95E+06 3.78E-43
  9.15E+06 2.05E-55
  9.35E+06 6.36E-73
  9.55E+06 8.17E-98
  9.75E+06 1.00-100
  9.95E+06 1.00-100

  TP       2.34E+09
  TL       2.32E+09


 OZONE COLUMN DEPTH =  8.8621E+18
 OZONE COLUMN DEPTH =  0.330 ATM CM

 SULFUR COLUMN DEPTHS:  H2S = 6.295E+13  SO2 = 2.126E+15

  11 FH2O AT COLD TRAP = 4.287E-06

 NUMBER DENSITIES OF LONG-LIVED SPECIES


     Z        H2CO     O        H2O      OH       HO2      H2O2     O3       H        H2       CH4      CO       CH3OOH  
  5.00E+04 3.11E+09 9.16E+02 3.29E+17 1.36E+06 2.35E+08 2.00E+10 3.78E+11 1.31E-01 8.96E+12 2.64E+13 1.59E+12 1.55E+10
  2.50E+05 2.61E+09 1.44E+03 1.03E+17 1.50E+06 1.86E+08 1.65E+10 4.37E+11 1.28E-01 7.37E+12 2.16E+13 1.09E+12 1.10E+10
  4.50E+05 1.76E+09 2.26E+03 2.48E+16 1.52E+06 1.27E+08 9.88E+09 5.05E+11 1.19E-01 6.01E+12 1.75E+13 7.60E+11 5.36E+09
  6.50E+05 9.38E+08 3.28E+03 4.76E+15 1.33E+06 7.38E+07 4.58E+09 5.35E+11 9.89E-02 4.85E+12 1.41E+13 5.42E+11 2.00E+09
  8.50E+05 4.02E+08 4.46E+03 6.57E+14 9.49E+05 3.68E+07 1.82E+09 5.26E+11 7.06E-02 3.86E+12 1.12E+13 3.96E+11 6.60E+08
  1.05E+06 1.66E+08 6.17E+03 3.47E+13 7.41E+05 1.71E+07 6.29E+08 5.19E+11 5.64E-02 3.04E+12 8.81E+12 2.89E+11 1.85E+08
  1.25E+06 5.53E+07 1.38E+04 2.63E+13 4.31E+05 5.46E+06 8.66E+07 7.12E+11 3.49E-02 2.29E+12 6.61E+12 1.90E+11 2.09E+07
  1.45E+06 2.55E+07 5.26E+04 1.94E+13 2.69E+05 2.68E+06 9.71E+06 1.44E+12 2.28E-02 1.67E+12 4.75E+12 1.07E+11 2.73E+06
  1.65E+06 1.89E+07 1.75E+05 1.44E+13 2.68E+05 2.73E+06 7.99E+06 2.54E+12 2.24E-02 1.22E+12 3.34E+12 5.47E+10 1.87E+06
  1.85E+06 1.61E+07 4.70E+05 1.08E+13 3.14E+05 3.45E+06 1.19E+07 3.61E+12 2.68E-02 8.79E+11 2.31E+12 2.81E+10 2.03E+06
  2.05E+06 1.48E+07 1.08E+06 8.12E+12 4.09E+05 4.69E+06 2.05E+07 4.39E+12 3.89E-02 6.32E+11 1.58E+12 1.56E+10 2.45E+06
  2.25E+06 1.52E+07 2.33E+06 6.07E+12 5.87E+05 7.03E+06 4.02E+07 4.75E+12 7.24E-02 4.48E+11 1.06E+12 9.64E+09 3.33E+06
  2.45E+06 1.57E+07 4.67E+06 4.55E+12 8.92E+05 1.05E+07 7.51E+07 4.78E+12 1.59E-01 3.18E+11 7.04E+11 6.56E+09 4.09E+06
  2.65E+06 1.61E+07 8.88E+06 3.42E+12 1.41E+06 1.52E+07 1.27E+08 4.52E+12 4.05E-01 2.25E+11 4.66E+11 4.74E+09 4.45E+06
  2.85E+06 1.58E+07 1.61E+07 2.58E+12 2.26E+06 2.12E+07 1.87E+08 4.03E+12 1.20E+00 1.58E+11 3.06E+11 3.51E+09 4.30E+06
  3.05E+06 1.44E+07 2.82E+07 1.95E+12 3.60E+06 2.73E+07 2.24E+08 3.36E+12 4.11E+00 1.11E+11 1.98E+11 2.62E+09 3.64E+06
  3.25E+06 1.22E+07 4.76E+07 1.48E+12 5.60E+06 3.12E+07 2.07E+08 2.61E+12 1.56E+01 7.79E+10 1.27E+11 1.94E+09 2.62E+06
  3.45E+06 9.99E+06 8.06E+07 1.11E+12 8.25E+06 3.16E+07 1.45E+08 1.82E+12 6.39E+01 5.39E+10 7.84E+10 1.43E+09 1.70E+06
  3.65E+06 7.68E+06 1.33E+08 8.33E+11 1.17E+07 2.81E+07 7.94E+07 1.18E+12 2.58E+02 3.77E+10 4.80E+10 1.03E+09 9.55E+05
  3.85E+06 5.68E+06 2.21E+08 6.29E+11 1.61E+07 2.31E+07 3.79E+07 7.28E+11 1.04E+03 2.70E+10 2.93E+10 7.36E+08 5.06E+05
  4.05E+06 4.10E+06 3.65E+08 4.75E+11 2.08E+07 1.86E+07 1.81E+07 4.25E+11 3.98E+03 2.01E+10 1.80E+10 5.32E+08 2.76E+05
  4.25E+06 2.88E+06 5.72E+08 3.60E+11 2.34E+07 1.52E+07 9.94E+06 2.44E+11 1.24E+04 1.57E+10 1.12E+10 4.05E+08 1.70E+05
  4.45E+06 1.98E+06 8.15E+08 2.72E+11 2.28E+07 1.27E+07 6.17E+06 1.42E+11 3.03E+04 1.29E+10 7.14E+09 3.31E+08 1.18E+05
  4.65E+06 1.32E+06 1.06E+09 2.06E+11 2.03E+07 1.05E+07 4.02E+06 8.33E+10 6.08E+04 1.11E+10 4.72E+09 2.90E+08 8.70E+04
  4.85E+06 8.59E+05 1.28E+09 1.58E+11 1.75E+07 8.68E+06 2.73E+06 5.10E+10 1.07E+05 9.92E+09 3.24E+09 2.75E+08 6.45E+04
  5.05E+06 5.46E+05 1.47E+09 1.22E+11 1.50E+07 7.25E+06 1.96E+06 3.28E+10 1.70E+05 9.14E+09 2.30E+09 2.83E+08 4.71E+04
  5.25E+06 3.47E+05 1.62E+09 9.43E+10 1.28E+07 6.07E+06 1.45E+06 2.15E+10 2.57E+05 8.47E+09 1.68E+09 3.12E+08 3.41E+04
  5.45E+06 2.22E+05 1.72E+09 7.37E+10 1.10E+07 5.17E+06 1.14E+06 1.47E+10 3.68E+05 7.87E+09 1.26E+09 3.59E+08 2.43E+04
  5.65E+06 1.42E+05 1.78E+09 5.72E+10 9.53E+06 4.41E+06 9.03E+05 9.79E+09 5.21E+05 7.20E+09 9.43E+08 4.18E+08 1.72E+04
  5.85E+06 9.14E+04 1.81E+09 4.40E+10 8.33E+06 3.82E+06 7.39E+05 6.38E+09 7.39E+05 6.49E+09 7.07E+08 4.77E+08 1.21E+04
  6.05E+06 5.85E+04 1.79E+09 3.37E+10 7.44E+06 3.39E+06 6.36E+05 4.05E+09 1.06E+06 5.76E+09 5.27E+08 5.31E+08 8.42E+03
  6.25E+06 3.71E+04 1.74E+09 2.56E+10 6.82E+06 3.10E+06 5.93E+05 2.50E+09 1.55E+06 5.05E+09 3.91E+08 5.72E+08 5.73E+03
  6.45E+06 2.50E+04 1.60E+09 1.97E+10 6.54E+06 2.96E+06 6.08E+05 1.60E+09 2.18E+06 4.43E+09 2.93E+08 6.05E+08 3.86E+03
  6.65E+06 2.45E+04 1.47E+09 1.45E+10 6.35E+06 2.89E+06 6.42E+05 8.74E+08 3.41E+06 3.75E+09 2.10E+08 6.09E+08 2.52E+03
  6.85E+06 4.37E+04 1.27E+09 1.07E+10 6.68E+06 3.06E+06 7.77E+05 4.58E+08 5.43E+06 3.16E+09 1.50E+08 6.05E+08 1.62E+03
  7.05E+06 8.41E+04 1.05E+09 7.82E+09 7.57E+06 3.48E+06 9.90E+05 2.30E+08 8.89E+06 2.66E+09 1.06E+08 5.91E+08 1.02E+03
  7.25E+06 1.30E+05 9.03E+08 5.61E+09 8.43E+06 3.85E+06 1.16E+06 1.12E+08 1.53E+07 2.19E+09 7.30E+07 5.62E+08 6.18E+02
  7.45E+06 1.67E+05 8.37E+08 3.95E+09 8.87E+06 3.95E+06 1.22E+06 5.75E+07 2.69E+07 1.82E+09 4.90E+07 5.39E+08 3.44E+02
  7.65E+06 1.82E+05 8.40E+08 2.71E+09 8.60E+06 3.67E+06 1.12E+06 3.08E+07 4.69E+07 1.52E+09 3.20E+07 5.20E+08 1.71E+02
  7.85E+06 1.72E+05 8.55E+08 1.81E+09 8.61E+06 3.44E+06 8.86E+05 1.58E+07 8.65E+07 1.25E+09 2.03E+07 4.98E+08 7.42E+01
  8.05E+06 1.54E+05 2.49E+09 1.16E+09 4.15E+06 1.57E+06 3.95E+05 1.91E+07 2.12E+08 9.93E+08 1.26E+07 4.71E+08 2.48E+01
  8.25E+06 8.61E+04 1.43E+10 7.03E+08 8.77E+05 2.53E+05 1.06E+05 4.74E+07 3.53E+08 7.44E+08 7.64E+06 4.33E+08 7.26E+00
  8.45E+06 3.20E+04 4.19E+10 4.15E+08 2.90E+05 5.07E+04 2.64E+04 7.09E+07 3.99E+08 5.38E+08 4.54E+06 3.80E+08 2.08E+00
  8.65E+06 1.23E+04 8.18E+10 2.40E+08 1.16E+05 1.22E+04 6.45E+03 7.55E+07 3.73E+08 3.83E+08 2.65E+06 3.21E+08 5.95E-01
  8.85E+06 5.12E+03 1.24E+11 1.36E+08 4.76E+04 3.30E+03 1.54E+03 6.18E+07 3.12E+08 2.69E+08 1.52E+06 2.61E+08 1.69E-01
  9.05E+06 2.30E+03 1.60E+11 7.67E+07 1.94E+04 9.77E+02 3.64E+02 4.23E+07 2.45E+08 1.88E+08 8.72E+05 2.08E+08 4.79E-02
  9.25E+06 1.05E+03 1.83E+11 4.30E+07 7.61E+03 3.07E+02 8.41E+01 2.47E+07 1.84E+08 1.30E+08 4.98E+05 1.63E+08 1.36E-02
  9.45E+06 5.22E+02 1.94E+11 2.44E+07 2.97E+03 1.03E+02 1.95E+01 1.34E+07 1.36E+08 9.07E+07 2.89E+05 1.26E+08 3.94E-03
  9.65E+06 2.86E+02 1.93E+11 1.42E+07 1.15E+03 3.67E+01 4.61E+00 6.87E+06 9.88E+07 6.36E+07 1.73E+05 9.77E+07 1.18E-03
  9.85E+06 1.65E+02 1.83E+11 8.57E+06 4.36E+02 1.36E+01 1.23E+00 3.25E+06 7.08E+07 4.46E+07 1.06E+05 7.48E+07 4.01E-04

     Z        CH3O2    N2O      NO       NO2      HNO2     HNO3     HO2NO2   NO3      N2O5     CL2O2    CH3CL    HOCL    
  5.00E+04 1.36E+08 6.76E+12 7.40E+07 2.15E+08 4.54E+05 1.56E+09 2.83E+06 1.60E+05 8.64E+02 3.03E-03 1.17E+10 6.46E+06
  2.50E+05 9.11E+07 5.55E+12 1.04E+08 2.43E+08 6.73E+05 2.82E+09 1.51E+07 1.65E+05 3.25E+03 1.59E-02 9.32E+09 6.05E+06
  4.50E+05 4.76E+07 4.52E+12 1.51E+08 2.79E+08 9.52E+05 3.64E+09 8.32E+07 1.60E+05 1.52E+04 7.61E-02 7.42E+09 4.41E+06
  6.50E+05 2.10E+07 3.64E+12 1.85E+08 2.46E+08 9.70E+05 3.54E+09 3.18E+08 1.18E+05 5.10E+04 3.87E-01 5.89E+09 2.70E+06
  8.50E+05 8.04E+06 2.90E+12 1.86E+08 1.66E+08 6.66E+05 2.95E+09 4.78E+08 6.85E+04 1.40E+05 2.10E+00 4.65E+09 1.39E+06
  1.05E+06 2.65E+06 2.27E+12 2.23E+08 1.32E+08 5.88E+05 2.43E+09 3.42E+08 4.40E+04 4.47E+05 1.01E+01 3.64E+09 6.07E+05
  1.25E+06 6.89E+05 1.71E+12 2.88E+08 1.78E+08 3.89E+05 2.39E+09 1.83E+08 3.09E+04 5.31E+05 1.73E+01 2.70E+09 1.73E+05
  1.45E+06 2.99E+05 1.22E+12 3.10E+08 3.73E+08 2.12E+05 3.36E+09 1.80E+08 6.23E+04 2.30E+06 5.54E+01 1.88E+09 1.55E+05
  1.65E+06 2.29E+05 8.44E+11 3.05E+08 6.41E+08 1.66E+05 5.00E+09 2.58E+08 1.72E+05 1.09E+07 3.48E+02 1.25E+09 4.14E+05
  1.85E+06 2.08E+05 5.67E+11 2.92E+08 8.69E+08 1.47E+05 6.32E+09 3.37E+08 3.40E+05 2.86E+07 1.38E+03 7.95E+08 1.10E+06
  2.05E+06 2.03E+05 3.69E+11 2.85E+08 1.02E+09 1.44E+05 6.77E+09 3.84E+08 4.99E+05 4.73E+07 3.38E+03 4.93E+08 2.52E+06
  2.25E+06 2.24E+05 2.33E+11 2.80E+08 1.15E+09 1.53E+05 6.30E+09 4.06E+08 6.43E+05 6.21E+07 5.03E+03 2.97E+08 5.23E+06
  2.45E+06 2.37E+05 1.43E+11 3.01E+08 1.30E+09 1.85E+05 5.30E+09 3.96E+08 7.47E+05 7.06E+07 5.42E+03 1.76E+08 9.20E+06
  2.65E+06 2.42E+05 8.57E+10 3.43E+08 1.46E+09 2.45E+05 4.11E+09 3.44E+08 8.01E+05 6.83E+07 4.93E+03 1.02E+08 1.44E+07
  2.85E+06 2.43E+05 4.96E+10 3.99E+08 1.56E+09 3.37E+05 2.99E+09 2.56E+08 7.83E+05 5.25E+07 4.28E+03 5.73E+07 2.11E+07
  3.05E+06 2.38E+05 2.76E+10 4.62E+08 1.55E+09 4.56E+05 2.06E+09 1.58E+08 6.87E+05 3.07E+07 3.72E+03 3.10E+07 2.82E+07
  3.25E+06 2.25E+05 1.48E+10 5.29E+08 1.40E+09 5.98E+05 1.34E+09 7.87E+07 5.29E+05 1.34E+07 3.15E+03 1.61E+07 3.29E+07
