
     Z         PRESS      DEN     ProOH1    ProOH25    ProO3D    PO2D       PO2      PH2O      PO3D      PH2O2     FO3      FH2O      NumO2      NumOH      NumO1D     PN2O     PCH3CL
   5.000E+04 9.547E+05 2.406E+19 2.578E+05 7.002E-18 2.033E+06 0.000E+00 9.789E-35 2.232E-35 4.530E-06 2.319E-06 1.865E-08 1.304E-02 5.119E+18 2.617E+06 2.501E-03 1.022E-31 5.048E-34
   1.500E+05 8.471E+05 2.159E+19 2.185E+05 1.316E-15 2.153E+06 0.000E+00 1.729E-32 6.002E-33 4.915E-06 2.497E-06 2.028E-08 1.015E-02 4.594E+18 2.267E+06 3.026E-03 2.158E-29 1.812E-31
   2.500E+05 7.503E+05 1.951E+19 1.567E+05 1.489E-13 2.292E+06 0.000E+00 2.200E-30 1.154E-30 5.157E-06 2.651E-06 2.278E-08 6.613E-03 4.151E+18 2.133E+06 3.671E-03 3.265E-27 4.016E-29
   3.500E+05 6.631E+05 1.755E+19 1.145E+05 1.126E-11 2.455E+06 0.000E+00 1.858E-28 1.452E-28 5.348E-06 2.786E-06 2.615E-08 4.418E-03 3.734E+18 2.147E+06 4.445E-03 3.236E-25 5.250E-27
   4.500E+05 5.846E+05 1.578E+19 7.361E+04 5.095E-10 2.588E+06 0.000E+00 1.057E-26 1.218E-26 5.415E-06 2.903E-06 3.029E-08 2.649E-03 3.358E+18 2.112E+06 5.274E-03 2.126E-23 4.267E-25
   5.500E+05 5.141E+05 1.419E+19 4.198E+04 1.485E-08 2.668E+06 0.000E+00 4.132E-25 7.216E-25 5.381E-06 3.004E-06 3.495E-08 1.451E-03 3.019E+18 2.034E+06 6.076E-03 9.457E-22 2.253E-23
   6.500E+05 4.508E+05 1.275E+19 2.103E+04 6.965E-07 2.673E+06 0.000E+00 1.165E-23 7.565E-23 5.253E-06 3.092E-06 3.991E-08 7.220E-04 2.713E+18 1.868E+06 6.765E-03 3.212E-20 1.099E-21
   7.500E+05 3.939E+05 1.145E+19 9.071E+03 2.304E-05 2.603E+06 0.000E+00 2.549E-22 6.299E-21 5.046E-06 3.169E-06 4.506E-08 3.195E-04 2.436E+18 1.603E+06 7.290E-03 9.946E-19 5.545E-20
   8.500E+05 3.428E+05 1.026E+19 3.335E+03 2.131E-04 2.464E+06 0.000E+00 4.036E-21 1.670E-19 4.764E-06 3.235E-06 5.042E-08 1.243E-04 2.183E+18 1.313E+06 7.630E-03 2.001E-17 1.331E-18
   9.500E+05 2.972E+05 9.165E+18 1.011E+03 7.356E-04 2.293E+06 0.000E+00 4.430E-20 1.975E-18 4.434E-06 3.292E-06 5.641E-08 4.064E-05 1.950E+18 1.081E+06 7.855E-03 2.344E-16 1.579E-17
   1.050E+06 2.566E+05 8.149E+18 2.236E+02 1.060E-03 2.189E+06 0.000E+00 3.590E-19 1.376E-17 4.095E-06 3.341E-06 6.558E-08 9.453E-06 1.734E+18 8.711E+05 8.331E-03 1.829E-15 1.160E-16
   1.150E+06 2.205E+05 7.196E+18 2.282E+02 4.434E-03 2.321E+06 0.000E+00 2.285E-18 6.745E-17 3.770E-06 3.384E-06 8.553E-08 9.135E-06 1.531E+18 6.755E+05 9.885E-03 1.080E-14 6.223E-16
   1.250E+06 1.889E+05 6.303E+18 2.613E+02 1.374E-02 2.903E+06 0.000E+00 1.182E-17 2.598E-16 3.511E-06 3.421E-06 1.311E-07 8.394E-06 1.341E+18 4.382E+05 1.397E-02 5.197E-14 2.705E-15
   1.350E+06 1.612E+05 5.479E+18 3.058E+02 3.172E-02 4.175E+06 0.000E+00 5.087E-17 8.455E-16 3.374E-06 3.453E-06 2.258E-07 6.847E-06 1.166E+18 2.881E+05 2.293E-02 2.118E-13 1.008E-14
   1.450E+06 1.373E+05 4.735E+18 3.390E+02 6.090E-02 6.071E+06 0.000E+00 1.866E-16 2.458E-15 3.283E-06 3.484E-06 3.905E-07 5.232E-06 1.008E+18 2.197E+05 3.832E-02 7.500E-13 3.336E-14
   1.550E+06 1.166E+05 4.074E+18 3.797E+02 1.148E-01 8.370E+06 0.000E+00 5.993E-16 6.615E-15 3.243E-06 3.514E-06 6.334E-07 4.259E-06 8.668E+17 1.911E+05 6.104E-02 2.356E-12 1.001E-13
   1.650E+06 9.893E+04 3.488E+18 4.442E+02 2.222E-01 1.101E+07 0.000E+00 1.724E-15 1.679E-14 3.281E-06 3.544E-06 9.620E-07 3.794E-06 7.421E+17 1.845E+05 9.337E-02 6.676E-12 2.754E-13
   1.750E+06 8.382E+04 2.969E+18 5.707E+02 4.602E-01 1.405E+07 0.000E+00 4.518E-15 4.054E-14 3.443E-06 3.578E-06 1.374E-06 3.824E-06 6.317E+17 2.002E+05 1.396E-01 1.731E-11 7.013E-13
   1.850E+06 7.099E+04 2.514E+18 7.259E+02 9.046E-01 1.771E+07 0.000E+00 1.093E-14 9.328E-14 3.765E-06 3.616E-06 1.871E-06 3.858E-06 5.348E+17 2.278E+05 2.079E-01 4.146E-11 1.664E-12
   1.950E+06 6.014E+04 2.124E+18 9.148E+02 1.696E+00 2.209E+07 0.000E+00 2.468E-14 2.050E-13 4.248E-06 3.660E-06 2.449E-06 3.895E-06 4.518E+17 2.677E+05 3.074E-01 9.262E-11 3.699E-12
   2.050E+06 5.098E+04 1.795E+18 1.138E+03 3.046E+00 2.720E+07 4.476-170 5.245E-14 4.312E-13 4.887E-06 3.711E-06 3.099E-06 3.935E-06 3.820E+17 3.208E+05 4.483E-01 1.946E-10 7.762E-12
   2.150E+06 4.324E+04 1.519E+18 1.406E+03 5.265E+00 3.322E+07 2.722-147 1.058E-13 8.712E-13 5.719E-06 3.773E-06 3.823E-06 3.977E-06 3.232E+17 3.908E+05 6.477E-01 3.872E-10 1.546E-11
   2.250E+06 3.668E+04 1.287E+18 1.729E+03 8.777E+00 4.042E+07 6.548-128 2.037E-13 1.697E-12 6.804E-06 3.847E-06 4.617E-06 4.020E-06 2.737E+17 4.837E+05 9.314E-01 7.339E-10 2.939E-11
   2.350E+06 3.113E+04 1.090E+18 2.124E+03 1.414E+01 4.910E+07 2.056-111 3.763E-13 3.194E-12 8.232E-06 3.936E-06 5.474E-06 4.064E-06 2.318E+17 6.077E+05 1.337E+00 1.331E-09 5.350E-11
   2.450E+06 2.643E+04 9.224E+17 2.606E+03 2.206E+01 5.955E+07 2.314E-97 6.690E-13 5.822E-12 1.011E-05 4.044E-06 6.384E-06 4.108E-06 1.962E+17 7.727E+05 1.919E+00 2.314E-09 9.353E-11
   2.550E+06 2.246E+04 7.803E+17 3.189E+03 3.335E+01 7.202E+07 2.198E-85 1.147E-12 1.029E-11 1.259E-05 4.178E-06 7.328E-06 4.154E-06 1.660E+17 9.905E+05 2.749E+00 3.867E-09 1.573E-10
