
     Z         PRESS      DEN     ProOH1    ProOH25    ProO3D    PO2D       PO2      PH2O      PO3D      PH2O2     FO3      FH2O      NumO2      NumOH      NumO1D     PN2O     PCH3CL      FOH      FHO2      FNO     FNO2      FH    FH2O2     FNO3    FN2O5    FHNO3      FO       FN      FH2     FCH4    FN2O
   5.000E+04 9.550E+05 2.401E+19 2.851E+05 2.261E-20 2.151E+06 0.000E+00 7.661E-37 6.870E-38 4.725E-06 2.186E-06 1.896E-08 1.371E-02 5.107E+18 2.717E+06 2.639E-03 4.890E-34 9.264E-37 1.132E-13 9.349E-12 8.288E-12 2.559E-11 5.008E-21 5.916E-10 1.716E-14 2.653E-16 1.532E-10 5.317E-17 4.316E-21 5.000E-07 8.080E-07 2.730E-07
   1.500E+05 8.471E+05 2.179E+19 2.044E+05 5.574E-18 2.349E+06 0.000E+00 1.660E-34 2.982E-35 5.172E-06 2.410E-06 2.084E-08 8.579E-03 4.635E+18 2.248E+06 3.315E-03 1.445E-31 6.892E-34 1.032E-13 8.617E-12 4.964E-12 1.304E-11 4.316E-21 5.841E-10 1.093E-14 1.382E-16 1.745E-10 6.777E-17 4.288E-21 4.994E-07 8.050E-07 2.730E-07
   2.500E+05 7.493E+05 1.973E+19 1.403E+05 1.014E-15 2.572E+06 0.000E+00 2.967E-32 9.873E-33 5.544E-06 2.618E-06 2.352E-08 5.204E-03 4.197E+18 2.129E+06 4.118E-03 3.348E-29 2.959E-31 1.079E-13 8.094E-12 5.181E-12 1.156E-11 4.288E-21 5.471E-10 1.005E-14 1.863E-16 2.072E-10 8.951E-17 4.425E-21 4.991E-07 8.026E-07 2.729E-07
   3.500E+05 6.610E+05 1.782E+19 8.701E+04 1.147E-13 2.784E+06 0.000E+00 3.734E-30 2.204E-30 5.799E-06 2.814E-06 2.694E-08 2.920E-03 3.791E+18 2.076E+06 5.011E-03 5.278E-27 7.146E-29 1.165E-13 7.457E-12 6.793E-12 1.285E-11 4.425E-21 4.724E-10 1.038E-14 3.832E-16 2.435E-10 1.202E-16 4.636E-21 4.989E-07 8.007E-07 2.728E-07
   4.500E+05 5.812E+05 1.606E+19 4.918E+04 8.168E-12 2.944E+06 0.000E+00 3.220E-28 3.298E-28 5.950E-06 2.997E-06 3.081E-08 1.542E-03 3.416E+18 2.046E+06 5.915E-03 5.538E-25 1.016E-26 1.274E-13 6.620E-12 9.361E-12 1.490E-11 4.636E-21 3.770E-10 1.081E-14 8.784E-16 2.779E-10 1.614E-16 4.822E-21 4.987E-07 7.992E-07 2.728E-07
   5.500E+05 5.095E+05 1.443E+19 2.556E+04 1.513E-09 3.025E+06 0.000E+00 1.954E-26 1.351E-25 6.017E-06 3.168E-06 3.483E-08 7.761E-04 3.071E+18 1.993E+06 6.754E-03 4.523E-23 1.558E-24 1.381E-13 5.607E-12 1.262E-11 1.665E-11 4.822E-21 2.796E-10 1.083E-14 1.958E-15 3.051E-10 2.145E-16 4.770E-21 4.987E-07 7.980E-07 2.727E-07
   6.500E+05 4.451E+05 1.294E+19 1.211E+04 2.064E-07 3.017E+06 0.000E+00 9.829E-25 4.333E-23 6.012E-06 3.327E-06 3.879E-08 3.681E-04 2.753E+18 1.829E+06 7.474E-03 4.508E-21 3.208E-22 1.414E-13 4.485E-12 1.580E-11 1.695E-11 4.770E-21 1.942E-10 1.011E-14 3.917E-15 3.216E-10 2.813E-16 4.499E-21 4.986E-07 7.971E-07 2.726E-07
   7.500E+05 3.875E+05 1.157E+19 5.145E+03 5.208E-06 2.922E+06 0.000E+00 3.453E-23 2.784E-21 5.927E-06 3.475E-06 4.263E-08 1.617E-04 2.461E+18 1.582E+06 8.031E-03 2.346E-19 1.956E-20 1.368E-13 3.375E-12 1.918E-11 1.642E-11 4.499E-21 1.276E-10 8.876E-15 7.534E-15 3.293E-10 3.647E-16 4.251E-21 4.986E-07 7.964E-07 2.726E-07
   8.500E+05 3.361E+05 1.031E+19 1.909E+03 4.105E-05 2.759E+06 0.000E+00 6.968E-22 6.249E-20 5.771E-06 3.611E-06 4.639E-08 6.373E-05 2.193E+18 1.354E+06 8.424E-03 5.214E-18 4.394E-19 1.314E-13 2.397E-12 2.449E-11 1.650E-11 4.251E-21 8.068E-11 7.629E-15 1.578E-14 3.329E-10 4.697E-16 4.074E-21 4.986E-07 7.958E-07 2.725E-07
   9.500E+05 2.904E+05 9.156E+18 5.796E+02 1.356E-04 2.562E+06 0.000E+00 9.025E-21 7.080E-19 5.560E-06 3.737E-06 5.034E-08 2.091E-05 1.948E+18 1.162E+06 8.708E-03 6.352E-17 5.103E-18 1.269E-13 1.651E-12 3.210E-11 1.694E-11 4.074E-21 5.012E-11 6.542E-15 3.268E-14 3.355E-10 6.053E-16 3.739E-21 4.986E-07 7.953E-07 2.723E-07
