 SOLAR ZENITH ANGLE (deg) =    48.2000000000000     
 FIXED SPECIES MIXING RATIOS:
    O2 =   2.100000000000000E-004  CO2 =   4.000000000000000E-004
 
    CH4 =   2.806977011436352E-007
 Standard CH3CL flux =  2.370E+08

 PO2= 7.853E-04  PNO= 2.886E-03  ZAPNO= 3.050E+02
 N= 3     X= 1.25804E-01  ERR= 2.35662E-06

 TIME = 0.0000E+00     TIMEY =   0.0000E+00 YEARS

 NPHOT =  0

 MIXING RATIOS OF LONG-LIVED SPECIES


     Z        H2CO     O        H2O      OH       HO2      H2O2     O3       H        H2       CH4      CO       CH3OOH  
  9.85E+06 2.85E-03 6.70E+09 1.14E+02 2.99E-02 3.52E-04 3.12E-12 6.09E+00 1.32E+06 1.38E+07 1.45E-01 1.07E+09 1.05E-14

     Z        CH3O2    N2O      NO       NO2      HNO2     HNO3     HO2NO2   NO3      N2O5     CL2O2    CH3CL    HOCL    
  5.00E+04 1.00E+08 3.60E+10 8.89E+06 1.25E+07 1.36E+05 1.25E+08 3.92E+05 5.53E+03 2.11E+00 9.39E-04 3.28E+09 3.90E+06
  2.50E+05 1.36E+08 2.80E+10 9.55E+06 1.44E+07 2.95E+05 2.26E+08 2.73E+06 2.34E+04 3.40E+01 6.68E-02 2.27E+09 1.59E+07
  4.50E+05 1.36E+08 2.11E+10 1.07E+07 1.66E+07 5.36E+05 2.84E+08 1.32E+07 6.50E+04 3.92E+02 7.96E+00 1.55E+09 7.65E+07
  6.50E+05 9.22E+07 1.57E+10 1.21E+07 1.81E+07 7.13E+05 2.61E+08 3.58E+07 1.09E+05 3.27E+03 2.77E+02 1.09E+09 1.67E+08
  8.50E+05 4.65E+07 1.15E+10 1.69E+07 2.17E+07 8.34E+05 1.97E+08 4.00E+07 1.41E+05 2.67E+04 4.28E+03 8.01E+08 1.86E+08
  1.05E+06 9.35E+06 8.59E+09 4.12E+07 3.19E+07 8.18E+05 1.07E+08 2.32E+07 2.59E+05 1.62E+05 3.51E+05 6.36E+08 9.98E+07
  1.25E+06 7.67E+06 4.53E+09 3.43E+07 2.80E+07 7.62E+05 7.43E+07 1.09E+07 2.55E+05 1.11E+05 4.07E+05 3.95E+08 9.72E+07
  1.45E+06 7.87E+06 1.42E+09 2.83E+07 1.76E+07 8.98E+05 5.21E+07 3.29E+06 1.79E+05 3.52E+04 4.61E+05 1.72E+08 1.02E+08
  1.65E+06 6.12E+06 2.94E+08 2.18E+07 8.91E+06 8.22E+05 2.68E+07 8.63E+05 7.56E+04 5.63E+03 2.65E+05 5.02E+07 7.72E+07
  1.85E+06 4.01E+06 5.71E+07 1.37E+07 3.99E+06 5.23E+05 1.13E+07 2.39E+05 2.60E+04 7.07E+02 1.18E+05 1.12E+07 5.52E+07
  2.05E+06 2.37E+06 1.36E+07 8.06E+06 1.73E+06 2.85E+05 4.47E+06 7.04E+04 8.44E+03 8.60E+01 4.65E+04 2.28E+06 3.85E+07
  2.25E+06 1.34E+06 4.16E+06 4.84E+06 7.66E+05 1.50E+05 1.78E+06 2.23E+04 2.82E+03 1.13E+01 1.59E+04 4.74E+05 2.55E+07
  2.45E+06 7.47E+05 1.46E+06 3.03E+06 3.57E+05 7.91E+04 7.34E+05 7.64E+03 9.98E+02 1.68E+00 4.48E+03 1.07E+05 1.57E+07
  2.65E+06 4.10E+05 5.39E+05 1.96E+06 1.78E+05 4.18E+04 3.16E+05 2.84E+03 3.80E+02 2.87E-01 1.01E+03 2.65E+04 8.73E+06
  2.85E+06 2.23E+05 2.04E+05 1.30E+06 9.70E+04 2.19E+04 1.43E+05 1.16E+03 1.57E+02 5.76E-02 1.83E+02 7.32E+03 4.35E+06
  3.05E+06 1.21E+05 7.75E+04 8.86E+05 5.76E+04 1.12E+04 6.80E+04 5.10E+02 6.88E+01 1.32E-02 2.81E+01 2.24E+03 1.97E+06
  3.25E+06 6.53E+04 2.99E+04 6.13E+05 3.60E+04 5.69E+03 3.27E+04 2.33E+02 3.11E+01 3.26E-03 3.93E+00 7.58E+02 8.28E+05
  3.45E+06 3.45E+04 1.17E+04 4.30E+05 2.30E+04 2.84E+03 1.55E+04 1.07E+02 1.40E+01 8.08E-04 5.28E-01 2.81E+02 3.33E+05
  3.65E+06 1.72E+04 4.63E+03 3.04E+05 1.51E+04 1.42E+03 7.46E+03 5.09E+01 6.44E+00 2.10E-04 6.78E-02 1.14E+02 1.32E+05
  3.85E+06 7.71E+03 1.86E+03 2.16E+05 1.07E+04 7.31E+02 3.92E+03 2.72E+01 3.28E+00 6.45E-05 8.21E-03 4.98E+01 5.44E+04
  4.05E+06 3.06E+03 7.47E+02 1.53E+05 7.83E+03 3.87E+02 2.19E+03 1.57E+01 1.79E+00 2.20E-05 1.02E-03 2.33E+01 2.38E+04
  4.25E+06 1.09E+03 2.99E+02 1.10E+05 5.43E+03 2.01E+02 1.12E+03 8.31E+00 9.08E-01 6.50E-06 1.48E-04 1.17E+01 1.08E+04
  4.45E+06 3.59E+02 1.20E+02 7.87E+04 3.30E+03 9.89E+01 4.76E+02 3.62E+00 3.85E-01 1.40E-06 2.45E-05 6.27E+00 4.80E+03
  4.65E+06 1.13E+02 4.83E+01 5.66E+04 1.68E+03 4.47E+01 1.57E+02 1.24E+00 1.34E-01 2.06E-07 3.95E-06 3.60E+00 1.89E+03
  4.85E+06 3.43E+01 1.94E+01 4.05E+04 6.83E+02 1.80E+01 3.78E+01 3.11E-01 3.99E-02 2.05E-08 5.18E-07 2.20E+00 5.86E+02
  5.05E+06 9.78E+00 7.85E+00 2.87E+04 2.07E+02 6.18E+00 6.05E+00 5.03E-02 1.10E-02 1.42E-09 5.04E-08 1.40E+00 1.27E+02
  5.25E+06 2.30E+00 3.34E+00 2.01E+04 4.50E+01 1.75E+00 6.14E-01 4.69E-03 2.88E-03 6.64E-11 4.15E-09 9.29E-01 1.84E+01
  5.45E+06 4.14E-01 1.49E+00 1.40E+04 7.43E+00 4.21E-01 4.34E-02 2.74E-04 6.29E-04 2.04E-12 4.18E-10 6.29E-01 2.00E+00
  5.65E+06 6.96E-02 7.21E-01 9.60E+03 7.89E-01 5.77E-02 1.87E-03 6.87E-06 9.13E-05 3.20E-14 7.46E-11 4.33E-01 7.15E-02
  5.85E+06 2.16E-02 5.04E-01 6.55E+03 3.21E-01 7.51E-03 1.05E-04 2.71E-07 3.23E-05 2.33E-15 2.25E-11 3.01E-01 1.92E-03
  6.05E+06 1.02E-02 4.19E-01 4.44E+03 1.67E-01 1.41E-03 1.09E-05 2.13E-08 1.28E-05 3.57E-16 6.16E-12 2.11E-01 1.19E-04
  6.25E+06 6.11E-03 3.52E-01 3.01E+03 8.51E-02 2.97E-04 1.61E-06 2.19E-09 4.82E-06 5.28E-17 1.44E-12 1.50E-01 1.17E-05
  6.45E+06 4.14E-03 2.92E-01 2.03E+03 4.27E-02 6.35E-05 2.68E-07 2.60E-10 1.78E-06 7.57E-18 2.87E-13 1.06E-01 1.49E-06
  6.65E+06 2.95E-03 2.41E-01 1.37E+03 2.13E-02 1.33E-05 4.58E-08 3.35E-11 6.54E-07 1.07E-18 4.96E-14 7.62E-02 2.19E-07
  6.85E+06 2.14E-03 1.95E-01 9.28E+02 1.06E-02 2.72E-06 7.92E-09 4.63E-12 2.40E-07 1.51E-19 7.57E-15 5.47E-02 3.55E-08
  7.05E+06 1.56E-03 1.54E-01 6.30E+02 5.30E-03 5.44E-07 1.40E-09 6.84E-13 8.78E-08 2.15E-20 1.04E-15 3.95E-02 6.27E-09
  7.25E+06 1.14E-03 1.18E-01 4.30E+02 2.66E-03 1.08E-07 2.57E-10 1.08E-13 3.23E-08 3.10E-21 1.32E-16 2.85E-02 1.18E-09
  7.45E+06 8.36E-04 8.79E-02 2.92E+02 1.33E-03 2.06E-08 4.53E-11 1.67E-14 1.18E-08 4.32E-22 1.56E-17 2.06E-02 2.25E-10
  7.65E+06 6.12E-04 6.38E-02 1.97E+02 6.60E-04 3.86E-09 7.62E-12 2.56E-15 4.31E-09 5.85E-23 1.73E-18 1.49E-02 4.29E-11
  7.85E+06 4.48E-04 4.54E-02 1.33E+02 3.27E-04 7.10E-10 1.24E-12 3.93E-16 1.56E-09 7.82E-24 1.83E-19 1.07E-02 8.23E-12
  8.05E+06 3.27E-04 3.19E-02 8.92E+01 1.61E-04 1.30E-10 1.96E-13 6.05E-17 5.64E-10 1.03E-24 1.84E-20 7.75E-03 1.59E-12
  8.25E+06 2.38E-04 2.22E-02 5.97E+01 7.92E-05 2.43E-11 3.08E-14 9.38E-18 2.03E-10 1.36E-25 1.80E-21 5.58E-03 3.10E-13
  8.45E+06 1.73E-04 1.53E-02 3.99E+01 3.89E-05 4.70E-12 4.79E-15 1.46E-18 7.25E-11 1.77E-26 1.71E-22 4.00E-03 6.07E-14
  8.65E+06 1.26E-04 1.06E-02 2.67E+01 1.90E-05 9.76E-13 7.50E-16 2.30E-19 2.58E-11 2.29E-27 1.59E-23 2.86E-03 1.19E-14
  8.85E+06 9.07E-05 7.27E-03 1.78E+01 9.33E-06 2.26E-13 1.19E-16 3.63E-20 9.16E-12 2.95E-28 1.44E-24 2.04E-03 2.32E-15
  9.05E+06 6.51E-05 4.99E-03 1.19E+01 4.58E-06 5.98E-14 1.97E-17 5.77E-21 3.25E-12 3.80E-29 1.29E-25 1.45E-03 4.50E-16
  9.25E+06 4.64E-05 3.42E-03 8.01E+00 2.25E-06 1.81E-14 3.42E-18 9.20E-22 1.15E-12 4.91E-30 1.13E-26 1.02E-03 8.61E-17
  9.45E+06 3.27E-05 2.34E-03 5.43E+00 1.12E-06 6.06E-15 6.43E-19 1.48E-22 4.07E-13 6.40E-31 9.73E-28 7.08E-04 1.62E-17
  9.65E+06 2.28E-05 1.60E-03 3.74E+00 5.63E-07 2.20E-15 1.33E-19 2.40E-23 1.45E-13 8.48E-32 8.17E-29 4.87E-04 2.95E-18
  9.85E+06 1.57E-05 1.10E-03 2.63E+00 2.88E-07 8.41E-16 3.25E-20 4.02E-24 5.25E-14 1.17E-32 6.64E-30 3.31E-04 5.19E-19

     Z        CL       CLO      HCL      CLONO2   O2       H2S      HS       SO       SO2      H2SO4    HSO      CO2     
  5.00E+04 1.06E+03 2.06E+05 1.61E+08 2.78E+05 5.10E+15 2.12E+07 6.99E+03 4.16E+03 3.65E+08 6.41E+07 1.60E+06 9.71E+15
  2.50E+05 4.19E+03 8.54E+05 2.97E+08 1.08E+06 4.39E+15 1.04E+07 2.79E+03 1.75E+04 4.55E+08 1.73E+08 9.99E+05 8.20E+15
  4.50E+05 1.04E+04 4.86E+06 3.42E+08 4.67E+06 3.70E+15 5.57E+06 9.68E+02 3.36E+04 3.30E+08 2.30E+08 5.39E+05 6.80E+15
  6.50E+05 1.31E+04 1.32E+07 2.64E+08 1.09E+07 3.09E+15 4.21E+06 4.50E+02 6.37E+04 2.68E+08 2.39E+08 3.71E+05 5.59E+15
  8.50E+05 1.19E+04 2.06E+07 1.92E+08 1.77E+07 2.53E+15 4.14E+06 2.82E+02 1.41E+05 2.76E+08 2.07E+08 2.94E+05 4.54E+15
  1.05E+06 1.41E+04 3.35E+07 2.00E+08 4.11E+07 2.13E+15 3.96E+05 1.52E+01 1.88E+05 1.22E+08 6.64E+07 1.96E+04 3.81E+15
  1.25E+06 1.92E+04 4.09E+07 1.78E+08 2.64E+07 1.55E+15 2.81E+02 1.20E-02 1.08E+04 5.51E+06 3.71E+06 7.04E+00 2.78E+15
  1.45E+06 5.66E+04 5.22E+07 2.01E+08 1.10E+07 1.13E+15 9.64E-03 9.97E-07 6.83E+01 1.93E+04 2.56E+04 1.89E-04 2.03E+15
  1.65E+06 1.48E+05 4.87E+07 2.14E+08 2.88E+06 8.27E+14 6.50E-08 1.42E-10 1.05E-01 1.48E+01 5.20E+01 1.11E-08 1.48E+15
  1.85E+06 2.83E+05 3.95E+07 1.80E+08 6.44E+05 6.04E+14 2.42E-11 6.28E-12 2.69E-03 2.46E-01 1.60E+01 2.45E-10 1.08E+15
  2.05E+06 4.52E+05 2.96E+07 1.39E+08 1.38E+05 4.41E+14 4.38E-11 1.35E-11 2.75E-03 1.94E-01 1.17E+01 2.83E-10 7.92E+14
  2.25E+06 6.32E+05 2.04E+07 1.06E+08 2.91E+04 3.22E+14 8.05E-11 2.76E-11 2.64E-03 1.60E-01 8.49E+00 3.30E-10 5.78E+14
  2.45E+06 7.77E+05 1.27E+07 8.27E+07 5.98E+03 2.36E+14 1.42E-10 5.23E-11 2.42E-03 1.35E-01 6.19E+00 3.78E-10 4.23E+14
  2.65E+06 8.40E+05 7.06E+06 6.52E+07 1.19E+03 1.72E+14 2.41E-10 9.25E-11 2.18E-03 1.16E-01 4.50E+00 4.30E-10 3.09E+14
  2.85E+06 8.05E+05 3.51E+06 5.12E+07 2.34E+02 1.26E+14 3.90E-10 1.54E-10 2.00E-03 1.03E-01 3.27E+00 4.97E-10 2.26E+14
  3.05E+06 7.03E+05 1.61E+06 3.95E+07 4.65E+01 9.20E+13 5.91E-10 2.40E-10 1.90E-03 9.42E-02 2.37E+00 5.92E-10 1.65E+14
  3.25E+06 5.77E+05 7.01E+05 2.99E+07 9.33E+00 6.73E+13 8.32E-10 3.50E-10 1.89E-03 8.90E-02 1.71E+00 7.33E-10 1.21E+14
  3.45E+06 4.56E+05 3.00E+05 2.23E+07 1.87E+00 4.93E+13 1.10E-09 4.81E-10 1.97E-03 8.67E-02 1.23E+00 9.44E-10 8.83E+13
  3.65E+06 3.47E+05 1.25E+05 1.65E+07 3.79E-01 3.60E+13 1.43E-09 6.49E-10 2.07E-03 8.48E-02 8.77E-01 1.25E-09 6.46E+13
  3.85E+06 2.52E+05 5.08E+04 1.22E+07 7.99E-02 2.64E+13 2.03E-09 9.08E-10 2.03E-03 8.09E-02 6.22E-01 1.67E-09 4.73E+13
  4.05E+06 1.79E+05 2.09E+04 8.95E+06 1.78E-02 1.93E+13 3.10E-09 1.32E-09 1.91E-03 7.63E-02 4.37E-01 2.27E-09 3.46E+13
  4.25E+06 1.28E+05 9.28E+03 6.57E+06 4.02E-03 1.41E+13 4.41E-09 1.82E-09 1.88E-03 7.34E-02 3.01E-01 3.12E-09 2.53E+13
  4.45E+06 9.37E+04 4.41E+03 4.81E+06 8.55E-04 1.04E+13 5.19E-09 2.22E-09 2.01E-03 7.22E-02 2.01E-01 4.26E-09 1.85E+13
  4.65E+06 7.01E+04 2.07E+03 3.52E+06 1.51E-04 7.60E+12 4.80E-09 2.29E-09 2.36E-03 7.11E-02 1.28E-01 5.73E-09 1.35E+13
  4.85E+06 5.32E+04 8.72E+02 2.58E+06 1.91E-05 5.58E+12 3.37E-09 1.97E-09 2.98E-03 6.75E-02 7.69E-02 7.34E-09 9.89E+12
  5.05E+06 4.21E+04 3.17E+02 1.89E+06 1.57E-06 4.10E+12 1.68E-09 1.42E-09 4.09E-03 6.00E-02 4.38E-02 8.52E-09 7.21E+12
  5.25E+06 3.63E+04 1.06E+02 1.38E+06 8.35E-08 3.02E+12 5.31E-10 8.43E-10 6.18E-03 4.86E-02 2.42E-02 8.48E-09 5.25E+12
  5.45E+06 3.53E+04 3.93E+01 1.00E+06 3.47E-09 2.24E+12 1.09E-10 4.22E-10 9.52E-03 3.48E-02 1.35E-02 7.10E-09 3.80E+12
  5.65E+06 4.78E+04 1.94E+01 7.12E+05 7.99E-11 1.65E+12 4.78E-12 6.33E-11 1.51E-02 1.96E-02 7.67E-03 3.17E-09 2.75E+12
  5.85E+06 6.45E+04 1.25E+01 4.92E+05 5.12E-12 1.21E+12 5.77E-14 3.25E-12 1.23E-02 1.41E-02 4.56E-03 5.65E-10 1.99E+12
  6.05E+06 7.14E+04 7.60E+00 3.37E+05 5.88E-13 8.79E+11 7.34E-16 2.69E-13 7.88E-03 1.20E-02 2.82E-03 1.12E-10 1.44E+12
  6.25E+06 7.00E+04 4.28E+00 2.29E+05 8.05E-14 6.25E+11 1.70E-17 3.88E-14 5.51E-03 9.31E-03 1.79E-03 3.03E-11 1.04E+12
  6.45E+06 6.36E+04 2.23E+00 1.56E+05 1.21E-14 4.36E+11-8.61E-18 8.42E-15 4.28E-03 6.73E-03 1.16E-03 1.06E-11 7.54E+11
  6.65E+06 5.49E+04 1.08E+00 1.06E+05 1.91E-15 2.98E+11-6.93E-16 2.40E-15 3.55E-03 4.60E-03 7.60E-04 4.42E-12 5.46E+11
  6.85E+06 4.57E+04 4.90E-01 7.23E+04 3.11E-16 2.00E+11-1.46E-17 8.39E-16 3.05E-03 2.97E-03 5.04E-04 2.07E-12 3.95E+11
  7.05E+06 3.70E+04 2.11E-01 4.96E+04 5.19E-17 1.33E+11 6.51E-20 3.39E-16 2.65E-03 1.79E-03 3.38E-04 1.04E-12 2.87E+11
  7.25E+06 2.93E+04 8.75E-02 3.43E+04 8.86E-18 8.80E+10 8.57E-19 1.50E-16 2.25E-03 1.02E-03 2.29E-04 5.45E-13 2.08E+11
  7.45E+06 2.30E+04 3.50E-02 2.36E+04 1.49E-18 5.74E+10 7.97E-19 6.84E-17 1.86E-03 5.45E-04 1.55E-04 2.84E-13 1.51E+11
  7.65E+06 1.79E+04 1.36E-02 1.62E+04 2.49E-19 3.70E+10 7.82E-20 3.18E-17 1.49E-03 2.76E-04 1.05E-04 1.47E-13 1.09E+11
  7.85E+06 1.39E+04 5.13E-03 1.12E+04 4.10E-20 2.37E+10 2.71E-21 1.51E-17 1.16E-03 1.33E-04 7.08E-05 7.56E-14 7.88E+10
  8.05E+06 1.07E+04 1.90E-03 7.65E+03 6.70E-21 1.50E+10 1.24E-22 7.36E-18 8.89E-04 6.16E-05 4.76E-05 3.87E-14 5.69E+10
  8.25E+06 8.22E+03 6.91E-04 5.24E+03 1.08E-21 9.49E+09 8.61E-24 3.66E-18 6.68E-04 2.76E-05 3.18E-05 1.97E-14 4.10E+10
  8.45E+06 6.26E+03 2.48E-04 3.59E+03 1.74E-22 5.98E+09 7.38E-25 1.87E-18 4.95E-04 1.21E-05 2.12E-05 1.00E-14 2.95E+10
  8.65E+06 4.74E+03 8.81E-05 2.46E+03 2.75E-23 3.76E+09 4.31E-26 9.77E-19 3.63E-04 5.18E-06 1.40E-05 5.09E-15 2.12E+10
  8.85E+06 3.57E+03 3.10E-05 1.69E+03 4.31E-24 2.36E+09 4.14E-27 5.22E-19 2.64E-04 2.20E-06 9.12E-06 2.57E-15 1.51E+10
  9.05E+06 2.67E+03 1.08E-05 1.16E+03 6.66E-25 1.48E+09 6.59E-28 2.84E-19 1.90E-04 9.29E-07 5.86E-06 1.29E-15 1.08E+10
  9.25E+06 1.98E+03 3.72E-06 7.96E+02 1.01E-25 9.32E+08 1.54E-28 1.57E-19 1.35E-04 3.91E-07 3.70E-06 6.40E-16 7.62E+09
  9.45E+06 1.46E+03 1.27E-06 5.50E+02 1.52E-26 5.84E+08 3.96E-29 8.71E-20 9.56E-05 1.65E-07 2.27E-06 3.14E-16 5.35E+09
  9.65E+06 1.07E+03 4.27E-07 3.82E+02 2.25E-27 3.65E+08 1.05E-29 4.84E-20 6.66E-05 7.05E-08 1.35E-06 1.51E-16 3.72E+09
  9.85E+06 7.71E+02 1.42E-07 2.68E+02 3.30E-28 2.27E+08 2.86E-30 2.66E-20 4.57E-05 3.13E-08 7.76E-07 7.10E-17 2.56E+09
     Z      SO4AER
  5.00E+04 2.53E+09
  1.50E+05 2.80E+09
  2.50E+05 3.50E+09
  3.50E+05 4.24E+09
  5.50E+05 5.33E+09
  7.50E+05 5.66E+09
  9.50E+05 5.24E+09
  1.15E+06 4.30E+09
  1.35E+06 3.04E+09
  1.55E+06 1.97E+09
  1.75E+06 1.18E+09
  1.95E+06 6.79E+08
  2.15E+06 3.96E+08
  2.35E+06 2.37E+08
  2.55E+06 1.44E+08
  2.75E+06 8.67E+07
  2.95E+06 5.10E+07
  3.15E+06 2.92E+07
  3.35E+06 1.62E+07
  3.55E+06 8.62E+06
  3.75E+06 4.45E+06
  3.95E+06 2.22E+06
  4.15E+06 1.06E+06
  4.35E+06 4.83E+05
  4.55E+06 2.10E+05
  4.75E+06 8.58E+04
  4.95E+06 3.26E+04
  5.15E+06 1.12E+04
  5.35E+06 3.61E+03
  5.55E+06 1.05E+03
  5.75E+06 2.79E+02
  5.95E+06 6.58E+01
  6.15E+06 1.38E+01
  6.35E+06 2.55E+00
  6.55E+06 3.99E-01
  6.75E+06 5.07E-02
  6.95E+06 5.12E-03
  7.15E+06 3.97E-04
  7.35E+06 1.61E-05
  7.55E+06 2.30E-07
  7.75E+06 7.92E-10
  7.95E+06 3.92E-13
  8.15E+06 1.39E-17
  8.35E+06 1.38E-23
  8.55E+06 1.04E-31
  8.75E+06 1.05E-42
  8.95E+06 1.30E-57
  9.15E+06 7.87E-78
  9.35E+06 2.21E-87
  9.55E+06 1.63E-87
  9.75E+06 1.20E-87
  9.95E+06 8.82E-88

 FLUXES OF LONG-LIVED SPECIES


     Z        H2CO     O        H2O      OH       HO2      H2O2     O3       H        H2       CH4      CO       CH3OOH  
  0.00E+00-2.24E+08 4.21E+08-1.46E+10-2.47E+09-3.76E+08-6.07E+09-1.17E+09-2.45E+09-4.06E+08 1.14E+11 2.21E+11-2.13E+09
  1.00E+05-1.27E+08-6.30E+04 0.00E+00-1.98E+06-4.23E+07-5.39E+08-1.04E+10-5.93E+01-2.49E+08 1.02E+11 1.71E+11-9.04E+08
  2.00E+05-8.44E+07-1.51E+05 0.00E+00-2.62E+06-2.72E+07 1.58E+09-2.15E+10-5.19E+01-1.32E+08 8.94E+10 1.25E+11-1.45E+08
  3.00E+05-4.28E+06-3.10E+05 0.00E+00-2.82E+06-7.84E+06 3.02E+09-3.74E+10-3.15E+01-7.15E+07 7.51E+10 8.55E+10 8.26E+08
  4.00E+05 2.59E+07-5.89E+05 0.00E+00-4.10E+06-2.58E+07 2.50E+09-5.52E+10-6.62E+01-3.34E+07 6.11E+10 5.60E+10 1.03E+09
  5.00E+05 7.60E+07-1.02E+06 0.00E+00-3.59E+06-6.02E+06 2.18E+09-7.91E+10-4.23E+01-2.88E+08 4.64E+10 3.40E+10 1.15E+09
  6.00E+05 1.05E+08-1.61E+06 0.00E+00-2.08E+06 1.53E+07 1.92E+09-1.04E+11-8.38E+00-6.13E+08 3.30E+10 1.91E+10 1.03E+09
  7.00E+05 9.71E+07-2.39E+06 0.00E+00-1.03E+06 2.17E+07 1.59E+09-1.24E+11 7.45E-01-8.08E+08 2.26E+10 9.36E+09 7.81E+08
  8.00E+05 8.21E+07-3.36E+06 0.00E+00-2.85E+05 2.42E+07 1.37E+09-1.35E+11 2.27E+00-8.61E+08 1.52E+10 2.77E+09 5.84E+08
  9.00E+05 7.97E+07-3.43E+06 0.00E+00 2.91E+06 5.63E+07 1.46E+09-1.35E+11 8.12E+01-8.24E+08 1.03E+10-1.92E+09 5.00E+08
  1.00E+06 4.69E+07-2.63E+06 0.00E+00 2.28E+06 3.41E+07 7.67E+08-1.12E+11 4.52E+01-6.36E+08 8.16E+09-3.84E+09 2.46E+08
  1.10E+06 6.05E+06-4.25E+06-1.46E+10-3.75E+05-4.21E+05 1.14E+08-6.80E+10-1.20E+01-4.59E+08 7.47E+09-2.80E+09 2.92E+07
  1.20E+06-3.37E+05-3.50E+06-1.33E+10-3.66E+05-8.09E+05 9.54E+06-2.87E+10-1.26E+01-3.58E+08 6.85E+09-1.46E+09 1.17E+06
  1.30E+06-3.84E+05-2.59E+06-1.21E+10-2.99E+05-3.77E+05 2.62E+06-2.67E+09-1.29E+01-2.80E+08 6.19E+09-4.80E+08 4.74E+05
  1.40E+06-1.13E+05-1.72E+06-1.06E+10-2.56E+05-1.72E+05 1.77E+06 6.52E+09-1.40E+01-2.22E+08 5.45E+09-8.56E+07 6.43E+05
  1.50E+06 2.70E+04-1.16E+06-9.09E+09-2.28E+05-1.23E+05 8.33E+05 5.63E+09-1.67E+01-1.90E+08 4.66E+09-2.11E+07 4.36E+05
  1.60E+06 8.29E+04-9.12E+05-7.52E+09-2.10E+05-1.20E+05 2.83E+05 3.15E+09-2.13E+01-1.85E+08 3.87E+09-2.98E+07 2.57E+05
  1.70E+06 9.71E+04-8.47E+05-6.06E+09-2.09E+05-1.25E+05 5.01E+04 1.72E+09-2.95E+01-2.05E+08 3.15E+09-3.76E+07 1.67E+05
  1.80E+06 9.42E+04-8.37E+05-4.75E+09-2.17E+05-1.33E+05-5.65E+04 1.03E+09-4.27E+01-2.46E+08 2.52E+09-4.21E+07 1.17E+05
  1.90E+06 8.45E+04-8.66E+05-3.64E+09-2.36E+05-1.45E+05-1.15E+05 6.83E+08-6.41E+01-3.04E+08 1.99E+09-4.63E+07 8.62E+04
  2.00E+06 7.28E+04-9.38E+05-2.71E+09-2.67E+05-1.63E+05-1.58E+05 4.88E+08-9.98E+01-3.74E+08 1.56E+09-5.11E+07 6.51E+04
  2.10E+06 6.17E+04-1.03E+06-1.95E+09-3.07E+05-1.87E+05-1.97E+05 3.66E+08-1.57E+02-4.54E+08 1.22E+09-5.59E+07 4.99E+04
  2.20E+06 5.18E+04-1.14E+06-1.32E+09-3.57E+05-2.16E+05-2.36E+05 2.84E+08-2.49E+02-5.40E+08 9.46E+08-6.10E+07 3.86E+04
  2.30E+06 4.34E+04-1.26E+06-7.97E+08-4.17E+05-2.52E+05-2.78E+05 2.27E+08-3.95E+02-6.32E+08 7.33E+08-6.68E+07 3.03E+04
  2.40E+06 3.63E+04-1.37E+06-3.69E+08-4.83E+05-2.92E+05-3.23E+05 1.85E+08-6.20E+02-7.28E+08 5.67E+08-7.35E+07 2.39E+04
  2.50E+06 3.02E+04-1.45E+06-1.43E+07-5.52E+05-3.35E+05-3.67E+05 1.51E+08-9.57E+02-8.26E+08 4.39E+08-8.11E+07 1.89E+04
  2.60E+06 2.50E+04-1.51E+06 2.82E+08-6.19E+05-3.78E+05-4.08E+05 1.24E+08-1.45E+03-9.26E+08 3.40E+08-8.93E+07 1.50E+04
  2.70E+06 2.07E+04-1.55E+06 5.33E+08-6.85E+05-4.22E+05-4.46E+05 1.00E+08-2.16E+03-1.03E+09 2.66E+08-9.85E+07 1.19E+04
  2.80E+06 1.70E+04-1.60E+06 7.46E+08-7.48E+05-4.63E+05-4.76E+05 8.02E+07-3.18E+03-1.13E+09 2.09E+08-1.08E+08 9.48E+03
  2.90E+06 1.39E+04-1.65E+06 9.30E+08-7.96E+05-4.94E+05-4.90E+05 6.22E+07-4.57E+03-1.23E+09 1.67E+08-1.17E+08 7.53E+03
  3.00E+06 1.14E+04-1.76E+06 1.09E+09-8.39E+05-5.19E+05-4.94E+05 4.76E+07-6.55E+03-1.32E+09 1.35E+08-1.26E+08 6.01E+03
  3.10E+06 9.33E+03-1.92E+06 1.23E+09-8.82E+05-5.41E+05-4.88E+05 3.62E+07-9.38E+03-1.42E+09 1.12E+08-1.36E+08 4.84E+03
  3.20E+06 7.63E+03-2.13E+06 1.35E+09-9.10E+05-5.52E+05-4.67E+05 2.72E+07-1.33E+04-1.50E+09 9.50E+07-1.47E+08 3.93E+03
  3.30E+06 5.96E+03-2.39E+06 1.46E+09-9.33E+05-5.60E+05-4.43E+05 2.04E+07-1.88E+04-1.59E+09 8.27E+07-1.61E+08 3.22E+03
  3.40E+06 3.73E+03-2.69E+06 1.56E+09-9.64E+05-5.78E+05-4.38E+05 1.54E+07-2.69E+04-1.67E+09 7.37E+07-1.87E+08 2.67E+03
  3.50E+06 1.49E+02-3.02E+06 1.65E+09-1.03E+06-6.28E+05-4.83E+05 1.20E+07-3.91E+04-1.74E+09 6.70E+07-2.35E+08 2.23E+03
  3.60E+06-5.21E+03-3.35E+06 1.73E+09-1.15E+06-7.38E+05-6.15E+05 9.65E+06-5.90E+04-1.81E+09 6.15E+07-3.19E+08 1.87E+03
