
     Z         PRESS      DEN     ProOH1    ProOH25    ProO3D    PO2D       PO2      PH2O      PO3D      PH2O2     FO3      FH2O      NumO2      NumOH      NumO1D     PN2O     PCH3CL      FOH      FHO2      FNO     FNO2      FH    FH2O2     FNO3    FN2O5    FHNO3      FO       FN      FH2     FCH4    FN2O
   5.000E+04 9.553E+05 2.458E+19 6.924E+05 6.696E+04 7.013E+06 0.000E+00 8.016E-13 3.081E-13 4.440E-05 3.677E-06 6.426E-09 8.842E-03 2.615E+16 4.945E+06 9.652E-03 1.008E-09 1.047E-11 2.012E-13 1.380E-11 5.792E-12 1.312E-11 1.481E-18 9.812E-10 8.013E-15 9.957E-17 9.478E-11 3.658E-15 1.439E-18 5.000E-07 8.080E-07 2.730E-07
   1.500E+05 8.451E+05 2.218E+19 5.484E+05 9.053E+04 8.236E+06 0.000E+00 1.395E-12 7.063E-13 4.948E-05 4.051E-06 7.503E-09 5.778E-03 2.369E+16 4.325E+06 1.290E-02 1.931E-09 2.501E-11 1.950E-13 1.311E-11 1.997E-12 4.263E-12 1.439E-18 9.772E-10 6.279E-15 3.892E-17 8.267E-11 5.089E-15 1.780E-18 4.981E-07 8.015E-07 2.693E-07
   2.500E+05 7.460E+05 1.992E+19 5.120E+05 1.162E+05 1.129E+07 0.000E+00 2.142E-12 1.513E-12 5.393E-05 4.393E-06 1.051E-08 3.858E-03 2.136E+16 4.736E+06 2.001E-02 3.288E-09 5.290E-11 2.378E-13 1.383E-11 1.352E-12 2.912E-12 1.780E-18 9.760E-10 6.673E-15 4.233E-17 7.580E-11 8.709E-15 2.169E-18 4.965E-07 7.958E-07 2.653E-07
   3.500E+05 6.570E+05 1.791E+19 4.499E+05 1.303E+05 1.661E+07 0.000E+00 3.098E-12 3.207E-12 5.758E-05 4.714E-06 1.611E-08 2.270E-03 1.928E+16 5.203E+06 3.309E-02 5.284E-09 1.041E-10 2.906E-13 1.451E-11 1.362E-12 2.982E-12 2.169E-18 9.429E-10 8.226E-15 9.100E-17 7.256E-11 1.605E-14 2.535E-18 4.952E-07 7.910E-07 2.609E-07
   4.500E+05 5.770E+05 1.609E+19 3.588E+05 1.330E+05 2.413E+07 0.000E+00 4.319E-12 6.696E-12 6.081E-05 5.021E-06 2.466E-08 1.235E-03 1.739E+16 5.522E+06 5.367E-02 8.135E-09 1.919E-10 3.432E-13 1.480E-11 1.572E-12 3.459E-12 2.535E-18 8.741E-10 1.069E-14 2.527E-16 7.076E-11 2.932E-14 2.722E-18 4.943E-07 7.869E-07 2.562E-07
   5.500E+05 5.051E+05 1.445E+19 2.457E+05 1.184E+05 3.350E+07 0.000E+00 5.860E-12 1.349E-11 6.378E-05 5.323E-06 3.634E-08 6.073E-04 1.568E+16 5.462E+06 8.266E-02 1.201E-08 3.302E-10 3.779E-13 1.428E-11 1.873E-12 4.018E-12 2.722E-18 7.676E-10 1.357E-14 7.580E-16 6.816E-11 5.105E-14 2.695E-18 4.937E-07 7.837E-07 2.511E-07
   6.500E+05 4.406E+05 1.297E+19 1.432E+05 9.214E+04 4.409E+07 0.000E+00 7.787E-12 2.640E-11 6.670E-05 5.627E-06 5.098E-08 2.692E-04 1.411E+16 5.052E+06 1.203E-01 1.701E-08 5.326E-10 3.897E-13 1.299E-11 2.253E-12 4.550E-12 2.695E-18 6.328E-10 1.659E-14 2.366E-15 6.408E-11 8.423E-14 2.495E-18 4.934E-07 7.812E-07 2.458E-07
   7.500E+05 3.829E+05 1.161E+19 7.054E+04 6.209E+04 5.518E+07 3.384-118 1.017E-11 5.031E-11 6.980E-05 5.941E-06 6.809E-08 1.063E-04 1.266E+16 4.457E+06 1.662E-01 2.316E-08 8.125E-10 3.840E-13 1.119E-11 2.999E-12 5.496E-12 2.495E-18 4.881E-10 2.038E-14 8.695E-15 6.011E-11 1.322E-13 2.203E-18 4.932E-07 7.791E-07 2.403E-07
   8.500E+05 3.312E+05 1.036E+19 2.877E+04 3.558E+04 6.602E+07 2.002E-53 1.311E-11 9.424E-11 7.334E-05 6.270E-06 8.686E-08 3.643E-05 1.133E+16 3.839E+06 2.196E-01 3.048E-08 1.179E-09 3.704E-13 9.167E-12 4.539E-12 7.262E-12 2.203E-18 3.522E-10 2.546E-14 3.342E-14 5.756E-11 1.989E-13 1.886E-18 4.931E-07 7.774E-07 2.347E-07
   9.500E+05 2.853E+05 9.207E+18 9.493E+03 1.587E+04 7.662E+07 2.876E-33 1.669E-11 1.655E-10 7.759E-05 6.622E-06 1.073E-07 1.042E-05 1.007E+16 3.265E+06 2.828E-01 3.898E-08 1.633E-09 3.546E-13 7.084E-12 7.349E-12 1.000E-11 1.886E-18 2.373E-10 3.164E-14 9.387E-14 5.635E-11 2.936E-13 1.527E-18 4.930E-07 7.757E-07 2.290E-07
   1.050E+06 2.446E+05 8.122E+18 1.940E+03 3.849E+03 9.098E+07 1.639E-27 2.104E-11 2.628E-10 8.287E-05 7.007E-06 1.352E-07 1.803E-06 8.886E+15 2.626E+06 3.753E-01 4.869E-08 2.170E-09 3.234E-13 4.908E-12 1.217E-11 1.436E-11 1.527E-18 1.392E-10 4.024E-14 1.925E-13 5.653E-11 4.536E-13 1.981E-18 4.928E-07 7.734E-07 2.211E-07
   1.150E+06 2.088E+05 7.101E+18 2.479E+03 4.997E+03 1.177E+08 2.830E-25 2.652E-11 3.930E-10 9.027E-05 7.447E-06 1.836E-07 1.791E-06 7.769E+15 2.864E+06 5.485E-01 5.997E-08 2.811E-09 4.033E-13 4.687E-12 1.669E-11 1.962E-11 1.981E-18 8.601E-11 5.864E-14 3.212E-13 6.569E-11 7.830E-13 2.901E-18 4.925E-07 7.688E-07 2.066E-07
   1.250E+06 1.777E+05 6.158E+18 3.371E+03 6.309E+03 1.635E+08 2.486E-23 3.382E-11 5.824E-10 1.015E-04 7.990E-06 2.616E-07 1.759E-06 6.737E+15 3.369E+06 8.703E-01 7.361E-08 3.617E-09 5.471E-13 5.152E-12 2.139E-11 2.733E-11 2.901E-18 7.178E-11 1.008E-13 6.058E-13 8.586E-11 1.476E-12 4.672E-18 4.917E-07 7.590E-07 1.808E-07
   1.350E+06 1.508E+05 5.314E+18 4.480E+03 7.830E+03 2.272E+08 1.179E-21 4.417E-11 8.726E-10 1.194E-04 8.716E-06 3.580E-07 1.689E-06 5.812E+15 4.156E+06 1.389E+00 9.078E-08 4.671E-09 7.820E-13 5.981E-12 2.801E-11 3.834E-11 4.672E-18 7.299E-11 1.779E-13 1.145E-12 1.173E-10 2.770E-12 8.041E-18 4.903E-07 7.401E-07 1.427E-07
   1.450E+06 1.277E+05 4.571E+18 5.374E+03 9.443E+03 2.962E+08 3.097E-20 5.923E-11 1.325E-09 1.484E-04 9.735E-06 4.367E-07 1.559E-06 4.999E+15 5.203E+06 2.087E+00 1.126E-07 6.064E-09 1.138E-12 6.862E-12 3.723E-11 5.020E-11 8.041E-18 7.291E-11 2.814E-13 1.757E-12 1.499E-10 4.809E-12 1.435E-17 4.879E-07 7.104E-07 9.966E-08
   1.550E+06 1.078E+05 3.919E+18 5.653E+03 1.072E+04 3.585E+08 4.613E-19 8.084E-11 2.011E-09 1.950E-04 1.116E-05 4.692E-07 1.360E-06 4.285E+15 6.481E+06 2.922E+00 1.392E-07 7.840E-09 1.654E-12 7.615E-12 4.738E-11 5.861E-11 1.435E-17 6.717E-11 3.853E-13 2.019E-12 1.694E-10 7.713E-12 2.558E-17 4.850E-07 6.711E-07 6.236E-08
   1.650E+06 9.076E+04 3.344E+18 5.126E+03 1.080E+04 4.099E+08 4.034E-18 1.104E-10 2.985E-09 2.724E-04 1.312E-05 4.500E-07 1.082E-06 3.656E+15 7.787E+06 3.886E+00 1.694E-07 9.959E-09 2.329E-12 8.001E-12 5.620E-11 6.180E-11 2.558E-17 5.527E-11 4.625E-13 1.794E-12 1.684E-10 1.181E-11 4.792E-17 4.819E-07 6.241E-07 3.535E-08
