alt press den temp eddy H2Oaer CO2aer S8aer H2SO4aer NH3aer N2Oaer C2H2aer C2H4aer C2H6aer CH3CNaer HCCCNaer HCNaer CH4aer HCaer1 HCaer2 HCaer3 He H H2 H2O OH O O2 CO CO2 HCO H2CO C CH CH2 CH3 CH4 S S2 S3 S4 S8 H2S HS SO SO2 CS CS2 OCS CN HCN N N2 NH NH2 NH3 C2 C2H C2H2 C2H4 NO HNO HO2 HNCO N2O H2O2 O3 NO2 NO3 SO3 HNO2 HNO3 H2SO4 HCl Cl Cl2 HOCl N2H4 ClO C2H6 CH3OH CH2CO CH3CHO C3H4 C3H6 C4H2 C4H4 OClO HCS C2H3 C2H5 NCO 1CH2 HCCO NNH HSO CH3O H2COH H2CN N2H2 C4H HCNOH C2H2OH CH3CO CH2CHO C2H3OH C2H4OH CH3O2 HSO3 N2H3 NH2CO HS4 C4H3 CH2N2 CH2CN CH3CN HCCCN O1D N2D H2Oaer_r CO2aer_r S8aer_r H2SO4aer_r NH3aer_r N2Oaer_r C2H2aer_r C2H4aer_r C2H6aer_r CH3CNaer_r HCCCNaer_r HCNaer_r CH4aer_r HCaer1_r HCaer2_r HCaer3_r
1.05000E+01 2.51267E-01 8.41689E+18 2.23358E+02 6.85565E+04 3.21849E-05 1.00000E-40 1.00000E-40 1.31621E-08 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 2.62873E-26 1.00000E-40 1.00333E-40 1.04151E-20 5.51985E-07 7.08194E-05 1.11419E-13 8.78743E-16 2.12028E-01 8.84011E-08 3.63538E-04 4.69787E-22 1.60312E-10 1.00000E-40 1.00000E-40 4.01696E-33 4.90336E-20 2.28082E-06 7.77780E-29 1.58812E-26 1.11597E-36 1.22139E-35 4.42933E-37 4.75905E-13 1.41798E-18 5.67684E-18 2.79408E-11 1.00000E-40 1.00000E-40 5.28912E-10 1.00000E-40 4.37591E-17 1.09182E-35 7.87534E-01 1.19318E-29 9.00544E-28 3.07745E-22 1.00000E-40 1.00000E-40 8.16603E-30 3.57022E-25 9.32440E-13 2.15274E-16 1.86388E-11 1.00457E-21 3.12223E-07 2.34066E-09 6.67356E-08 3.29725E-12 3.42257E-14 3.02582E-19 2.60057E-12 1.06784E-10 2.58965E-12 7.31274E-11 8.76858E-18 7.06031E-25 4.85149E-18 1.00000E-40 5.86191E-10 3.96333E-23 2.26839E-17 2.68870E-23 7.28624E-26 6.10894E-40 2.45976E-38 1.00000E-40 1.00000E-40 3.00977E-16 1.00000E-40 2.23348E-40 8.09940E-26 2.96867E-28 5.07545E-35 4.25565E-38 1.96326E-34 3.22535E-16 1.13749E-17 5.11521E-14 3.07621E-31 3.57929E-39 1.00000E-40 3.67316E-22 1.00000E-40 1.82493E-23 3.95563E-31 1.18509E-21 1.03046E-25 1.39868E-10 6.84199E-23 1.00000E-40 1.26421E-23 5.45294E-31 1.00000E-40 1.73673E-24 1.00000E-40 5.81415E-30 1.00000E-40 2.54297E-21 1.00000E-40 1.00000E-03 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05
1.15000E+01 2.14753E-01 7.36836E+18 2.18110E+02 2.37960E+04 6.94259E-06 1.00000E-40 1.00000E-40 6.22202E-09 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 2.64279E-26 1.00000E-40 1.00336E-40 1.10262E-20 5.53021E-07 4.55023E-05 1.33759E-13 1.37102E-15 2.12033E-01 8.23838E-08 3.63558E-04 1.40930E-22 4.06499E-11 1.00000E-40 1.00000E-40 4.79029E-33 5.20279E-20 2.27561E-06 4.69568E-29 1.44446E-26 3.21311E-36 3.54290E-35 4.42936E-37 2.12352E-13 6.91076E-19 4.78511E-18 1.88435E-11 1.00000E-40 1.00000E-40 5.27571E-10 1.00000E-40 4.64699E-17 2.12933E-35 7.87554E-01 1.36997E-29 1.03396E-27 3.03167E-22 1.00000E-40 1.00000E-40 6.92069E-30 3.54259E-25 5.64726E-12 3.30265E-16 1.18405E-11 9.09265E-22 3.11902E-07 1.45066E-09 8.32785E-08 4.36102E-12 1.91196E-14 3.59059E-19 7.61205E-12 1.55499E-10 3.59288E-12 6.09460E-11 7.01558E-18 4.54941E-25 4.71501E-18 1.00000E-40 6.05457E-10 4.51795E-23 1.96584E-17 3.17161E-23 7.24059E-26 6.10950E-40 1.99098E-38 1.00000E-40 1.00000E-40 3.11240E-16 1.00000E-40 2.53266E-40 8.28565E-26 1.33209E-28 5.54834E-35 5.59390E-38 1.13188E-34 3.06058E-16 3.00952E-18 6.25197E-14 1.72965E-31 3.68370E-39 1.00000E-40 7.99614E-22 1.00000E-40 2.02333E-23 3.16756E-31 1.18512E-21 1.01248E-25 5.34465E-12 5.74956E-23 1.00000E-40 1.37231E-23 1.59405E-30 1.00000E-40 1.44652E-24 1.00000E-40 5.79380E-30 1.00000E-40 3.73851E-21 1.00000E-40 1.00000E-03 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05
1.25000E+01 1.82993E-01 6.29781E+18 2.14058E+02 1.42829E+04 1.00000E-40 1.00000E-40 1.00000E-40 3.18492E-09 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 2.70784E-26 1.00000E-40 1.00337E-40 1.20338E-20 5.54777E-07 4.55255E-05 1.44531E-13 2.75738E-15 2.12033E-01 7.21715E-08 3.63580E-04 9.53237E-23 2.36569E-11 1.00000E-40 1.00000E-40 6.52026E-33 6.55453E-20 2.26328E-06 3.15232E-29 1.17120E-26 9.08570E-36 1.00815E-34 4.42917E-37 6.42405E-14 2.26803E-19 2.24754E-18 1.01230E-11 1.00000E-40 1.00000E-40 5.24273E-10 1.00000E-40 5.33804E-17 4.05265E-35 7.87554E-01 1.62950E-29 1.25765E-27 2.91313E-22 1.00000E-40 1.00000E-40 5.83491E-30 4.33353E-25 1.37279E-11 4.95611E-16 8.42457E-12 9.01324E-22 3.11067E-07 6.55179E-10 1.21382E-07 9.77437E-12 1.87092E-14 2.37213E-19 1.70792E-11 2.82654E-10 3.45853E-12 4.55861E-11 4.15616E-18 2.39970E-25 5.00958E-18 1.00000E-40 6.34973E-10 6.05548E-23 1.71935E-17 3.12948E-23 8.45980E-26 6.11057E-40 1.24077E-38 1.00000E-40 1.00000E-40 4.24065E-16 1.00000E-40 3.34762E-40 1.04913E-25 6.73395E-29 7.55204E-35 8.56714E-38 1.05583E-34 1.46460E-16 2.45042E-18 9.84984E-14 1.16723E-31 3.93146E-39 1.00000E-40 8.72465E-22 1.00000E-40 1.88320E-23 2.58538E-31 1.18511E-21 1.17832E-25 1.79061E-12 3.24952E-23 1.00000E-40 1.64623E-23 7.01548E-30 1.00000E-40 1.43151E-24 1.00000E-40 5.75955E-30 1.00000E-40 6.62189E-21 1.00000E-40 1.00000E-03 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05
1.35000E+01 1.55698E-01 5.38307E+18 2.10824E+02 6.95701E+03 1.00000E-40 1.00000E-40 1.00000E-40 1.64522E-09 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 2.76456E-26 1.00000E-40 1.00340E-40 1.39429E-20 5.57750E-07 4.55718E-05 1.74639E-13 6.11036E-15 2.12033E-01 5.83024E-08 3.63616E-04 1.12417E-22 2.32289E-11 1.00000E-40 1.00000E-40 1.10559E-32 9.19800E-20 2.23835E-06 7.84476E-29 8.18042E-27 7.42812E-35 8.28715E-34 4.42876E-37 1.24582E-14 9.46454E-20 1.46289E-18 4.15286E-12 1.00000E-40 1.00000E-40 5.17365E-10 1.00000E-40 6.84091E-17 4.90926E-34 7.87555E-01 2.34168E-29 1.54434E-27 2.66949E-22 1.00000E-40 1.00000E-40 5.75202E-30 6.34481E-25 2.61994E-11 6.55970E-16 6.47631E-12 1.08430E-21 3.09261E-07 2.77028E-10 1.95041E-07 2.20697E-11 2.72967E-14 1.33210E-19 2.97109E-11 5.68151E-10 2.91708E-12 3.03314E-11 2.25829E-18 1.47754E-25 6.84104E-18 1.00000E-40 6.73677E-10 9.66868E-23 1.73724E-17 2.84683E-23 1.29704E-25 6.11306E-40 4.85644E-39 1.00000E-40 1.00000E-40 6.63607E-16 1.00000E-40 5.92238E-40 1.54250E-25 5.46245E-29 1.28053E-34 1.62748E-37 1.04565E-34 9.81584E-17 2.92895E-18 1.52187E-13 9.84084E-32 4.26712E-39 1.00000E-40 1.15669E-21 1.00000E-40 1.67522E-23 2.33731E-31 1.18510E-21 1.60887E-25 1.12125E-12 1.56260E-23 1.00000E-40 2.23887E-23 3.95142E-29 1.00000E-40 1.76985E-24 1.00000E-40 5.71548E-30 1.00000E-40 1.29185E-20 1.00000E-40 1.00000E-03 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05
1.45000E+01 1.32272E-01 4.60142E+18 2.08135E+02 5.42540E+03 1.00000E-40 1.00000E-40 1.00000E-40 1.10154E-09 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 2.81381E-26 1.00000E-40 1.00345E-40 1.69653E-20 5.62069E-07 4.56544E-05 2.41513E-13 1.37975E-14 2.12032E-01 4.26210E-08 3.63671E-04 1.57784E-22 2.60335E-11 1.00000E-40 1.00000E-40 2.43566E-32 1.46529E-19 2.19397E-06 3.12984E-28 6.26344E-27 6.54699E-34 7.33688E-33 4.42799E-37 1.43502E-15 6.48482E-20 1.55867E-18 1.28136E-12 1.00000E-40 1.00000E-40 5.04640E-10 1.00000E-40 9.70874E-17 8.90971E-33 7.87556E-01 4.23274E-29 1.80663E-27 2.27122E-22 1.00000E-40 1.00000E-40 7.49563E-30 1.02397E-24 3.98859E-11 7.20313E-16 6.39016E-12 1.64544E-21 3.05836E-07 1.81227E-10 3.19484E-07 4.41117E-11 5.26435E-14 6.40296E-20 4.09564E-11 1.12894E-09 1.70006E-12 1.81372E-11 1.24884E-18 1.12510E-25 1.13618E-17 1.00000E-40 7.18565E-10 1.72834E-22 2.22826E-17 2.42773E-23 2.40778E-25 6.11823E-40 9.51282E-40 1.00000E-40 1.00000E-40 1.10206E-15 1.00000E-40 1.32180E-39 2.48450E-25 7.42658E-29 2.82106E-34 4.18282E-37 1.08757E-34 1.10089E-16 3.98735E-18 2.05939E-13 8.83979E-32 4.32393E-39 1.00000E-40 1.94216E-21 1.00000E-40 1.39984E-23 2.60682E-31 1.18509E-21 2.38004E-25 1.00199E-12 6.44224E-24 1.00000E-40 3.36369E-23 2.97220E-28 1.00000E-40 2.84391E-24 1.00000E-40 5.68178E-30 1.00000E-40 2.57401E-20 1.00000E-40 1.00000E-03 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05
1.55000E+01 1.12163E-01 3.93346E+18 2.06152E+02 4.40851E+03 1.00000E-40 1.00000E-40 1.00000E-40 8.93603E-10 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 2.85642E-26 1.00000E-40 1.00353E-40 2.02492E-20 5.66557E-07 4.57690E-05 3.35235E-13 2.88156E-14 2.12030E-01 3.00294E-08 3.63737E-04 2.21787E-22 2.90607E-11 1.00000E-40 1.00000E-40 5.36449E-32 2.32501E-19 2.13303E-06 1.21883E-27 9.40459E-27 1.22535E-32 1.37830E-31 4.42685E-37 1.19946E-16 5.58524E-20 1.90462E-18 4.29587E-13 1.00000E-40 1.00000E-40 4.86514E-10 1.00000E-40 1.39528E-16 1.18044E-31 7.87557E-01 7.74688E-29 1.73146E-27 1.82559E-22 1.00000E-40 1.00000E-40 1.11250E-29 1.60281E-24 5.48061E-11 7.29494E-16 7.24807E-12 2.52963E-21 3.00810E-07 1.78955E-10 4.84070E-07 7.60793E-11 9.53000E-14 3.33688E-20 4.97881E-11 1.95550E-09 9.19067E-13 1.12215E-11 7.71972E-19 9.12161E-26 1.78206E-17 1.00000E-40 7.58836E-10 3.04477E-22 3.22204E-17 1.92174E-23 4.38428E-25 6.12694E-40 1.11846E-40 1.00000E-40 1.00000E-40 1.72005E-15 1.00000E-40 2.87192E-39 3.87757E-25 1.16827E-28 6.21328E-34 1.13902E-36 1.10965E-34 1.43506E-16 5.40860E-18 2.52361E-13 7.82637E-32 3.64624E-39 1.00000E-40 3.31619E-21 1.00000E-40 1.07761E-23 3.28556E-31 1.18506E-21 3.36110E-25 9.88107E-13 2.88397E-24 1.00000E-40 5.01647E-23 2.86540E-27 1.00000E-40 4.57160E-24 1.00000E-40 5.70596E-30 1.00000E-40 4.76468E-20 1.00000E-40 1.00000E-03 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05
1.65000E+01 9.50071E-02 3.36263E+18 2.05431E+02 3.94335E+03 1.00000E-40 1.00000E-40 1.00000E-40 8.20961E-10 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 2.89322E-26 1.00000E-40 1.00364E-40 2.38018E-20 5.70307E-07 4.59170E-05 4.48130E-13 5.67900E-14 2.12028E-01 2.13703E-08 3.63812E-04 2.96487E-22 3.11615E-11 1.00000E-40 1.00000E-40 1.08740E-31 3.52555E-19 2.05524E-06 4.30092E-27 1.00000E-40 1.00000E-40 1.00000E-40 4.42528E-37 9.62310E-18 4.95392E-20 2.25925E-18 2.42683E-13 1.00000E-40 1.00000E-40 4.62437E-10 1.00000E-40 1.98304E-16 1.21429E-30 7.87558E-01 1.34390E-28 1.38352E-27 1.40557E-22 1.00000E-40 1.00000E-40 1.67339E-29 2.42191E-24 7.40692E-11 7.18483E-16 8.52757E-12 3.68757E-21 2.93928E-07 1.99860E-10 6.91926E-07 1.23068E-10 1.54205E-13 2.80386E-20 5.88835E-11 3.07091E-09 5.90718E-13 7.52405E-12 5.20998E-19 7.38910E-26 2.54348E-17 1.00000E-40 7.91808E-10 5.32549E-22 4.74191E-17 1.45899E-23 7.70134E-25 6.14126E-40 1.00000E-40 1.00000E-40 1.00000E-40 2.53530E-15 1.00000E-40 5.80104E-39 5.83998E-25 1.84700E-28 1.25944E-33 2.92236E-36 1.11505E-34 1.81659E-16 7.01166E-18 2.96245E-13 6.80843E-32 2.51916E-39 1.00000E-40 5.39475E-21 1.00000E-40 7.88381E-24 4.17746E-31 1.18503E-21 4.46123E-25 9.46515E-13 2.08516E-24 1.00000E-40 7.28390E-23 3.57645E-26 1.00000E-40 6.76676E-24 1.00000E-40 5.84214E-30 1.00000E-40 8.37262E-20 1.00000E-40 1.00000E-03 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05
1.75000E+01 8.05013E-02 2.87478E+18 2.06393E+02 3.89374E+03 1.00000E-40 1.00000E-40 1.00000E-40 7.89390E-10 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 2.92494E-26 1.00000E-40 1.00377E-40 2.90668E-20 5.72271E-07 4.60901E-05 5.83426E-13 1.06130E-13 2.12026E-01 1.62062E-08 3.63895E-04 3.82062E-22 3.24670E-11 1.00000E-40 1.00000E-40 2.07747E-31 5.17352E-19 1.96531E-06 1.36824E-26 1.45551E-25 2.69237E-31 3.21523E-30 4.42330E-37 2.24912E-18 4.46344E-20 2.61968E-18 2.18504E-13 1.00000E-40 1.00000E-40 4.33434E-10 1.00000E-40 2.72321E-16 1.00666E-29 7.87560E-01 2.18184E-28 1.03063E-27 1.06429E-22 1.00000E-40 1.00000E-40 2.45051E-29 3.52785E-24 9.89371E-11 7.02706E-16 1.01534E-11 5.03256E-21 2.85385E-07 2.31275E-10 9.37389E-07 1.87589E-10 2.26090E-13 3.63423E-20 6.85421E-11 4.42304E-09 5.09394E-13 5.20723E-12 3.70481E-19 5.80355E-26 3.32923E-17 1.00000E-40 8.14599E-10 9.18500E-22 6.87831E-17 1.15100E-23 1.31148E-24 6.16330E-40 1.00000E-40 1.00000E-40 1.00000E-40 3.51823E-15 1.00000E-40 1.10013E-38 8.47811E-25 2.95596E-28 2.40612E-33 6.82397E-36 1.16415E-34 2.21229E-16 8.79692E-18 3.32252E-13 5.99188E-32 1.55174E-39 1.00000E-40 8.25922E-21 1.12275E-40 5.93679E-24 5.13062E-31 1.18498E-21 5.57636E-25 8.87464E-13 2.32831E-24 1.00000E-40 1.01056E-22 1.00000E-40 1.00000E-40 9.44224E-24 1.00000E-40 6.13982E-30 1.00000E-40 1.40534E-19 1.00000E-40 1.00000E-03 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05
1.85000E+01 6.82824E-02 2.45783E+18 2.08433E+02 3.93732E+03 1.00000E-40 1.00000E-40 1.00000E-40 7.67950E-10 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 2.95227E-26 1.00000E-40 1.00392E-40 3.76450E-20 5.71809E-07 4.62806E-05 7.51485E-13 1.90510E-13 2.12024E-01 1.33100E-08 3.63980E-04 4.84109E-22 3.33477E-11 1.00000E-40 1.00000E-40 3.86467E-31 7.47180E-19 1.86746E-06 3.95429E-26 4.12785E-26 7.87142E-32 8.68456E-31 4.42099E-37 1.59519E-18 4.09087E-20 3.05905E-18 2.31301E-13 1.00000E-40 1.00000E-40 4.00562E-10 1.00000E-40 3.60161E-16 6.90879E-29 7.87562E-01 3.35660E-28 7.70438E-28 8.04835E-23 1.00000E-40 1.00000E-40 3.51508E-29 5.02575E-24 1.30119E-10 6.85825E-16 1.21692E-11 6.50941E-21 2.75420E-07 2.71864E-10 1.21900E-06 2.71235E-10 3.10034E-13 5.44591E-20 7.83524E-11 5.95405E-09 5.30111E-13 3.25679E-12 2.56960E-19 4.19533E-26 4.10362E-17 1.00000E-40 8.27171E-10 1.57186E-21 9.88811E-17 9.90814E-24 2.20613E-24 6.19589E-40 1.00000E-40 1.00000E-40 1.00000E-40 4.64704E-15 1.00000E-40 2.01871E-38 1.20366E-24 4.88973E-28 4.47599E-33 1.48521E-35 1.28904E-34 2.62746E-16 1.08627E-17 3.56643E-13 5.41403E-32 9.28553E-40 1.00000E-40 1.20483E-20 2.06561E-40 4.82702E-24 6.11775E-31 1.18493E-21 6.70070E-25 8.31377E-13 3.00786E-24 1.00000E-40 1.34081E-22 1.00000E-40 1.00000E-40 1.28316E-23 1.00000E-40 6.63824E-30 1.00000E-40 2.28450E-19 1.00000E-40 1.00000E-03 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05
1.95000E+01 5.79990E-02 2.10146E+18 2.10721E+02 4.20491E+03 1.00000E-40 1.00000E-40 1.00000E-40 7.48485E-10 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 2.97581E-26 1.00000E-40 1.00410E-40 5.13192E-20 5.68637E-07 4.64827E-05 9.66315E-13 3.32399E-13 2.12021E-01 1.16910E-08 3.64067E-04 6.10372E-22 3.40475E-11 1.00000E-40 1.00000E-40 7.13412E-31 1.07262E-18 1.76488E-06 1.04791E-25 6.15637E-26 1.77050E-31 2.27926E-30 4.41839E-37 1.37294E-18 3.80268E-20 3.69041E-18 2.62207E-13 1.00000E-40 1.00000E-40 3.64739E-10 1.00000E-40 4.60544E-16 4.02222E-28 7.87565E-01 4.95574E-28 5.95607E-28 6.08050E-23 1.00000E-40 1.00000E-40 5.00629E-29 7.09164E-24 1.68336E-10 6.67119E-16 1.46776E-11 8.08030E-21 2.64252E-07 3.23380E-10 1.53956E-06 3.75570E-10 4.06970E-13 8.67118E-20 8.79096E-11 7.60988E-09 5.88770E-13 1.41436E-12 1.58263E-19 2.57945E-26 4.87254E-17 1.00000E-40 8.31958E-10 2.68527E-21 1.42495E-16 9.47816E-24 3.71417E-24 6.24262E-40 1.00000E-40 1.00000E-40 1.00000E-40 5.92376E-15 1.00000E-40 3.66290E-38 1.69248E-24 8.43091E-28 8.26246E-33 3.10207E-35 1.50248E-34 3.06776E-16 1.33336E-17 3.68951E-13 5.03269E-32 5.78109E-40 1.00000E-40 1.69563E-20 3.76422E-40 4.31253E-24 7.19024E-31 1.18488E-21 7.88041E-25 7.86507E-13 4.13081E-24 1.00000E-40 1.71244E-22 1.00000E-40 1.00000E-40 1.73074E-23 1.00000E-40 7.37095E-30 1.00000E-40 3.64191E-19 1.00000E-40 1.00000E-03 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05
2.05000E+01 4.93592E-02 1.79494E+18 2.12795E+02 4.72335E+03 1.00000E-40 1.00000E-40 1.00000E-40 7.28498E-10 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 2.99910E-26 1.00000E-40 1.00429E-40 7.31575E-20 5.62858E-07 4.66865E-05 1.24481E-12 5.68721E-13 2.12018E-01 1.08064E-08 3.64152E-04 7.77279E-22 3.49940E-11 1.00000E-40 1.00000E-40 1.34166E-30 1.56051E-18 1.66253E-06 2.57552E-25 5.31845E-27 1.69513E-33 1.76494E-31 4.41561E-37 1.22815E-18 3.60859E-20 4.68973E-18 3.18880E-13 1.00000E-40 1.00000E-40 3.27718E-10 1.00000E-40 5.69551E-16 1.99558E-27 7.87567E-01 7.05335E-28 4.84066E-28 4.56757E-23 1.00000E-40 1.00000E-40 7.14107E-29 9.92525E-24 2.14395E-10 6.46211E-16 1.78650E-11 9.69682E-21 2.52385E-07 3.88787E-10 1.89568E-06 5.02885E-10 5.19911E-13 1.52299E-19 9.65368E-11 9.29330E-09 6.86922E-13 3.19388E-13 9.60399E-20 1.53875E-26 5.61457E-17 1.00000E-40 8.32990E-10 4.54839E-21 2.08696E-16 1.02649E-23 6.25632E-24 6.30638E-40 1.00000E-40 1.00000E-40 1.00000E-40 7.35020E-15 1.00000E-40 6.62075E-38 2.35781E-24 1.52077E-27 1.56092E-32 6.37968E-35 1.87548E-34 3.47522E-16 1.64128E-17 3.70228E-13 5.00178E-32 3.95121E-40 1.00000E-40 2.22815E-20 6.82980E-40 4.31460E-24 8.42553E-31 1.18482E-21 9.10200E-25 7.62690E-13 6.03522E-24 1.00000E-40 2.10945E-22 1.00000E-40 1.00000E-40 2.38449E-23 1.00000E-40 8.34518E-30 1.00000E-40 5.72762E-19 1.00000E-40 1.00000E-03 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05
2.15000E+01 4.20665E-02 1.52862E+18 2.14572E+02 5.25999E+03 1.00000E-40 1.00000E-40 1.00000E-40 7.06979E-10 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 1.00000E-40 3.02854E-26 1.00000E-40 1.00448E-40 1.08913E-19 5.54690E-07 4.68885E-05 1.60675E-12 9.69941E-13 2.12014E-01 1.03530E-08 3.64233E-04 1.01735E-21 3.67955E-11 1.00000E-40 1.00000E-40 2.66097E-30 2.36530E-18 1.56211E-06 5.91811E-25 1.00000E-40 1.00000E-40 1.00000E-40 4.41271E-37 1.14005E-18 3.50260E-20 6.28199E-18 4.19106E-13 1.00000E-40 1.00000E-40 2.90290E-10 1.00000E-40 6.85762E-16 8.32053E-27 7.87570E-01 9.78777E-28 4.13494E-28 3.35434E-23 1.00000E-40 1.00000E-40 1.03307E-28 1.38608E-23 2.69517E-10 6.17698E-16 2.21857E-11 1.14465E-20 2.40032E-07 4.76534E-10 2.29167E-06 6.64679E-10 6.65694E-13 3.16282E-19 1.03379E-10 1.09493E-08 8.71706E-13 7.38941E-14 7.52621E-20 1.14311E-26 6.29197E-17 1.00000E-40 8.33170E-10 7.64928E-21 3.14913E-16 1.26327E-23 1.06591E-23 6.39170E-40 1.00000E-40 1.00000E-40 1.00000E-40 8.97259E-15 1.00000E-40 1.20553E-37 3.26879E-24 2.88240E-27 3.15216E-32 1.34716E-34 2.62409E-34 3.68608E-16 2.04023E-17 3.62329E-13 5.89846E-32 2.99958E-40 1.00000E-40 2.57274E-20 1.23240E-39 4.83559E-24 9.91407E-31 1.18475E-21 1.02962E-24 7.71841E-13 9.36303E-24 1.00000E-40 2.52564E-22 1.00000E-40 1.00000E-40 3.48974E-23 1.00000E-40 9.58112E-30 1.00000E-40 8.97659E-19 1.00000E-40 1.00000E-03 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05 1.00000E-05
