
     Z         PRESS      DEN     ProOH1    ProOH25    ProO3D    PO2D       PO2      PH2O      PO3D      PH2O2     FO3      FH2O      NumO2      NumOH      NumO1D     PN2O     PCH3CL      FOH      FHO2      FNO     FNO2      FH    FH2O2     FNO3    FN2O5    FHNO3      FO       FN      FH2     FCH4    FN2O
   5.000E+04 9.554E+05 2.448E+19 2.849E+05 7.171E+00 2.720E+06 0.000E+00 4.209E-17 3.070E-17 7.401E-06 2.389E-06 1.501E-08 9.541E-03 5.208E+17 2.853E+06 3.698E-03 7.636E-14 1.229E-15 1.165E-13 9.107E-12 8.075E-12 2.030E-11 4.585E-20 5.939E-10 1.032E-14 1.837E-16 1.033E-10 3.973E-16 3.816E-20 5.000E-07 8.080E-07 2.730E-07
   1.500E+05 8.456E+05 2.209E+19 2.113E+05 1.946E+01 2.941E+06 0.000E+00 1.426E-16 1.391E-16 8.202E-06 2.641E-06 1.623E-08 6.333E-03 4.701E+17 2.230E+06 4.559E-03 2.901E-13 5.532E-15 1.009E-13 8.434E-12 3.606E-12 7.784E-12 3.816E-20 5.930E-10 5.805E-15 5.983E-17 1.003E-10 5.087E-16 3.883E-20 4.995E-07 8.053E-07 2.728E-07
   2.500E+05 7.469E+05 1.984E+19 1.628E+05 4.959E+01 3.240E+06 0.000E+00 4.343E-16 5.762E-16 8.927E-06 2.875E-06 1.829E-08 4.338E-03 4.222E+17 2.086E+06 5.687E-03 9.835E-13 2.182E-14 1.051E-13 8.173E-12 2.740E-12 5.190E-12 3.883E-20 5.709E-10 4.719E-15 4.734E-17 1.017E-10 6.952E-16 3.967E-20 4.992E-07 8.031E-07 2.726E-07
   3.500E+05 6.582E+05 1.784E+19 1.100E+05 9.983E+01 3.613E+06 0.000E+00 1.182E-15 2.166E-15 9.437E-06 3.092E-06 2.146E-08 2.584E-03 3.797E+17 1.964E+06 7.142E-03 2.954E-12 7.505E-14 1.101E-13 7.789E-12 3.063E-12 5.071E-12 3.967E-20 5.168E-10 4.544E-15 7.493E-17 1.057E-10 9.751E-16 4.090E-20 4.990E-07 8.013E-07 2.724E-07
   4.500E+05 5.785E+05 1.603E+19 6.881E+04 1.652E+02 4.035E+06 0.000E+00 2.883E-15 7.189E-15 9.807E-06 3.295E-06 2.566E-08 1.433E-03 3.413E+17 1.869E+06 8.915E-03 7.864E-12 2.240E-13 1.166E-13 7.293E-12 3.923E-12 5.682E-12 4.090E-20 4.424E-10 4.653E-15 1.554E-16 1.105E-10 1.386E-15 4.117E-20 4.989E-07 7.999E-07 2.721E-07
   5.500E+05 5.069E+05 1.440E+19 3.846E+04 2.162E+02 4.441E+06 0.000E+00 6.345E-15 2.072E-14 1.002E-05 3.485E-06 3.077E-08 7.246E-04 3.066E+17 1.743E+06 1.090E-02 1.860E-11 5.796E-13 1.210E-13 6.554E-12 5.016E-12 6.291E-12 4.117E-20 3.579E-10 4.678E-15 3.424E-16 1.139E-10 1.960E-15 3.940E-20 4.988E-07 7.988E-07 2.718E-07
   6.500E+05 4.427E+05 1.292E+19 1.891E+04 2.286E+02 4.785E+06 0.000E+00 1.274E-14 5.352E-14 1.010E-05 3.663E-06 3.666E-08 3.306E-04 2.752E+17 1.547E+06 1.300E-02 3.953E-11 1.324E-12 1.197E-13 5.611E-12 5.816E-12 6.223E-12 3.940E-20 2.747E-10 4.412E-15 6.991E-16 1.148E-10 2.736E-15 3.642E-20 4.988E-07 7.979E-07 2.715E-07
   7.500E+05 3.851E+05 1.157E+19 8.098E+03 1.920E+02 5.032E+06 0.000E+00 2.360E-14 1.229E-13 1.004E-05 3.829E-06 4.330E-08 1.350E-04 2.465E+17 1.322E+06 1.511E-02 7.656E-11 2.714E-12 1.142E-13 4.635E-12 6.383E-12 5.747E-12 3.642E-20 2.023E-10 4.003E-15 1.430E-15 1.141E-10 3.777E-15 3.483E-20 4.988E-07 7.971E-07 2.712E-07
   8.500E+05 3.336E+05 1.033E+19 2.962E+03 1.233E+02 5.176E+06 0.000E+00 4.090E-14 2.474E-13 9.878E-06 3.984E-06 5.071E-08 4.825E-05 2.201E+17 1.162E+06 1.718E-02 1.370E-10 5.052E-12 1.124E-13 3.786E-12 7.581E-12 5.678E-12 3.483E-20 1.456E-10 3.751E-15 3.496E-15 1.137E-10 5.173E-15 3.571E-20 4.988E-07 7.965E-07 2.708E-07
   9.500E+05 2.878E+05 9.185E+18 9.046E+02 5.983E+01 5.263E+06 1.579-167 6.697E-14 4.473E-13 9.659E-06 4.129E-06 5.933E-08 1.456E-05 1.957E+17 1.080E+06 1.938E-02 2.295E-10 8.693E-12 1.176E-13 3.120E-12 9.733E-12 6.079E-12 3.571E-20 1.040E-10 3.724E-15 8.447E-15 1.145E-10 7.148E-15 3.690E-20 4.988E-07 7.958E-07 2.703E-07
   1.050E+06 2.472E+05 8.105E+18 1.875E+02 1.742E+01 5.565E+06 5.856-133 1.045E-13 7.489E-13 9.438E-06 4.263E-06 7.275E-08 2.870E-06 1.727E+17 9.931E+05 2.292E-02 3.640E-10 1.406E-11 1.225E-13 2.540E-12 1.228E-11 6.732E-12 3.690E-20 6.933E-11 3.853E-15 1.615E-14 1.179E-10 1.057E-14 3.764E-20 4.988E-07 7.949E-07 2.696E-07
   1.150E+06 2.115E+05 7.088E+18 2.260E+02 2.422E+01 6.728E+06 3.540-108 1.568E-13 1.189E-12 9.339E-06 4.388E-06 1.016E-07 2.874E-06 1.510E+17 8.904E+05 3.135E-02 5.525E-10 2.168E-11 1.256E-13 2.019E-12 1.574E-11 8.722E-12 3.764E-20 3.916E-11 4.554E-15 2.408E-14 1.295E-10 1.838E-14 3.551E-20 4.986E-07 7.931E-07 2.680E-07
   1.250E+06 1.804E+05 6.153E+18 3.212E+02 3.240E+01 9.568E+06 8.356E-95 2.286E-13 1.827E-12 9.405E-06 4.506E-06 1.653E-07 2.882E-06 1.311E+17 7.399E+05 5.091E-02 8.122E-10 3.232E-11 1.202E-13 1.592E-12 1.972E-11 1.318E-11 3.551E-20 1.938E-11 6.719E-15 4.739E-14 1.564E-10 3.820E-14 3.525E-20 4.981E-07 7.892E-07 2.642E-07
   1.350E+06 1.535E+05 5.314E+18 4.964E+02 4.266E+01 1.475E+07 2.361E-83 3.293E-13 2.770E-12 9.594E-06 4.623E-06 2.893E-07 2.898E-06 1.132E+17 6.592E+05 9.016E-02 1.175E-09 4.738E-11 1.240E-13 1.451E-12 2.454E-11 2.193E-11 3.525E-20 1.166E-11 1.327E-14 1.327E-13 2.111E-10 8.688E-14 3.906E-20 4.971E-07 7.814E-07 2.567E-07
   1.450E+06 1.304E+05 4.570E+18 7.524E+02 5.652E+01 2.220E+07 1.507E-73 4.768E-13 4.226E-12 9.989E-06 4.744E-06 4.864E-07 2.926E-06 9.735E+16 6.613E+05 1.568E-01 1.701E-09 6.952E-11 1.447E-13 1.561E-12 3.110E-11 3.651E-11 3.906E-20 1.054E-11 2.833E-14 3.959E-13 3.000E-10 1.927E-13 4.789E-20 4.952E-07 7.683E-07 2.440E-07
   1.550E+06 1.105E+05 3.909E+18 1.076E+03 7.640E+01 3.140E+07 3.799E-65 7.040E-13 6.591E-12 1.076E-05 4.877E-06 7.466E-07 2.966E-06 8.327E+16 7.112E+05 2.580E-01 2.498E-09 1.034E-10 1.819E-13 1.848E-12 4.050E-11 5.833E-11 4.789E-20 1.205E-11 5.425E-14 1.006E-12 4.162E-10 3.989E-13 6.667E-20 4.923E-07 7.497E-07 2.264E-07
   1.650E+06 9.360E+04 3.320E+18 1.485E+03 1.058E+02 4.259E+07 6.088E-58 1.065E-12 1.057E-11 1.216E-05 5.031E-06 1.055E-06 3.017E-06 7.072E+16 8.050E+05 4.115E-01 3.736E-09 1.567E-10 2.425E-13 2.372E-12 5.297E-11 8.909E-11 6.667E-20 1.583E-11 9.206E-14 2.125E-12 5.486E-10 7.856E-13 1.068E-19 4.883E-07 7.256E-07 2.042E-07
   1.750E+06 7.927E+04 2.804E+18 1.995E+03 1.499E+02 5.603E+07 9.232E-52 1.646E-12 1.736E-11 1.442E-05 5.214E-06 1.386E-06 3.080E-06 5.972E+16 9.530E+05 6.419E-01 5.666E-09 2.409E-10 3.399E-13 3.250E-12 6.870E-11 1.295E-10 1.068E-19 2.280E-11 1.408E-13 3.765E-12 6.797E-10 1.482E-12 1.895E-19 4.832E-07 6.966E-07 1.790E-07
   1.850E+06 6.717E+04 2.368E+18 2.618E+03 2.161E+02 7.183E+07 1.845E-46 2.571E-12 2.897E-11 1.764E-05 5.439E-06 1.719E-06 3.151E-06 5.044E+16 1.168E+06 9.759E-01 8.639E-09 3.727E-10 4.934E-13 4.537E-12 8.928E-11 1.790E-10 1.895E-19 3.373E-11 1.976E-13 5.714E-12 7.940E-10 2.654E-12 3.635E-19 4.770E-07 6.636E-07 1.521E-07
   1.950E+06 5.695E+04 2.003E+18 3.374E+03 3.143E+02 9.031E+07 6.507E-42 4.026E-12 4.860E-11 2.213E-05 5.719E-06 2.038E-06 3.228E-06 4.266E+16 1.477E+06 1.453E+00 1.312E-08 5.748E-10 7.372E-13 6.386E-12 1.152E-10 2.342E-10 3.635E-19 5.017E-11 2.583E-13 7.504E-12 8.795E-10 4.540E-12 7.409E-19 4.700E-07 6.279E-07 1.254E-07
