
     Z         PRESS      DEN     ProOH1    ProOH25    ProO3D    PO2D       PO2      PH2O      PO3D      PH2O2     FO3      FH2O      NumO2      NumOH      NumO1D     PN2O     PCH3CL      FOH      FHO2      FNO     FNO2      FH    FH2O2     FNO3    FN2O5    FHNO3      FO       FN      FH2     FCH4    FN2O
   5.000E+04 9.553E+05 2.458E+19 7.057E+05 7.091E+04 7.149E+06 0.000E+00 8.629E-13 3.263E-13 4.652E-05 3.731E-06 6.252E-09 8.842E-03 2.615E+16 5.000E+06 9.838E-03 1.075E-09 1.104E-11 2.034E-13 1.394E-11 5.697E-12 1.303E-11 1.501E-18 9.919E-10 8.224E-15 1.016E-16 9.490E-11 3.514E-15 1.467E-18 5.000E-07 8.080E-07 2.730E-07
   1.500E+05 8.451E+05 2.218E+19 5.607E+05 9.563E+04 8.420E+06 0.000E+00 1.497E-12 7.461E-13 5.161E-05 4.095E-06 7.354E-09 5.778E-03 2.369E+16 4.393E+06 1.319E-02 2.052E-09 2.635E-11 1.980E-13 1.325E-11 1.955E-12 4.244E-12 1.467E-18 9.882E-10 6.556E-15 4.046E-17 8.272E-11 4.921E-15 1.824E-18 4.980E-07 8.014E-07 2.692E-07
   2.500E+05 7.460E+05 1.992E+19 5.274E+05 1.225E+05 1.163E+07 0.000E+00 2.291E-12 1.594E-12 5.602E-05 4.426E-06 1.042E-08 3.858E-03 2.136E+16 4.834E+06 2.061E-02 3.484E-09 5.564E-11 2.427E-13 1.402E-11 1.322E-12 2.920E-12 1.824E-18 9.883E-10 7.055E-15 4.487E-17 7.587E-11 8.514E-15 2.229E-18 4.963E-07 7.956E-07 2.651E-07
   3.500E+05 6.570E+05 1.791E+19 4.664E+05 1.371E+05 1.721E+07 0.000E+00 3.302E-12 3.372E-12 5.956E-05 4.735E-06 1.614E-08 2.270E-03 1.928E+16 5.325E+06 3.430E-02 5.581E-09 1.094E-10 2.974E-13 1.472E-11 1.328E-12 2.999E-12 2.229E-18 9.558E-10 8.780E-15 9.767E-17 7.268E-11 1.584E-14 2.607E-18 4.951E-07 7.907E-07 2.606E-07
   4.500E+05 5.770E+05 1.609E+19 3.732E+05 1.397E+05 2.510E+07 0.000E+00 4.586E-12 7.029E-12 6.265E-05 5.029E-06 2.491E-08 1.235E-03 1.739E+16 5.655E+06 5.583E-02 8.568E-09 2.012E-10 3.515E-13 1.503E-11 1.525E-12 3.482E-12 2.607E-18 8.873E-10 1.149E-14 2.733E-16 7.091E-11 2.911E-14 2.798E-18 4.941E-07 7.866E-07 2.557E-07
   5.500E+05 5.051E+05 1.445E+19 2.560E+05 1.242E+05 3.490E+07 0.000E+00 6.202E-12 1.416E-11 6.544E-05 5.318E-06 3.690E-08 6.073E-04 1.568E+16 5.585E+06 8.611E-02 1.262E-08 3.457E-10 3.865E-13 1.449E-11 1.812E-12 4.051E-12 2.798E-18 7.803E-10 1.466E-14 8.253E-16 6.830E-11 5.090E-14 2.767E-18 4.935E-07 7.833E-07 2.505E-07
   6.500E+05 4.406E+05 1.297E+19 1.492E+05 9.664E+04 4.592E+07 0.000E+00 8.216E-12 2.769E-11 6.817E-05 5.608E-06 5.195E-08 2.692E-04 1.411E+16 5.153E+06 1.253E-01 1.782E-08 5.570E-10 3.974E-13 1.317E-11 2.176E-12 4.602E-12 2.767E-18 6.445E-10 1.800E-14 2.596E-15 6.416E-11 8.416E-14 2.556E-18 4.931E-07 7.807E-07 2.451E-07
   7.500E+05 3.829E+05 1.161E+19 7.335E+04 6.519E+04 5.738E+07 2.953-112 1.070E-11 5.282E-11 7.107E-05 5.907E-06 6.955E-08 1.063E-04 1.266E+16 4.529E+06 1.728E-01 2.420E-08 8.484E-10 3.901E-13 1.135E-11 2.894E-12 5.574E-12 2.556E-18 4.982E-10 2.220E-14 9.607E-15 6.011E-11 1.322E-13 2.249E-18 4.929E-07 7.787E-07 2.395E-07
   8.500E+05 3.312E+05 1.036E+19 2.985E+04 3.745E+04 6.851E+07 3.240E-51 1.375E-11 9.919E-11 7.440E-05 6.221E-06 8.885E-08 3.643E-05 1.133E+16 3.881E+06 2.279E-01 3.175E-08 1.229E-09 3.745E-13 9.290E-12 4.372E-12 7.376E-12 2.249E-18 3.605E-10 2.784E-14 3.711E-14 5.746E-11 1.990E-13 1.913E-18 4.928E-07 7.769E-07 2.339E-07
   9.500E+05 2.853E+05 9.207E+18 9.825E+03 1.674E+04 7.930E+07 2.973E-32 1.744E-11 1.745E-10 7.842E-05 6.558E-06 1.098E-07 1.042E-05 1.007E+16 3.278E+06 2.926E-01 4.045E-08 1.699E-09 3.561E-13 7.176E-12 7.071E-12 1.018E-11 1.913E-18 2.438E-10 3.474E-14 1.047E-13 5.614E-11 2.937E-13 1.533E-18 4.927E-07 7.753E-07 2.280E-07
