 4.54658E-11 2.07099E-15 1.12652E-02 1.36790E-13 1.54173E-11 1.25230E-09 4.83027E-10 8.04523E-18
 4.85786E-08 2.80698E-07 3.02862E-08 4.38964E-10 4.12123E-12 1.48272E-09 3.65911E-13 5.15702E-13
 5.59341E-15 5.15611E-12 1.61488E-14 2.27576E-16 8.67643E-20 3.86608E-23 1.35048E-10 1.60524E-13
 4.35304E-17 8.46370E-15 6.63044E-12 1.14645E-14 2.10000E-04 8.74685E-13 2.87730E-16 1.71130E-16
 1.50354E-11 2.63979E-12 6.57701E-14 4.00000E-04 5.09624E-11 4.79118E-15 6.98338E-03 2.22064E-13
 1.72417E-11 1.27556E-09 9.30763E-10 1.06048E-17 4.85894E-08 2.76274E-07 2.29017E-08 4.78004E-10
 5.41774E-12 1.43997E-09 4.08043E-13 5.98766E-13 9.05509E-15 7.87065E-12 4.62763E-14 5.28400E-16
 3.78858E-19 2.48670E-22 1.23858E-10 3.12436E-13 9.72605E-17 1.59286E-14 1.02818E-11 2.20119E-14
 2.14494E-04 6.90446E-13 2.23978E-16 4.58847E-16 2.12060E-11 5.48519E-12 6.17683E-14 4.04518E-04
 5.49724E-11 1.19437E-14 4.15346E-03 3.46497E-13 1.85342E-11 1.20036E-09 1.95361E-09 1.30701E-17
 4.85957E-08 2.72029E-07 1.69745E-08 4.84915E-10 6.80240E-12 1.39433E-09 4.76015E-13 7.18710E-13
 1.46932E-14 1.12643E-11 1.36114E-13 1.16602E-15 1.69369E-18 3.33069E-21 1.13280E-10 7.94780E-13
 2.09058E-16 4.25978E-14 1.47929E-11 5.36576E-14 2.18889E-04 5.16243E-13 1.39019E-16 8.73660E-16
 2.26659E-11 8.62540E-12 4.98117E-14 4.08935E-04 5.51968E-11 2.82036E-14 2.26153E-03 4.94032E-13
 1.89449E-11 1.04234E-09 3.91333E-09 1.47203E-17 4.85995E-08 2.68096E-07 1.24975E-08 4.41619E-10
 7.63191E-12 1.34608E-09 5.78583E-13 8.69621E-13 2.26228E-14 1.45469E-11 3.87244E-13 2.23375E-15
 7.22438E-18 5.22121E-20 1.03641E-10 2.04876E-12 3.86611E-16 1.21300E-13 1.87264E-11 1.34472E-13
 2.23130E-04 4.12189E-13 8.53216E-17 1.43401E-15 2.18858E-11 1.14100E-11 4.06667E-14 4.13198E-04
 5.36918E-11 6.24463E-14 1.41683E-03 7.32080E-13 2.04429E-11 8.97078E-10 7.12092E-09 1.85665E-17
 4.86015E-08 2.64546E-07 9.24033E-09 3.81527E-10 8.35454E-12 1.29543E-09 6.55394E-13 1.01955E-12
 3.28781E-14 1.74323E-11 8.10131E-13 3.98923E-15 2.40676E-17 4.88400E-19 9.51043E-11 4.69429E-12
 6.37316E-16 2.98056E-13 2.10018E-11 2.86768E-13 2.27162E-04 3.42069E-13 5.93968E-17 2.05954E-15
 2.02636E-11 1.40881E-11 3.30884E-14 4.17250E-04 4.87720E-11 1.28428E-13 7.83162E-04 9.64828E-13
 2.08326E-11 7.56092E-10 1.22412E-08 2.13032E-17 4.86202E-08 2.61544E-07 7.03656E-09 3.07235E-10
 8.08373E-12 1.24285E-09 7.61310E-13 1.18379E-12 4.39549E-14 1.92807E-11 1.63078E-12 6.14563E-15
 7.73496E-17 3.51806E-18 8.80244E-11 8.59567E-12 8.60822E-16 5.96466E-13 2.11924E-11 5.20896E-13
 2.30902E-04 3.13307E-13 4.35619E-17 3.03722E-15 1.94983E-11 1.63403E-11 2.92279E-14 4.21010E-04
 4.12084E-11 2.44200E-13 3.74039E-04 1.11450E-12 1.97286E-11 6.17944E-10 1.97403E-08 2.19068E-17
 4.86644E-08 2.59170E-07 5.66223E-09 2.33274E-10 6.99544E-12 1.18933E-09 9.20630E-13 1.37464E-12
 5.40996E-14 1.98053E-11 2.71391E-12 8.29831E-15 2.48277E-16 2.10352E-17 8.25554E-11 1.27049E-11
 9.95488E-16 1.00082E-12 2.00599E-11 8.28186E-13 2.34226E-04 3.19608E-13 3.41359E-17 4.83100E-15
 2.03672E-11 1.81288E-11 2.81581E-14 4.24354E-04 3.34282E-11 4.35591E-13 1.66204E-04 1.19691E-12
 1.79927E-11 4.90714E-10 2.96434E-08 2.18472E-17 4.87292E-08 2.57357E-07 4.91262E-09 1.70707E-10
 5.69926E-12 1.13600E-09 1.17309E-12 1.64794E-12 6.49909E-14 1.94988E-11 3.46498E-12 1.05616E-14
 7.93438E-16 9.99733E-17 7.85407E-11 1.59681E-11 1.07045E-15 1.46765E-12 1.87185E-11 1.20015E-12
 2.36995E-04 3.47510E-13 2.90514E-17 7.99258E-15 2.27434E-11 1.94537E-11 2.80090E-14 4.27145E-04
 2.60910E-11 7.35915E-13 6.68518E-05 1.22237E-12 1.58274E-11 3.67795E-10 4.16797E-08 2.16441E-17
 4.88063E-08 2.55994E-07 4.66526E-09 1.18480E-10 4.39455E-12 1.08419E-09 1.59408E-12 2.05195E-12
 7.88307E-14 1.85795E-11 3.78062E-12 1.33574E-14 2.51935E-15 4.04228E-16 7.57308E-11 1.75601E-11
 1.12382E-15 1.94756E-12 1.81344E-11 1.67080E-12 2.39049E-04 3.91724E-13 2.66725E-17 1.33321E-14
 2.60768E-11 1.95340E-11 2.78153E-14 4.29220E-04 1.77350E-11 1.09502E-12 1.30408E-05 9.17421E-13
 9.93180E-12 2.15185E-10 5.58509E-08 1.31371E-17 4.88928E-08 2.54913E-07 4.86685E-09 6.60809E-11
 2.58944E-12 1.03320E-09 2.68320E-12 2.74973E-12 9.22430E-14 1.61025E-11 3.63947E-12 1.85086E-14
 8.39337E-15 3.73625E-15 7.37885E-11 1.58391E-11 1.23321E-15 2.68273E-12 1.94647E-11 2.71331E-12
 2.40241E-04 4.58885E-13 2.32187E-17 2.44704E-14 2.86377E-11 1.59308E-11 2.70463E-14 4.30437E-04
 1.00566E-11 1.52558E-12 9.32097E-07 5.43857E-13 4.35406E-12 8.96676E-11 7.42041E-08 5.74818E-18
 4.89970E-08 2.53578E-07 5.49476E-09 2.58480E-11 1.05535E-12 9.69868E-10 4.65124E-12 3.60578E-12
 9.23999E-14 1.20467E-11 2.62147E-12 2.92704E-14 1.83305E-14 3.96729E-14 7.17704E-11 1.12725E-11
 1.59064E-15 3.77913E-12 2.26069E-11 4.63703E-12 2.40211E-04 4.47552E-14 1.72168E-18 2.11802E-14
 1.37276E-11 7.49674E-12 2.21005E-15 4.30437E-04 7.83440E-12 3.08747E-12 9.37468E-07 6.81416E-13
 4.50872E-12 4.79404E-11 9.91904E-08 1.01415E-17 4.91660E-08 2.50834E-07 6.52146E-09 1.51123E-11
 9.71557E-13 8.66101E-10 5.26632E-12 4.19224E-12 1.02121E-13 1.12102E-11 2.17149E-12 3.44142E-14
 1.95928E-14 4.59617E-14 6.80942E-11 1.17219E-11 1.94572E-15 4.66703E-12 2.50354E-11 4.53439E-12
 2.40168E-04 2.14993E-15 8.21355E-20 8.01530E-15 4.64825E-12 2.60739E-12 7.49563E-17 4.30438E-04
 8.13150E-12 6.17143E-12 9.49210E-07 1.00403E-12 5.22154E-12 3.95374E-11 1.24466E-07 2.12667E-17
 4.94823E-08 2.44798E-07 7.80474E-09 1.40852E-11 1.18685E-12 7.00836E-10 5.30962E-12 4.33089E-12
 1.17798E-13 1.14983E-11 1.68529E-12 3.93860E-14 1.72363E-14 6.28881E-14 6.11030E-11 1.50374E-11
 2.97205E-15 6.33245E-12 2.74688E-11 4.07569E-12 2.40119E-04 4.35383E-17 1.85254E-21 1.66972E-15
 8.52682E-13 5.74593E-13 1.08938E-18 4.30441E-04 8.85214E-12 1.10260E-11 9.71867E-07 1.56562E-12
 5.92973E-12 3.46269E-11 1.29484E-07 4.54778E-17 5.00095E-08 2.33186E-07 8.70678E-09 1.31953E-11
 1.46366E-12 4.92655E-10 5.52361E-12 4.14538E-12 1.47800E-13 1.16610E-11 1.14297E-12 4.16327E-14
 1.26703E-14 8.55647E-14 4.99690E-11 1.90164E-11 5.71134E-15 8.68153E-12 3.29795E-11 3.32150E-12
 2.40089E-04 4.01282E-19 2.34985E-23 1.94330E-16 7.83482E-14 7.21938E-14 8.09761E-21 4.30448E-04
 9.22362E-12 1.67010E-11 1.00702E-06 2.40994E-12 6.49657E-12 2.87814E-11 1.07970E-07 9.17452E-17
 5.07451E-08 2.15207E-07 8.98946E-09 1.10720E-11 1.66830E-12 3.00380E-10 5.99651E-12 3.71849E-12
 1.90269E-13 1.10347E-11 6.97560E-13 3.78845E-14 7.44724E-15 9.76919E-14 3.65165E-11 2.15425E-11
 1.20017E-14 1.10588E-11 4.24870E-11 2.33041E-12 2.40085E-04 2.04145E-21 2.11132E-25 1.44674E-17
 4.08171E-15 5.41906E-15 4.00498E-23 4.30459E-04 9.09202E-12 2.23475E-11 1.05129E-06 3.51748E-12
 7.09310E-12 2.47247E-11 8.05596E-08 1.72902E-16 5.16741E-08 1.92545E-07 9.09201E-09 8.94728E-12
 1.76772E-12 1.65370E-10 6.35582E-12 3.16817E-12 2.25846E-13 9.59144E-12 4.15423E-13 3.00871E-14
 3.67401E-15 9.16279E-14 2.41035E-11 2.23315E-11 2.38463E-14 1.28640E-11 5.31903E-11 1.44305E-12
 2.40079E-04 7.03854E-24 1.91977E-27 7.60190E-19 1.47281E-16 2.82061E-16 2.14707E-25 4.30471E-04
 8.55187E-12 2.82845E-11 1.10032E-06 4.88327E-12 7.87238E-12 2.28788E-11 6.00689E-08 3.11624E-16
 5.28869E-08 1.67334E-07 9.28582E-09 7.27283E-12 1.77585E-12 8.53728E-11 6.32465E-12 2.58634E-12
 2.38435E-13 7.76780E-12 2.50515E-13 2.19460E-14 1.63466E-15 7.68591E-14 1.45593E-11 2.23901E-11
 4.29916E-14 1.41392E-11 6.20160E-11 8.34498E-13 2.40059E-04 1.88680E-26 4.12186E-29 3.03707E-20
 4.28847E-18 1.50938E-17 3.22898E-27 4.30483E-04 7.77577E-12 3.50583E-11 1.14877E-06 6.55039E-12
 8.86972E-12 2.24782E-11 4.63157E-08 5.47520E-16 5.45366E-08 1.42174E-07 9.58606E-09 5.94060E-12
 1.71043E-12 4.34678E-11 5.96674E-12 2.04545E-12 2.29700E-13 5.99881E-12 1.53221E-13 1.52565E-14
 6.87823E-16 6.10265E-14 8.24814E-12 2.22140E-11 7.15508E-14 1.50527E-11 6.79569E-11 4.66217E-13
 2.40028E-04 5.53787E-29 2.88489E-30 1.75740E-21 1.94077E-19 6.25363E-18 1.58788E-28 4.30491E-04
 6.90001E-12 4.28370E-11 1.19300E-06 8.57036E-12 1.01015E-11 2.30027E-11 3.67104E-08 9.44106E-16
 5.68361E-08 1.18775E-07 9.97725E-09 4.85142E-12 1.59111E-12 2.26974E-11 5.44119E-12 1.58514E-12
 2.07866E-13 4.49285E-12 9.49175E-14 1.03087E-14 2.80930E-16 4.68740E-14 4.46599E-12 2.19319E-11
 1.12499E-13 1.56844E-11 7.15828E-11 2.55621E-13 2.39994E-04 9.63012E-30 2.49335E-30 1.06953E-21
 9.77395E-20 6.34955E-18 9.71371E-29 4.30495E-04 6.02960E-12 5.17590E-11 1.23057E-06 1.10036E-11
 1.15931E-11 2.41906E-11 2.96703E-08 1.60424E-15 5.99790E-08 9.82686E-08 1.04541E-08 3.96314E-12
 1.44282E-12 1.25259E-11 4.88439E-12 1.21832E-12 1.81080E-13 3.31208E-12 5.97017E-14 6.87596E-15
 1.13932E-16 3.49842E-14 2.35814E-12 2.15257E-11 1.69412E-13 1.60401E-11 7.38199E-11 1.38834E-13
 2.39962E-04 1.49060E-29 4.27047E-30 1.26488E-21 9.97994E-20 6.34606E-18 1.20752E-28 4.30494E-04
 5.23212E-12 6.20407E-11 1.26032E-06 1.39289E-11 1.33820E-11 2.59215E-11 2.43260E-08 2.69649E-15
 6.40896E-08 8.11735E-08 1.10133E-08 3.24962E-12 1.28799E-12 7.41622E-12 4.38062E-12 9.38366E-13
 1.54890E-13 2.43309E-12 3.82569E-14 4.58712E-15 4.67815E-17 2.52912E-14 1.24075E-12 2.09268E-11
 2.45947E-13 1.60883E-11 7.54895E-11 7.50895E-14 2.39935E-04 2.38310E-29 7.34512E-30 1.49338E-21
 1.05247E-19 6.33908E-18 1.53662E-28 4.30487E-04 4.52575E-12 7.38740E-11 1.28265E-06 1.74471E-11
 1.55242E-11 2.81727E-11 2.01379E-08 4.49551E-15 6.92992E-08 6.72344E-08 1.16532E-08 2.67846E-12
 1.13839E-12 4.67500E-12 3.95194E-12 7.27761E-13 1.31484E-13 1.79200E-12 2.49811E-14 3.08282E-15
 1.96201E-17 1.76449E-14 6.57244E-13 2.00997E-11 3.45539E-13 1.58094E-11 7.71241E-11 4.04639E-14
 2.39913E-04 3.79266E-29 1.24019E-29 1.72850E-21 1.11782E-19 6.33094E-18 1.94882E-28 4.30477E-04
 3.91110E-12 8.74319E-11 1.29830E-06 2.16791E-11 1.80898E-11 3.09695E-11 1.67698E-08 7.44597E-15
 7.57188E-08 5.60238E-08 1.23762E-08 2.22021E-12 9.99607E-13 3.09259E-12 3.59888E-12 5.69979E-13
 1.11471E-13 1.32782E-12 1.66176E-14 2.09666E-15 8.44651E-18 1.18117E-14 3.53080E-13 1.90092E-11
 4.70345E-13 1.51866E-11 7.90419E-11 2.16895E-14 2.39896E-04 5.98856E-29 2.05407E-29 1.96786E-21
 1.19319E-19 6.32175E-18 2.45764E-28 4.30463E-04 3.38169E-12 1.02819E-10 1.30808E-06 2.67586E-11
 2.11608E-11 3.43629E-11 1.40008E-08 1.22566E-14 8.34416E-08 4.70890E-08 1.31911E-08 1.85093E-12
 8.73859E-13 2.11712E-12 3.31330E-12 4.51861E-13 9.46772E-14 9.91911E-13 1.12627E-14 1.44746E-15
 3.74553E-18 7.53697E-15 1.93592E-13 1.76353E-11 6.20095E-13 1.42213E-11 8.14041E-11 1.15414E-14
 2.39883E-04 9.36438E-29 3.33744E-29 2.21213E-21 1.27907E-19 6.31146E-18 3.08197E-28 4.30446E-04
 2.92627E-12 1.20018E-10 1.31278E-06 3.28205E-11 2.48272E-11 3.84159E-11 1.16807E-08 2.00323E-14
 9.25953E-08 3.99703E-08 1.41141E-08 1.55089E-12 7.61080E-13 1.48183E-12 3.08190E-12 3.63361E-13
 8.05587E-14 7.47903E-13 7.78127E-15 1.01608E-15 1.71477E-18 4.55960E-15 1.08677E-13 1.59947E-11
 7.91421E-13 1.29526E-11 8.42330E-11 6.08886E-15 2.39873E-04 1.44924E-28 5.32428E-29 2.46574E-21
 1.37715E-19 6.29990E-18 3.84955E-28 4.30426E-04 2.53373E-12 1.38906E-10 1.31303E-06 3.99909E-11
 2.91809E-11 4.31880E-11 9.71225E-09 3.24588E-14 1.03348E-07 3.42692E-08 1.51678E-08 1.30490E-12
 6.60534E-13 1.05106E-12 2.89198E-12 2.97172E-13 6.85633E-14 5.69943E-13 5.48718E-15 7.26246E-16
 8.12783E-19 2.60613E-15 6.25528E-14 1.41428E-11 9.77702E-13 1.14574E-11 8.74413E-11 3.18610E-15
 2.39867E-04 2.21927E-28 8.34981E-29 2.73735E-21 1.49025E-19 6.28678E-18 4.80106E-28 4.30404E-04
 2.19413E-12 1.59337E-10 1.30927E-06 4.83798E-11 3.43079E-11 4.87237E-11 8.03535E-09 5.20653E-14
 1.15923E-07 2.96552E-08 1.63793E-08 1.10135E-12 5.71308E-13 7.50557E-13 2.73305E-12 2.47901E-13
 5.82485E-14 4.39631E-13 3.95575E-15 5.29118E-16 4.00080E-19 1.40629E-15 3.68942E-14 1.21695E-11
 1.16993E-12 9.84148E-12 9.08625E-11 1.65710E-15 2.39863E-04 3.36182E-28 1.28874E-28 3.03983E-21
 1.62236E-19 6.27165E-18 5.99567E-28 4.30379E-04 1.90161E-12 1.81297E-10 1.30180E-06 5.80829E-11
 4.02798E-11 5.50361E-11 6.61437E-09 8.26190E-14 1.30475E-07 2.58993E-08 1.77733E-08 9.32499E-13
 4.93129E-13 5.38615E-13 2.59955E-12 2.11575E-13 4.93508E-14 3.43925E-13 2.92006E-15 3.93446E-16
 2.05251E-19 7.17906E-16 2.23616E-14 1.01834E-11 1.35822E-12 8.21875E-12 9.42942E-11 8.59813E-16
 2.39862E-04 5.03168E-28 1.95844E-28 3.38927E-21 1.77824E-19 6.25403E-18 7.51566E-28 4.30352E-04
 1.64976E-12 2.05028E-10 1.29081E-06 6.91823E-11 4.71483E-11 6.20985E-11 5.42431E-09 1.29731E-13
 1.47213E-07 2.28020E-08 1.93745E-08 7.91736E-13 4.25236E-13 3.88070E-13 2.48683E-12 1.84901E-13
 4.16653E-14 2.72910E-13 2.20597E-15 2.98410E-16 1.09718E-19 3.48676E-16 1.39439E-14 8.29525E-12
 1.53432E-12 6.69268E-12 9.75364E-11 4.46517E-16 2.39862E-04 7.42763E-28 2.92989E-28 3.80524E-21
 1.96365E-19 6.23332E-18 9.47574E-28 4.30323E-04 1.43066E-12 2.31132E-10 1.27621E-06 8.17397E-11
 5.49385E-11 6.98373E-11 4.44239E-09 2.01792E-13 1.66580E-07 2.01753E-08 2.12171E-08 6.72826E-13
 3.66160E-13 2.79755E-13 2.39010E-12 1.65076E-13 3.50143E-14 2.19034E-13 1.69923E-15 2.30019E-16
 6.07251E-20 1.62443E-16 8.90362E-15 6.59324E-12 1.69300E-12 5.33664E-12 1.00436E-10 2.32382E-16
 2.39864E-04 1.07953E-27 4.31403E-28 4.31351E-21 2.18623E-19 6.20868E-18 1.20404E-27 4.30291E-04
 1.24021E-12 2.60593E-10 1.25803E-06 9.58107E-11 6.36447E-11 7.81169E-11 3.64386E-09 3.11399E-13
 1.88779E-07 1.79116E-08 2.33279E-08 5.71978E-13 3.15110E-13 2.02042E-13 2.30808E-12 1.50024E-13
 2.93000E-14 1.77171E-13 1.32827E-15 1.79417E-16 3.45232E-20 7.32681E-17 5.82790E-15 5.12900E-12
 1.83219E-12 4.18642E-12 1.02909E-10 1.21283E-16 2.39868E-04 1.54144E-27 6.24740E-28 4.94464E-21
 2.45464E-19 6.17923E-18 1.54361E-27 4.30256E-04 1.07489E-12 2.94702E-10 1.23635E-06 1.11443E-10
 7.32360E-11 8.67547E-11 3.00127E-09 4.77460E-13 2.13897E-07 1.59299E-08 2.57347E-08 4.86114E-13
 2.71169E-13 1.46596E-13 2.23980E-12 1.38156E-13 2.44268E-14 1.43799E-13 1.04781E-15 1.40901E-16
