
     Z         PRESS      DEN     ProOH1    ProOH25    ProO3D    PO2D       PO2      PH2O      PO3D      PH2O2     FO3      FH2O      NumO2      NumOH      NumO1D     PN2O     PCH3CL      FOH      FHO2      FNO     FNO2      FH    FH2O2     FNO3    FN2O5    FHNO3      FO       FN      FH2     FCH4    FN2O
   5.000E+04 9.555E+05 2.447E+19 3.465E+05 2.791E+02 3.258E+06 0.000E+00 1.755E-15 1.182E-15 9.978E-06 2.532E-06 1.334E-08 9.650E-03 2.603E+17 3.151E+06 4.450E-03 3.046E-12 4.651E-14 1.288E-13 9.904E-12 7.584E-12 1.847E-11 9.929E-20 6.591E-10 9.257E-15 1.481E-16 9.814E-11 7.240E-16 8.294E-20 5.000E-07 8.080E-07 2.730E-07
   1.500E+05 8.458E+05 2.208E+19 2.600E+05 5.549E+02 3.560E+06 0.000E+00 4.387E-15 3.921E-15 1.110E-05 2.803E-06 1.452E-08 6.408E-03 2.350E+17 2.478E+06 5.548E-03 8.495E-12 1.544E-13 1.122E-13 9.101E-12 3.086E-12 6.519E-12 8.294E-20 6.521E-10 5.246E-15 4.474E-17 9.162E-11 9.345E-16 8.547E-20 4.994E-07 8.049E-07 2.726E-07
   2.500E+05 7.471E+05 1.983E+19 2.071E+05 1.051E+03 4.042E+06 0.000E+00 9.855E-15 1.204E-14 1.213E-05 3.054E-06 1.680E-08 4.403E-03 2.111E+17 2.350E+06 7.133E-03 2.126E-11 4.534E-13 1.185E-13 8.835E-12 2.124E-12 4.023E-12 8.547E-20 6.252E-10 4.280E-15 3.278E-17 8.907E-11 1.313E-15 8.812E-20 4.989E-07 8.024E-07 2.722E-07
   3.500E+05 6.585E+05 1.783E+19 1.466E+05 1.624E+03 4.717E+06 0.000E+00 2.035E-14 3.471E-14 1.290E-05 3.288E-06 2.051E-08 2.624E-03 1.899E+17 2.233E+06 9.376E-03 4.857E-11 1.198E-12 1.252E-13 8.498E-12 2.220E-12 3.774E-12 8.812E-20 5.693E-10 4.164E-15 5.031E-17 8.932E-11 1.919E-15 9.135E-20 4.987E-07 8.004E-07 2.718E-07
   4.500E+05 5.788E+05 1.603E+19 9.673E+04 2.143E+03 5.546E+06 0.000E+00 3.882E-14 9.172E-14 1.349E-05 3.507E-06 2.566E-08 1.458E-03 1.707E+17 2.132E+06 1.233E-02 1.014E-10 2.830E-12 1.330E-13 8.081E-12 2.736E-12 4.190E-12 9.135E-20 4.950E-10 4.375E-15 1.058E-16 9.082E-11 2.857E-15 9.199E-20 4.985E-07 7.987E-07 2.713E-07
   5.500E+05 5.072E+05 1.440E+19 5.715E+04 2.309E+03 6.433E+06 0.000E+00 6.868E-14 2.170E-13 1.390E-05 3.713E-06 3.214E-08 7.392E-04 1.534E+17 1.982E+06 1.589E-02 1.933E-10 5.959E-12 1.377E-13 7.407E-12 3.435E-12 4.694E-12 9.199E-20 4.096E-10 4.563E-15 2.442E-16 9.180E-11 4.227E-15 8.815E-20 4.985E-07 7.974E-07 2.707E-07
   6.500E+05 4.430E+05 1.292E+19 2.963E+04 2.032E+03 7.287E+06 0.000E+00 1.134E-13 4.649E-13 1.416E-05 3.908E-06 3.985E-08 3.384E-04 1.377E+17 1.758E+06 1.992E-02 3.385E-10 1.129E-11 1.361E-13 6.470E-12 3.964E-12 4.760E-12 8.815E-20 3.219E-10 4.496E-15 5.324E-16 9.111E-11 6.151E-15 8.141E-20 4.985E-07 7.964E-07 2.701E-07
   7.500E+05 3.854E+05 1.157E+19 1.332E+04 1.453E+03 8.027E+06 0.000E+00 1.766E-13 9.071E-13 1.425E-05 4.092E-06 4.868E-08 1.385E-04 1.234E+17 1.503E+06 2.424E-02 5.510E-10 1.955E-11 1.299E-13 5.435E-12 4.390E-12 4.552E-12 8.141E-20 2.421E-10 4.270E-15 1.180E-15 8.939E-11 8.792E-15 7.667E-20 4.985E-07 7.955E-07 2.694E-07
   8.500E+05 3.339E+05 1.033E+19 5.085E+03 8.214E+02 8.607E+06 3.792-152 2.620E-13 1.605E-12 1.423E-05 4.266E-06 5.852E-08 4.953E-05 1.102E+17 1.307E+06 2.873E-02 8.440E-10 3.135E-11 1.265E-13 4.493E-12 5.356E-12 4.716E-12 7.667E-20 1.773E-10 4.175E-15 3.166E-15 8.816E-11 1.237E-14 7.683E-20 4.985E-07 7.947E-07 2.687E-07
   9.500E+05 2.881E+05 9.187E+18 1.610E+03 3.584E+02 9.081E+06 1.945-101 3.738E-13 2.610E-12 1.415E-05 4.430E-06 6.984E-08 1.495E-05 9.800E+16 1.197E+06 3.362E-02 1.232E-09 4.729E-11 1.303E-13 3.728E-12 7.183E-12 5.357E-12 7.683E-20 1.282E-10 4.313E-15 8.401E-15 8.831E-11 1.745E-14 7.856E-20 4.985E-07 7.939E-07 2.678E-07
